idx,NpcGuid,ItemNo,Gem1,GemCount1,Gem2,GemCount2,Gem3,GemCount3,Gem4,GemCount4,Gem5,GemCount5,CP
495,3DAC8994-913E-4116-A1C2-8189DAB496C9,330310170,49000550,5,0,0,0,0,0,0,0,0,8500
496,3DAC8994-913E-4116-A1C2-8189DAB496C9,330310200,49000550,6,0,0,0,0,0,0,0,0,11000
497,3DAC8994-913E-4116-A1C2-8189DAB496C9,330310230,49000550,9,0,0,0,0,0,0,0,0,17000
498,3DAC8994-913E-4116-A1C2-8189DAB496C9,330410110,49000550,1,0,0,0,0,0,0,0,0,2000
499,3DAC8994-913E-4116-A1C2-8189DAB496C9,330410140,49000550,2,0,0,0,0,0,0,0,0,3000
500,3DAC8994-913E-4116-A1C2-8189DAB496C9,330410170,49000550,2,0,0,0,0,0,0,0,0,4000
501,3DAC8994-913E-4116-A1C2-8189DAB496C9,330410200,49000550,4,0,0,0,0,0,0,0,0,7000
502,3DAC8994-913E-4116-A1C2-8189DAB496C9,330410230,49000550,6,0,0,0,0,0,0,0,0,11000
503,3DAC8994-913E-4116-A1C2-8189DAB496C9,330510110,49000550,1,0,0,0,0,0,0,0,0,2000
504,3DAC8994-913E-4116-A1C2-8189DAB496C9,330510140,49000550,2,0,0,0,0,0,0,0,0,3000
505,3DAC8994-913E-4116-A1C2-8189DAB496C9,330510170,49000550,2,0,0,0,0,0,0,0,0,4000
506,3DAC8994-913E-4116-A1C2-8189DAB496C9,330510200,49000550,4,0,0,0,0,0,0,0,0,7000
507,3DAC8994-913E-4116-A1C2-8189DAB496C9,330510230,49000550,6,0,0,0,0,0,0,0,0,11000
508,3DAC8994-913E-4116-A1C2-8189DAB496C9,330610110,49000550,1,0,0,0,0,0,0,0,0,2000
509,3DAC8994-913E-4116-A1C2-8189DAB496C9,330610140,49000550,2,0,0,0,0,0,0,0,0,3000
510,3DAC8994-913E-4116-A1C2-8189DAB496C9,330610170,49000550,2,0,0,0,0,0,0,0,0,4000
511,3DAC8994-913E-4116-A1C2-8189DAB496C9,330610200,49000550,4,0,0,0,0,0,0,0,0,7000
512,3DAC8994-913E-4116-A1C2-8189DAB496C9,330610230,49000550,6,0,0,0,0,0,0,0,0,11000
513,42530F97-3737-47D0-9A00-C0AC94AB5A43,340110110,49000550,3,0,0,0,0,0,0,0,0,4000
514,42530F97-3737-47D0-9A00-C0AC94AB5A43,340110140,49000550,4,0,0,0,0,0,0,0,0,6000
515,42530F97-3737-47D0-9A00-C0AC94AB5A43,340110170,49000550,5,0,0,0,0,0,0,0,0,8500
516,42530F97-3737-47D0-9A00-C0AC94AB5A43,340110200,49000550,6,0,0,0,0,0,0,0,0,11000
517,42530F97-3737-47D0-9A00-C0AC94AB5A43,340110230,49000550,9,0,0,0,0,0,0,0,0,17000
518,42530F97-3737-47D0-9A00-C0AC94AB5A43,340210110,49000550,3,0,0,0,0,0,0,0,0,4000
519,42530F97-3737-47D0-9A00-C0AC94AB5A43,340210140,49000550,4,0,0,0,0,0,0,0,0,6000
520,42530F97-3737-47D0-9A00-C0AC94AB5A43,340210170,49000550,5,0,0,0,0,0,0,0,0,8500
521,42530F97-3737-47D0-9A00-C0AC94AB5A43,340210200,49000550,6,0,0,0,0,0,0,0,0,11000
522,42530F97-3737-47D0-9A00-C0AC94AB5A43,340210230,49000550,9,0,0,0,0,0,0,0,0,17000
523,42530F97-3737-47D0-9A00-C0AC94AB5A43,340310110,49000550,3,0,0,0,0,0,0,0,0,4000
524,42530F97-3737-47D0-9A00-C0AC94AB5A43,340310140,49000550,4,0,0,0,0,0,0,0,0,6000
525,42530F97-3737-47D0-9A00-C0AC94AB5A43,340310170,49000550,5,0,0,0,0,0,0,0,0,8500
526,42530F97-3737-47D0-9A00-C0AC94AB5A43,340310200,49000550,6,0,0,0,0,0,0,0,0,11000
527,42530F97-3737-47D0-9A00-C0AC94AB5A43,340310230,49000550,9,0,0,0,0,0,0,0,0,17000
528,42530F97-3737-47D0-9A00-C0AC94AB5A43,340410110,49000550,1,0,0,0,0,0,0,0,0,2000
529,42530F97-3737-47D0-9A00-C0AC94AB5A43,340410140,49000550,2,0,0,0,0,0,0,0,0,3000
530,42530F97-3737-47D0-9A00-C0AC94AB5A43,340410170,49000550,2,0,0,0,0,0,0,0,0,4000
531,42530F97-3737-47D0-9A00-C0AC94AB5A43,340410200,49000550,4,0,0,0,0,0,0,0,0,7000
532,42530F97-3737-47D0-9A00-C0AC94AB5A43,340410230,49000550,6,0,0,0,0,0,0,0,0,11000
533,42530F97-3737-47D0-9A00-C0AC94AB5A43,340510110,49000550,1,0,0,0,0,0,0,0,0,2000
534,42530F97-3737-47D0-9A00-C0AC94AB5A43,340510140,49000550,2,0,0,0,0,0,0,0,0,3000
535,42530F97-3737-47D0-9A00-C0AC94AB5A43,340510170,49000550,2,0,0,0,0,0,0,0,0,4000
536,42530F97-3737-47D0-9A00-C0AC94AB5A43,340510200,49000550,4,0,0,0,0,0,0,0,0,7000
537,42530F97-3737-47D0-9A00-C0AC94AB5A43,340510230,49000550,6,0,0,0,0,0,0,0,0,11000
538,42530F97-3737-47D0-9A00-C0AC94AB5A43,340610110,49000550,1,0,0,0,0,0,0,0,0,2000
539,42530F97-3737-47D0-9A00-C0AC94AB5A43,340610140,49000550,2,0,0,0,0,0,0,0,0,3000
540,42530F97-3737-47D0-9A00-C0AC94AB5A43,340610170,49000550,2,0,0,0,0,0,0,0,0,4000
541,42530F97-3737-47D0-9A00-C0AC94AB5A43,340610200,49000550,4,0,0,0,0,0,0,0,0,7000
542,42530F97-3737-47D0-9A00-C0AC94AB5A43,340610230,49000550,6,0,0,0,0,0,0,0,0,11000
543,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,50801720,50801740,100,50801760,5,50801770,5,50801780,6,50801790,6,0
544,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,50801730,50801750,100,50801800,5,50801810,5,50801820,6,50801830,6,0
545,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,141100240,50900010,36,50900020,18,50900030,18,50900040,9,50900050,9,0
546,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,141200240,50900010,36,50900020,18,50900030,18,50900040,9,50900050,9,0
547,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,141300240,50900010,36,50900020,18,50900030,18,50900040,9,50900050,9,0
548,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,141400240,50900010,22,50900020,11,50900030,11,50900040,6,50900050,6,0
549,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,141500240,50900010,22,50900020,11,50900030,11,50900040,6,50900050,6,0
550,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,141600240,50900010,22,50900020,11,50900030,11,50900040,6,50900050,6,0
551,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,142100220,50900010,36,50900020,18,50900030,18,50900040,9,50900050,9,0
552,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,142200220,50900010,36,50900020,18,50900030,18,50900040,9,50900050,9,0
553,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,142300220,50900010,36,50900020,18,50900030,18,50900040,9,50900050,9,0
554,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,142400220,50900010,22,50900020,11,50900030,11,50900040,6,50900050,6,0
555,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,142500220,50900010,22,50900020,11,50900030,11,50900040,6,50900050,6,0
556,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,142600220,50900010,22,50900020,11,50900030,11,50900040,6,50900050,6,0
557,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,143100240,50900010,9,50900020,18,50900030,18,50900040,36,50900050,9,0
558,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,143200240,50900010,9,50900020,18,50900030,18,50900040,36,50900050,9,0
559,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,143300240,50900010,9,50900020,18,50900030,18,50900040,36,50900050,9,0
560,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,143400240,50900010,6,50900020,11,50900030,11,50900040,22,50900050,6,0
561,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,143500240,50900010,6,50900020,11,50900030,11,50900040,22,50900050,6,0
562,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,143600240,50900010,6,50900020,11,50900030,11,50900040,22,50900050,6,0
563,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,144100220,50900010,9,50900020,18,50900030,18,50900040,36,50900050,9,0
564,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,144200220,50900010,9,50900020,18,50900030,18,50900040,36,50900050,9,0
565,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,144300220,50900010,9,50900020,18,50900030,18,50900040,36,50900050,9,0
566,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,144400220,50900010,6,50900020,11,50900030,11,50900040,22,50900050,6,0
567,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,144500220,50900010,6,50900020,11,50900030,11,50900040,22,50900050,6,0
568,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,144600220,50900010,6,50900020,11,50900030,11,50900040,22,50900050,6,0
569,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,145100240,50900010,18,50900020,36,50900030,9,50900040,18,50900050,9,0
570,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,145200240,50900010,18,50900020,36,50900030,9,50900040,18,50900050,9,0
571,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,145300240,50900010,18,50900020,36,50900030,9,50900040,18,50900050,9,0
572,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,145400240,50900010,11,50900020,22,50900030,6,50900040,11,50900050,6,0
573,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,145500240,50900010,11,50900020,22,50900030,6,50900040,11,50900050,6,0
574,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,145600240,50900010,11,50900020,22,50900030,6,50900040,11,50900050,6,0
575,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,146100220,50900010,18,50900020,36,50900030,9,50900040,18,50900050,9,0
576,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,146200220,50900010,18,50900020,36,50900030,9,50900040,18,50900050,9,0
577,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,146300220,50900010,18,50900020,36,50900030,9,50900040,18,50900050,9,0
578,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,146400220,50900010,11,50900020,22,50900030,6,50900040,11,50900050,6,0
579,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,146500220,50900010,11,50900020,22,50900030,6,50900040,11,50900050,6,0
580,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,146600220,50900010,11,50900020,22,50900030,6,50900040,11,50900050,6,0
581,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,147100240,50900010,18,50900020,9,50900030,36,50900040,18,50900050,9,0
582,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,147200240,50900010,18,50900020,9,50900030,36,50900040,18,50900050,9,0
583,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,147300240,50900010,18,50900020,9,50900030,36,50900040,18,50900050,9,0
584,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,147400240,50900010,11,50900020,6,50900030,22,50900040,11,50900050,6,0
585,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,147500240,50900010,11,50900020,6,50900030,22,50900040,11,50900050,6,0
586,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,147600240,50900010,11,50900020,6,50900030,22,50900040,11,50900050,6,0
587,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,148100220,50900010,18,50900020,9,50900030,36,50900040,18,50900050,9,0
588,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,148200220,50900010,18,50900020,9,50900030,36,50900040,18,50900050,9,0
589,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,148300220,50900010,18,50900020,9,50900030,36,50900040,18,50900050,9,0
590,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,148400220,50900010,11,50900020,6,50900030,22,50900040,11,50900050,6,0
591,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,148500220,50900010,11,50900020,6,50900030,22,50900040,11,50900050,6,0
592,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,148600220,50900010,11,50900020,6,50900030,22,50900040,11,50900050,6,0
593,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,330110210,50900010,36,50900020,18,50900030,18,50900040,9,50900050,9,0
594,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,330210210,50900010,36,50900020,18,50900030,18,50900040,9,50900050,9,0
595,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,330310210,50900010,36,50900020,18,50900030,18,50900040,9,50900050,9,0
596,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,330410210,50900010,22,50900020,11,50900030,11,50900040,6,50900050,6,0
597,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,330510210,50900010,22,50900020,11,50900030,11,50900040,6,50900050,6,0
598,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,330610210,50900010,22,50900020,11,50900030,11,50900040,6,50900050,6,0
599,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,340110210,50900010,36,50900020,18,50900030,18,50900040,9,50900050,9,0
600,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,340210210,50900010,36,50900020,18,50900030,18,50900040,9,50900050,9,0
601,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,340310210,50900010,36,50900020,18,50900030,18,50900040,9,50900050,9,0
602,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,340410210,50900010,22,50900020,11,50900030,11,50900040,6,50900050,6,0
603,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,340510210,50900010,22,50900020,11,50900030,11,50900040,6,50900050,6,0
604,4B8907AC-2CB5-47D5-9ED8-E0068F4E43B0,340610210,50900010,22,50900020,11,50900030,11,50900040,6,50900050,6,0
605,4FDA79E2-32BE-448F-9B03-9C762417AD2A,330110110,49000550,3,0,0,0,0,0,0,0,0,4000
606,4FDA79E2-32BE-448F-9B03-9C762417AD2A,330110140,49000550,4,0,0,0,0,0,0,0,0,6000
607,4FDA79E2-32BE-448F-9B03-9C762417AD2A,330110170,49000550,5,0,0,0,0,0,0,0,0,8500
608,4FDA79E2-32BE-448F-9B03-9C762417AD2A,330110200,49000550,6,0,0,0,0,0,0,0,0,11000
609,4FDA79E2-32BE-448F-9B03-9C762417AD2A,330110230,49000550,9,0,0,0,0,0,0,0,0,17000
610,4FDA79E2-32BE-448F-9B03-9C762417AD2A,330210110,49000550,3,0,0,0,0,0,0,0,0,4000
611,4FDA79E2-32BE-448F-9B03-9C762417AD2A,330210140,49000550,4,0,0,0,0,0,0,0,0,6000
612,4FDA79E2-32BE-448F-9B03-9C762417AD2A,330210170,49000550,5,0,0,0,0,0,0,0,0,8500
613,4FDA79E2-32BE-448F-9B03-9C762417AD2A,330210200,49000550,6,0,0,0,0,0,0,0,0,11000
614,4FDA79E2-32BE-448F-9B03-9C762417AD2A,330210230,49000550,9,0,0,0,0,0,0,0,0,17000
615,4FDA79E2-32BE-448F-9B03-9C762417AD2A,330310110,49000550,3,0,0,0,0,0,0,0,0,4000
616,4FDA79E2-32BE-448F-9B03-9C762417AD2A,330310140,49000550,4,0,0,0,0,0,0,0,0,6000
617,4FDA79E2-32BE-448F-9B03-9C762417AD2A,330310170,49000550,5,0,0,0,0,0,0,0,0,8500
618,4FDA79E2-32BE-448F-9B03-9C762417AD2A,330310200,49000550,6,0,0,0,0,0,0,0,0,11000
619,4FDA79E2-32BE-448F-9B03-9C762417AD2A,330310230,49000550,9,0,0,0,0,0,0,0,0,17000
620,4FDA79E2-32BE-448F-9B03-9C762417AD2A,330410110,49000550,1,0,0,0,0,0,0,0,0,2000
621,4FDA79E2-32BE-448F-9B03-9C762417AD2A,330410140,49000550,2,0,0,0,0,0,0,0,0,3000
622,4FDA79E2-32BE-448F-9B03-9C762417AD2A,330410170,49000550,2,0,0,0,0,0,0,0,0,4000
623,4FDA79E2-32BE-448F-9B03-9C762417AD2A,330410200,49000550,4,0,0,0,0,0,0,0,0,7000
624,4FDA79E2-32BE-448F-9B03-9C762417AD2A,330410230,49000550,6,0,0,0,0,0,0,0,0,11000
625,4FDA79E2-32BE-448F-9B03-9C762417AD2A,330510110,49000550,1,0,0,0,0,0,0,0,0,2000
626,4FDA79E2-32BE-448F-9B03-9C762417AD2A,330510140,49000550,2,0,0,0,0,0,0,0,0,3000
627,4FDA79E2-32BE-448F-9B03-9C762417AD2A,330510170,49000550,2,0,0,0,0,0,0,0,0,4000
628,4FDA79E2-32BE-448F-9B03-9C762417AD2A,330510200,49000550,4,0,0,0,0,0,0,0,0,7000
629,4FDA79E2-32BE-448F-9B03-9C762417AD2A,330510230,49000550,6,0,0,0,0,0,0,0,0,11000
630,4FDA79E2-32BE-448F-9B03-9C762417AD2A,330610110,49000550,1,0,0,0,0,0,0,0,0,2000
631,4FDA79E2-32BE-448F-9B03-9C762417AD2A,330610140,49000550,2,0,0,0,0,0,0,0,0,3000
632,4FDA79E2-32BE-448F-9B03-9C762417AD2A,330610170,49000550,2,0,0,0,0,0,0,0,0,4000
633,4FDA79E2-32BE-448F-9B03-9C762417AD2A,330610200,49000550,4,0,0,0,0,0,0,0,0,7000
634,4FDA79E2-32BE-448F-9B03-9C762417AD2A,330610230,49000550,6,0,0,0,0,0,0,0,0,11000
635,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,141100180,50900010,32,50900020,16,50900030,16,50900040,8,50900050,8,0
636,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,141200180,50900010,32,50900020,16,50900030,16,50900040,8,50900050,8,0
637,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,141300180,50900010,32,50900020,16,50900030,16,50900040,8,50900050,8,0
638,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,141400180,50900010,15,50900020,8,50900030,8,50900040,4,50900050,4,0
639,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,141500180,50900010,15,50900020,8,50900030,8,50900040,4,50900050,4,0
640,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,141600180,50900010,15,50900020,8,50900030,8,50900040,4,50900050,4,0
641,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,142100160,50900010,32,50900020,16,50900030,16,50900040,8,50900050,8,0
642,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,142200160,50900010,32,50900020,16,50900030,16,50900040,8,50900050,8,0
643,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,142300160,50900010,32,50900020,16,50900030,16,50900040,8,50900050,8,0
644,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,142400160,50900010,15,50900020,8,50900030,8,50900040,4,50900050,4,0
645,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,142500160,50900010,15,50900020,8,50900030,8,50900040,4,50900050,4,0
646,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,142600160,50900010,15,50900020,8,50900030,8,50900040,4,50900050,4,0
647,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,143100180,50900010,8,50900020,16,50900030,16,50900040,32,50900050,8,0
648,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,143200180,50900010,8,50900020,16,50900030,16,50900040,32,50900050,8,0
649,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,143300180,50900010,8,50900020,16,50900030,16,50900040,32,50900050,8,0
650,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,143400180,50900010,4,50900020,8,50900030,8,50900040,15,50900050,4,0
651,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,143500180,50900010,4,50900020,8,50900030,8,50900040,15,50900050,4,0
652,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,143600180,50900010,4,50900020,8,50900030,8,50900040,15,50900050,4,0
653,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,144100160,50900010,8,50900020,16,50900030,16,50900040,32,50900050,8,0
654,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,144200160,50900010,8,50900020,16,50900030,16,50900040,32,50900050,8,0
655,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,144300160,50900010,8,50900020,16,50900030,16,50900040,32,50900050,8,0
656,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,144400160,50900010,4,50900020,8,50900030,8,50900040,15,50900050,4,0
657,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,144500160,50900010,4,50900020,8,50900030,8,50900040,15,50900050,4,0
658,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,144600160,50900010,4,50900020,8,50900030,8,50900040,15,50900050,4,0
659,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,145100180,50900010,16,50900020,32,50900030,8,50900040,16,50900050,8,0
660,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,145200180,50900010,16,50900020,32,50900030,8,50900040,16,50900050,8,0
661,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,145300180,50900010,16,50900020,32,50900030,8,50900040,16,50900050,8,0
662,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,145400180,50900010,8,50900020,15,50900030,4,50900040,8,50900050,4,0
663,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,145500180,50900010,8,50900020,15,50900030,4,50900040,8,50900050,4,0
664,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,145600180,50900010,8,50900020,15,50900030,4,50900040,8,50900050,4,0
665,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,146100160,50900010,16,50900020,32,50900030,8,50900040,16,50900050,8,0
666,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,146200160,50900010,16,50900020,32,50900030,8,50900040,16,50900050,8,0
667,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,146300160,50900010,16,50900020,32,50900030,8,50900040,16,50900050,8,0
668,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,146400160,50900010,8,50900020,15,50900030,4,50900040,8,50900050,4,0
669,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,146500160,50900010,8,50900020,15,50900030,4,50900040,8,50900050,4,0
670,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,146600160,50900010,8,50900020,15,50900030,4,50900040,8,50900050,4,0
671,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,147100180,50900010,16,50900020,8,50900030,32,50900040,16,50900050,8,0
672,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,147200180,50900010,16,50900020,8,50900030,32,50900040,16,50900050,8,0
673,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,147300180,50900010,16,50900020,8,50900030,32,50900040,16,50900050,8,0
674,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,147400180,50900010,8,50900020,4,50900030,15,50900040,8,50900050,4,0
675,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,147500180,50900010,8,50900020,4,50900030,15,50900040,8,50900050,4,0
676,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,147600180,50900010,8,50900020,4,50900030,15,50900040,8,50900050,4,0
677,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,148100160,50900010,16,50900020,8,50900030,32,50900040,16,50900050,8,0
678,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,148200160,50900010,16,50900020,8,50900030,32,50900040,16,50900050,8,0
679,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,148300160,50900010,16,50900020,8,50900030,32,50900040,16,50900050,8,0
680,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,148400160,50900010,8,50900020,4,50900030,15,50900040,8,50900050,4,0
681,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,148500160,50900010,8,50900020,4,50900030,15,50900040,8,50900050,4,0
682,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,148600160,50900010,8,50900020,4,50900030,15,50900040,8,50900050,4,0
683,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,330110150,50900010,32,50900020,16,50900030,16,50900040,8,50900050,8,0
684,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,330210150,50900010,32,50900020,16,50900030,16,50900040,8,50900050,8,0
685,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,330310150,50900010,32,50900020,16,50900030,16,50900040,8,50900050,8,0
686,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,330410150,50900010,15,50900020,8,50900030,8,50900040,4,50900050,4,0
687,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,330510150,50900010,15,50900020,8,50900030,8,50900040,4,50900050,4,0
688,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,330610150,50900010,15,50900020,8,50900030,8,50900040,4,50900050,4,0
689,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,340110150,50900010,32,50900020,16,50900030,16,50900040,8,50900050,8,0
690,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,340210150,50900010,32,50900020,16,50900030,16,50900040,8,50900050,8,0
691,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,340310150,50900010,32,50900020,16,50900030,16,50900040,8,50900050,8,0
692,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,340410150,50900010,15,50900020,8,50900030,8,50900040,4,50900050,4,0
693,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,340510150,50900010,15,50900020,8,50900030,8,50900040,4,50900050,4,0
694,5D8EA590-A1FC-4EEB-B432-3BDE79BC932A,340610150,50900010,15,50900020,8,50900030,8,50900040,4,50900050,4,0
695,61C1BE64-AFCB-4955-B39D-36550755DF8E,141100140,49000550,3,0,0,0,0,0,0,0,0,4000
696,61C1BE64-AFCB-4955-B39D-36550755DF8E,141100170,49000550,4,0,0,0,0,0,0,0,0,6000
697,61C1BE64-AFCB-4955-B39D-36550755DF8E,141100200,49000550,5,0,0,0,0,0,0,0,0,8500
698,61C1BE64-AFCB-4955-B39D-36550755DF8E,141100230,49000550,6,0,0,0,0,0,0,0,0,11000
699,61C1BE64-AFCB-4955-B39D-36550755DF8E,141100260,49000550,9,0,0,0,0,0,0,0,0,17000
700,61C1BE64-AFCB-4955-B39D-36550755DF8E,141200140,49000550,3,0,0,0,0,0,0,0,0,4000
701,61C1BE64-AFCB-4955-B39D-36550755DF8E,141200170,49000550,4,0,0,0,0,0,0,0,0,6000
702,61C1BE64-AFCB-4955-B39D-36550755DF8E,141200200,49000550,5,0,0,0,0,0,0,0,0,8500
703,61C1BE64-AFCB-4955-B39D-36550755DF8E,141200230,49000550,6,0,0,0,0,0,0,0,0,11000
704,61C1BE64-AFCB-4955-B39D-36550755DF8E,141200260,49000550,9,0,0,0,0,0,0,0,0,17000
705,61C1BE64-AFCB-4955-B39D-36550755DF8E,141300140,49000550,3,0,0,0,0,0,0,0,0,4000
706,61C1BE64-AFCB-4955-B39D-36550755DF8E,141300170,49000550,4,0,0,0,0,0,0,0,0,6000
707,61C1BE64-AFCB-4955-B39D-36550755DF8E,141300200,49000550,5,0,0,0,0,0,0,0,0,8500
708,61C1BE64-AFCB-4955-B39D-36550755DF8E,141300230,49000550,6,0,0,0,0,0,0,0,0,11000
709,61C1BE64-AFCB-4955-B39D-36550755DF8E,141300260,49000550,9,0,0,0,0,0,0,0,0,17000
710,61C1BE64-AFCB-4955-B39D-36550755DF8E,141400140,49000550,1,0,0,0,0,0,0,0,0,2000
711,61C1BE64-AFCB-4955-B39D-36550755DF8E,141400170,49000550,2,0,0,0,0,0,0,0,0,3000
