IDX,f_NationCodeStr,SetNo,Name,Memo,SetAbil01,SetAbil02,NeedItem01,NeedItem02,NeedItem03,NeedItem04,NeedItem05,NeedItem06,NeedItem07,NeedItem08,NeedItem09,NeedItem10
781,0,7370,999,[업적/캐쉬] LV1 부보부보 경험자,7370,0,50502970,0,0,0,0,0,0,0,0,0
782,0,7371,999,[업적/캐쉬] LV1 부보부보 숙련자,7371,0,50502980,0,0,0,0,0,0,0,0,0
783,0,7372,999,[업적/캐쉬] LV1 부보부보 전문가,7372,0,50502990,0,0,0,0,0,0,0,0,0
784,0,7373,999,[업적/캐쉬] LV1 부보부보 달인,7373,0,50503000,0,0,0,0,0,0,0,0,0
785,0,7374,999,[업적/캐쉬] LV1 벌룬 경험자,7374,0,50502690,0,0,0,0,0,0,0,0,0
786,0,7375,999,[업적/캐쉬] LV1 벌룬 숙련자,7375,0,50502700,0,0,0,0,0,0,0,0,0
787,0,7376,999,[업적/캐쉬] LV1 벌룬 전문가,7376,0,50502710,0,0,0,0,0,0,0,0,0
788,0,7377,999,[업적/캐쉬] LV1 벌룬 달인,7377,0,50502720,0,0,0,0,0,0,0,0,0
789,0,7378,999,[업적/캐쉬] LV1 파타누스 경험자,7378,0,50502730,0,0,0,0,0,0,0,0,0
790,0,7379,999,[업적/캐쉬] LV1 파타누스 숙련자,7379,0,50502740,0,0,0,0,0,0,0,0,0
791,0,7380,999,[업적/캐쉬] LV1 파타누스 전문가,7380,0,50502750,0,0,0,0,0,0,0,0,0
792,0,7381,999,[업적/캐쉬] LV1 파타누스 달인,7381,0,50502760,0,0,0,0,0,0,0,0,0
793,0,7382,999,[업적/캐쉬] LV1 가이던 경험자,7382,0,50502890,0,0,0,0,0,0,0,0,0
794,0,7383,999,[업적/캐쉬] LV1 가이던 숙련자,7383,0,50502900,0,0,0,0,0,0,0,0,0
795,0,7384,999,[업적/캐쉬] LV1 가이던 전문가,7384,0,50502910,0,0,0,0,0,0,0,0,0
796,0,7385,999,[업적/캐쉬] LV1 가이던 달인,7385,0,50502920,0,0,0,0,0,0,0,0,0
797,0,7386,999,[업적/캐쉬] LV1 키마트 경험자,7386,0,50502850,0,0,0,0,0,0,0,0,0
798,0,7387,999,[업적/캐쉬] LV1 키마트 숙련자,7387,0,50502860,0,0,0,0,0,0,0,0,0
799,0,7388,999,[업적/캐쉬] LV1 키마트 전문가,7388,0,50502870,0,0,0,0,0,0,0,0,0
800,0,7389,999,[업적/캐쉬] LV1 키마트 달인,7389,0,50502880,0,0,0,0,0,0,0,0,0
801,0,7390,999,[업적/캐쉬] LV1 안타레스 경험자,7390,0,50502770,0,0,0,0,0,0,0,0,0
802,0,7391,999,[업적/캐쉬] LV1 안타레스 숙련자,7391,0,50502780,0,0,0,0,0,0,0,0,0
803,0,7392,999,[업적/캐쉬] LV1 안타레스 전문가,7392,0,50502790,0,0,0,0,0,0,0,0,0
804,0,7393,999,[업적/캐쉬] LV1 안타레스 달인,7393,0,50502800,0,0,0,0,0,0,0,0,0
805,0,7394,999,[업적/캐쉬] LV1 날쌘돌이,7394,0,50503840,0,0,0,0,0,0,0,0,0
806,0,7395,999,[업적/캐쉬] LV1 서버 최초 클래스,7395,0,50503850,0,0,0,0,0,0,0,0,0
807,0,7396,999,[업적/캐쉬] LV1 패션리더,7396,0,50503860,0,0,0,0,0,0,0,0,0
808,0,7397,999,[업적/캐쉬] LV1 오~나의 용자님,7397,0,50503870,0,0,0,0,0,0,0,0,0
809,0,7398,999,[업적/캐쉬] LV1 수다쟁이,7398,0,50503880,0,0,0,0,0,0,0,0,0
810,0,7399,999,[업적/캐쉬] LV1 달인의 세트,7399,0,93000370,93000380,93000390,93000400,93000410,0,0,0,0,0
811,3/4/6/8/9/15/16/63,7400,999,[업적/캐쉬] LV1 곰돌이 세트,7400,0,93001110,93001120,93001130,93001140,0,0,0,0,0,0
812,0,7402,999,[업적/캐쉬] LV1 나는 콤보의 전설이다,7402,0,50504060,0,0,0,0,0,0,0,0,0
813,3/4/6/8/9/15/16/63,7403,999,[업적/캐쉬] LV1 RED 산타세트 (기존이미지공유),7403,0,94000640,94000650,94000660,94000670,94000680,0,0,0,0,0
814,3/4/6/8/9/15/16/63,7404,999,[업적/캐쉬] LV1 GREEN 산타세트,7404,0,94000690,94000700,94000710,94000720,94000730,0,0,0,0,0
815,3/4/6/8/9/15/16/63,7405,999,[업적/캐쉬] LV1 눈사람세트,7405,0,94000740,94000750,94000760,94000770,94000780,0,0,0,0,0
816,0,7406,999,[업적/캐쉬] LV1 레드 크리스마스 업적(능력),7406,0,50503890,0,0,0,0,0,0,0,0,0
817,0,7407,999,[업적/캐쉬] LV1 그린 크리스마스 업적(능력),7407,0,50503910,0,0,0,0,0,0,0,0,0
818,3/4/6/8/9/15/16/63,7408,999,[업적/캐쉬] LV1 WHITE 산타세트,7408,0,94000870,94000880,94000890,94000900,94000910,0,0,0,0,0
819,0,7409,999,[업적/캐쉬] LV1 화이트 산타세트(야후),7409,0,94000920,94000930,94000940,94000950,94000960,0,0,0,0,0
820,0,7410,999,[업적/캐쉬] LV1 눈 내리는 야후 업적,7410,0,50503930,0,0,0,0,0,0,0,0,0
821,0,7411,999,[업적/캐쉬] LV1 크리스마스 야후 업적,7411,0,50503940,0,0,0,0,0,0,0,0,0
822,0,7412,999,[업적/캐쉬] LV1 썰매 야후 업적,7412,0,50503950,0,0,0,0,0,0,0,0,0
823,0,7413,999,[업적/캐쉬] LV1 레드 크리스마스 업적(도둑),7413,0,50503990,0,0,0,0,0,0,0,0,0
824,0,7414,999,[업적/캐쉬] LV1 그린 크리스마스 업적(궁수),7414,0,50504010,0,0,0,0,0,0,0,0,0
825,0,7415,998,[업적/캐쉬] LV1 2010드래고니카_업적훈장,7415,0,98005530,0,0,0,0,0,0,0,0,0
826,63,7416,999,[업적/캐쉬] LV1 달인 패키지(중국요청능력치),7416,0,98005950,98005960,98005970,98005980,98005990,98006000,0,0,0,0
827,63,7417,999,[업적/캐쉬] LV1 봉제 곰돌이 코스튬(중국요청능력치),7417,0,98006010,98006020,98006030,98006040,98006050,0,0,0,0,0
828,63,7418,999,[업적/캐쉬] LV1 스키용 의사패키지(중국요청능력치),7418,0,98006060,98006070,98006080,98006090,98006100,0,0,0,0,0
829,0,7419,998,[업적/캐쉬] LV1 근하신년 업적,7419,0,98006590,0,0,0,0,0,0,0,0,0
830,0,7420,998,[업적/캐쉬] LV1 해피 발렌타인데이 업적,7420,0,98006610,0,0,0,0,0,0,0,0,0
831,63,7421,999,[업적/캐쉬] LV1 해적시리즈1 코스튬세트,7421,0,98006730,98006740,98006750,98006760,98006770,0,0,0,0,0
832,63,7422,999,[업적/캐쉬] LV1 해적시리즈2 코스튬세트,7422,0,98006780,98006790,98006800,98006810,98006820,0,0,0,0,0
833,63,7423,999,[업적/캐쉬] LV1 해적시리즈3 코스튬세트,7423,0,98006830,98006840,98006850,98006860,0,0,0,0,0,0
834,0,7424,999,[업적/캐쉬] LV1 [일본]벚꽃 반지/목걸이/귀걸이 세트,7424,0,98006950,98006960,98006970,0,0,0,0,0,0,0
835,0,7425,999,[업적/캐쉬] LV1 [일본]혼돈의 벚꽃 반지/목걸이/귀걸이 세트,7425,0,98006990,98007000,98007010,0,0,0,0,0,0,0
836,0,7426,998,[업적] LV1 사쿠라 이벤트 업적,7426,0,50504580,0,0,0,0,0,0,0,0,0
837,0,7427,998,[업적] LV1 골드 위크 블리더 업적,7427,0,50504600,0,0,0,0,0,0,0,0,0
838,0,7428,999,[업적] LV1 Heroes of Heroes 업적(싱가폴),7428,0,50504620,0,0,0,0,0,0,0,0,0
839,0,7429,999,[업적] LV1 별에 소원을 [일본 이벤트],7402,0,50504640,0,0,0,0,0,0,0,0,0
840,0,7439,999,[업적] LV1 상큼하게 백콤보,7439,0,50504760,0,0,0,0,0,0,0,0,0
841,0,7440,999,[업적] LV1 콤보신동 나셨네 ,7440,0,50504770,0,0,0,0,0,0,0,0,0
842,0,7441,999,[업적] LV1 절정의 콤보감각,7441,0,50504780,0,0,0,0,0,0,0,0,0
843,0,7442,999,[업적] LV1 나는 콤보의 귀재,7442,0,50504790,0,0,0,0,0,0,0,0,0
844,0,7443,999,[업적] LV1 [한국이벤트] D-FORCE,7443,0,50504800,0,0,0,0,0,0,0,0,0
845,0,7444,999,[업적] LV1 [러시아이벤트] PVP 1등,7444,0,50504820,0,0,0,0,0,0,0,0,0
846,0,7445,999,[업적] LV1 [러시아이벤트] PVP 2등,7445,0,50504840,0,0,0,0,0,0,0,0,0
847,0,7446,999,[업적] LV1 [러시아이벤트] PVP 3등,7446,0,50504860,0,0,0,0,0,0,0,0,0
848,0,7447,999,[업적] LV1 [PVP리그] PVP리그 16강,7447,0,50504880,0,0,0,0,0,0,0,0,0
849,0,7448,999,[업적] LV1 [PVP리그] PVP리그 8강,7448,0,50504890,0,0,0,0,0,0,0,0,0
850,0,7449,999,[업적] LV1 [PVP리그] PVP리그 4강,7449,0,50504900,0,0,0,0,0,0,0,0,0
851,0,7450,999,[업적] LV1 [PVP리그] PVP리그 준우승,7450,0,50504910,0,0,0,0,0,0,0,0,0
852,0,7451,999,[업적] LV1 [PVP리그] PVP리그 우승,7451,0,50504920,0,0,0,0,0,0,0,0,0
853,0,7452,999,[업적] LV1 [미션업적] 살신성인 100,7452,0,50504930,0,0,0,0,0,0,0,0,0
854,0,7453,999,[업적] LV1 [미션업적] 살신성인 200,7453,0,50504940,0,0,0,0,0,0,0,0,0
855,0,7454,999,[업적] LV1 [미션업적] 살신성인 300,7454,0,50504950,0,0,0,0,0,0,0,0,0
856,0,7455,999,[업적] LV1 [미션업적] 살신성인 500,7455,0,50504960,0,0,0,0,0,0,0,0,0
857,0,7456,999,[업적] LV1 [일본이벤트] 작안의샤나 플레임 헤이즈 업적,7456,0,50504970,0,0,0,0,0,0,0,0,0
858,0,7457,999,[업적] LV1 [한국이벤트] 콤보 전문가,7402,0,50504990,0,0,0,0,0,0,0,0,0
859,0,7458,999,[업적] LV1 [늑대던전] 15LV 늑대와 춤을 (100마리),7458,0,50505010,0,0,0,0,0,0,0,0,0
860,0,7459,999,[업적] LV1 [늑대던전] 15LV 상단의 수호자 (1000마리),7459,0,50505020,0,0,0,0,0,0,0,0,0
861,0,7460,999,[업적] LV1 [늑대던전] 15LV 시크 경험자 (1회),7460,0,50505030,0,0,0,0,0,0,0,0,0
862,0,7461,999,[업적] LV1 [늑대던전] 15LV 시크 숙련자 (5회),7461,0,50505040,0,0,0,0,0,0,0,0,0
863,0,7462,999,[업적] LV1 [늑대던전] 15LV 시크 전문가 (10회),7462,0,50505050,0,0,0,0,0,0,0,0,0
864,0,7463,999,[업적] LV1 [늑대던전] 15LV 헤스 경험자 (1회),7463,0,50505060,0,0,0,0,0,0,0,0,0
865,0,7464,999,[업적] LV1 [늑대던전] 15LV 헤스 숙련자 (5회),7464,0,50505070,0,0,0,0,0,0,0,0,0
866,0,7465,999,[업적] LV1 [늑대던전] 15LV 헤스 전문가 (10회),7465,0,50505080,0,0,0,0,0,0,0,0,0
867,0,7466,999,[업적] LV1 [늑대던전] 20LV 늑대와 춤을 (100마리),7466,0,50505090,0,0,0,0,0,0,0,0,0
868,0,7467,999,[업적] LV1 [늑대던전] 20LV 상단의 수호자 (1000마리),7467,0,50505100,0,0,0,0,0,0,0,0,0
869,0,7468,999,[업적] LV1 [늑대던전] 20LV 시크 경험자 (1회),7468,0,50505110,0,0,0,0,0,0,0,0,0
870,0,7469,999,[업적] LV1 [늑대던전] 20LV 시크 숙련자 (5회),7469,0,50505120,0,0,0,0,0,0,0,0,0
871,0,7470,999,[업적] LV1 [늑대던전] 20LV 시크 전문가 (10회),7470,0,50505130,0,0,0,0,0,0,0,0,0
872,0,7471,999,[업적] LV1 [늑대던전] 20LV 헤스 경험자 (1회),7471,0,50505140,0,0,0,0,0,0,0,0,0
873,0,7472,999,[업적] LV1 [늑대던전] 20LV 헤스 숙련자 (5회),7472,0,50505150,0,0,0,0,0,0,0,0,0
874,0,7473,999,[업적] LV1 [늑대던전] 20LV 헤스 전문가 (10회),7473,0,50505160,0,0,0,0,0,0,0,0,0
875,0,7474,999,[업적] LV1 [일본이벤트] 즐거운 달구경,7253,0,50505170,0,0,0,0,0,0,0,0,0
876,0,7475,999,[업적] LV1 [지하던전] 30LV 한밤중의 묘지탐험 (666마리),7475,0,50505190,0,0,0,0,0,0,0,0,0
877,0,7476,999,[업적] LV1 [지하던전] 30LV 지하묘지 지킴이 (4444마리),7476,0,50505200,0,0,0,0,0,0,0,0,0
878,0,7477,999,[업적] LV1 [지하던전] 30LV 카지모도 숙련자 (5회),7477,0,50505210,0,0,0,0,0,0,0,0,0
879,0,7478,999,[업적] LV1 [지하던전] 30LV 카지모도 전문가 (10회),7478,0,50505220,0,0,0,0,0,0,0,0,0
880,0,7479,999,[업적] LV1 [지하던전] 30LV 카지모도 달인 (20회),7479,0,50505230,0,0,0,0,0,0,0,0,0
881,0,7480,999,[업적] LV1 [지하던전] 35LV 한밤중의 묘지탐험 (666마리),7480,0,50505240,0,0,0,0,0,0,0,0,0
882,0,7481,999,[업적] LV1 [지하던전] 35LV 지하묘지 지킴이 (4444마리),7481,0,50505250,0,0,0,0,0,0,0,0,0
883,0,7482,999,[업적] LV1 [지하던전] 35LV 아누쿠스 숙련자 (5회),7482,0,50505260,0,0,0,0,0,0,0,0,0
884,0,7483,999,[업적] LV1 [지하던전] 35LV 아누쿠스 전문가 (10회),7483,0,50505270,0,0,0,0,0,0,0,0,0
885,0,7484,999,[업적] LV1 [지하던전] 35LV 아누쿠스 달인 (20회),7484,0,50505280,0,0,0,0,0,0,0,0,0
886,1/2/9/23/63,7485,999,[업적] LV1 [할로윈이벤트] 해피 할로윈 업적,7485,0,50505290,0,0,0,0,0,0,0,0,0
887,1,7486,999,[업적] LV1 [한국요청] 공략의 신 업적,7486,0,50505310,0,0,0,0,0,0,0,0,0
888,4/16/63,7487,999,[업적] LV1 [태국이벤트] 드래곤리그 챔피온 업적,7487,0,50505330,0,0,0,0,0,0,0,0,0
889,4/16/63,7488,999,[업적] LV1 [태국이벤트] 드래곤리그 전설 업적,7488,0,50505350,0,0,0,0,0,0,0,0,0
890,0,7500,999,[캐쉬] LV1 일본 전통예복,7500,0,94000970,94000980,94000990,94001000,94001010,0,0,0,0,0
891,0,7501,999,[캐쉬] LV1 (일본/일반)일본 기모노,7606,0,94001020,94001030,94001040,94001050,0,0,0,0,0,0
892,0,7502,999,[캐쉬] LV1 일본 전통갑옷(레드),7502,0,94001060,94001070,94001080,94001090,94001100,94001110,0,0,0,0
893,0,7503,999,[캐쉬] LV1 일본 전통갑옷(블랙),7503,0,94001120,94001130,94001140,94001150,94001160,94001170,0,0,0,0
894,0,7504,999,[캐쉬] LV1 일본 검도복(블랙),7504,0,94001180,94001190,94001200,94001210,94001220,94001230,0,0,0,0
895,0,7505,999,[캐쉬] LV1 일본 검도복(화이트),7505,0,94001240,94001250,94001260,94001270,94001280,94001290,0,0,0,0
896,0,7506,998,[캐쉬] LV1 (일본)드래곤 프론티어(레드),7506,0,60003230,0,0,0,0,0,0,0,0,0
897,0,7507,998,[캐쉬] LV1 (일본)드래곤 프론티어(블루),7507,0,60003250,0,0,0,0,0,0,0,0,0
898,63,7542,999,[캐쉬] LV1 (일본/고급)해적세트,7542,0,93000960,93000970,93000980,93000990,93001000,93001010,0,0,0,0
899,0,8000,999,[업적/캐쉬] LV1 [얼음미션]하얀추적자 아그니스 전문가,8000,0,50504660,0,0,0,0,0,0,0,0,0
900,0,8001,999,[업적/캐쉬] LV1 [얼음미션]하얀추적자 아그니스 달인,8001,0,50504670,0,0,0,0,0,0,0,0,0
901,0,8002,999,[업적/캐쉬] LV1 [얼음미션]영혼의안식처 정령 아비스 전문가,8002,0,50504680,0,0,0,0,0,0,0,0,0
902,0,8003,999,[업적/캐쉬] LV1 [얼음미션]영혼의안식처 정령 아비스 달인,8003,0,50504690,0,0,0,0,0,0,0,0,0
903,0,8004,999,[업적/캐쉬] LV1 [얼음미션]곰발톱광산 알렉산더 전문가,8004,0,50504700,0,0,0,0,0,0,0,0,0
904,0,8005,999,[업적/캐쉬] LV1 [얼음미션]곰발톱광산 알렉산더 달인,8005,0,50504710,0,0,0,0,0,0,0,0,0
905,0,8006,999,[업적/캐쉬] LV1 [얼음미션]살얼음고개 아이스드래곤 레그노 전문가,8006,0,50504720,0,0,0,0,0,0,0,0,0
906,0,8007,999,[업적/캐쉬] LV1 [얼음미션]살얼음고개 아이스드래곤 레그노 달인,8007,0,50504730,0,0,0,0,0,0,0,0,0
907,0,8008,999,[업적/캐쉬] LV1 [망자의탑]망자의 탑 탐험가,8008,0,50504740,0,0,0,0,0,0,0,0,0
908,0,8009,999,[업적/캐쉬] LV1 [길드기능]드래곤 마스터,8009,0,50504750,0,0,0,0,0,0,0,0,0
909,0,8500,999,[던전세트] LV60 언데드본 세트 성기사,8500,0,119100075,119100155,119100235,119100275,119100115,119100195,0,0,0,0
910,0,8501,999,[던전세트] LV60 언데드본 세트 검투사,8501,0,119200055,119200135,119200215,119200255,119200095,119200175,0,0,0,0
911,0,8502,999,[던전세트] LV60 언데드본 세트 위자드,8502,0,119100085,119100165,119100245,119100285,119100125,119100205,0,0,0,0
912,0,8503,999,[던전세트] LV60 언데드본 세트 워메이지,8503,0,119200065,119200145,119200225,119200265,119200105,119200185,0,0,0,0
913,0,8504,999,[던전세트] LV60 언데드본 세트 트래퍼,8504,0,119100095,119100175,119100255,119100295,119100135,119100215,0,0,0,0
914,0,8505,999,[던전세트] LV60 언데드본 세트 저격수,8505,0,119200075,119200155,119200235,119200275,119200115,119200195,0,0,0,0
915,0,8506,999,[던전세트] LV60 언데드본 세트 댄서,8506,0,119100105,119100185,119100265,119100305,119100145,119100225,0,0,0,0
916,0,8507,999,[던전세트] LV60 언데드본 세트 닌자,8507,0,119200085,119200165,119200245,119200285,119200125,119200205,0,0,0,0
917,0,8508,999,[던전세트] LV68 세크메티언 성기사,8508,0,119200355,119200365,119200375,119200385,119200395,119200405,0,0,0,0
918,0,8509,999,[던전세트] LV68 세크메티언 검투사,8509,0,119200415,119200425,119200435,119200445,119200455,119200465,0,0,0,0
919,0,8510,999,[던전세트] LV68 세크메티언 위자드,8510,0,119200475,119200485,119200495,119200505,119200515,119200525,0,0,0,0
920,0,8511,999,[던전세트] LV68 세크메티언 워메이지,8511,0,119200535,119200545,119200555,119200565,119200575,119200585,0,0,0,0
921,0,8512,999,[던전세트] LV68 세크메티언 트래퍼,8512,0,119200595,119200605,119200615,119200625,119200635,119200645,0,0,0,0
922,0,8513,999,[던전세트] LV68 세크메티언 저격수,8513,0,119200655,119200665,119200675,119200685,119200695,119200705,0,0,0,0
923,0,8514,999,[던전세트] LV68 세크메티언 댄서,8514,0,119200715,119200725,119200735,119200745,119200755,119200765,0,0,0,0
924,0,8515,999,[던전세트] LV68 세크메티언 닌자,8515,0,119200775,119200785,119200795,119200805,119200815,119200825,0,0,0,0
925,0,8516,999,[던전세트] LV60 언데드본 액세서리 세트,8516,0,73000280,73000290,0,0,0,0,0,0,0,0
926,0,8518,999,[캐쉬] LV1 (일본/고급)해적선장 세트_6피스,7622,0,293000960,293000970,293000980,293000990,293001000,293001010,0,0,0,0
927,0,8519,999,[캐쉬] LV1 (일본/고급)해적왕 세트_5피스,7619,0,298006730,298006740,298006750,298006760,298006770,0,0,0,0,0
928,0,8520,999,[캐쉬] LV1 (일본/일반)외팔이 해적 세트_5피스,7665,0,298006780,298006790,298006800,298006810,298006820,0,0,0,0,0
929,0,8521,999,[캐쉬] LV1 (일본/일반)해적선원 세트_4피스,7606,0,298006830,298006840,298006850,298006860,0,0,0,0,0,0
930,0,8522,999,[업적/캐쉬] LV1 (일본/일반)모던 중절모 세트_5피스,7665,0,93004300,93004310,93004320,93004330,93004340,0,0,0,0,0
931,3/4/6/8/9/15/16,8522,999,[캐쉬] LV1 (일본/일반)모던 중절모 세트_5피스,7665,0,293004300,293004310,293004320,293004330,293004340,0,0,0,0,0
932,0,8523,999,[캐쉬] LV1 (일본/일반)글리터 캡 세트_5피스,7665,0,293004350,293004360,293004370,293004380,293004390,0,0,0,0,0
933,0,9000,999,[던전세트] LV37 [망자의탑] 다크소울 세트(기사),9000,0,119201400,119201480,119201560,119201640,0,0,0,0,0,0
934,0,9001,999,[던전세트] LV37 [망자의탑] 다크소울 세트(투사),9001,0,119201410,119201490,119201570,119201650,0,0,0,0,0,0
935,0,9002,999,[던전세트] LV37 [망자의탑] 다크소울 세트(메이지),9002,0,119201420,119201500,119201580,119201660,0,0,0,0,0,0
936,0,9003,999,[던전세트] LV37 [망자의탑] 다크소울 세트(전투마법사),9003,0,119201430,119201510,119201590,119201670,0,0,0,0,0,0
937,0,9004,999,[던전세트] LV37 [망자의탑] 다크소울 세트(사냥꾼),9004,0,119201440,119201520,119201600,119201680,0,0,0,0,0,0
938,0,9005,999,[던전세트] LV37 [망자의탑] 다크소울 세트(레인저),9005,0,119201450,119201530,119201610,119201690,0,0,0,0,0,0
939,0,9006,999,[던전세트] LV37 [망자의탑] 다크소울 세트(광대),9006,0,119201460,119201540,119201620,119201700,0,0,0,0,0,0
940,0,9007,999,[던전세트] LV37 [망자의탑] 다크소울 세트(암살자),9007,0,119201470,119201550,119201630,119201710,0,0,0,0,0,0
941,0,9008,999,[던전세트] LV20 [20LV세트] 기사/투사,9008,0,119201770,119201780,119201790,119201800,119201810,0,0,0,0,0
942,0,9009,999,[던전세트] LV20 [20LV세트] 메이지/전투마법사,9009,0,119201830,119201840,119201850,119201860,119201870,0,0,0,0,0
943,0,9010,999,[던전세트] LV20 [20LV세트] 사냥꾼/레인저,9010,0,119201890,119201900,119201910,119201920,119201930,0,0,0,0,0
944,0,9011,999,[던전세트] LV20 [20LV세트] 광대/암살자,9011,0,119201950,119201960,119201970,119201980,119201990,0,0,0,0,0
945,0,9012,999,[던전세트] LV35 [지하던전] 35레벨 기사 세트,9012,0,119202080,119202090,119202100,119202110,119202120,119202130,0,0,0,0
946,0,9013,999,[던전세트] LV35 [지하던전] 35레벨 투사 세트,9013,0,119202140,119202150,119202160,119202170,119202180,119202190,0,0,0,0
947,0,9014,999,[던전세트] LV35 [지하던전] 35레벨 메이지 세트,9014,0,119202200,119202210,119202220,119202230,119202240,119202250,0,0,0,0
948,0,9015,999,[던전세트] LV35 [지하던전] 35레벨 전투마법사 세트,9015,0,119202260,119202270,119202280,119202290,119202300,119202310,0,0,0,0
949,0,9016,999,[던전세트] LV35 [지하던전] 35레벨 사냥꾼 세트,9016,0,119202320,119202330,119202340,119202350,119202360,119202370,0,0,0,0
950,0,9017,999,[던전세트] LV35 [지하던전] 35레벨 레인저 세트,9017,0,119202380,119202390,119202400,119202410,119202420,119202430,0,0,0,0
951,0,9018,999,[던전세트] LV35 [지하던전] 35레벨 광대 세트,9018,0,119202440,119202450,119202460,119202470,119202480,119202490,0,0,0,0
952,0,9019,999,[던전세트] LV35 [지하던전] 35레벨 암살자 세트,9019,0,119202500,119202510,119202520,119202530,119202540,119202550,0,0,0,0
953,0,9020,999,[던전세트] LV29 [지하던전] 액세서리 세트,9020,0,119202560,119202570,119202580,0,0,0,0,0,0,0
954,0,9021,999,[던전세트] LV42 [염왕개선] 액세서리 세트 1,9021,0,119202590,119202690,119202790,119202890,0,0,0,0,0,0
955,0,9022,999,[던전세트] LV42 [염왕개선] 액세서리 세트 2,9022,0,119202600,119202730,119202840,119202970,0,0,0,0,0,0
956,0,9023,999,[던전세트] LV43 [염왕개선] 액세서리 세트 3,9023,0,119202640,119202700,119202870,119202930,0,0,0,0,0,0
957,0,9024,999,[던전세트] LV43 [염왕개선] 액세서리 세트 4,9024,0,119202630,119202770,119202800,119202940,0,0,0,0,0,0
958,0,9025,999,[던전세트] LV44 [염왕개선] 액세서리 세트 5,9025,0,119202670,119202740,119202830,119202900,0,0,0,0,0,0
959,0,9026,999,[던전세트] LV44 [염왕개선] 액세서리 세트 6,9026,0,119202680,119202780,119202880,119202980,0,0,0,0,0,0
960,0,9027,999,[던전세트] LV52 [쿤다라개선] 투지의 쿤다라 액세서리,9027,0,119202990,119203030,119203070,119203110,0,0,0,0,0,0
961,0,9028,999,[던전세트] LV52 [쿤다라개선] 지혜의 쿤다라 액세서리,9028,0,119203000,119203040,119203080,119203120,0,0,0,0,0,0
962,0,9029,999,[던전세트] LV52 [쿤다라개선] 현명의 쿤다라 액세서리,9029,0,119203010,119203050,119203090,119203130,0,0,0,0,0,0
963,0,9030,999,[던전세트] LV52 [쿤다라개선] 끈기의 쿤다라 액세서리,9030,0,119203020,119203060,119203100,119203140,0,0,0,0,0,0
964,0,9031,999,[던전세트] LV53 [쿤다라개선] 무티샤 주술걸린 방어구,9031,0,119203150,119203160,119203170,119203180,0,0,0,0,0,0
965,0,9032,999,[던전세트] LV45 [신록의숲 방어구] 미스트엘프세트 성기사 세트옵션,9032,0,192701010,192701020,192701030,192701040,192701050,192701060,0,0,0,0
966,0,9033,999,[던전세트] LV45 [신록의숲 방어구] 미스트엘프세트 검투사 세트옵션,9033,0,192702010,192702020,192702030,192702040,192702050,192702060,0,0,0,0
967,0,9034,999,[던전세트] LV45 [신록의숲 방어구] 미스트엘프세트 위자드 세트옵션,9034,0,192703010,192703020,192703030,192703040,192703050,192703060,0,0,0,0
968,0,9035,999,[던전세트] LV45 [신록의숲 방어구] 미스트엘프세트 워메이지 세트옵션,9035,0,192704010,192704020,192704030,192704040,192704050,192704060,0,0,0,0
969,0,9036,999,[던전세트] LV45 [신록의숲 방어구] 미스트엘프세트 트랩퍼 세트옵션,9036,0,192705010,192705020,192705030,192705040,192705050,192705060,0,0,0,0
970,0,9037,999,[던전세트] LV45 [신록의숲 방어구] 미스트엘프세트 저격수 세트옵션,9037,0,192706010,192706020,192706030,192706040,192706050,192706060,0,0,0,0
971,0,9038,999,[던전세트] LV45 [신록의숲 방어구] 미스트엘프세트 댄서 세트옵션,9038,0,192707010,192707020,192707030,192707040,192707050,192707060,0,0,0,0
972,0,9039,999,[던전세트] LV45 [신록의숲 방어구] 미스트엘프세트 닌자 세트옵션,9039,0,192708010,192708020,192708030,192708040,192708050,192708060,0,0,0,0
973,0,9040,999,[던전세트] LV45 [신록의숲 악세사리] 리바이어스 정화세트,9040,0,192710010,192710020,192710030,192710040,0,0,0,0,0,0
974,0,9041,999,[던전세트] LV45 [신록의숲 악세사리] 리바이어스 쾌속세트,9041,0,192720010,192720020,192720030,192720040,0,0,0,0,0,0
975,0,9042,999,[던전세트] LV45 [신록의숲 악세사리] 리바이어스 신록세트,9042,0,192730010,192730020,192730030,192730040,0,0,0,0,0,0
976,0,9043,998,[업적/캐쉬] LV1 근하신년 업적(2011),7419,0,198006590,0,0,0,0,0,0,0,0,0
977,0,9044,998,[업적/캐쉬] LV1 Merry Christmas 업적(일본),9043,0,198006620,0,0,0,0,0,0,0,0,0
978,0,9045,998,[업적/캐쉬] LV1 근하신년 2011(일본),9044,0,198006720,0,0,0,0,0,0,0,0,0
979,0,9100,999,[던전세트] LV60 (레어)데드본 세트 성기사,9100,0,219100075,219100155,219100235,219100275,219100115,219100195,219200290,0,0,0
980,0,9101,999,[던전세트] LV60 (레어)데드본 세트 검투사,9101,0,219200055,219200135,219200215,219200255,219200095,219200175,219200300,0,0,0
981,0,9102,999,[던전세트] LV60 (레어)데드본 세트 위자드,9102,0,219100085,219100165,219100245,219100285,219100125,219100205,219200310,0,0,0
982,0,9103,999,[던전세트] LV60 (레어)데드본 세트 워메이지,9103,0,219200065,219200145,219200225,219200265,219200105,219200185,219200320,0,0,0
