f_NationCodeStr,MonsterNo,Name,Memo,Abil01,Abil02,Abil03,Abil04,Abil05,Abil06,Abil07,Abil08,Abil09,Abil10,Abil11,Abil12,Abil13,Abil14,Abil15
0,6003208,6003200,갈퀴 거미 LV9,100090,100091,6003200,6003210,6003220,6003231,0,0,6003260,0,0,0,0,0,0
0,6003209,6003200,갈퀴 거미 LV9,100090,100091,6003200,6003210,6003220,6003230,0,0,6003260,0,0,0,0,0,0
0,6003210,6003200,갈퀴 거미 LV10,100100,100101,6003200,6003210,6003220,6003233,0,0,6003260,0,0,0,0,0,0
0,6003211,6003200,갈퀴 거미 LV11,100110,100111,6003200,6003210,6003220,6003230,0,0,6003260,0,0,0,0,0,0
0,6003212,6003200,갈퀴 거미 LV12,100120,100121,6003200,6003210,6003220,6003230,0,0,6003260,0,0,0,0,0,0
0,6003213,6003200,갈퀴 거미 LV13,100130,100131,6003200,6003210,6003220,6003230,0,0,6003260,0,0,0,0,0,0
0,6003245,6003200,갈퀴 거미 LV23,100230,100231,6003200,6003210,6003220,6003230,0,0,6003260,0,0,0,0,0,0
0,6003246,6003200,갈퀴 거미 LV46,100460,100461,6003200,6003210,6003220,6003230,0,0,6003260,0,0,0,0,0,0
0,6003247,6003200,갈퀴 거미 LV17,100170,100171,6003200,6003210,6003220,6003230,0,0,6003260,0,0,0,0,0,0
0,6003248,6003200,갈퀴 거미 LV45,100450,100451,6003200,6003210,6003220,6003230,0,0,6003260,0,0,0,0,0,0
0,6003249,6003200,갈퀴 거미 LV46,100460,100461,6003200,6003210,6003220,6003232,0,0,6003260,0,0,0,0,0,0
0,6003250,6003200,갈퀴 거미 LV47,100470,100471,6003200,6003210,6003220,6003232,0,0,6003260,0,0,0,0,0,0
0,6003251,6003200,갈퀴 거미 LV22,100220,100221,6003200,6003210,6003220,6003230,0,0,6003260,0,0,0,0,0,0
0,6003252,6003200,갈퀴 거미 LV23,100230,100231,6003200,6003210,6003220,6003230,0,0,6003260,0,0,0,0,0,0
0,6003253,6003200,갈퀴 거미 LV49,100490,100491,6003200,6003210,6003220,6003233,0,0,6003260,0,0,0,0,0,0
0,6003254,6003200,갈퀴 거미 LV48,100480,100481,6003200,6003210,6003220,6003233,0,0,6003260,0,0,0,0,0,0
0,6003286,6003200,갈퀴 거미 LV86,100860,100861,6003200,6003210,6003220,6003230,0,0,0,0,6003260,0,0,0,0
0,6003288,6003200,갈퀴 거미 LV88,100880,100881,6003200,6003210,6003220,6003230,0,0,6003260,0,0,0,0,0,0
0,6003289,6003200,갈퀴 거미 LV89,100890,100891,6003200,6003210,6003220,6003230,0,0,6003260,0,0,0,0,0,0
0,6003290,6003200,갈퀴 거미 LV90,100900,100901,6003200,6003210,6003220,6003230,0,0,6003260,0,0,0,0,0,0
0,6003293,6003200,갈퀴 거미 LV93,100930,100931,6003200,6003210,6003220,6003230,0,0,6003260,0,0,0,0,0,0
0,6003294,6003200,갈퀴 거미 LV94,100940,100941,6003200,6003210,6003220,6003230,0,0,6003260,0,0,0,0,0,0
0,6003300,6003100,미션 독거미 (기본),100010,100011,6003300,6003310,6003320,6003330,0,0,6003360,0,0,0,0,0,0
0,6003301,6003100,독거미  LV1,100010,100011,6003300,6003310,6003320,6003330,0,0,6003360,0,0,0,0,0,0
0,6003302,6003100,독거미  LV2,100020,100021,6003300,6003310,6003320,6003330,0,0,6003360,0,0,0,0,0,0
0,6003303,6003100,독거미  LV3,100030,100031,6003300,6003310,6003320,6003330,0,0,6003360,0,0,0,0,0,0
0,6003304,6003100,미션 독거미 Lv4,100040,100041,6003300,6003310,6003320,6003330,0,0,6003360,0,0,0,0,0,0
0,6003305,6003100,미션 독거미 Lv5,100050,100051,6003300,6003310,6003320,6003330,0,0,6003360,0,0,0,0,0,0
0,6003306,6003100,미션 독거미 Lv6,100060,100061,6003300,6003310,6003320,6003330,0,0,6003360,0,0,0,0,0,0
0,6003307,6003100,미션 독거미 Lv7,100070,100071,6003300,6003310,6003320,6003330,0,0,6003360,0,0,0,0,0,0
0,6003308,6003100,미션 독거미 Lv8,100080,100081,6003300,6003310,6003320,6003330,0,0,6003360,0,0,0,0,0,0
0,6003309,6003100,미션 독거미 Lv9,100090,100091,6003300,6003310,6003320,6003330,0,0,6003360,0,0,0,0,0,0
0,6003310,6003100,미션 독거미 Lv10,100100,100101,6003300,6003310,6003320,6003330,0,0,6003360,0,0,0,0,0,0
0,6003311,6003100,미션 독거미 Lv11,100110,100111,6003300,6003310,6003320,6003330,0,0,6003360,0,0,0,0,0,0
0,6003312,6003100,미션 독거미 Lv12,100120,100121,6003300,6003310,6003320,6003330,0,0,6003360,0,0,0,0,0,0
0,6004100,6004100,갈색 늑대 기준 - 튜토리얼 늑대,100010,100011,6004101,6004111,6004121,6004139,0,0,6004160,0,0,0,0,0,0
0,6004101,6004100,갈색 늑대 LV1,100010,100011,6004100,6004110,6004120,6004130,0,0,0,0,0,0,0,0,0
0,6004102,6004100,갈색 늑대 LV2,100020,100021,6004100,6004110,6004120,6004130,0,0,0,0,0,0,0,0,0
0,6004103,6004100,갈색 늑대 LV3,100030,100031,6004100,6004110,6004120,6004130,0,0,0,0,0,0,0,0,0
0,6004104,6004100,갈색 늑대 LV6,100040,100041,6004100,6004110,6004120,6004130,0,0,0,0,0,0,0,0,0
0,6004105,6004100,갈색 늑대 LV7,100070,100071,6004100,6004110,6004120,6004130,0,0,0,0,0,0,0,0,0
0,6004106,6004100,갈색 늑대 LV7,100070,100071,6004100,6004110,6004120,6004130,0,0,0,0,0,0,0,0,0
0,6004107,6004100,갈색 늑대 LV9,100090,100091,6004100,6004110,6004120,6004131,0,0,0,0,0,0,0,0,0
0,6004108,6004100,갈색 늑대 LV10,100100,100101,6004100,6004110,6004120,6004132,0,0,0,0,0,0,0,0,0
0,6004109,6004100,갈색 늑대 LV9,100090,100091,6004100,6004110,6004120,6004130,0,0,0,0,0,0,0,0,0
0,6004110,6004100,갈색 늑대 LV10,100100,100101,6004100,6004110,6004120,6004130,0,0,0,0,0,0,0,0,0
0,6004111,6004100,갈색 늑대 LV11,100110,100111,6004100,6004110,6004120,6004130,0,0,0,0,0,0,0,0,0
0,6004112,6004100,갈색 늑대 LV12,100120,100121,6004100,6004110,6004120,6004130,0,0,0,0,0,0,0,0,0
0,6004121,6004100,갈색 늑대 LV21,100210,100211,6004100,6004110,6004120,6004130,0,0,0,0,0,0,0,0,0
0,6004122,6004100,갈색 늑대 LV22,100220,100221,6004100,6004110,6004120,6004130,0,0,0,0,0,0,0,0,0
0,6004123,6004100,갈색 늑대 LV23,100230,100231,6004100,6004110,6004120,6004130,0,0,0,0,0,0,0,0,0
0,6004124,6004100,갈색 늑대 LV15,100150,100151,6004100,6004110,6004120,6004130,0,0,0,0,0,0,0,0,0
0,6004125,6004100,갈색 늑대 LV25,100250,100251,6004100,6004110,6004120,6004130,0,0,0,0,0,0,0,0,0
0,6004142,6004100,갈색 늑대 LV16,100160,100161,6004100,6004110,6004120,6004130,0,0,0,0,0,0,0,0,0
0,6004143,6004100,갈색 늑대 LV15,100150,100151,6004100,6004110,6004120,6004130,0,0,0,0,0,0,0,0,0
0,6004144,6004100,갈색 늑대 LV17,100170,100171,6004100,6004110,6004120,6004130,0,0,0,0,0,0,0,0,0
0,6004145,6004100,갈색 늑대 LV20,100200,100201,6004100,6004110,6004120,6004130,0,0,0,0,0,0,0,0,0
0,6004146,6004100,갈색 늑대 LV18,100180,100181,6004100,6004110,6004120,6004130,0,0,0,0,0,0,0,0,0
0,6004147,6004100,갈색 늑대 LV18,100180,100181,6004100,6004110,6004120,6004130,0,0,0,0,0,0,0,0,0
0,6004148,6004100,갈색 늑대 LV18,100180,100181,6004100,6004110,6004120,6004130,0,0,0,0,0,0,0,0,0
0,6004149,6004100,갈색 늑대 LV22,100220,100221,6004100,6004110,6004120,6004130,0,0,0,0,0,0,0,0,0
0,6004150,6004100,갈색 늑대 LV24,100240,100241,6004100,6004110,6004120,6004130,0,0,0,0,0,0,0,0,0
0,6004151,6004100,갈색 늑대 LV51,100510,100511,6004100,6004110,6004120,6004130,0,0,0,0,0,0,0,0,0
0,6004200,6004200,사나운 늑대 기준(사용안함),100010,100011,6004200,6004210,6004220,6004230,0,0,0,0,0,0,0,0,0
0,6004201,6004200,사나운 늑대 LV1,100010,100011,6004200,6004210,6004220,6004230,0,0,0,0,0,0,0,0,0
0,6004202,6004200,사나운 늑대 LV2,100020,100021,6004200,6004210,6004220,6004231,0,0,0,0,0,0,0,0,0
0,6004203,6004200,사나운 늑대 LV3,100030,100031,6004200,6004210,6004220,6004232,0,0,0,0,0,0,0,0,0
0,6004204,6004200,사나운 늑대 LV6,100060,100061,6004200,6004210,6004220,6004232,0,0,0,0,0,0,0,0,0
0,6004205,6004200,사나운 늑대 LV7,100070,100071,6004200,6004210,6004220,6004233,0,0,0,0,0,0,0,0,0
0,6004206,6004200,사나운 늑대 LV8,100080,100081,6004200,6004210,6004220,6004230,0,0,0,0,0,0,0,0,0
0,6004207,6004200,사나운 늑대 LV10,100100,100101,6004200,6004210,6004220,6004232,0,0,0,0,0,0,0,0,0
0,6004208,6004200,사나운 늑대 LV10,100100,100101,6004200,6004210,6004220,6004233,0,0,0,0,0,0,0,0,0
0,6004209,6004200,사나운 늑대 LV9,100090,100091,6004200,6004210,6004220,6004233,0,0,0,0,0,0,0,0,0
0,6004210,6004200,사나운 늑대 LV10,100100,100101,6004200,6004210,6004220,6004230,0,0,0,0,0,0,0,0,0
0,6004211,6004200,사나운 늑대 LV11,100110,100111,6004200,6004210,6004220,6004230,0,0,0,0,0,0,0,0,0
0,6004212,6004200,사나운 늑대 LV12,100120,100121,6004200,6004210,6004220,6004230,0,0,0,0,0,0,0,0,0
0,6004221,6004200,사나운 늑대 LV21,100210,100211,6004200,6004210,6004220,6004230,0,0,0,0,0,0,0,0,0
0,6004222,6004200,사나운 늑대 LV25,100250,100251,6004200,6004210,6004220,6004230,0,0,0,0,0,0,0,0,0
0,6004223,6004200,사나운 늑대 LV23,100230,100231,6004200,6004210,6004220,6004230,0,0,0,0,0,0,0,0,0
0,6004224,6004200,사나운 늑대 LV24,100240,100241,6004200,6004210,6004220,6004230,0,0,0,0,0,0,0,0,0
0,6004225,6004200,사나운 늑대 LV16,100160,100161,6004200,6004210,6004220,6004230,0,0,0,0,0,0,0,0,0
0,6004242,6004200,사나운 늑대 LV15,100150,100151,6004200,6004210,6004220,6004230,0,0,0,0,0,0,0,0,0
0,6004243,6004200,사나운 늑대 LV18,100180,100181,6004200,6004210,6004220,6004230,0,0,0,0,0,0,0,0,0
0,6004245,6004200,사나운 늑대 LV16,100160,100161,6004200,6004210,6004220,6004230,0,0,0,0,0,0,0,0,0
0,6004246,6004200,사나운 늑대 LV17,100170,100171,6004200,6004210,6004220,6004230,0,0,0,0,0,0,0,0,0
0,6004247,6004200,사나운 늑대 LV23,100230,100231,6004200,6004210,6004220,6004230,0,0,0,0,0,0,0,0,0
0,6004248,6004200,사나운 늑대 LV19,100190,100191,6004200,6004210,6004220,6004230,0,0,0,0,0,0,0,0,0
0,6004249,6004200,사나운 늑대 LV23,100230,100231,6004200,6004210,6004220,6004230,0,0,0,0,0,0,0,0,0
0,6004250,6004200,사나운 늑대 LV23,100230,100231,6004200,6004210,6004220,6004230,0,0,0,0,0,0,0,0,0
0,6004251,6004200,사나운 늑대 LV21,100210,100211,6004200,6004210,6004220,6004230,0,0,0,0,0,0,0,0,0
0,6004300,6004300,미친 늑대 기준 (사용안함) - 튜토리얼,100010,100011,6004300,6004311,6004321,6004339,0,0,0,0,6004700,0,0,0,0
0,6004301,6004300,미친 늑대 LV1,100010,100011,6004300,6004310,6004320,6004330,0,0,0,0,0,0,0,0,0
0,6004302,6004300,미친 늑대 LV2,100020,100021,6004300,6004310,6004320,6004330,0,0,0,0,0,0,0,0,0
0,6004303,6004300,미친 늑대 LV3,100030,100031,6004300,6004310,6004320,6004330,0,0,0,0,0,0,0,0,0
0,6004304,6004300,미친 늑대 LV5,100050,100051,6004300,6004310,6004320,6004331,0,0,0,0,0,0,0,0,0
0,6004305,6004300,미친 늑대 LV7,100070,100071,6004300,6004310,6004320,6004332,0,0,0,0,0,0,0,0,0
0,6004306,6004300,미친 늑대 LV8,100080,100081,6004300,6004310,6004320,6004333,0,0,0,0,0,0,0,0,0
0,6004307,6004300,미친 늑대 LV9,100090,100091,6004300,6004310,6004320,6004330,0,0,0,0,0,0,0,0,0
0,6004308,6004300,미친 늑대 LV10,100100,100101,6004300,6004310,6004320,6004331,0,0,0,0,0,0,0,0,0
0,6004309,6004300,미친 늑대 LV11,100110,100111,6004300,6004310,6004320,6004332,0,0,0,0,0,0,0,0,0
0,6004310,6004300,미친 늑대 LV10,100100,100101,6004300,6004310,6004320,6004330,0,0,0,0,0,0,0,0,0
0,6004311,6004300,미친 늑대 LV11,100110,100111,6004300,6004310,6004320,6004330,0,0,0,0,0,0,0,0,0
0,6004312,6004300,미친 늑대 LV12,100120,100121,6004300,6004310,6004320,6004330,0,0,0,0,0,0,0,0,0
0,6004313,6004300,미친 늑대 LV13,100130,100131,6004300,6004310,6004320,6004330,0,0,0,0,0,0,0,0,0
0,6004314,6004300,미친 늑대 LV14,100140,100141,6004300,6004310,6004320,6004330,0,0,0,0,0,0,0,0,0
0,6004315,6004300,미친 늑대 LV15,100150,100151,6004300,6004310,6004320,6004330,0,0,0,0,0,0,0,0,0
0,6004321,6004300,미친 늑대 LV24,100240,100241,6004300,6004310,6004320,6004330,0,0,0,0,0,0,0,0,0
0,6004322,6004300,미친 늑대 LV22,100220,100221,6004300,6004310,6004320,6004330,0,0,0,0,0,0,0,0,0
0,6004323,6004300,미친 늑대 LV23,100230,100231,6004300,6004310,6004320,6004330,0,0,0,0,0,0,0,0,0
0,6004324,6004300,미친 늑대 LV17,100170,100171,6004300,6004310,6004320,6004330,0,0,0,0,0,0,0,0,0
0,6004325,6004300,미친 늑대 LV16,100160,100161,6004300,6004310,6004320,6004330,0,0,0,0,0,0,0,0,0
0,6004347,6004300,미친 늑대 LV22,100220,100221,6004300,6004310,6004320,6004330,0,0,0,0,0,0,0,0,0
0,6004348,6004300,미친 늑대 LV21,100210,100211,6004300,6004310,6004320,6004330,0,0,0,0,0,0,0,0,0
0,6004349,6004300,미친 늑대 LV19,100190,100191,6004300,6004310,6004320,6004330,0,0,0,0,0,0,0,0,0
0,6004350,6004300,미친 늑대 LV22,100220,100221,6004300,6004310,6004320,6004330,0,0,0,0,0,0,0,0,0
0,6004351,6004300,미친 늑대 LV24,100240,100241,6004300,6004310,6004320,6004330,0,0,0,0,0,0,0,0,0
0,6004352,6004300,미친 늑대 LV52,100520,100521,6004300,6004310,6004320,6004330,0,0,0,0,0,0,0,0,0
0,6004400,6004400,베가스 기준 시나리오,10100100,10100101,6004400,6004410,6004420,6004430,6004440,6004450,0,6004491,0,0,0,0,0
0,6004407,6004400,베가스 LV9,10100090,10100091,6004400,6004410,6004420,6004430,6004440,6004450,0,6004490,0,0,0,0,0
0,6004408,6004400,베가스 LV10,10100100,10100101,6004400,6004410,6004420,6004431,6004441,6004451,0,6004490,0,0,0,0,0
0,6004409,6004400,베가스 LV11,10100110,10100111,6004401,6004410,6004420,6004432,6004442,6004452,0,6004490,0,0,0,0,0
0,6004410,6004400,베가스 LV12,10100120,10100121,6004401,6004410,6004420,6004433,6004443,6004453,0,6004490,0,0,0,0,0
0,6004411,6004400,베가스 LV11,20100110,20100111,6004402,6004412,6004421,6004434,6004444,0,0,0,0,0,0,0,0
0,6004412,6004400,베가스 LV12,20100120,20100121,6004402,6004412,6004421,6004435,6004445,0,0,0,0,0,0,0,0
0,6004413,6004400,베가스 LV13,20100130,20100131,6004402,6004412,6004421,6004436,6004446,0,0,0,0,0,0,0,0
0,6004414,6004400,베가스 LV14,20100140,20100141,6004402,6004412,6004421,6004437,6004447,0,0,0,0,0,0,0,0
0,6004415,6004400,베가스 LV15,10100150,10100151,6004400,6004410,6004420,6004430,6004440,6004450,0,6004490,0,0,0,0,0
0,6004416,6004400,베가스 LV16,10100160,10100161,6004400,6004410,6004420,6004430,6004440,6004450,0,6004490,0,0,0,0,0
0,6004417,6004400,베가스 LV17,10100170,10100171,6004400,6004410,6004420,6004430,6004440,6004450,0,6004490,0,0,0,0,0
0,6004418,6004400,베가스 LV18,10100180,10100181,6004400,6004410,6004420,6004430,6004440,6004450,0,6004490,0,0,0,0,0
0,6004419,6004400,베가스 LV19,10100190,10100191,6004400,6004410,6004420,6004430,6004440,6004450,0,6004490,0,0,0,0,0
0,6004420,6004400,베가스 LV20,10100200,10100201,6004400,6004410,6004420,6004430,6004440,6004450,6004460,6004490,0,400020,0,0,0
0,6004430,6004400,베가스 LV21,20100210,20100211,6004400,6004412,6004422,6004438,6004448,6004458,6004460,6004492,0,400021,0,0,0
0,6004435,6004400,베가스 LV35,20100350,20100351,6004400,6004412,6004422,6004438,6004448,6004458,6004460,6004492,0,400035,0,0,0
0,6004447,6004400,베가스 LV22,10100220,10100221,6004400,6004410,6004420,6004430,6004440,6004450,6004460,6004490,0,400022,0,0,0
0,6004450,6004400,베가스 LV23,10100230,10100231,6004400,6004410,6004420,6004430,6004440,6004450,6004460,6004490,0,400023,0,0,0
0,6004452,6004400,베가스 LV52,10100520,10100521,6004400,6004410,6004420,6004430,6004440,6004450,6004460,6004490,0,400052,0,0,0
0,6004453,6004400,베가스 LV24,10100240,10100241,6004400,6004410,6004420,6004430,6004440,6004450,6004460,6004490,0,400024,0,0,0
0,6004454,6004400,베가스 LV54,10100540,10100541,6004400,6004410,6004420,6004430,6004440,6004450,6004460,6004490,0,400054,0,0,0
0,6004455,6004400,베가스 LV25,10100250,10100251,6004400,6004410,6004420,6004430,6004440,6004450,6004460,6004490,0,400025,0,0,0
0,6004456,6004400,베가스 LV56,10100560,10100561,6004400,6004410,6004420,6004430,6004440,6004450,6004460,6004490,0,400056,0,0,0
0,6004458,6004400,베가스 LV58,10100580,10100581,6004400,6004410,6004420,6004430,6004440,6004450,6004460,6004490,0,400058,0,0,0
0,6004500,6004500,큰 미친 늑대 기준 (사용안함),20100100,20100101,6004500,6004510,6004520,6004530,0,0,0,0,6004560,0,0,0,0
0,6004501,6004500,큰 미친 늑대 LV10,20100100,20100101,6004500,6004510,6004520,6004530,0,0,0,0,6004560,0,0,0,0
0,6004510,6004500,큰 미친 늑대 LV9,20100090,20100091,6004500,6004510,6004520,6004530,0,0,0,0,6004560,0,0,0,0
0,6004511,6004500,큰 미친 늑대 LV8,20100080,20100081,6004500,6004510,6004520,6004530,0,0,0,0,6004560,0,0,0,0
0,6004512,6004500,큰 미친 늑대 LV12,20100120,20100121,6004500,6004510,6004520,6004530,0,0,0,0,6004560,0,0,0,0
0,6004513,6004500,큰 미친 늑대 LV13,20100130,20100131,6004500,6004510,6004520,6004530,0,0,0,0,6004560,0,0,0,0
0,6004514,6004500,큰 미친 늑대 LV14,20100140,20100141,6004500,6004510,6004520,6004530,0,0,0,0,6004560,0,0,0,0
0,6004515,6004500,큰 미친 늑대 LV15,20100150,20100151,6004500,6004510,6004520,6004530,0,0,0,0,6004560,0,0,0,0
0,6004516,6004500,큰 미친 늑대 LV16,20100160,20100161,6004500,6004510,6004520,6004530,0,0,0,0,6004560,0,0,0,0
0,6004517,6004500,큰 미친 늑대 LV17,20100170,20100171,6004500,6004510,6004520,6004530,0,0,0,0,6004560,0,0,0,0
0,6004518,6004500,큰 미친 늑대 LV18,20100180,20100181,6004500,6004510,6004520,6004530,0,0,0,0,6004560,0,0,0,0
0,6004519,6004500,큰 미친 늑대 LV19,20100190,20100191,6004500,6004510,6004520,6004530,0,0,0,0,6004560,0,0,0,0
0,6004520,6004500,큰 미친 늑대 LV20,20100200,20100201,6004500,6004510,6004520,6004530,0,0,0,0,6004560,0,0,0,0
0,6004547,6004500,큰 미친 늑대 LV47,20100470,20100471,6004500,6004510,6004520,6004530,0,0,0,0,6004560,0,0,0,0
0,6004550,6004500,큰 미친 늑대 LV21,20100210,20100211,6004500,6004510,6004520,6004530,0,0,0,0,6004560,0,0,0,0
0,6004551,6004500,큰 미친 늑대 LV22,20100220,20100221,6004500,6004510,6004520,6004530,0,0,0,0,6004560,0,0,0,0
0,6004552,6004500,큰 미친 늑대 LV52,20100520,20100521,6004500,6004510,6004520,6004530,0,0,0,0,6004560,0,0,0,0
0,6004600,6004600,별난 미친 늑대 기준,20100100,20100101,6004600,6004610,6004620,6004630,0,0,0,0,6004660,0,0,0,0
0,6004601,6004600,별난 미친 늑대 LV10,20100100,20100101,6004600,6004610,6004620,6004630,0,0,0,0,6004660,0,0,0,0
0,6004610,6004600,별난 미친 늑대 LV11,20100110,20100111,6004600,6004610,6004620,6004631,0,0,0,0,6004660,0,0,0,0
0,6004611,6004600,별난 미친 늑대 LV11,20100110,20100111,6004600,6004610,6004620,6004632,0,0,0,0,6004660,0,0,0,0
0,6004612,6004600,별난 미친 늑대 LV12,20100120,20100121,6004600,6004610,6004620,6004632,0,0,0,0,6004660,0,0,0,0
0,6004613,6004600,별난 미친 늑대 LV13,20100130,20100131,6004600,6004610,6004620,6004632,0,0,0,0,6004660,0,0,0,0
0,6004614,6004600,별난 미친 늑대 LV14,20100140,20100141,6004600,6004610,6004620,6004632,0,0,0,0,6004660,0,0,0,0
0,6004615,6004600,별난 미친 늑대 LV15,20100150,20100151,6004600,6004610,6004620,6004632,0,0,0,0,6004660,0,0,0,0
0,6004616,6004600,별난 미친 늑대 LV16,20100160,20100161,6004600,6004610,6004620,6004632,0,0,0,0,6004660,0,0,0,0
0,6004617,6004600,별난 미친 늑대 LV17,20100170,20100171,6004600,6004610,6004620,6004632,0,0,0,0,6004660,0,0,0,0
0,6004618,6004600,별난 미친 늑대 LV18,20100180,20100181,6004600,6004610,6004620,6004632,0,0,0,0,6004660,0,0,0,0
0,6004619,6004600,별난 미친 늑대 LV19,20100190,20100191,6004600,6004610,6004620,6004632,0,0,0,0,6004660,0,0,0,0
0,6004620,6004600,별난 미친 늑대 LV20,20100200,20100201,6004600,6004610,6004620,6004632,0,0,0,0,6004660,0,0,0,0
0,6004647,6004600,별난 미친 늑대 LV47,20100470,20100471,6004600,6004610,6004620,6004632,0,0,0,0,6004660,0,0,0,0
0,6004651,6004600,별난 미친 늑대 LV23,20100230,20100231,6004600,6004610,6004620,6004632,0,0,0,0,6004660,0,0,0,0
0,6004652,6004600,별난 미친 늑대 LV52,20100520,20100521,6004600,6004610,6004620,6004632,0,0,0,0,6004660,0,0,0,0
0,6004653,6004600,별난 미친 늑대 LV23,20100230,20100231,6004600,6004610,6004620,6004632,0,0,0,0,6004660,0,0,0,0
0,6004654,6004600,별난 미친 늑대 LV54,20100540,20100541,6004600,6004610,6004620,6004632,0,0,0,0,6004660,0,0,0,0
0,6004700,6004700,굶주린 갈색늑대 기준 (사용안함),20100040,20100041,6004700,6004710,6004720,6004730,0,0,0,0,6004760,0,0,0,0
0,6004703,6004700,굶주린 갈색늑대 LV4,20100040,20100041,6004700,6004710,6004720,6004730,0,0,0,0,6004760,0,0,0,0
0,6004704,6004700,굶주린 갈색늑대 LV5,20100050,20100051,6004700,6004710,6004720,6004731,0,0,0,0,6004760,0,0,0,0
0,6004705,6004700,굶주린 갈색늑대 LV7,20100070,20100071,6004700,6004710,6004720,6004732,0,0,0,0,6004760,0,0,0,0
0,6004706,6004700,굶주린 갈색늑대 LV6,20100060,20100061,6004700,6004710,6004720,6004733,0,0,0,0,6004760,0,0,0,0
0,6004707,6004700,굶주린 갈색늑대 LV7,20100070,20100071,6004700,6004710,6004720,6004733,0,0,0,0,6004760,0,0,0,0
0,6004708,6004700,굶주린 갈색늑대 LV8,20100080,20100081,6004700,6004710,6004720,6004733,0,0,0,0,6004760,0,0,0,0
0,6004709,6004700,굶주린 갈색늑대 LV9,20100090,20100091,6004700,6004710,6004720,6004733,0,0,0,0,6004760,0,0,0,0
0,6004710,6004700,굶주린 갈색늑대 LV10,20100100,20100101,6004700,6004710,6004720,6004733,0,0,0,0,6004760,0,0,0,0
0,6004711,6004700,굶주린 갈색늑대 LV11,20100110,20100111,6004700,6004710,6004720,6004733,0,0,0,0,6004760,0,0,0,0
0,6004712,6004700,굶주린 갈색늑대 LV12,20100120,20100121,6004700,6004710,6004720,6004733,0,0,0,0,6004760,0,0,0,0
0,6004744,6004700,굶주린 갈색늑대 LV16,20100160,20100161,6004700,6004710,6004720,6004733,0,0,0,0,6004760,0,0,0,0
0,6004746,6004700,굶주린 갈색늑대 LV17,20100170,20100171,6004700,6004710,6004720,6004733,0,0,0,0,6004760,0,0,0,0
0,6004748,6004700,굶주린 갈색늑대 LV18,20100180,20100181,6004700,6004710,6004720,6004733,0,0,0,0,6004760,0,0,0,0
0,6004750,6004700,굶주린 갈색늑대 LV19,20100190,20100191,6004700,6004710,6004720,6004733,0,0,0,0,6004760,0,0,0,0
0,6004800,6004800,배고픈 갈색늑대 기준 (사용안함),20100030,20100031,6004800,6004810,6004820,6004830,0,0,0,0,6004860,0,0,0,0
0,6004803,6004800,배고픈 갈색늑대 LV3,20100030,20100031,6004800,6004810,6004820,6004830,0,0,0,0,6004860,0,0,0,0
0,6004804,6004800,배고픈 갈색늑대 LV4,20100040,20100041,6004800,6004810,6004820,6004830,0,0,0,0,6004860,0,0,0,0
0,6004805,6004800,배고픈 갈색늑대 LV5,20100050,20100051,6004800,6004810,6004820,6004830,0,0,0,0,6004860,0,0,0,0
0,6004806,6004800,배고픈 갈색늑대 LV6,20100060,20100061,6004800,6004810,6004820,6004831,0,0,0,0,6004860,0,0,0,0
0,6004807,6004800,배고픈 갈색늑대 LV7,20100070,20100071,6004800,6004810,6004820,6004830,0,0,0,0,6004860,0,0,0,0
0,6004808,6004800,배고픈 갈색늑대 LV8,20100080,20100081,6004800,6004810,6004820,6004830,0,0,0,0,6004860,0,0,0,0
0,6004809,6004800,배고픈 갈색늑대 LV9,20100090,20100091,6004800,6004810,6004820,6004830,0,0,0,0,6004860,0,0,0,0
0,6004810,6004800,배고픈 갈색늑대 LV10,20100100,20100101,6004800,6004810,6004820,6004830,0,0,0,0,6004860,0,0,0,0
0,6004811,6004800,배고픈 갈색늑대 LV11,20100110,20100111,6004800,6004810,6004820,6004830,0,0,0,0,6004860,0,0,0,0
0,6004812,6004800,배고픈 갈색늑대 LV12,20100120,20100121,6004800,6004810,6004820,6004830,0,0,0,0,6004860,0,0,0,0
0,6004851,6004800,배고픈 갈색늑대 LV19,20100190,20100191,6004800,6004810,6004820,6004830,0,0,0,0,6004860,0,0,0,0
0,6004900,6004900,Бродяга Ф5,10100080,10100081,6004900,6004910,6004920,6004930,6004940,6004950,0,6004990,0,0,0,0,0
0,6004902,6004900,분노몬스터,1100020,1100021,1100022,1100023,1100024,6004903,7004900,6004904,0,666004902,0,0,0,0,0
0,6004903,6004900,Бродяга LV5,10100050,10100051,6004900,6004910,6004920,6004930,6004940,6004950,0,6004992,0,0,0,0,0
0,6004904,6004900,Бродяга LV6,10100060,10100061,6004900,6004910,6004920,6004931,6004941,6004951,0,6004992,0,0,0,0,0
0,6004905,6004900,Бродяга LV5,10100050,10100051,6004900,6004910,6004920,6004931,6004941,6004951,0,6004992,0,0,0,0,0
0,6004906,6004900,Бродяга LV7,10100070,10100071,6004900,6004910,6004920,6004932,6004942,6004952,0,6004992,0,0,0,0,0
0,6004907,6004900,Бродяга LV,10100080,10100081,6004900,6004910,6004920,6004933,6004943,6004953,0,6004992,0,0,0,0,0
0,6004908,6004900,Бродяга LV7(Мини),20100070,20100071,6004901,6004912,6004921,6004934,6004944,0,0,0,0,0,0,0,0
0,6004909,6004900,Бродяга LV8(Мини),20100080,20100081,6004901,6004912,6004921,6004934,6004944,0,0,0,0,0,0,0,0
