SkillAbilID,Memo,Type01,Value01,Type02,Value02,Type03,Value03,Type04,Value04,Type05,Value05,Type06,Value06,Type07,Value07,Type08,Value08,Type09,Value09,Type10,Value10,
3541213,정예_디아블릭_대쉬2,561,5,7082,50000,544,50,542,1,0,0,0,0,0,0,546,40,0,0,2090,3,
3541214,정예_디아블릭_마법진생성발사체발사2,561,64,7082,0,544,60,2027,3000,0,0,0,0,0,0,546,40,0,0,2090,3,
3541215,정예_디아블릭_대지의분노2,561,8,7081,160,544,50,0,0,1009,50,0,0,0,0,546,40,0,0,2090,3,
3542102,엘가 1차 근접공격 꼬리 치기,541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,100,0,0,2090,1,
3542104,엘가 1차 크리스탈소환,541,1,2018,4,3322,3542220,2011,16777216,1007,1,7281,2,7291,2,545,14,544,200,0,0,
3542105,엘가 1차 에너지익스플로전(반경300에 혼돈6초),541,0,2018,4,0,0,2011,16777216,1007,4,7281,5,7291,5,545,50,0,0,0,0,
3542106,엘가 1차 점프다이알로그,541,0,2018,4,2011,16777216,1008,10,2078,2,0,0,1007,4,545,50,0,0,0,0,
3542107,아비스 유도 4방,541,0,2018,4,2089,1,2011,16777218,1007,1,7281,2,7291,1500,545,50,546,50,2090,1,
3542108,엘가 1차 순간이동,2102,5,2018,4,561,64,546,50,545,50,544,200,1007,4,0,0,0,0,2101,3000,
3542109,엘가1차 안타레스1,541,1,2018,4,0,0,2011,16777218,1007,1,7281,100,7291,3000,545,100,1009,80,0,0,
3542113,엘가 2차 연속 불구슬 쏘기,541,1,2018,4,0,0,2011,16777218,1007,99,7281,5,7291,5,545,40,0,0,2090,1,
3542114,엘가 1차 크리스탈소환2,101,1232,2089,4,508,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3542115,엘가 알뱉어내기,508,250,2018,4,0,0,3067,999,0,0,2029,2000,3321,2,1007,999,2011,33554438,0,0,
3542116,엘가 2차 에너지익스플로전(반경300에 공포6초),541,0,2018,4,0,0,2011,16777216,1007,4,7281,5,7291,5,546,380,0,0,0,0,
3542117,엘가 2차 사방으로 전기뻗기(공격범위 광역 300인치, 띄우기 1단계)),541,0,2018,4,2011,16777216,1008,10,2078,4,2089,5,1007,10,545,60,0,0,2090,3
3542118,엘가 2차 사방으로 전기뻗기(공격범위 광역 300인치, 띄우기 1단계))2,541,0,2018,4,2011,16777216,1008,10,2078,8,2089,8,1007,10,545,60,0,0,2090,3
3542119,엘가1차 안타레스2,1009,150,0,0,544,150,546,40,3125,1,2080,18000,0,0,0,0,0,0,2090,3,
3542120,엘가 2차 안타레스레이져,541,1,2018,4,0,0,2011,16777218,1007,1,7281,100,7291,3000,545,100,1009,80,0,0,
3542121,엘가 3차 근접공격 오른팔 ,542,3,2018,4,548,160,2011,16777216,1007,1,7281,2,7291,2,544,500,546,140,2090,3,
3542122,엘가 3차 근접공격 왼팔,542,3,2018,4,548,-210,2011,16777216,1007,1,7281,2,7291,2,544,560,546,150,2090,3,
3542123,엘가 3차 근접공격 오른팔 2,561,144,2029,900,2051,100005901,3431,7492,30000,7502,30000,0,0,0,0,0,0,0,0,0,
3542124,엘가 3차 근접공격 왼팔 2,561,144,2029,400,2051,100005901,0,7492,30000,7502,30000,0,0,0,0,0,0,0,0,0,
3542126,엘가 3차 에너지익스플로전(반경300에 공포6초),541,0,2018,4,0,0,2011,16777216,1007,4,7281,5,7291,5,545,500,0,0,0,0,
3542127,엘가 2차 안타레스레이져,1009,150,3125,1,544,150,546,40,0,0,2080,18000,0,0,0,0,0,0,2090,3,
3542128,엘가 3차 안타레스레이져1,541,1,2018,4,3125,1,2011,16777218,1007,1,7281,100,7291,3000,545,1000,1009,80,0,0,
3542130,엘가 3차 안타레스레이져2,0,0,0,0,544,150,546,40,0,0,2080,18000,0,0,0,0,0,0,2090,3,
3542133,엘가 연속쏘기1,541,1,2018,4,0,0,2011,16777218,1007,4,7281,5,7291,5,545,40,0,0,2090,1,
3542134,엘가 연속쏘기2,3093,2,3094,0,3095,3,0,0,3067,4,0,0,0,0,0,0,0,0,1009,200,
3542135,엘가 연속쏘기1_바닥용,541,1,2018,4,0,0,2011,16777218,1007,4,7281,200,7291,200,545,40,0,0,2090,1,
3542136,엘가 연속쏘기2_바닥용,3093,2,3094,0,3095,3,0,0,3067,4,2080,20000,0,0,0,0,0,0,0,0,
3542139,엘가 2차 달려들어 물기,541,1,2018,4,2011,16777216,1008,10,2078,2,0,0,1007,4,545,100,0,0,0,0,
3542140,엘가 2차 달려들어 물기2,561,197,7082,80000,544,80,542,1,0,0,0,0,0,0,546,90,0,0,2090,3,
3542141,엘가 오른손(연계),3008,4,3010,3542143,3020,10,3011,3542121,3021,9,7492,40000,7502,40000,0,0,0,0,0,0,
3542142,엘가 왼손(연계),3008,4,3010,3542144,3020,10,3011,3542122,3021,9,7492,40000,7502,40000,0,0,0,0,0,0,
3542143,터치,0,0,0,0,2011,33554432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3542144,터치,0,0,0,0,2011,33554432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3542150,엘가 크리스탈 보호뼈 소환 연출스킬,561,2,2027,30000,2018,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3542193,엘가 3차 천장에서 돌 떨어트리기4~6(300인치),541,0,2018,4,0,0,2011,16777218,1007,20,7281,0,7291,0,545,800,3125,1,3601,3542240,
3542200,엘가2차 공중폭격 시퀀스 그룹,3008,4,3010,3542201,3020,10,3011,3542114,3021,9,2080,20000,0,0,0,0,0,0,0,0,
3542201,엘가2차 공중폭격 날개짓,541,1,2018,4,2027,3000,2011,16777216,1007,1,3602,1,561,2,545,20,3409,3542320,2090,1,
3542202,엘가2차 공중폭격 다운,541,0,2018,4,3406,3542410,2011,16777216,1007,1,561,144,2029,10000,545,20,3727,3542410,2090,1,
3542203,엘가2차 공중폭격 다운 (일본),541,0,2018,4,3406,3542415,2011,16777216,1007,1,561,144,2029,10000,545,20,3727,3542410,2090,1,
3542204,엘가2차 공중폭격 다운2,3430,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3542205,엘가 1차 에너지익스플로전(반경300에 혼돈6초)2,561,16,7082,0,544,300,2027,1200,0,0,2080,18000,0,0,546,300,2051,3542110,2090,3,
3542206,엘가 1차 점프다이알로그,544,200,561,160,7211,150,0,0,0,0,2080,18000,0,0,0,0,7082,30000,2090,7,
3542210,엘가 크리스탈 전격스킬,541,0,2018,4,546,130,2011,16777216,1007,2,7281,2,7291,2,545,50,1009,0,2090,1,
3542211,엘가 크리스탈 기본공격2,561,80,7082,0,544,150,2027,1200,0,0,2080,18000,0,0,546,40,0,0,2090,3,
3542212,엘가 1차 크리스탈소환,541,1,2018,4,3322,3542220,2011,16777216,1007,1,7281,2,7291,2,545,14,544,200,0,0,
3542213,엘가 2차 연속 불구슬 쏘기2 ,3093,2,3094,0,3095,3,0,0,3067,99,0,0,0,0,0,0,0,0,0,0,
3542214,엘가 1차 크리스탈소환2,101,1232,2089,1,508,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3542219,엘가 알뱉어내기2,561,144,7082,0,544,900,2,3542250,0,0,2027,1367,0,0,546,50,3191,3542133,2090,3,
3542223,엘가 3차 천장에서 돌 떨어트리기4~6(300인치)2 ,561,64,7082,0,544,500,2027,3000,7281,1000,7291,1000,3431,1,546,150,0,0,2090,1,
3542226,엘가 3차 에너지익스플로전(반경300에 공포6초)2,561,2,7082,0,544,800,2027,2400,0,0,2080,9000,0,0,546,0,0,0,2090,3,
3542241,엘가 3차 눈 브레스 1,541,0,2018,4,2011,16777218,1008,10,2078,2,7281,1000,7291,1000,545,60,3136,1,561,128,
3542242,엘가 3차 눈 브레스 2,541,0,1007,33,3125,1,3067,999,3067,33,0,0,0,0,0,0,3136,1,0,0,
3542244,엘가3차 엘가사망시 유저방출,3322,10000001,3335,1,3336,1,3321,256,0,0,0,0,0,0,0,0,0,0,0,0,
3542250,엘가 알(일반 몬스터) 자폭후 소환,541,0,2018,4,6025904,200,2011,16777216,1007,1,7281,2,7291,2,545,14,544,200,3323,2,
3542251,엘가 알(일반 몬스터) 자폭후 소환2,101,1232,3038,993540170,3371,993540170,3372,993540475,3373,993540375,0,0,0,0,546,100,2089,1,508,1,
3542270,엘가 3차 보호뼈 소환전 밀기시 데미지 용_01,2027,2000,541,0,561,18,2011,16777216,1007,999,7281,2,7291,2,2029,2200,544,800,2090,3,
3542280,엘가 3차 좌우로 눈동자 레이저 스킬,541,0,2018,4,3067,33,2011,16777218,1007,33,7281,100,7291,3000,545,100,1009,80,3039,101,
3542290,엘가 3차 보호뼈 밀기 후 혼돈 스킬_01,541,0,2018,4,561,16,2011,16777216,1007,4,7281,5,7291,5,544,1000,2090,3,2051,3542110,
3542302,나무 몬스터소환 공용,541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,14,0,0,0,0,
3542303,검은 발톱 둥지 소환용 엘가 사념체 스킬 1,3389,1,3371,190204218,3372,190204222,0,0,0,0,2018,4,0,0,0,0,0,0,590,1,
3542304,검은 발톱 둥지 소환용 엘가 사념체 스킬 2,3389,1,3371,190204219,3372,190204223,0,0,0,0,2018,4,0,0,0,0,0,0,590,1,
3542305,검은 발톱 둥지 소환용 엘가 사념체 스킬 3,3389,1,3371,190204220,3372,190204224,0,0,0,0,2018,4,0,0,0,0,0,0,590,1,
3542306,검은 발톱 둥지 소환용 엘가 사념체 스킬 4,3389,1,3371,190204221,3372,190204225,0,0,0,0,2018,4,0,0,0,0,0,0,590,1,
3542310,엘가 3차 보호뼈 소환전 밀기시 데미지 용_02,3070,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3542313,엘가 시퀀스 1 몬스터소환,508,1,2018,4,0,0,3067,999,0,2029,1500,0,0,0,1007,999,2011,33554432,3070,1,
3542314,엘가 시퀀스 1 몬스터소환,561,16,7082,0,544,900,2,86073366,0,0,2027,1167,0,0,546,50,0,0,2090,3,
3542315,엘가 불덩이쏘기 시퀀스,3008,4,3010,3542313,3011,3542113,3070,1,0,0,0,0,0,0,0,0,0,0,3070,1,
3542316,엘가 2차 에너지익스플로전(반경300에 공포6초)2,561,16,7082,0,544,500,2027,1200,0,0,2080,18000,0,0,0,0,2051,3542101,2090,3,
3542317,엘가 2차 사방으로 전기뻗기(공격범위 광역 300인치, 띄우기 1단계)),542,1,2027,2933,3339,45,561,130,544,800,3339,0,546,70,0,0,0,0,0,0
3542318,엘가 2차 사방으로 전기뻗기(공격범위 광역 300인치, 띄우기 1단계))2,542,1,2027,1300,3339,80,561,146,544,800,3339,0,546,80,2029,1100,0,0,0,0
3542319,엘가 보호 뼈소환 스킬,3038,993542230,561,16,2029,2433,2011,16777216,0,0,7281,2,7291,2,0,0,0,0,6440,2,
3542320,보호뼈 파괴시 엘가방어버프 해제스킬,3010,3542328,0,0,3322,3542120,2018,4,3430,8,3430,12,0,0,0,0,0,0,6440,3,
3542321,엘가 눈 소환스킬,3038,993542250,561,16,2029,1867,2011,16777216,0,0,7281,2,7291,2,0,0,0,0,590,3,
3542322,엘가눈의 시퀀스그룹,3008,0,3010,0,3011,3542324,3012,3542327,0,0,0,0,0,0,0,0,0,0,2018,4,
3542323,엘가눈동자 자폭,3320,3542450,4007,4,3332,3542120,2011,16777216,3430,8,0,0,0,0,0,0,0,0,0,0,
3542324,엘가눈동자 수정소환,3389,1,3371,993542211,3372,993542212,3373,993542213,2011,16777216,2018,4,0,0,0,0,0,0,590,1,
3542325,엘가 돌기둥 스킬,508,100,7281,500,2075,9900,561,0,2081,10000,0,0,546,60,1007,4,2011,33554432,2090,3,
3542326,엘가 엔티티 자폭,541,0,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,546,100,0,0,2090,1,
3542328,엘가용_시퀀스 스킬,3010,3542321,3011,3542322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3542329,엘가스스로 스턴,541,0,2018,4,2011,16777216,3602,0,2078,2,590,3,1007,4,545,50,561,2,2027,6000,
3542330,눈동자 엘가에게 수정파괴요청,0,0,4007,4,3332,3542120,2011,16777216,0,0,0,0,0,0,0,0,0,0,0,0,
3542331,심장이 플레이어에게 데미지를 주는 스킬,3321,1,3338,-1000,3323,1,2011,16777216,2018,4,0,0,0,0,0,0,0,0,0,0,
3542332,심장이 플레이어 죽이기 위한 스킬,3321,1,0,0,3323,1,2011,16777216,2018,4,0,0,0,0,0,0,0,0,0,0,
3542339,엘가스스로 스턴2,3338,-10000,0,0,3431,1,2029,27500,2072,2909,2073,2909,2074,2909,3434,5000,0,0,0,0,
3542349,엘가눈동자 퇴장,541,1,2018,4,2011,16777216,2089,1,2078,2,590,3,1007,4,545,50,561,0,2027,30000,
3542350,눈동자가 엘가에게 수정을 소환하라고 지시하는 스킬,3038,3542322,4007,4,3332,3542120,2011,16777216,0,0,0,0,0,0,0,0,0,0,3322,3542120,
3542351,엘가눈동자 퇴장,3338,-10000,3322,3542240,3431,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3542370,엘가 3차 보호뼈 밀기 후 혼돈 스킬_02,2029,900,3070,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3542440,엘가 보물상자를 소환하는 스킬(엘가 그로기시),3389,1,3371,993542400,3372,993542401,3373,993542402,3374,993542403,2011,16777216,2018,4,0,0,0,0,590,1,
3542450,엘가 3차 전용 파괴 오브젝트 시퀀스 스킬,3010,3542440,3011,3542329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3542460,엘가 3차 보호뼈 소환전 밀기 시퀀스 스킬,0,3542270,0,3542290,3012,3542460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3542500,엘가2차 공중폭격 시퀀스 그룹 (일본),3008,4,3010,3542209,3020,10,3011,3542114,3021,9,2080,20000,0,0,0,0,0,0,0,0,
3543110,라그엘 시퀀스 그룹_1,0,0,3010,3543100,3020,20,3011,3543101,3021,19,3012,3543103,3022,18,3013,3543115,3023,17,0,0,
3543111,라그엘 시퀀스 그룹_2,3014,3543104,3024,16,3015,3543108,3025,15,3016,3543100,3026,14,3017,3543102,3027,13,0,0,0,0,
3543112,라그엘 시퀀스 그룹_3,3018,3543103,3028,12,3019,3543107,3029,10,0,0,0,0,0,0,0,0,0,0,0,0,
3543115,엘가 알뱉어내기2-시연,561,144,7082,0,544,900,0,0,0,0,2027,1367,0,0,546,50,3191,3542133,2090,3,
3570100,하피_삼각지_기본 공격(발톱공격),541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,30,0,0,2090,1,
3570101,하피_삼각지_근거리(음파공격)_01,541,1,2018,4,2011,16777216,1008,10,2078,2,7281,1000,7291,1000,545,60,0,0,0,0,
3570102,하피_삼각지_스틸넬 (드랍킥),541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,30,0,0,2090,1,
3570103,하피_삼각지_기본 공격_02(뺨때리기),541,1,2018,4,2011,16777216,1008,10,2078,2,7281,1000,7291,1000,545,60,0,0,0,0,
3570104,하피_삼각지_깃털 던지기(반복샷),541,1,2018,4,3067,999,2011,16777218,1007,999,7281,2,7291,2,545,30,1010,80,2090,1,
3570105,하피_삼각지_대쉬 공격(스핀어택)_01,541,1,2018,4,2011,16777216,1008,10,2078,2,0,0,1007,4,545,40,0,0,0,0,
3570106,하피_삼각지_대쉬 공격(스핀어택)_02,561,5,7082,60000,544,50,542,1,0,0,0,0,0,0,546,40,0,0,2090,3,
3570107,하피_삼각지_근거리(음파공격)_02,561,130,7082,0,544,180,2027,700,542,1,2080,10000,1007,4,546,120,0,0,2090,1,
3570108,하피_삼각지_기본 공격_02(뺨때리기),561,130,7082,0,544,180,2027,1200,542,1,2080,10000,1007,4,546,120,0,0,2090,1,
3570400,영혼 추적자 기본 공격_브래스,541,1,2018,4,2011,16777216,1008,10,2078,2,7281,1000,7291,1000,545,60,0,0,0,0,
3570410,영혼 추적자 기본 공격_2_띄우기,541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,30,0,0,2090,1,
3570420,영혼 추적자 연속 던지기(반복샷),541,1,2018,4,3067,999,2011,16777218,1007,999,7281,2,7291,2,545,30,1010,80,2090,1,
3570430,영혼 추적자 순간이동,541,1,2018,4,508,300,2011,16777216,1007,1,7281,2,7291,2,545,14,0,0,2090,1,
3570440,영혼 추적자 휠 윈드 대쉬_01,541,1,2018,4,2011,16777216,1008,10,2078,2,0,0,1007,4,546,80,545,80,0,0,
3570450,영혼 추적자 휠 윈드 대쉬_02,3093,2,3094,0,3095,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3570460,영혼 추적자 기본 공격_브래스,561,130,7082,0,544,180,2027,1000,542,1,2080,10000,1007,4,546,60,0,0,2090,1,
3570500,영혼 강탈자 기본 공격,541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,30,0,0,2090,1,
3570510,영혼 강탈자 낫 휘두르기_01,541,1,2018,4,2011,16777216,1008,10,2078,2,0,0,1007,4,545,14,0,0,551,1000,
3570520,영혼 강탈자 낫 휘두르기_02,561,5,7082,55000,544,50,542,1,0,0,0,0,0,0,546,14,0,0,2090,1,
3570530,영혼 강탈자 대지의분노_01,541,0,2018,4,0,0,2011,16777216,1007,4,7281,2,7291,2,545,70,0,0,0,0,
3570540,영혼 강탈자 대지의분노_02,561,8,7081,160,544,80,0,0,1009,50,0,0,0,0,546,70,0,0,2090,3,
3570550,영혼 강탈자 연속 던지기(반복샷),541,1,2018,4,3067,999,2011,16777218,1007,999,7281,2,7291,2,545,30,1010,80,2090,1,
3570560,영혼 강탈자 순간이동,541,1,2018,4,508,300,2011,16777216,1007,1,7281,2,7291,2,545,14,0,0,2090,1,
3570600,영혼 감시자 던지기,541,1,2018,4,0,0,2011,16777218,1007,1,7281,2,7291,2,545,50,0,0,2090,1,
3570610,영혼 감시자 에너지익스플로전(밀려나기)포효,541,0,2018,4,0,0,2011,16777216,1007,4,7281,5,7291,5,545,100,0,0,0,0,
3570620,영혼 감시자 에너지익스플로전(밀려나기)포효,561,2,7082,0,544,120,2027,1000,0,0,2080,1500,0,0,546,0,0,0,2090,3,
3570630,영혼 감시자 전격공격,541,1,2018,4,546,130,2011,16777216,1007,2,7281,2,7291,2,545,130,1009,0,2090,1,
3570640,영혼 감시자 순간이동,541,1,2018,4,508,600,2011,16777216,1007,1,7281,2,7291,2,545,14,0,0,2090,1,
3570730,기니어 칼크_근거리(꼬리치기),541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,20,0,0,2090,1,
3570731,기니어 칼크_근거리(솓아 오르기),541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,20,0,0,2090,1,
3570732,기니어 칼크_근거리(올려치기),541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,20,0,0,2090,1,
3570733,기니어 칼크_근거리(입벌려물기),541,0,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,50,546,80,2090,1,
3570734,기니어 칼크_원거리(S자발사체),541,1,2018,4,0,0,2011,16777218,1007,1,7281,2,7291,2,545,70,0,0,2090,1,
3570735,기니어 칼크_레이저 브레스_01,541,1,2018,4,2011,16777216,1008,10,2078,2,7281,1000,7291,1000,545,60,2027,900,0,0,
3570736,기니어 칼크_레이저 브레스_02,561,2,7082,0,544,200,0,0,542,1,2080,10000,1007,4,546,80,0,0,2090,1,
3570800,메탈_드라크_던전_근거리(꼬리치기),541,0,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,40,564,40,2090,1,
3570801,메탈_드라크_던전_근거리(물기),541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,20,0,0,2090,1,
3570802,메탈_드라크_던전_근접(갈비뼈길어져타격),541,1,2018,4,2011,16777216,1008,10,2078,2,0,0,1007,4,545,50,1010,10,0,0,
3570803,메탈_드라크_던전_브래스,541,1,2018,4,2011,16777216,1008,10,2078,2,7281,1000,7291,1000,545,60,0,0,0,0,
3570804,메탈_드라크_던전_브래스2,561,130,7082,0,544,180,2027,700,542,1,2080,10000,1007,4,546,60,0,0,2090,1,
3570805,메탈_드라크_던전_점프크래쉬,541,0,2018,4,2011,16777216,1008,10,2078,2,0,0,1007,4,545,50,546,50,0,0,
3570806,메탈_드라크_던전_점프크래쉬2,544,60,561,160,0,0,0,0,0,0,2080,18000,0,0,0,0,0,0,2090,3,
3570900,메탈 하운드 기본 공격,541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,30,0,0,2090,1,
3570910,메탈 하운드 대쉬 피어싱 (일섬)_01,541,1,2018,4,2011,16777216,1008,10,2078,2,0,0,1007,4,545,14,0,0,551,1000,
3570920,메탈 하운드 대쉬 피어싱 (일섬)_02,561,5,7082,55000,544,50,542,1,0,0,0,0,0,0,546,14,0,0,2090,1,
3570930,삼바바 점프해서 바닥 찍기_1,541,0,2018,4,2011,16777216,1008,10,2078,2,0,0,1007,4,545,30,0,0,551,1000,
3570940,삼바바 점프해서 바닥 찍기_2,544,55,561,160,0,0,0,0,0,0,2080,18000,0,0,0,0,0,0,2090,3,
3570950,정예_칼리곤_칼던졌다가 받기,541,1,2018,4,0,0,2011,16777218,1007,4,7281,5,7291,5,545,40,551,250,2090,1,
3571230,기니어 베럴_근거리(꼬리치기),541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,20,0,0,2090,1,
3571231,기니어 베럴_근거리(솓아 오르기),541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,20,0,0,2090,1,
3571232,기니어 베럴_근거리(올려치기),541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,20,0,0,2090,1,
3571233,기니어 베럴_근거리(입벌려물기),541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,20,0,0,2090,1,
3571234,기니어 베럴_원거리(S자발사체),541,1,2018,4,0,0,2011,16777218,1007,1,7281,2,7291,2,545,70,0,0,2090,1,
3571235,기니어 베럴_ 안타레스레이져_01,541,1,2018,4,0,0,2011,16777218,1007,1,7281,100,7291,3000,545,100,1009,80,0,0,
3571236,기니어 베럴_빔쏘기(셀릭)_01,2018,4,561,8,0,0,2062,1,508,30,1010,30,2027,8000,0,0,1007,30,2090,3,
3571237,기니어 베럴_ 스쿠류 대쉬_01,541,1,2018,4,2011,16777216,1008,10,2078,2,0,0,1007,4,545,40,0,0,0,0,
3571238,기니어 베럴_ 안타레스레이져_02,544,150,546,40,0,0,0,0,0,0,2080,18000,0,0,0,0,0,0,2090,3,
3571239,기니어 베럴_ 스쿠류 대쉬_02,561,5,7082,26000,544,100,542,1,0,0,0,0,0,0,546,40,0,0,2090,3,
3571240,기니어 베럴_빔쏘기(셀릭)_02,541,1,2018,4,0,0,2011,16777218,0,0,7281,5,7291,5,545,40,0,0,0,0,
3571241,기니어 베럴_3번 튀어 나오기 시퀀스,3010,3571242,3011,3571243,3012,3571244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3571242,기니어 베럴 들어가기_스타트,541,1,2018,4,2011,16777216,3407,3530506,2078,2,7082,50000,1007,4,545,100,3070,1,2090,1,
3571243,기니어 베럴 튀어나오기_파이어,541,1,2018,4,2011,16777216,3407,3530506,2078,2,7082,50000,1007,4,545,100,3070,1,2090,1,
3571244,기니어 베럴 들어가기_파이어_피니쉬,541,1,2018,4,2011,16777216,3407,3530506,2078,2,7082,50000,1007,4,545,100,3070,1,2090,1,
3571290,몬스터 냉동1단계,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3571300,메탈 캄파링 기본 공격_01,541,1,2018,4,2011,16777216,1008,10,2078,2,7281,1000,7291,1000,545,90,0,0,0,0,
3571301,메탈 캄파링 기본 공격_02,541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,30,0,0,2090,1,
3571302,메탈 캄파링_점프공격(크래쉬다운),541,0,2018,4,2011,16777216,1008,10,2078,2,2089,4,1007,1,545,40,1009,180,2090,3,
3571303,메탈 캄파링 점프해서 박치기 3연타,541,0,2018,4,2011,16777216,1008,10,2078,2,0,0,1007,4,545,0,0,0,0,0,
3571304,메탈 캄파링 대쉬 피어싱 (일섬),541,1,2018,4,2011,16777216,1008,10,2078,2,0,0,1007,4,545,14,0,0,551,1000,
3571305,메탈 캄파링 점프해서 삼지창 떨구기,541,0,2018,4,2011,16777218,1008,10,2078,2,0,0,1007,4,545,55,0,0,551,1000,
3571306,메탈 캄파링_원거리(S자발사체),541,1,2018,4,0,0,2011,16777218,1007,1,7281,2,7291,2,545,70,0,0,2090,1,
3571307,메탈 캄파링 점프해서 박치기 3연타,561,465,7082,120000,544,100,542,0,2027,600,2031,867,0,0,546,0,0,0,2090,1,
3571308,메탈 캄파링 대쉬 피어싱 (일섬),561,5,7082,55000,544,50,542,1,0,0,0,0,0,0,546,14,0,0,2090,1,
3571309,메탈 캄파링 점프해서 삼지창 떨구기,544,55,561,160,546,55,542,0,0,0,2080,18000,0,0,0,0,0,0,2090,3,
3571310,메탈 캄파링 기본 공격_01,561,130,7082,0,544,180,2027,700,542,1,2080,10000,1007,4,546,60,0,0,2090,1,
3571311,메탈 캄파링_점프공격(크래쉬다운),542,1,2027,1200,3339,90,561,130,544,250,3339,0,546,40,0,0,0,0,0,0,
3571312,캄파링 3단 해딩 시퀀스,3008,4,3010,3571303,3011,3571303,3012,3571303,3070,1,0,0,0,0,0,0,0,0,0,0,
3571400,세티로스_삼각지_기본 공격(발톱공격),541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,30,0,0,2090,1,
3571401,세티로스_삼각지_근거리(음파공격)_01,541,1,2018,4,2011,16777216,1008,10,2078,2,7281,1000,7291,1000,545,90,0,0,0,0,
3571402,세티로스_삼각지_스틸넬 (드랍킥),541,0,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,90,546,90,2090,1,
3571403,세티로스_삼각지_기본 공격_02(뺨때리기),541,1,2018,4,2027,1200,2011,16777216,1007,1,7281,2,7291,2,545,30,0,0,2090,1,
3571404,세티로스 소환_근접_01,541,1,2018,4,6025904,200,2011,16777216,1007,1,7281,2,7291,2,545,14,544,200,0,0,
3571405,세티로스_삼각지_대쉬 공격(스핀어택)_01,541,1,2018,4,2011,16777216,1008,10,2078,2,0,0,1007,4,545,40,0,0,0,0,
3571406,세티로스_삼각지_대쉬 공격(스핀어택)_02,561,5,7082,60000,544,50,542,1,0,0,0,0,0,0,546,40,0,0,2090,3,
3571407,세티로스_삼각지_근거리(음파공격)_02,561,130,7082,0,544,180,2027,700,542,1,2080,10000,1007,4,546,60,0,0,2090,1,
3571408,세티로스_삼각지_라이트닝 스퀘어_01,508,95,2018,4,0,0,0,0,0,0,0,0,0,0,1007,5,2011,33554432,0,0,
3571409,세티로스 소환_근접_02,101,1232,3038,983570156,0,0,0,0,0,0,0,0,0,0,0,0,2101,8000,0,0,
3571410,세티로스_삼각지_라이트닝 스퀘어_02,561,64,7082,0,544,900,2,1000613,0,0,2027,1367,0,0,546,150,0,0,2090,3,
3571411,세티로스_삼각지_레이저_01,541,1,2018,4,2011,16777216,1008,10,2078,2,7281,1000,7291,1000,545,60,0,0,0,0,
3571412,세티로스_삼각지_레이저_02,561,130,7082,0,544,200,2027,900,542,1,2080,10000,1007,4,546,60,0,0,2090,1,
3571500,캄파 머신 몬스터 소환_01,541,1,2018,4,561,18,2011,16777216,1007,1,7281,2,7291,2,545,14,2029,1500,3602,30,
3571501,캄파 머신 몬스터 소환_02,101,1232,3038,983570155,3371,983570256,3372,983570157,3373,983570258,3374,983570159,0,0,0,0,0,0,0,0,
