f_NationCodeStr,OptionAbilNo,f_PieceCount,f_Order,Memo,Type01,Value01,Type02,Value02,Type03,Value03,Type04,Value04,Type05,Value05,Type06,Value06,Type07,Value07,Type08,Value08,Type09,Value09,Type10,Value10
0,1190,6,1,영광43 크라켄 세트,7182,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1191,2,1,기본47 비스트 세트,7071,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1191,3,1,기본47 비스트 세트,7081,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1191,5,1,기본47 비스트 세트,7131,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1191,6,1,기본47 비스트 세트,7182,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1192,2,1,혼돈47 비스트 세트,7071,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1192,3,1,혼돈47 비스트 세트,7112,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1192,5,1,혼돈47 비스트 세트,9031,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1192,6,1,혼돈47 비스트 세트,7202,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1193,2,1,영광50 비스트 세트,7071,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1193,3,1,영광50 비스트 세트,7082,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1193,5,1,영광50 비스트 세트,7151,6900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1193,6,1,영광50 비스트 세트,7312,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1194,2,1,기본54아케인 세트,7071,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1194,3,1,기본54아케인 세트,7081,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1194,5,1,기본54아케인 세트,7131,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1194,6,1,기본54아케인 세트,7182,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1195,2,1,혼돈54아케인 세트,7071,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1195,3,1,혼돈54아케인 세트,7112,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1195,5,1,혼돈54아케인 세트,9031,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1195,6,1,혼돈54아케인 세트,7202,4400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1196,2,1,영광57아케인 세트,7071,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1196,3,1,영광57아케인 세트,7082,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1196,5,1,영광57아케인 세트,7151,8300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1196,6,1,영광57아케인 세트,7312,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1197,2,1,기본20 뫼비우스 세트,7071,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1197,4,1,기본20 뫼비우스 세트,7182,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1197,6,1,기본20 뫼비우스 세트,7312,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1198,2,1,혼돈20 뫼비우스 세트,7071,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1198,4,1,혼돈20 뫼비우스 세트,7131,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1198,6,1,혼돈20 뫼비우스 세트,7312,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1199,2,1,영광23 뫼비우스 세트,7112,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1199,4,1,영광23 뫼비우스 세트,7132,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1199,6,1,영광23 뫼비우스 세트,7182,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1200,2,1,기본27 폴가드 세트,7071,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1200,4,1,기본27 폴가드 세트,7182,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1200,6,1,기본27 폴가드 세트,7312,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1201,2,1,혼돈27 폴가드 세트,7071,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1201,4,1,혼돈27 폴가드 세트,7131,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1201,6,1,혼돈27 폴가드 세트,7312,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1202,2,1,영광30 폴가드 세트,7112,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1202,4,1,영광30 폴가드 세트,7132,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1202,6,1,영광30 폴가드 세트,7151,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1203,2,1,기본34 바로크 세트,7071,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1203,4,1,기본34 바로크 세트,7182,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1203,6,1,기본34 바로크 세트,7312,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1204,2,1,혼돈34 바로크 세트,7071,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1204,4,1,혼돈34 바로크 세트,7131,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1204,6,1,혼돈34 바로크 세트,7312,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1205,2,1,영광37 바로크 세트,7071,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1205,4,1,영광37 바로크 세트,7132,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1205,6,1,영광37 바로크 세트,7151,4300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1206,2,1,기본40 파이러스 세트,7071,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1206,3,1,기본40 파이러스 세트,7081,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1206,5,1,기본40 파이러스 세트,7151,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1206,6,1,기본40 파이러스 세트,7312,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1207,2,1,혼돈40 파이러스 세트,7071,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1207,3,1,혼돈40 파이러스 세트,7131,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1207,5,1,혼돈40 파이러스 세트,7312,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1207,6,1,혼돈40 파이러스 세트,7202,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1208,2,1,영광43 파이러스 세트,7071,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1208,4,1,영광43 파이러스 세트,7151,5700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1208,6,1,영광43 파이러스 세트,7182,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1209,2,1,기본47 모노클 세트,7071,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1209,3,1,기본47 모노클 세트,7081,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1209,5,1,기본47 모노클 세트,7151,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1209,6,1,기본47 모노클 세트,7312,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1210,2,1,혼돈47 모노클 세트,7071,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1210,3,1,혼돈47 모노클 세트,7131,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1210,5,1,혼돈47 모노클 세트,7312,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1210,6,1,혼돈47 모노클 세트,7202,5600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1211,2,1,영광50 모노클 세트,7071,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1211,3,1,영광50 모노클 세트,7112,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1211,5,1,영광50 모노클 세트,7132,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1211,6,1,영광50 모노클 세트,7151,7100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1212,2,1,기본54명사수 세트,7071,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1212,3,1,기본54명사수 세트,7081,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1212,5,1,기본54명사수 세트,7151,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1212,6,1,기본54명사수 세트,7312,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1213,2,1,혼돈54명사수 세트,7071,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1213,3,1,혼돈54명사수 세트,7131,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1213,5,1,혼돈54명사수 세트,7312,933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1213,6,1,혼돈54명사수 세트,7202,6200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1214,2,1,영광57명사수 세트,7071,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1214,3,1,영광57명사수 세트,7112,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1214,5,1,영광57명사수 세트,7132,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1214,6,1,영광57명사수 세트,7151,8500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1215,3,1,기본10바이저 세트,7071,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1215,6,1,기본10바이저 세트,9031,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1216,3,1,영광14 바이저 세트,7061,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1216,6,1,영광14 바이저 세트,7092,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1217,2,1,기본20 어쎄신 세트,7071,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1217,4,1,기본20 어쎄신 세트,9031,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1217,6,1,기본20 어쎄신 세트,7112,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1218,2,1,혼돈20 어쎄신 세트,7071,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1218,4,1,혼돈20 어쎄신 세트,9031,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1218,6,1,혼돈20 어쎄신 세트,7192,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1219,2,1,영광23 어쎄신 세트,7021,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1219,4,1,영광23 어쎄신 세트,7151,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1219,6,1,영광23 어쎄신 세트,7192,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1220,2,1,기본27 호라이즌 세트,7071,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1220,4,1,기본27 호라이즌 세트,9031,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1220,6,1,기본27 호라이즌 세트,7112,1430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1221,2,1,혼돈27 호라이즌 세트,7071,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1221,4,1,혼돈27 호라이즌 세트,9031,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1221,6,1,혼돈27 호라이즌 세트,7192,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1222,2,1,영광30 호라이즌 세트,7001,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1222,4,1,영광30 호라이즌 세트,7071,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1222,6,1,영광30 호라이즌 세트,7151,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1223,2,1,기본34 미스트 세트,7071,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1223,4,1,기본34 미스트 세트,9031,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1223,6,1,기본34 미스트 세트,7112,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1224,2,1,혼돈34 미스트 세트,7071,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1224,4,1,혼돈34 미스트 세트,9031,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1224,6,1,혼돈34 미스트 세트,7192,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1225,2,1,영광37 미스트 세트,7001,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1225,4,1,영광37 미스트 세트,7071,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1225,6,1,영광37 미스트 세트,7151,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1226,2,1,기본40 히어로 세트,7071,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1226,3,1,기본40 히어로 세트,9031,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1226,5,1,기본40 히어로 세트,7112,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1226,6,1,기본40 히어로 세트,7131,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1227,2,1,혼돈40 히어로 세트,7071,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1227,3,1,혼돈40 히어로 세트,7131,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1227,5,1,혼돈40 히어로 세트,9031,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1227,6,1,혼돈40 히어로 세트,7192,4400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1228,2,1,영광43 히어로 세트,7001,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1228,4,1,영광43 히어로 세트,7071,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1228,6,1,영광43 히어로 세트,7151,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1229,2,1,기본47 슈페리얼 세트,7071,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1229,3,1,기본47 슈페리얼 세트,9031,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1229,5,1,기본47 슈페리얼 세트,7112,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1229,6,1,기본47 슈페리얼 세트,7131,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1230,2,1,혼돈47 슈페리얼 세트,7071,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1230,3,1,혼돈47 슈페리얼 세트,7131,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1230,5,1,혼돈47 슈페리얼 세트,9031,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1230,6,1,혼돈47 슈페리얼 세트,7192,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1231,2,1,영광50 슈페리얼 세트,7071,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1231,3,1,영광50 슈페리얼 세트,7132,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1231,5,1,영광50 슈페리얼 세트,7151,4300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1231,6,1,영광50 슈페리얼 세트,7192,8600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1232,2,1,기본54레이디버드 세트,7071,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1232,3,1,기본54레이디버드 세트,9031,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1232,5,1,기본54레이디버드 세트,7112,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1232,6,1,기본54레이디버드 세트,7131,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1233,2,1,혼돈54레이디버드 세트,7071,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1233,3,1,혼돈54레이디버드 세트,7131,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1233,5,1,혼돈54레이디버드 세트,9031,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1233,6,1,혼돈54레이디버드 세트,7192,6800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1234,2,1,영광57레이디버드 세트,7071,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1234,3,1,영광57레이디버드 세트,7132,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1234,5,1,영광57레이디버드 세트,7151,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1234,6,1,영광57레이디버드 세트,7192,9800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1235,2,1,기본20 클라우드 세트,7041,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1235,4,1,기본20 클라우드 세트,7131,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1235,6,1,기본20 클라우드 세트,9031,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1236,2,1,혼돈20 클라우드 세트,7071,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1236,4,1,혼돈20 클라우드 세트,9031,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1236,6,1,혼돈20 클라우드 세트,7192,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1237,2,1,영광23 클라우드 세트,7021,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1237,4,1,영광23 클라우드 세트,7112,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1237,6,1,영광23 클라우드 세트,9031,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1238,2,1,기본27 인비저블 세트,7041,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1238,4,1,기본27 인비저블 세트,7131,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1238,6,1,기본27 인비저블 세트,9031,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1239,2,1,혼돈27 인비저블 세트,7071,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1239,4,1,혼돈27 인비저블 세트,9031,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1239,6,1,혼돈27 인비저블 세트,7192,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1240,2,1,영광30 인비저블 세트,7061,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1240,4,1,영광30 인비저블 세트,7112,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1240,6,1,영광30 인비저블 세트,9031,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1241,2,1,기본34 아수라 세트,7041,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1241,4,1,기본34 아수라 세트,7131,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1241,6,1,기본34 아수라 세트,9031,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1242,2,1,혼돈34 아수라 세트,7071,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1242,4,1,혼돈34 아수라 세트,9031,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1242,6,1,혼돈34 아수라 세트,7192,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1243,2,1,영광37 아수라 세트,7061,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1243,4,1,영광37 아수라 세트,7112,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1243,6,1,영광37 아수라 세트,9031,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1244,2,1,기본40 워울프 세트,7041,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1244,3,1,기본40 워울프 세트,7131,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1244,5,1,기본40 워울프 세트,9031,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1244,6,1,기본40 워울프 세트,7312,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1245,2,1,혼돈40 워울프 세트,7071,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1245,3,1,혼돈40 워울프 세트,7151,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1245,5,1,혼돈40 워울프 세트,7192,5600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1245,6,1,혼돈40 워울프 세트,7312,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1246,2,1,영광43 워울프 세트,7071,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1246,4,1,영광43 워울프 세트,7112,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1246,6,1,영광43 워울프 세트,9031,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1247,2,1,기본47 초신성 세트,7041,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1247,3,1,기본47 초신성 세트,7131,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1247,5,1,기본47 초신성 세트,9031,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1247,6,1,기본47 초신성 세트,7312,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1248,2,1,혼돈47 초신성 세트,7071,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1248,3,1,혼돈47 초신성 세트,7151,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1248,5,1,혼돈47 초신성 세트,7192,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1248,6,1,혼돈47 초신성 세트,7312,965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1249,2,1,영광50 초신성 세트,7071,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1249,3,1,영광50 초신성 세트,7112,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1249,5,1,영광50 초신성 세트,9031,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1249,6,1,영광50 초신성 세트,7192,9800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1250,2,1,기본54 도깨비 세트,7041,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1250,3,1,기본54 도깨비 세트,7131,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1250,5,1,기본54 도깨비 세트,9031,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1250,6,1,기본54 도깨비 세트,7312,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1251,2,1,혼돈54 도깨비 세트,7071,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1251,3,1,혼돈54 도깨비 세트,7151,4600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1251,5,1,혼돈54 도깨비 세트,7192,7200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1251,6,1,혼돈54 도깨비 세트,7312,1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1252,2,1,영광57 도깨비 세트,7071,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1252,3,1,영광57 도깨비 세트,7112,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1252,5,1,영광57 도깨비 세트,9031,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1252,6,1,영광57 도깨비 세트,7192,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1253,2,1,기본61 매그니언 세트(성기사),7001,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1253,3,1,기본61 매그니언 세트(성기사),7091,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1253,5,1,기본61 매그니언 세트(성기사),7132,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1253,6,1,기본61 매그니언 세트(성기사),7122,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1254,2,1,혼돈61 매그니언 세트(성기사),7041,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1254,3,1,혼돈61 매그니언 세트(성기사),7151,6300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
