f_NationCodeStr,MonsterAbilNo,Memo,Type01,Value01,Type02,Value02,Type03,Value03,Type04,Value04,Type05,Value05,Type06,Value06,Type07,Value07,Type08,Value08,Type09,Value09,Type10,Value10
0,6001021,초목이  AI 1,507,1,3003,200,3004,200,3051,2000,3031,2000,3032,4000,0,0,0,0,0,0,0,0
0,6001030,골드 초목이 스킬1 0,206,0,3039,0,2042,300,2051,6001005,0,0,0,0,0,0,0,0,0,0,0,0
0,6001031,초목이  스킬1 1,206,9000,3039,0,2042,0,3008,2,3010,6001101,3020,1,0,0,0,0,0,0,0,0
0,6001060,골드 초목이  추가밸런스,7092,-10000,7102,-10000,7222,-10000,7232,-10000,7332,-10000,7342,-10000,0,0,0,0,0,0,0,0
0,6001061,초목이  추가밸런스 1,7092,-500,7102,-500,7222,-500,7232,-500,7332,-500,7342,-500,0,0,0,0,0,0,0,0
0,6001090,골드 초목이 업적및 특징 0,1011,1,50003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6001099,테스트용어빌,7092,90000,7102,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6001100,초목이  외형 0,3053,0,3034,1,259,5,3007,6000,7081,51,5001,66001100,0,0,0,0,0,0,0,0
0,6001101,튜토리얼 초목이 01 00외형,3053,0,3001,32,0,0,0,0,3007,6000,7081,0,0,0,5001,66001100,0,0,0,0
0,6001110,초목이  가방 0,3041,121000010,3042,0,3056,90000,3081,0,3082,1,0,0,0,0,0,0,0,0,0,0
0,6001113,초목 원거리 1 -테스트용,3008,2,3010,6001113,3020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6001114,초목 원거리 2 -테스트용,3008,2,3010,6001114,3020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6001115,미션 초목이 Lv1 능력치 2 -테스트용,3003,350,3004,350,3031,2000,3032,4000,3051,2000,7222,1000,7232,500,7332,1000,7342,500,259,5
0,6001116,초목이  외형 1 -테스트용,3053,0,3045,10000,3034,1,259,5,3007,5000,7081,80,5001,66001100,0,0,0,0,0,0
0,6001120,초목이  AI 0,507,1,3003,200,3004,200,3051,1000,3031,2000,3032,6000,0,0,0,0,0,0,0,0
0,6001121,튜토리얼 초목이 01 02AI,507,8,3003,200,3004,200,3051,4000,3031,2000,3032,9000,3040,0,201,1,2020,2000,0,0
0,6001130,초목이  스킬1 0,2020,2800,206,9000,3039,0,2042,0,3008,2,3010,6001100,3020,1,0,0,0,0,0,0
0,6001131,초목이  스킬1 1,2020,2800,206,9000,3039,0,2042,0,3008,2,3010,6201100,3020,100,0,0,0,0,0,0
0,6001132,초목이  스킬1 2,2020,2800,206,9000,3039,0,2042,0,3008,2,3010,6301100,3020,100,0,0,0,0,0,0
0,6001133,초목이  스킬1 3,2020,2800,206,9000,3039,0,2042,0,3008,2,3010,6401100,3020,100,0,0,0,0,0,0
0,6001139,튜토리얼 초목이 01 03스킬1,0,0,0,0,2042,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6001150,튜토리얼 초목이 01 05스킬3,0,0,0,0,0,0,0,0,0,0,0,0,3006,1,0,0,0,0,0,0
0,6001160,튜토리얼 초목이  추가밸런스,7092,-10000,7102,-10000,7222,-10000,7232,-10000,7332,-10000,7342,-10000,7002,-9000,0,0,0,0,0,0
0,6001190,초목이  업적및 특징 0,61000,61101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6001200,노란 초목이  외형 0,3053,0,3034,1,259,6,3007,6000,7081,51,5001,66001200,0,0,0,0,0,0,0,0
0,6001201,튜토리얼 노란 초목이 01 00외형,3053,0,3001,32,0,0,0,0,3007,6000,7081,0,0,0,5001,66001200,0,0,0,0
0,6001210,노란 초목이  가방 0,3041,121000020,3042,0,3056,90000,3081,0,3082,1,0,0,0,0,0,0,0,0,0,0
0,6001220,노란 초목이  AI 0,507,1,3003,200,3004,200,3051,2000,3031,2000,3032,6000,0,0,0,0,0,0,0,0
0,6001221,튜토리얼 노란 초목이 01 02AI,507,8,3003,200,3004,200,3051,4000,3031,2000,3032,9000,3040,0,0,0,2020,2000,0,0
0,6001230,노란 초목이  스킬1 0,2020,2400,206,9000,3039,0,2042,0,3008,2,3010,6001200,3020,1,0,0,0,0,0,0
0,6001231,노란 초목이  스킬1 1,2020,2400,206,9000,3039,0,2042,0,3008,2,3010,6201200,3020,1,0,0,0,0,0,0
0,6001232,노란 초목이  스킬1 2,2020,2400,206,9000,3039,0,2042,0,3008,2,3010,6301200,3020,1,0,0,0,0,0,0
0,6001233,노란 초목이  스킬1 3,2020,2400,206,9000,3039,0,2042,0,3008,2,3010,6401200,3020,1,0,0,0,0,0,0
0,6001239,튜토리얼 노란 초목이 01 03스킬1,0,0,0,0,2042,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6001250,튜토리얼 노란 초목이 01 05스킬3,0,0,0,0,0,0,0,0,0,0,0,0,3006,1,0,0,0,0,0,0
0,6001300,파란 초목이  외형 0,3053,0,3034,1,259,6,3007,6000,7081,51,5001,66001300,0,0,0,0,0,0,0,0
0,6001301,파란 초목이  외형 1,3053,0,3045,11000,3034,1,259,6,3007,6000,7081,51,5001,66001300,0,0,0,0,0,0
0,6001302,초목이_파란 능력치3,7222,0,7232,0,7332,0,7342,0,7092,0,7102,0,7002,0,0,0,0,0,0,0
0,6001310,파란 초목이  가방 0,3041,121000030,3042,0,3056,90000,3081,0,3082,1,0,0,0,0,0,0,0,0,0,0
0,6001320,파란 초목이  AI 0,507,1,3003,200,3004,200,3051,2000,3031,2000,3032,6000,0,0,0,0,0,0,0,0
0,6001330,파란 초목이  스킬1 0,2020,2400,206,9000,3039,0,2042,0,3008,2,3010,6201300,3020,1,0,0,0,0,0,0
0,6001331,파란 초목이  스킬1 1,2020,2400,206,9000,3039,0,2042,0,3008,2,3010,6301300,3020,1,0,0,0,0,0,0
0,6001332,파란 초목이  스킬1 2,2020,2400,206,9000,3039,0,2042,0,3008,2,3010,6401300,3020,1,0,0,0,0,0,0
0,6001333,파란 초목이  스킬1 3,2020,2400,206,9000,3039,0,2042,0,3008,2,3010,6001300,3020,1,0,0,0,0,0,0
0,6001400,별잎 초목이  외형 0,3053,0,3034,1,259,8,3007,6000,7081,51,5001,66001400,0,0,0,0,0,0,0,0
0,6001401,초목이_별잎 능력치2,7081,51,3003,200,3004,200,3051,3000,2042,0,2020,3000,3007,6000,0,0,0,0,566,120
0,6001402,초목이_별잎 능력치3,7222,0,7232,0,7332,0,7342,0,7092,0,7102,0,7002,0,0,0,0,0,259,8
0,6001409,튜토리얼 별잎 초목이 01 00외형,3053,0,3001,32,0,0,0,0,3007,6000,7081,0,0,0,5001,66001400,0,0,0,0
0,6001410,별잎 초목이  가방 0,3041,121000050,3042,0,3056,90000,3081,0,3082,1,0,0,0,0,0,0,0,0,0,0
0,6001420,별잎 초목이  AI 0,507,1,566,120,3003,200,3004,200,3051,3000,3031,2000,3032,6000,0,0,0,0,0,0
0,6001421,튜토리얼 별잎 초목이 01 02AI,507,8,3003,200,3004,200,3051,4000,3031,2000,3032,9000,3040,0,0,0,2020,2000,0,0
0,6001430,별잎 초목이  스킬1 0,2020,3000,206,9000,3039,0,2042,0,3008,2,3010,6201400,3020,1,0,0,0,0,0,0
0,6001431,별잎 초목이  스킬1 1,2020,3000,206,9000,3039,0,2042,0,3008,2,3010,6301400,3020,1,0,0,0,0,0,0
0,6001432,별잎 초목이  스킬1 2,2020,3000,206,9000,3039,0,2042,0,3008,2,3010,6401400,3020,1,0,0,0,0,0,0
0,6001433,별잎 초목이  스킬1 3,2020,3000,206,9000,3039,0,2042,0,3008,2,3010,6001400,3020,1,0,0,0,0,0,0
0,6001439,튜토리얼 별잎 초목이 01 03스킬1,0,0,0,0,2042,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6001450,튜토리얼 별잎 초목이 01 05스킬3,0,0,0,0,0,0,0,0,0,0,0,0,3006,1,0,0,0,0,0,0
0,6001500,까칠한 초목이  외형 0,3053,0,3034,1,259,7,3007,6000,7081,51,5001,66001500,0,0,0,0,0,0,0,0
0,6001501,초목이_까칠한 능력치2,7081,51,3003,200,3004,200,3051,3000,2042,0,2020,3000,3007,6000,3093,3,3094,0,259,7
0,6001502,초목이_까칠한 능력치3,7222,0,7232,0,7332,0,7342,0,7092,0,7102,0,7002,0,3093,4,3094,0,0,0
0,6001503,초목이_까칠한 스킬 1단계,3008,2,3010,6001500,3020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6001510,까칠한 초목이  가방 0,3041,121000040,3042,0,3056,90000,3081,0,3082,1,0,0,0,0,0,0,0,0,0,0
0,6001520,까칠한 초목이  AI 0,507,1,3093,3,3094,0,3003,200,3004,200,3051,3000,3031,2000,3032,6000,0,0,0,0
0,6001530,까칠한 초목이  스킬1 0,2020,3000,206,9000,3039,0,2042,0,3008,2,3010,6001500,3020,1,0,0,0,0,0,0
0,6001531,까칠한 초목이  스킬1 1,2020,3000,206,9000,3039,0,2042,0,3008,2,3010,6201500,3020,1,0,0,0,0,0,0
0,6001532,까칠한 초목이  스킬1 2,2020,3000,206,9000,3039,0,2042,0,3008,2,3010,6301500,3020,1,0,0,0,0,0,0
0,6001533,까칠한 초목이  스킬1 3,2020,3000,206,9000,3039,0,2042,0,3008,2,3010,6401500,3020,1,0,0,0,0,0,0
0,6001600,노란 초목이  외형 0,3053,0,3045,10000,3034,1,259,6,3007,5000,7081,51,5001,66001200,0,0,0,0,0,0
0,6001601,미션 초목이_노란 능력치 1,4007,1,507,1,3053,0,3045,10000,7081,51,3007,5000,3034,1,3039,0,2042,0,206,9000
0,6001602,미션 초목이_노란 능력치 2,3003,200,3004,200,3031,2000,3032,4000,3051,2000,7222,1000,7232,500,7332,1000,7342,500,259,6
0,6001603,미션 초목이_노란 능력치 3,7092,500,7102,500,7002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6001604,미션 초목이_노란 스킬,3008,2,3010,6001201,3020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6001610,노란 초목이  가방 0,3041,121000020,3042,0,3056,90000,3081,0,3082,1,0,0,0,0,0,0,0,0,0,0
0,6001620,노란 초목이  AI 0,507,1,3003,200,3004,200,3051,2000,3031,2000,3032,4000,0,0,0,0,0,0,0,0
0,6001630,노란 초목이  스킬1 0,206,9000,3039,0,2042,0,3008,2,3010,6001201,3020,1,0,0,0,0,0,0,0,0
0,6001660,미션 노란 초목이 (기본) 06추가밸런스,7002,-5000,7092,0,7102,0,7222,0,7232,0,7332,0,7342,0,122,0,0,0,0,0
0,6002000,KK 드래곤 외형 0,3053,0,3045,13000,3034,3,259,62,3007,6000,7081,54,5001,66002000,0,0,0,0,0,0
0,6002001,KK 드래곤 능력치 1,4007,2,507,9,3053,0,3045,13000,7081,54,3007,6000,3034,3,3039,1,2042,0,206,10000
0,6002002,KK 드래곤 능력치 2,3003,1200,3004,1200,3031,2000,3032,6000,3051,5000,3092,0,3043,101,7332,0,259,62,0,0
0,6002003,KK 드래곤 능력치 3,7092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3070,800,3044,100005801
0,6002004,KK 드래곤 스킬1,3008,2,3010,6002001,3020,30,3011,6002002,3021,30,3012,6002003,3022,30,3013,6002004,3023,30,0,0
0,6002005,KK 드래곤 스킬2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6002010,KK 드래곤 가방 0,3041,198002480,3042,10018,3056,90000,3081,1,3082,1,3083,15,3084,20,0,0,0,0,0,0
0,6002020,KK 드래곤 AI 0,507,9,3003,1200,3004,1200,3051,5000,3031,2000,3032,6000,3043,101,0,0,0,0,0,0
0,6002030,KK 드래곤 스킬1 0,206,10000,3039,1,3092,0,2042,0,3070,800,3008,2,3010,6002001,3020,30,3011,6002002,3021,30
0,6002040,KK 드래곤 스킬2 0,3012,6002003,3022,30,3013,6002004,3023,30,0,0,0,0,0,0,0,0,0,0,0,0
0,6002090,KK 드래곤 업적및 특징 0,3044,100005801,6020,79010130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6002100,뿔양  외형 0,3053,0,3045,9000,3034,2,259,63,3007,6000,7081,19,5001,66002100,0,0,0,0,0,0
0,6002101,양_뿔 능력치2,7081,19,3003,200,3004,200,3051,3000,2042,0,2020,3000,3007,6000,0,0,0,0,259,63
0,6002102,양_뿔 능력치3,7222,0,7232,0,1000,0,7342,0,7092,0,7102,0,7002,0,3045,9000,0,0,0,0
0,6002103,양_뿔 스킬 1단계,3008,2,3010,6002100,3020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6002110,뿔양  가방 0,3041,121000060,3042,0,3056,90000,3081,0,3082,1,0,0,0,0,0,0,0,0,0,0
0,6002120,뿔양  AI 0,507,1,3003,200,3004,200,3051,3000,3031,2000,3032,6000,0,0,0,0,0,0,0,0
0,6002130,뿔양  스킬1 0,2020,3000,206,9000,3039,0,2042,0,3008,2,3010,6002100,3020,1,0,0,0,0,0,0
0,6002131,뿔양  스킬1 1,2020,3000,206,9000,3039,0,2042,0,3008,2,3010,6302100,3020,1,0,0,0,0,0,0
0,6002132,뿔양  스킬1 2,2020,3000,206,9000,3039,0,2042,0,3008,2,3010,6402100,3020,1,0,0,0,0,0,0
0,6002133,뿔양  스킬1 3,2020,3000,206,9000,3039,0,2042,0,3008,2,3010,6202100,3020,1,0,0,0,0,0,0
0,6002200,양  외형 0,3053,0,3045,9000,3034,2,259,63,3007,6000,7081,19,5001,66002200,0,0,0,0,0,0
0,6002201,양 능력치2,7081,19,3003,200,3004,200,3051,3000,2042,0,2020,2500,3007,6000,0,0,0,0,259,63
0,6002202,양 능력치3,7222,0,7232,0,7332,0,7342,0,7092,0,7102,0,7002,0,3045,9000,0,0,0,0
0,6002203,양 스킬 1단계,3008,2,3010,6002200,3020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6002210,양  가방 0,3041,121000070,3042,0,3056,90000,3081,0,3082,1,0,0,0,0,0,0,0,0,0,0
0,6002220,양  AI 0,507,1,3003,200,3004,200,3051,3000,3031,2000,3032,6000,0,0,0,0,0,0,0,0
0,6002230,양  스킬1 0,2020,2500,206,9000,3039,0,2042,0,3008,2,3010,6002200,3020,1,0,0,0,0,0,0
0,6002231,양  스킬1 1,2020,2500,206,9000,3039,0,2042,0,3008,2,3010,6202200,3020,1,0,0,0,0,0,0
0,6002232,양  스킬1 2,2020,2500,206,9000,3039,0,2042,0,3008,2,3010,6302200,3020,1,0,0,0,0,0,0
0,6002300,히피 양 외형 0,3053,0,3045,9000,3034,2,259,63,3007,6000,7081,19,5001,66002300,0,0,0,0,0,0
0,6002301,양_히피 능력치 2,7081,19,3003,200,3004,200,3051,3000,2042,0,2020,2500,3007,6000,0,0,0,0,259,63
0,6002302,양_히피 능력치 3,7222,0,7232,0,7332,0,7342,0,7092,0,7102,0,7002,0,3045,9000,0,0,0,0
0,6002303,양_히피 스킬 1단계,3008,2,3010,6002300,3020,1,0,0,0,0,3048,1000,3049,5000,3050,4000,0,0,0,0
0,6002310,히피 양 가방 0,3041,121000070,3042,0,3056,90000,3081,0,3082,1,0,0,0,0,0,0,0,0,0,0
0,6002320,히피 양 AI 0,507,1,3003,200,3004,200,3051,3000,3031,2000,3032,6000,0,0,0,0,0,0,0,0
0,6002330,히피 양 스킬1 0,2020,2500,206,9000,3039,0,2042,0,3008,2,3010,6002300,3020,1,0,0,0,0,0,0
0,6002331,히피 양 스킬1 1,2020,2500,206,9000,3039,0,2042,0,3008,2,3010,6402300,3020,1,0,0,0,0,0,0
0,6002332,히피 양 스킬1 2,2020,2500,206,9000,3039,0,2042,0,3008,2,3010,6202300,3020,1,0,0,0,0,0,0
0,6002333,히피 양 스킬1 3,2020,2500,206,9000,3039,0,2042,0,3008,2,3010,6302300,3020,1,0,0,0,0,0,0
0,6002400,뿔양  외형 0,3053,0,3045,9000,3034,2,259,63,3007,6000,7081,19,5001,66002100,0,0,0,0,0,0
0,6002401,미션 뿔 양 능력치 1,4007,1,507,1,3053,0,3045,9000,7081,19,3007,6000,3034,2,3039,0,2042,0,206,9000
0,6002402,미션 뿔 양 능력치 2,3003,200,3004,200,3031,2000,3032,4000,3051,3000,7222,1000,7232,500,7332,1000,7342,500,259,63
0,6002403,미션 뿔 양 능력치 3,7092,500,7102,500,7002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6002404,미션 뿔 양 스킬,3008,2,3010,6002101,3020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6002410,뿔양  가방 0,3041,121000060,3042,0,3056,90000,3081,0,3082,1,0,0,0,0,0,0,0,0,0,0
0,6002420,뿔양  AI 0,507,1,3003,200,3004,200,3051,3000,3031,2000,3032,4000,0,0,0,0,0,0,0,0
0,6002430,뿔양  스킬1 0,206,9000,3039,0,2042,0,3008,2,3010,6002101,3020,1,0,0,0,0,0,0,0,0
0,6002460,미션 뿔 양 (기본) 06추가밸런스,7002,-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6002500,양  외형 0,3053,0,3045,9000,3034,2,259,63,3007,6000,7081,19,5001,66002200,0,0,0,0,0,0
0,6002501,미션 양 능력치 1,4007,1,507,1,3053,0,3045,9000,7081,19,3007,6000,3034,2,3039,0,2042,0,206,9000
0,6002502,미션 양 능력치 2,3003,200,3004,200,3031,2000,3032,6000,3051,3000,7222,1000,7232,1000,7332,1000,7342,1000,259,63
0,6002503,미션 양 능력치 3,7092,0,7102,0,7002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6002504,미션 양 스킬,3008,2,3010,6002201,3020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6002510,양  가방 0,3041,121000070,3042,0,3056,90000,3081,0,3082,1,0,0,0,0,0,0,0,0,0,0
0,6002520,미션 양 (기본) 02AI,507,1,3003,200,3004,200,3051,3000,3031,2000,3032,6000,3040,0,0,0,0,0,0,0
0,6002530,미션 양 (기본) 03스킬1,206,9000,3039,0,2042,0,3008,2,3010,6002201,3020,1,0,0,0,0,0,0,0,0
0,6002560,미션 양 (기본) 06추가밸런스,7002,-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6002700,순한 양 외형 0,3053,0,3045,12000,3034,2,259,63,3007,6000,7081,19,5001,66002700,0,0,0,0,0,0
0,6002710,순한 양 가방 0,3041,121000070,3042,0,3056,90000,3081,0,3082,1,0,0,0,0,0,0,0,0,0,0
0,6002720,순한 양 AI 0,507,1,3003,200,3004,200,3051,4000,3031,2000,3032,6000,0,0,0,0,0,0,0,0
0,6002730,순한 양 스킬1 0,206,9000,3039,0,2042,0,3008,2,3010,6002200,3020,1,0,0,0,0,0,0,0,0
0,6002731,순한 양 스킬1 1,206,9000,3039,0,2042,0,3008,2,3010,6302200,3020,1,0,0,0,0,0,0,0,0
0,6002732,순한 양 스킬1 2,206,9000,3039,0,2042,0,3008,2,3010,6402200,3020,1,0,0,0,0,0,0,0,0
0,6002760,순한 양 추가밸런스 0,7092,500,7102,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6002800,화난 뿔양 외형 0,3053,0,3045,14000,3034,2,259,63,3007,6000,7081,19,5001,66002800,0,0,0,0,0,0
0,6002810,화난 뿔양 가방 0,3041,121000060,3042,0,3056,90000,3081,0,3082,1,0,0,0,0,0,0,0,0,0,0
0,6002820,화난 뿔양 AI 0,507,1,3093,3,3094,1,3003,200,3004,200,3051,5000,3031,2000,3032,4000,0,0,0,0
0,6002830,화난 뿔양 스킬1 0,206,9000,3039,0,2042,0,3008,2,3010,6302100,3020,1,0,0,0,0,0,0,0,0
0,6002831,화난 뿔양 스킬1 1,206,9000,3039,0,2042,0,3008,2,3010,6202100,3020,1,0,0,0,0,0,0,0,0
0,6002832,화난 뿔양 스킬1 2,206,9000,3039,0,2042,0,3008,2,3010,6002100,3020,1,0,0,0,0,0,0,0,0
0,6002833,화난 뿔양 스킬1 3,206,9000,3039,0,2042,0,3008,2,3010,6402100,3020,1,0,0,0,0,0,0,0,0
0,6002860,화난 뿔양 추가밸런스 0,7222,500,7232,500,7332,500,7342,500,0,0,0,0,0,0,0,0,0,0,0,0
0,6003100,독거미  외형 0,3053,0,3045,8000,3034,2,259,13,3007,6000,7081,50,5001,66003100,0,0,0,0,0,0
0,6003110,독거미  가방 0,3041,121000090,3042,0,3056,90000,3081,0,3082,1,0,0,0,0,0,0,0,0,0,0
0,6003120,독거미  AI 0,507,10,3003,200,3004,200,3051,3000,3031,2000,3032,6000,0,0,0,0,0,0,0,0
0,6003130,독거미  스킬1 0,2020,3000,206,9000,3039,0,2042,0,3008,2,3010,6003100,3020,20,3011,6003101,3021,70,0,0
0,6003131,독거미  스킬1 1,2020,3000,206,9000,3039,0,2042,0,3008,2,3010,6103100,3020,30,3011,6003102,3021,63,3012,6003105
0,6003141,독거미  스킬2 1,3022,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6003200,갈퀴 거미 외형 0,3053,0,3045,10000,3034,2,259,13,3007,6000,7081,50,5001,66003200,0,0,0,0,0,0
0,6003210,갈퀴 거미 가방 0,3041,121000090,3042,0,3056,90000,3081,0,3082,1,0,0,0,0,0,0,0,0,0,0
0,6003220,갈퀴 거미 AI 0,507,10,3003,200,3004,200,3051,3000,3031,2000,3032,6000,0,0,0,0,0,0,0,0
0,6003230,갈퀴 거미 스킬1 0,206,9000,3039,0,2042,0,3008,2,3010,6003100,3020,30,3011,6003101,3021,70,0,0,0,0
0,6003231,갈퀴 거미 스킬1 1,206,9000,3039,0,2042,0,3008,2,3010,6203100,3020,30,3011,6003103,3021,70,0,0,0,0
0,6003232,갈퀴 거미 스킬1 2,206,9000,3039,0,2042,0,3008,2,3010,6103100,3020,30,3011,6003102,3021,70,0,0,0,0
0,6003233,갈퀴 거미 스킬1 3,206,9000,3039,0,2042,0,3008,2,3010,6303100,3020,30,3011,6003104,3021,70,0,0,0,0
0,6003260,갈퀴 거미 추가밸런스 0,7222,1000,7232,1000,7332,1000,7342,1000,0,0,0,0,0,0,0,0,0,0,0,0
0,6003300,독거미  외형 0,3053,0,3045,10000,3034,2,259,13,3007,6000,7081,50,5001,66003100,0,0,0,0,0,0
0,6003310,독거미  가방 0,3041,121000090,3042,0,3056,90000,3081,0,3082,1,0,0,0,0,0,0,0,0,0,0
0,6003320,독거미  AI 0,507,10,3003,200,3004,200,3051,3000,3031,2000,3032,6000,0,0,0,0,0,0,0,0
0,6003330,독거미  스킬1 0,206,9000,3039,0,2042,0,3008,2,3010,6003100,3020,30,3011,6003101,3021,70,0,0,0,0
0,6003360,독거미  LV1 06추가밸런스,7002,-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6004100,갈색 늑대 외형 0,3053,0,3045,9000,3034,2,259,60,3007,6000,7081,50,5001,66004100,0,0,0,0,0,0
0,6004101,갈색 늑대 기준 - 튜토리얼 늑대 00외형,3053,0,3045,9000,3034,2,259,60,3007,6000,7081,52,0,0,0,0,0,0,0,0
0,6004110,갈색 늑대 가방 0,3041,121000110,3042,0,3056,90000,3081,0,3082,1,0,0,0,0,0,0,0,0,0,0
0,6004111,갈색 늑대 기준 - 튜토리얼 늑대 01가방,3041,150000010,3042,0,3056,90000,3081,0,3082,1,0,0,0,0,0,0,0,0,0,0
0,6004120,갈색 늑대 AI 0,507,1,3003,200,3004,200,3051,3000,3031,2000,3032,6000,0,0,0,0,0,0,0,0
0,6004121,갈색 늑대 기준 - 튜토리얼 늑대 02AI,507,1,3003,100,3004,100,3051,3000,3031,2000,3032,6000,3040,0,0,0,2020,2600,0,0
0,6004130,갈색 늑대 스킬1 0,2020,2600,206,9000,3039,0,2042,0,3008,2,3010,6004100,3020,1,0,0,0,0,0,0
0,6004131,갈색 늑대 스킬1 1,2020,2600,206,9000,3039,0,2042,0,3008,2,3010,6304100,3020,1,0,0,0,0,0,0
0,6004132,갈색 늑대 스킬1 2,2020,2600,206,9000,3039,0,2042,0,3008,2,3010,6404100,3020,1,0,0,0,0,0,0
0,6004139,갈색 늑대 기준 - 튜토리얼 늑대 03스킬1,206,9000,3039,0,2042,0,3008,2,3010,6004100,3020,1,0,0,0,0,0,0,0,0
0,6004160,갈색 늑대 기준 - 튜토리얼 늑대 06추가밸런스,7002,-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6004200,사나운 늑대 외형 0,3053,0,3045,9000,3034,2,259,60,3007,6000,7081,52,5001,66004200,0,0,0,0,0,0
0,6004210,사나운 늑대 가방 0,3041,121000120,3042,0,3056,90000,3081,0,3082,1,0,0,0,0,0,0,0,0,0,0
0,6004220,사나운 늑대 AI 0,507,13,3003,200,3004,200,3051,3000,3031,2000,3032,6000,0,0,0,0,0,0,0,0
0,6004230,사나운 늑대 스킬1 0,2020,3300,206,9000,3039,0,2042,0,3008,2,3010,6004201,3020,50,3011,6004100,3021,50,0,0
0,6004231,사나운 늑대 스킬1 1,2020,3300,206,9000,3039,0,2042,0,3008,2,3010,6204201,3020,50,3011,6204100,3021,50,0,0
0,6004232,사나운 늑대 스킬1 2,2020,3300,206,9000,3039,0,2042,0,3008,2,3010,6304201,3020,50,3011,6304100,3021,50,0,0
0,6004233,사나운 늑대 스킬1 3,2020,3300,206,9000,3039,0,2042,0,3008,2,3010,6404201,3020,50,3011,6404100,3021,50,0,0
0,6004300,미친 늑대 외형 0,3053,0,3045,9000,3034,2,259,60,3007,6000,7081,52,5001,66004300,0,0,0,0,0,0
0,6004310,미친 늑대 가방 0,3041,121000130,3042,0,3056,90000,3081,0,3082,1,0,0,0,0,0,0,0,0,0,0
0,6004311,미친 늑대 기준 (사용안함) - 튜토리얼 01가방,3041,150000010,3042,0,3056,90000,3081,0,3082,1,0,0,0,0,0,0,0,0,0,0
0,6004320,미친 늑대 AI 0,507,1,566,120,3003,200,3004,200,3051,3000,3031,2000,3032,6000,0,0,0,0,0,0
0,6004321,미친 늑대 기준 (사용안함) - 튜토리얼 02AI,507,1,3003,100,3004,100,3051,3000,3031,2000,3032,6000,3040,0,0,0,2020,2600,0,0
0,6004330,미친 늑대 스킬1 0,2020,3300,206,10000,3039,0,2042,0,3008,2,3010,6004200,3020,1,0,0,0,0,0,0
0,6004331,미친 늑대 스킬1 1,2020,3300,206,10000,3039,0,2042,0,3008,2,3010,6304100,3020,1,0,0,0,0,0,0
0,6004332,미친 늑대 스킬1 2,2020,3300,206,10000,3039,0,2042,0,3008,2,3010,6404100,3020,1,0,0,0,0,0,0
0,6004333,미친 늑대 스킬1 3,2020,3300,206,10000,3039,0,2042,0,3008,2,3010,6204100,3020,1,0,0,0,0,0,0
0,6004339,미친 늑대 기준 (사용안함) - 튜토리얼 03스킬1,206,9000,3039,0,2042,0,3008,2,3010,6004200,3020,1,0,0,0,0,0,0,0,0
0,6004350,미친 늑대 기준 (사용안함) - 튜토리얼 05스킬3,3070,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000
0,6004370,미친 늑대 기준 (사용안함) - 튜토리얼 07연출,3044,100002102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
0,6004400,베가스 외형 0,3053,0,3045,15000,3034,3,259,73,3007,6000,7081,52,50001,6004402,5001,66004400,0,0,0,0
0,6004401,베가스 외형 1,3053,0,3045,15000,3034,3,259,73,3007,6000,7081,52,50001,6004412,5001,66004400,0,0,0,0
0,6004402,베가스 외형 2,3053,0,3045,10000,3034,2,259,73,3007,6000,7081,52,50001,6004402,5001,66004400,0,0,0,0
