IDX,Memo,BagNo,MonNo01,MonNo02,MonNo03,MonNo04,MonNo05,MonNo06,MonNo07,MonNo08,MonNo09,MonNo10
1009,부서진 버섯공장 미미르 독침병 Lv51                                                                               ,19034014,6052251,0,0,0,0,0,0,0,0,0
1010,부서진 버섯공장 미미르 주술사 Lv52                                                                               ,19034015,6052352,0,0,0,0,0,0,0,0,0
1011,부서진 버섯공장 화난 미미르 주술사 Lv52                                                                            ,19034016,6052552,0,0,0,0,0,0,0,0,0
1012,부서진 버섯공장 갈퀴 사마귀 Lv52                                                                                ,19034017,6038252,0,0,0,0,0,0,0,0,0
1013,부서진 버섯공장 발톱날개 정찰병 Lv52                                                                              ,19034018,6038452,0,0,0,0,0,0,0,0,0
1014,부서진 버섯공장 화난 발톱날개 정찰병 Lv52                                                                           ,19034019,6038652,0,0,0,0,0,0,0,0,0
1015,부서진 버섯공장 발톱날개 일족 Lv52                                                                               ,19034020,6038352,0,0,0,0,0,0,0,0,0
9605,[저주정령] 게이트키퍼 정예방 가고일 1                                                                              ,20030577,76074102,0,0,0,0,0,0,0,0,0
9606,[저주정령] 게이트키퍼 정예방 가고일 2                                                                              ,20030578,76074103,0,0,0,0,0,0,0,0,0
9607,[저주정령] 게이트키퍼 정예방 가고일 3                                                                              ,20030579,76074104,0,0,0,0,0,0,0,0,0
9608,[저주정령] 게이트키퍼 정예방 가고일 4                                                                              ,20030580,76074105,0,0,0,0,0,0,0,0,0
9609,[저주정령] 게이트키퍼 정예방 가고일 깨우는 넘                                                                          ,20030581,76089100,0,0,0,0,0,0,0,0,0
1016,용사의 해안가 1 미션 알비다(정예)                                                                                ,29010100,6013824,0,0,0,0,0,0,0,0,0
1017,용사의 해안가 1 미션 2 몽글                                                                                   ,29010101,6012122,6012123,0,0,0,0,0,0,0,0
1018,용사의 해안가 1 미션 2 꼬깨                                                                                   ,29010102,6010122,6010123,0,0,0,0,0,0,0,0
1019,용사의 해안가 1 미션 2 톱날꼬깨                                                                                 ,29010103,6010922,6010922,0,0,0,0,0,0,0,0
1020,용사의 해안가 1 미션 2 별가사리 루루루                                                                             ,29010104,6011122,6011123,0,0,0,0,0,0,0,0
1021,용사의 해안가 1 미션 2 별가사리 라라라                                                                             ,29010105,6011223,6011223,0,0,0,0,0,0,0,0
1022,용사의 해안가 1 미션 2 상어                                                                                   ,29010106,6013122,6013123,0,0,0,0,0,0,0,0
1023,용사의 해안가 1 미션 2 갑판상어                                                                                 ,29010107,6013222,6013223,0,0,0,0,0,0,0,0
1024,용사의 계곡 미션 2 청기사                                                                                     ,29010201,6009131,6009132,0,0,0,0,0,0,0,0
1025,용사의 계곡 미션 2 적기사                                                                                     ,29010202,6009231,6009232,0,0,0,0,0,0,0,0
1026,용사의 계곡 미션 2 스켈레톤 엉클                                                                                 ,29010203,6014431,6014432,0,0,0,0,0,0,0,0
1027,용사의 계곡 미션 2 스켈레톤 투척병                                                                                ,29010204,6014631,6014632,0,0,0,0,0,0,0,0
1028,용사의 계곡 미션 2 망각의 복서 미라                                                                               ,29010205,6008231,6008231,0,0,0,0,0,0,0,0
1029,용사의 계곡 미션 2 망각의 철퇴 미라                                                                               ,29010206,6008331,6008332,0,0,0,0,0,0,0,0
1030,용사의 계곡 미션 2 붉은 철퇴 미라                                                                                ,29010207,6008131,6008132,0,0,0,0,0,0,0,0
1031,용사의 계곡 미션 2 돌망치 미라                                                                                  ,29010208,6008529,6008530,0,0,0,0,0,0,0,0
1032,용사의 계곡 미션 2 쇠망치 미라                                                                                  ,29010209,6008631,6008632,0,0,0,0,0,0,0,0
1033,바람평원 2 미션베가스(정예)                                                                                    ,29010300,6004407,0,0,0,0,0,0,0,0,0
1034,바람평원 1 미션2 늑대                                                                                       ,29010301,6004103,6004103,0,0,0,0,0,0,0,0
1035,바람평원 1 미션2 늑대(2)                                                                                    ,29010302,6004703,0,0,0,0,0,0,0,0,0
1036,바람평원 1 미션2 사나운 늑대                                                                                   ,29010303,6004203,6004203,0,0,0,0,0,0,0,0
1037,바람평원 1 미션2 사나운 늑대(2)                                                                                ,29010304,6103103,0,0,0,0,0,0,0,0,0
1038,바람평원 1 미션2 독거미                                                                                      ,29010305,6003103,6003103,0,0,0,0,0,0,0,0
1039,바람평원 1 미션2 초목이                                                                                      ,29010306,6001103,6001103,0,0,0,0,0,0,0,0
1040,바람평원 1 미션2 초목이(2)                                                                                   ,29010307,6101101,6101101,6001303,6001403,0,0,0,0,0,0
1041,바람평원 1 미션2 별잎 초목이                                                                                   ,29010308,6001403,6001403,6001303,0,0,0,0,0,0,0
1042,바람평원 1 미션2 까칠한 초목이                                                                                  ,29010309,6001503,6001503,6001303,6001403,0,0,0,0,0,0
1043,바람평원 1 미션2 노란 초목이                                                                                   ,29010310,6001203,6001203,6001303,6001403,0,0,0,0,0,0
1044,바람평원 1 미션2 양                                                                                        ,29010311,6002203,6002203,0,0,0,0,0,0,0,0
1045,바람평원 1 미션2 뿔양                                                                                       ,29010312,6002103,6002103,0,0,0,0,0,0,0,0
1046,바람평원 1 미션2 뿔양(2)                                                                                    ,29010313,6002803,6002803,0,0,0,0,0,0,0,0
1047,배신자의 고개 2 미션 투투(정예)                                                                                 ,29010400,6030915,0,0,0,0,0,0,0,0,0
1048,배신자의 고개 1 미션 2 너구리                                                                                  ,29010401,6007112,0,0,0,0,0,0,0,0,0
1049,배신자의 고개 1 미션 2 생머리 너구리                                                                              ,29010402,6007211,6007211,0,0,0,0,0,0,0,0
1050,배신자의 고개 1 미션 2 펑 너구리                                                                                ,29010403,6007311,6007312,0,0,0,0,0,0,0,0
1051,배신자의 고개 1 미션 2 버크셔                                                                                  ,29010404,6006111,6006112,0,0,0,0,0,0,0,0
1052,배신자의 고개 1 미션 2 버크셔(2)                                                                               ,29010405,6006412,6006412,0,0,0,0,0,0,0,0
1053,배신자의 고개 1 미션 2 오크셔                                                                                  ,29010406,6006211,6006212,0,0,0,0,0,0,0,0
1054,배신자의 고개 1 미션 2 주술사 오크셔                                                                              ,29010407,6006312,6006312,0,0,0,0,0,0,0,0
1055,배신자의 고개 1 미션 2 전갈박쥐                                                                                 ,29010408,6005112,6005112,0,0,0,0,0,0,0,0
1056,배신자의 고개 1 미션 2 파란 전갈박쥐                                                                              ,29010409,6005211,6005211,0,0,0,0,0,0,0,0
1057,위험한 폐광 미션 2 불찌                                                                                      ,29010610,6039432,6039432,0,0,0,0,0,0,0,0
1058,위험한 폐광 미션 2 돌연변이 불찌                                                                                 ,29010611,6039236,6039236,0,0,0,0,0,0,0,0
1059,위험한 폐광 미션 2 돌연변이 불찌(큰)                                                                              ,29010612,6039637,6039637,0,0,0,0,0,0,0,0
1060,위험한 폐광 미션 2 난폭한 불찌                                                                                  ,29010613,6039136,6039136,0,0,0,0,0,0,0,0
1061,위험한 폐광 미션 2 호박머리 너구리                                                                                ,29010614,6007436,6007436,0,0,0,0,0,0,0,0
1062,위험한 폐광 미션 2 스켈레턴                                                                                    ,29010615,6014136,6014137,0,0,0,0,0,0,0,0
1063,위험한 폐광 미션 2 스켈레턴(큰)                                                                                 ,29010616,6102136,6102136,0,0,0,0,0,0,0,0
1064,위험한 폐광 미션 2 스켈레통                                                                                    ,29010617,6014236,6014232,0,0,0,0,0,0,0,0
1065,위험한 폐광 미션 2 스켈레틱(큰)                                                                                 ,29010618,6102334,6102334,0,0,0,0,0,0,0,0
1066,위험한 폐광 미션 2 그레이 동동                                                                                  ,29010619,6021136,6021136,0,0,0,0,0,0,0,0
1067,위험한 폐광 미션 2 그린 동동                                                                                   ,29010620,6021233,6021233,0,0,0,0,0,0,0,0
1068,위험한 폐광 미션 2 레드 동동                                                                                   ,29010621,6021937,6021937,0,0,0,0,0,0,0,0
1069,위험한 폐광 미션 2 펑프(큰)                                                                                   ,29010622,6024536,6024536,0,0,0,0,0,0,0,0
1070,위험한 폐광 미션 2 암살자 펑프                                                                                  ,29010623,6024237,6024237,0,0,0,0,0,0,0,0
1071,위험한 폐광 미션 2 도둑펑프                                                                                    ,29010624,6024333,6024333,0,0,0,0,0,0,0,0
1072,주방장 미션2                                                                                             ,29015400,6132216,0,0,0,0,0,0,0,0,0
1073,타코/Tako_Normal (미션난이도2)                                                                             ,29015401,6127114,6127115,0,0,0,0,0,0,0,0
1074,크림 타코/Tako_Cream (미션난이도2)                                                                           ,29015402,6127214,6127215,0,0,0,0,0,0,0,0
1075,먹물 타코/Tako_Octopus (미션난이도2)                                                                         ,29015403,6127314,6127315,0,0,0,0,0,0,0,0
1076,삼각김밥/Triangle_Laver (미션난이도2)                                                                        ,29015404,6128114,6128115,0,0,0,0,0,0,0,0
1077,단무지 삼각김밥/Triangle_Pickle (미션난이도2)                                                                   ,29015405,6128214,6128215,0,0,0,0,0,0,0,0
1078,매운 삼각김밥/Triangle_Hot  (미션난이도2)                                                                      ,29015406,6128314,6128315,0,0,0,0,0,0,0,0
1079,체리 푸딩/Pudding_Cherry  (미션난이도2)                                                                      ,29015407,6129114,6129115,0,0,0,0,0,0,0,0
1080,크림 푸딩/Pudding_Cream  (미션난이도2)                                                                       ,29015408,6129214,6129215,0,0,0,0,0,0,0,0
1081,쿠키 푸딩/Pudding_Cookie  (미션난이도2)                                                                      ,29015409,6129314,6129315,0,0,0,0,0,0,0,0
1082,새우튀김 우동/Noodles_Shrimp  (미션난이도2)                                                                    ,29015410,6130114,6130115,0,0,0,0,0,0,0,0
1083,야채튀김 우동/Noodles_Vegetales  (미션난이도2)                                                                 ,29015411,6130214,6130215,0,0,0,0,0,0,0,0
1084,유부 우동/Noodles_Friedbeancurd  (미션난이도2)                                                               ,29015412,6130314,6130315,0,0,0,0,0,0,0,0
1085,새우 초밥/Sushi_Shrimp  (미션난이도2)                                                                        ,29015413,6131114,6131115,0,0,0,0,0,0,0,0
1086,문어 초밥/Sushi_Octopus  (미션난이도2)                                                                       ,29015414,6131214,6131215,0,0,0,0,0,0,0,0
1087,고등어 초밥/Sushi_Mackerel  (미션난이도2)                                                                     ,29015415,6131314,6131315,0,0,0,0,0,0,0,0
1088,계란 초밥/Sushi_Egg  (미션난이도2)                                                                           ,29015416,6131414,6131415,0,0,0,0,0,0,0,0
1089,연어알 초밥/Sushi_Salmon  (미션난이도2)                                                                       ,29015417,6131514,6131515,0,0,0,0,0,0,0,0
1090,오도로 초밥왕/Sushi_King  (미션난이도2)                                                                        ,29015418,6132114,6132115,0,0,0,0,0,0,0,0
1091,악마의 숨결 미션 2 호박머리 너구리                                                                                ,29020101,6007441,6007442,0,0,0,0,0,0,0,0
1092,악마의 숨결 미션 2 스켈레마                                                                                    ,29020102,6014741,6014741,0,0,0,0,0,0,0,0
1093,악마의 숨결 미션 2 스켈레바                                                                                    ,29020103,6014841,6014842,0,0,0,0,0,0,0,0
1094,악마의 숨결 미션 2 스켈레턴                                                                                    ,29020104,6102141,6102141,0,0,0,0,0,0,0,0
1095,악마의 숨결 미션 2 사악한 스켈레통                                                                                ,29020105,6102241,6102242,0,0,0,0,0,0,0,0
1096,악마의 숨결 미션 2 스켈레틱                                                                                    ,29020106,6014342,6014342,0,0,0,0,0,0,0,0
1097,악마의 숨결 미션 2 스켈레톤 엉클                                                                                 ,29020107,6014441,6014442,0,0,0,0,0,0,0,0
1098,악마의 숨결 미션 2 스켈레톤 정찰병                                                                                ,29020108,6014541,6014541,0,0,0,0,0,0,0,0
1099,악마의 숨결 미션 2 스켈레톤 투척병                                                                                ,29020109,6014641,6014641,0,0,0,0,0,0,0,0
1100,악마의 숨결 미션 2 용암붐붐                                                                                    ,29020110,6015242,6015242,0,0,0,0,0,0,0,0
1101,악마의 숨결 미션 2 귀여운 용암붐붐                                                                                ,29020111,6015642,6015642,0,0,0,0,0,0,0,0
1102,마그마 던전 보스 라발론                                                                                       ,29020200,7000900,0,0,0,0,0,0,0,0,0
1103,마그마 던전 스켈레틱                                                                                         ,29020201,7014341,7014342,0,0,0,0,0,0,0,0
1104,마그마 던전 스켈레마                                                                                         ,29020202,7014742,7014743,0,0,0,0,0,0,0,0
1105,마그마 던전 스켈레바                                                                                         ,29020203,7014841,7014842,0,0,0,0,0,0,0,0
1106,마그마 던전 용암붐붐                                                                                         ,29020204,7015242,7015243,0,0,0,0,0,0,0,0
1107,마그마 던전 보스방 꼬마용 레드 그레이                                                                               ,29020205,7021944,7021944,0,0,0,0,0,0,0,0
1108,마그마 던전 보스방 스켈레톤 엉클 정찰병                                                                              ,29020206,7014444,7014544,0,0,0,0,0,0,0,0
1109,마그마 던전 보스 라발론 심장                                                                                    ,29020207,7000901,0,0,0,0,0,0,0,0,0
1110,마그마 던전 불찌                                                                                           ,29020208,7039441,7039441,0,0,0,0,0,0,0,0
1111,마그마 던전 그레이 동동                                                                                       ,29020209,7021142,7021142,0,0,0,0,0,0,0,0
1112,마그마 던전 일곱 난쟁이 셋째                                                                                    ,29020210,7046343,7046343,0,0,0,0,0,0,0,0
1113,마그마 던전 루나                                                                                           ,29020211,7037144,7037144,0,0,0,0,0,0,0,0
1114,마그마 던전 동문 문지기 lv43                                                                                  ,29020212,7056343,0,0,0,0,0,0,0,0,0
1115,마그마 던전 남문 문지기 Lv44                                                                                  ,29020213,7056444,0,0,0,0,0,0,0,0,0
1116,마그마 던전 문지기 수장 Lv45                                                                                  ,29020214,7056545,0,0,0,0,0,0,0,0,0
1117,마그마 던전 마력포                                                                                          ,29020215,7000902,0,0,0,0,0,0,0,0,0
1118,마그마 던전 그레이 동동(마력탄)                                                                                  ,29020216,7021945,0,0,0,0,0,0,0,0,0
1119,이글거리는 늪지대 미션 2 엄마붐붐                                                                                 ,29020310,6015344,6015344,0,0,0,0,0,0,0,0
1120,이글거리는 늪지대 미션 2 뼈다귀 다일                                                                               ,29020311,6042244,6042244,0,0,0,0,0,0,0,0
1121,이글거리는 늪지대 미션 2 다일                                                                                   ,29020312,6042143,6042144,0,0,0,0,0,0,0,0
1122,이글거리는 늪지대 미션 2 늪지괴물                                                                                 ,29020313,6016343,6016344,0,0,0,0,0,0,0,0
1123,이글거리는 늪지대 미션 2 약한 수포 늪지괴물                                                                           ,29020314,6016543,6016544,0,0,0,0,0,0,0,0
1124,이글거리는 늪지대 미션 2 화난 진흙 늪지괴물                                                                           ,29020315,6016644,6016644,0,0,0,0,0,0,0,0
1125,이글거리는 늪지대 미션 2 팽이                                                                                   ,29020316,6022343,6022344,0,0,0,0,0,0,0,0
1126,이글거리는 늪지대 미션 2 전사팽이                                                                                 ,29020317,6022144,6022144,0,0,0,0,0,0,0,0
1127,이글거리는 늪지대 미션 2 윙                                                                                    ,29020318,6047143,6047144,0,0,0,0,0,0,0,0
1128,이글거리는 늪지대 미션 2 큰눈 윙                                                                                 ,29020319,6047244,6047244,0,0,0,0,0,0,0,0
1129,이글거리는 늪지대 미션 2 큰뿔 윙                                                                                 ,29020320,6047344,6047344,0,0,0,0,0,0,0,0
1130,이글거리는 늪지대 미션 2 개굴맹이                                                                                 ,29020321,6028143,6028144,0,0,0,0,0,0,0,0
1131,이글거리는 늪지대 미션 2 개굴꽁이                                                                                 ,29020322,6028244,6028244,0,0,0,0,0,0,0,0
1132,이글거리는 늪지대 미션 2 반디 정찰병                                                                               ,29020323,6044243,6044244,0,0,0,0,0,0,0,0
1133,이글거리는 늪지대 미션 2 반디                                                                                   ,29020324,6044144,6044145,0,0,0,0,0,0,0,0
1134,이글거리는 늪지대 미션 2 작은 반디                                                                                ,29020325,6044443,6044444,0,0,0,0,0,0,0,0
1135,이글거리는 늪지대 미션 2 반디 장로                                                                                ,29020326,6044344,6044344,0,0,0,0,0,0,0,0
6851,[미션] 이글거리는 늪지대 큰눈 윙                                                                                 ,29020401,6047244,0,0,0,0,0,0,0,0,0
1136,큰나무지대 미션 2 풍뎅이                                                                                      ,29020410,6026148,6026148,0,0,0,0,0,0,0,0
1137,큰나무지대 미션 2 큰뿔 풍뎅이                                                                                   ,29020411,6026249,6026249,0,0,0,0,0,0,0,0
1138,큰나무지대 미션 2 점박이 풍뎅이                                                                                  ,29020412,6026448,6026448,0,0,0,0,0,0,0,0
1139,큰나무지대 미션 2 호르                                                                                       ,29020413,6048149,6048149,0,0,0,0,0,0,0,0
1140,큰나무지대 미션 2 칼부리 호르                                                                                   ,29020414,6048250,6048250,0,0,0,0,0,0,0,0
1141,큰나무지대 미션 2 갈퀴 거미                                                                                    ,29020415,6003249,6003250,0,0,0,0,0,0,0,0
1142,큰나무지대 미션 2 난폭한 나무꾼                                                                                  ,29020416,6017149,6017149,0,0,0,0,0,0,0,0
1143,큰나무지대 미션 2 갈고리 나무꾼                                                                                  ,29020417,6017250,6017250,0,0,0,0,0,0,0,0
1144,큰나무지대 미션 2 까칠한 초목이                                                                                  ,29020418,6001548,6001548,0,0,0,0,0,0,0,0
1145,큰나무지대 미션 2 물갈퀴일족 투사                                                                                 ,29020419,6049349,6049349,0,0,0,0,0,0,0,0
1146,큰나무지대 미션 2 물갈퀴일족 일꾼                                                                                 ,29020420,6049150,6049150,0,0,0,0,0,0,0,0
1147,큰나무지대 미션 2 물갈퀴일족 주술사                                                                                ,29020421,6049251,6049251,0,0,0,0,0,0,0,0
1148,큰나무지대 미션 2 반디 장로                                                                                    ,29020422,6044349,6044349,0,0,0,0,0,0,0,0
1149,큰나무지대 미션 2 반디 정찰병                                                                                   ,29020423,6044250,6044250,0,0,0,0,0,0,0,0
1150,큰나무지대 미션 2 큰뿔 윙                                                                                     ,29020424,6047350,6047349,0,0,0,0,0,0,0,0
1151,큰나무지대 미션 2 야쿠트                                                                                      ,29020425,6018350,6018350,0,0,0,0,0,0,0,0
1152,큰나무지대 미션 2 투척병 야쿠트                                                                                  ,29020426,6018151,6018151,0,0,0,0,0,0,0,0
1153,큰나무지대 미션 2 맹렬한 투척병 야쿠트                                                                              ,29020427,6018552,6018552,0,0,0,0,0,0,0,0
1154,큰나무지대 미션 2 큰눈 윙                                                                                     ,29020428,6047249,6047249,0,0,0,0,0,0,0,0
1155,신들의안식처 미션 2 푸카 토리                                                                                   ,29020510,6032353,6032353,0,0,0,0,0,0,0,0
1156,신들의안식처 미션 2 푸카 쵸피                                                                                   ,29020511,6032154,6032154,0,0,0,0,0,0,0,0
1157,신들의안식처 미션 2 푸카 페포                                                                                   ,29020512,6032455,6032455,0,0,0,0,0,0,0,0
1158,신들의안식처 미션 2 푸카 프라미                                                                                  ,29020513,6032256,6032256,0,0,0,0,0,0,0,0
1159,신들의안식처 미션 2 개굴맹이                                                                                    ,29020514,6028153,6028153,0,0,0,0,0,0,0,0
1160,신들의안식처 미션 2 큰 개굴맹이                                                                                  ,29020515,6028354,6028354,0,0,0,0,0,0,0,0
1161,신들의안식처 미션 2 개굴꽁이                                                                                    ,29020516,6028254,6028254,0,0,0,0,0,0,0,0
1162,신들의안식처 미션 2 병든 페리몽글                                                                                 ,29020517,6012655,6012655,0,0,0,0,0,0,0,0
1163,신들의안식처 미션 2 필라몽글                                                                                    ,29020518,6012356,6012356,0,0,0,0,0,0,0,0
1164,신들의안식처 미션 2 복어                                                                                      ,29020519,6035155,6035155,0,0,0,0,0,0,0,0
1165,신들의안식처 미션 2 물갈퀴일족 주술사                                                                               ,29020520,6049254,6049255,0,0,0,0,0,0,0,0
1166,신들의안식처 미션 2 호르                                                                                      ,29020521,6048153,6048154,0,0,0,0,0,0,0,0
1167,신들의안식처 미션 2 켄타                                                                                      ,29020522,6104153,6104254,0,0,0,0,0,0,0,0
1168,신들의안식처 미션 2 투사 켄타                                                                                   ,29020523,6104154,6104254,0,0,0,0,0,0,0,0
1169,신들의안식처 미션 2 정찰병 켄타                                                                                  ,29020524,6104355,6104355,0,0,0,0,0,0,0,0
1170,신들의안식처 미션 2 화난 정찰병 켄타                                                                               ,29020525,6104555,6104555,0,0,0,0,0,0,0,0
6883,[미션] 신들의 안식처푸카토리                                                                                    ,29020530,6032355,0,0,0,0,0,0,0,0,0
1171,잊혀진마을 미션 2 드라이어드                                                                                    ,29030110,6031157,6031157,0,0,0,0,0,0,0,0
1172,잊혀진마을 미션 2 줄기 악마꽃                                                                                   ,29030111,6019158,6019158,0,0,0,0,0,0,0,0
1173,잊혀진마을 미션 2 씨 악마꽃                                                                                    ,29030112,6019357,6019357,0,0,0,0,0,0,0,0
1174,잊혀진마을 미션 2 데비                                                                                       ,29030113,6019958,6019958,0,0,0,0,0,0,0,0
1175,잊혀진마을 미션 2 애벌레                                                                                      ,29030114,6040158,6040158,0,0,0,0,0,0,0,0
1176,잊혀진마을 미션 2 뿔 애벌레                                                                                    ,29030115,6040359,6040359,0,0,0,0,0,0,0,0
1177,잊혀진마을 미션 2 갈퀴 애벌레                                                                                   ,29030116,6040260,6040260,0,0,0,0,0,0,0,0
1178,잊혀진마을 미션 2 펑프                                                                                       ,29030117,6024159,6024159,0,0,0,0,0,0,0,0
1179,잊혀진마을 미션 2 암살자 펑프                                                                                   ,29030118,6024260,6024260,0,0,0,0,0,0,0,0
1180,잊혀진마을 미션 2 미미르                                                                                      ,29030119,6052159,6052159,0,0,0,0,0,0,0,0
1181,잊혀진마을 미션 2 미미르 독침병                                                                                  ,29030120,6052260,6052260,0,0,0,0,0,0,0,0
1182,잊혀진마을 미션 2 미미르 주술사                                                                                  ,29030121,6052361,6052361,0,0,0,0,0,0,0,0
1183,잊혀진마을 미션 2 엉글포키                                                                                     ,29030122,6025160,6025160,0,0,0,0,0,0,0,0
1184,잊혀진마을 미션 2 발톱날개 정찰병                                                                                 ,29030123,6038459,6038459,0,0,0,0,0,0,0,0
1185,잊혀진마을 미션 2 발톱날개 일족                                                                                  ,29030124,6038360,6038360,0,0,0,0,0,0,0,0
1186,유혹의설원 미션 2 푸카 토리                                                                                    ,29030210,6032366,6032365,0,0,0,0,0,0,0,0
1187,유혹의설원 미션 2 전사 자드                                                                                    ,29030211,6020265,6020265,0,0,0,0,0,0,0,0
1188,유혹의설원 미션 2 화난 붉은 자드                                                                                 ,29030212,6020666,6020666,0,0,0,0,0,0,0,0
1189,유혹의설원 미션 2 나방                                                                                       ,29030213,6045165,6045165,0,0,0,0,0,0,0,0
1190,유혹의설원 미션 2 거대한 나방                                                                                   ,29030214,6045466,6045466,0,0,0,0,0,0,0,0
1191,유혹의설원 미션 2 긴 주둥이 나방                                                                                 ,29030215,6045267,6045267,0,0,0,0,0,0,0,0
1192,유혹의설원 미션 2 몽글                                                                                       ,29030216,6012165,6012165,0,0,0,0,0,0,0,0
1193,유혹의설원 미션 2 루나                                                                                       ,29030217,6037166,6037166,0,0,0,0,0,0,0,0
1194,유혹의설원 미션 2 아르미테미스                                                                                   ,29030218,6036167,6036167,0,0,0,0,0,0,0,0
1195,유혹의설원 미션 2 파란 초목이                                                                                   ,29030219,6001365,6001365,0,0,0,0,0,0,0,0
1196,유혹의설원 미션 2 투아 매를로                                                                                   ,29030220,6051265,6051265,0,0,0,0,0,0,0,0
1197,유혹의설원 미션 2 화난 투아 매를로                                                                                ,29030221,6051466,6051466,0,0,0,0,0,0,0,0
1198,유혹의설원 미션 2 투아 란테아                                                                                   ,29030222,6051167,6051167,0,0,0,0,0,0,0,0
1199,유혹의설원 미션 2 병든 투아 란테아                                                                                ,29030223,6051567,6051567,0,0,0,0,0,0,0,0
1200,유혹의설원 미션 2 스파쥬민 골렘                                                                                  ,29030224,6041166,6041166,0,0,0,0,0,0,0,0
1201,유혹의설원 미션 2 센 애퍼타이트 골렘                                                                               ,29030225,6041767,6041767,0,0,0,0,0,0,0,0
1202,유혹의설원 미션 2 디멘토이드 골렘                                                                                 ,29030226,6041268,6041268,0,0,0,0,0,0,0,0
1203,유혹의설원 미션 2 쎈 디멘토이드 골렘                                                                               ,29030227,6041868,6041868,0,0,0,0,0,0,0,0
1204,대미궁 11층 키마트 Lv62                                                                                    ,29030301,0,0,0,0,0,0,0,0,0,0
1205,용의탑1 미션 2 그레이 동동                                                                                    ,29030310,0,0,0,0,0,0,0,0,0,0
1206,용의탑1 미션 2 그린 동동                                                                                     ,29030311,0,0,0,0,0,0,0,0,0,0
1207,용의탑1 미션 2 스켈레통                                                                                      ,29030312,0,0,0,0,0,0,0,0,0,0
1208,용의탑1 미션 2 스켈레턴                                                                                      ,29030313,0,0,0,0,0,0,0,0,0,0
1209,용의탑1 미션 2 빅스                                                                                        ,29030314,0,0,0,0,0,0,0,0,0,0
1210,용의탑1 미션 2 불찌                                                                                        ,29030315,0,0,0,0,0,0,0,0,0,0
1211,용의탑1 미션 2 돌연변이 불찌                                                                                   ,29030316,0,0,0,0,0,0,0,0,0,0
1212,용의탑1 미션 2 돌망치 미라                                                                                    ,29030317,0,0,0,0,0,0,0,0,0,0
1213,용의탑1 미션 2 쇠망치 미라                                                                                    ,29030318,0,0,0,0,0,0,0,0,0,0
1214,용의탑1 미션 2 펑프                                                                                        ,29030319,0,0,0,0,0,0,0,0,0,0
1215,용의탑1 미션 2 암살자 펑프                                                                                    ,29030320,0,0,0,0,0,0,0,0,0,0
1216,용의탑1 미션 2 도둑 펑프                                                                                     ,29030321,0,0,0,0,0,0,0,0,0,0
1217,용의탑1 미션 2 사신 하데스                                                                                    ,29030322,0,0,0,0,0,0,0,0,0,0
1218,용의탑1 미션 2 성난 사신 하데스                                                                                 ,29030323,0,0,0,0,0,0,0,0,0,0
1219,용의탑1 미션 2 사신 헤르메스                                                                                   ,29030324,0,0,0,0,0,0,0,0,0,0
1220,용의탑1 미션 2 사신 애를리크                                                                                   ,29030325,0,0,0,0,0,0,0,0,0,0
1221,용의탑1 미션 2 코어                                                                                        ,29030326,0,0,0,0,0,0,0,0,0,0
1222,용의탑1 미션 2 헬릭스 코어                                                                                    ,29030327,0,0,0,0,0,0,0,0,0,0
1223,용의탑1 미션 2 멘타 스피카타                                                                                   ,29030328,0,0,0,0,0,0,0,0,0,0
1224,용의탑1 미션 2 성난 멘타 스피카타                                                                                ,29030329,0,0,0,0,0,0,0,0,0,0
1225,용의탑1 미션 2 멘타 피페리타                                                                                   ,29030330,0,0,0,0,0,0,0,0,0,0
1226,용의탑1 미션 2 성난 멘타 피페리타                                                                                ,29030331,0,0,0,0,0,0,0,0,0,0
1227,대미궁 7층 사악한 스켈레통 Lv60                                                                                ,29030340,0,0,0,0,0,0,0,0,0,0
1228,대미궁 7층 스켈레턴  Lv60                                                                                   ,29030341,0,0,0,0,0,0,0,0,0,0
1229,대미궁 7층 그린 동동 Lv60                                                                                   ,29030342,0,0,0,0,0,0,0,0,0,0
1230,대미궁 7층 블루 동동 Lv60                                                                                   ,29030343,0,0,0,0,0,0,0,0,0,0
1231,대미궁 7층 레드 동동 Lv60                                                                                   ,29030344,0,0,0,0,0,0,0,0,0,0
1232,대미궁 7층 코어 Lv60                                                                                      ,29030345,0,0,0,0,0,0,0,0,0,0
1233,대미궁 7층 마기 코어 Lv60                                                                                   ,29030346,0,0,0,0,0,0,0,0,0,0
1234,대미궁 7층 펑프 Lv60                                                                                      ,29030347,0,0,0,0,0,0,0,0,0,0
1235,대미궁 7층 암살자 펑프 Lv60                                                                                  ,29030348,0,0,0,0,0,0,0,0,0,0
1236,대미궁 7층 도둑 펑프 Lv60                                                                                   ,29030349,0,0,0,0,0,0,0,0,0,0
1237,대미궁 7층 불찌 Lv60                                                                                      ,29030350,0,0,0,0,0,0,0,0,0,0
1238,대미궁 7층 성난 난폭한 불찌  Lv60                                                                              ,29030351,0,0,0,0,0,0,0,0,0,0
1239,대미궁 7층 알곤 Lv60                                                                                      ,29030352,0,0,0,0,0,0,0,0,0,0
1240,대미궁 7층 투척병 알곤 Lv60                                                                                  ,29030353,0,0,0,0,0,0,0,0,0,0
1241,대미궁 7층 정찰병 알곤 Lv60                                                                                  ,29030354,0,0,0,0,0,0,0,0,0,0
