f_NationCodeStr,BagGroupNo,Memo,SuccessRateNo,BagNo01,BagNo02,BagNo03,BagNo04,BagNo05,BagNo06,BagNo07,BagNo08,BagNo09,BagNo10
0,170500,히든 용사의 계곡 LV 47~51,10010,0,0,0,0,0,0,0,0,0,0
0,170510,히든 위험한 광산 LV 50~54,10010,0,0,0,0,0,0,0,0,0,0
0,170520,히든 이글거리는 늪지대 LV 60~65,10010,0,0,0,0,0,0,0,0,0,0
0,170530,히든 고요의 숲 LV 74~79,10010,0,0,0,0,0,0,0,0,0,0
0,170540,히든 이슬의 숲 LV 82~87,10010,0,0,0,0,0,0,0,0,0,0
0,170550,히든 엘로라 주둔지 LV 90~95,10010,0,0,0,0,0,0,0,0,0,0
0,180010,바람의평원1 LV 1~10 세트 주방어구,10080,0,0,0,0,0,0,0,0,0,0
0,180020,바람의평원2 LV 5~12,10080,0,0,0,0,0,0,0,0,0,0
0,180030,배신자의 고개1 LV 10~18,10040,41100010,43100010,45100010,47100010,0,0,0,0,0,0
0,180040,배신자의 고개2 LV 12~22,10040,41100010,43100010,45100010,47100010,0,0,0,0,0,0
0,180050,용사의 해안가1 LV 20~27,10080,41100030,42100010,43100030,44100010,45100030,46100010,47100030,48100010,0,0
0,180060,용사의 해안가2 LV 22~32,10080,41100030,42100010,43100030,44100010,45100030,46100010,47100030,48100010,0,0
0,180070,용사의 계곡 LV 27~34,10080,41100030,42100010,43100030,44100010,45100030,46100010,47100030,48100010,0,0
0,180080,위험한 폐광 LV 30~37,10080,41100060,42100040,43100060,44100040,45100060,46100040,47100060,48100040,0,0
0,180090,악마의 숨결 LV 34~40,10080,41100060,42100040,43100060,44100040,45100060,46100040,47100060,48100040,0,0
0,180100,파렐경 던전 LV 22~25,10080,41000030,41000010,43000030,44000010,45000030,46000010,47000030,48000010,0,0
0,180110,파렐경 던전 LV 25,10080,41000030,41000010,43000030,44000010,45000030,46000010,47000030,48000010,0,0
0,180120,라발론 던전 LV 40~43,10080,41100090,42100070,43100090,44100070,45100090,46100070,47100090,48100070,0,0
0,180130,라발론 LV 43,10080,41100090,42100070,43100090,44100070,45100090,46100070,47100090,48100070,0,0
0,180140,이글거리는 늪지대 LV 40~49,10080,41100090,42100070,43100090,44100070,45100090,46100070,47100090,48100070,0,0
0,180150,큰나무 지대 LV 45~54,10080,41100090,42100070,43100090,44100070,45100090,46100070,47100090,48100070,0,0
0,180160,신들의 안식처 LV 50~59,10080,41100120,42100100,43100120,44100100,45100120,46100100,47100120,48100100,0,0
0,180170,고요의 숲1 LV 54~63,10080,41100120,42100100,43100120,44100100,45100120,46100100,47100120,48100100,0,0
0,180180,고요의 숲2 LV 58~67,10080,41100150,42100130,43100150,44100130,45100150,46100130,47100150,48100130,0,0
0,180190,이슬의 숲1 LV 62~71,10080,41100150,42100130,43100150,44100130,45100150,46100130,47100150,48100130,0,0
0,180200,이슬의 숲2 LV 66~75,10080,41100150,42100130,43100150,44100130,45100150,46100130,47100150,48100130,0,0
0,180210,용의 탑1 LV 70~79,10080,41100180,42100160,43100180,44100160,45100180,46100160,47100180,48100160,0,0
0,180220,용의 탑2 LV 74~83,10080,41100180,42100160,43100180,44100160,45100180,46100160,47100180,48100160,0,0
0,180230,용의 탑3 LV 78~87,10080,41100180,42100160,43100180,44100160,45100180,46100160,47100180,48100160,0,0
0,180240,사파이어던전 LV 55~56,10080,41100120,42100100,43100120,44100100,45100120,46100100,47100120,48100100,0,0
0,180250,사파이어 LV 65,10080,41100120,42100100,43100120,44100100,45100120,46100100,47100120,48100100,0,0
0,180260,말하는탑 던전 LV 80~81,10080,41100120,42100100,43100120,44100100,45100120,46100100,47100120,48100100,0,0
0,180270,말하는 탑 LV 90,10080,41100120,42100100,43100120,44100100,45100120,46100100,47100120,48100100,0,0
0,180280,바람의평원1 카오스 LV 41~50,10080,41100100,42100080,43100100,44100080,45100100,46100080,47100100,48100080,0,0
0,180290,바람의평원2 카오스 LV 45~52,10080,41100100,42100080,43100100,44100080,45100100,46100080,47100100,48100080,0,0
0,180300,배신자의 고개1 카오스 LV 50~58,10080,41100130,42100110,43100130,44100110,45100130,46100110,47100130,48100110,0,0
0,180310,배신자의 고개2 카오스 LV 52~62,10080,41100130,42100110,43100130,44100110,45100130,46100110,47100130,48100110,0,0
0,180320,용사의 해안가1 카오스 LV 60~67,10080,41100160,42100140,43100160,44100140,45100160,46100140,47100160,48100140,0,0
0,180330,용사의 해안가2 카오스 LV 62~72,10080,41100160,42100140,43100160,44100140,45100160,46100140,47100160,48100140,0,0
0,180340,용사의 계곡 카오스 LV 67~74,10080,41100190,42100170,43100190,44100170,45100190,46100170,47100190,48100170,0,0
0,180350,위험한 폐광 카오스 LV 70~77,10080,41100190,42100170,43100190,44100170,45100190,46100170,47100190,48100170,0,0
0,180360,악마의 숨결 카오스 LV 74~80,10080,41100190,42100170,43100190,44100170,45100190,46100170,47100190,48100170,0,0
0,180370,이글거리는 늪지대 카오스 LV 80~89,10080,41100190,42100170,43100190,44100170,45100190,46100170,47100190,48100170,0,0
0,180380,큰나무 지대 카오스 LV 85~94,10080,41100190,42100170,43100190,44100170,45100190,46100170,47100190,48100170,0,0
0,180390,신들의 안식처 카오스 LV 90~99,10080,41100190,42100170,43100190,44100170,45100190,46100170,47100190,48100170,0,0
0,180400,고요의 숲1 카오스 LV 94~103,10080,41100190,42100170,43100190,44100170,45100190,46100170,47100190,48100170,0,0
0,180410,고요의 숲2 카오스 LV 98~107,10080,41100190,42100170,43100190,44100170,45100190,46100170,47100190,48100170,0,0
0,180420,이슬의 숲1 카오스 LV 102~111,10080,41100190,42100170,43100190,44100170,45100190,46100170,47100190,48100170,0,0
0,180430,이슬의 숲2 카오스 LV 116~115,10080,41100190,42100170,43100190,44100170,45100190,46100170,47100190,48100170,0,0
0,180440,용의 탑1 카오스 LV 110~119,10080,41100190,42100170,43100190,44100170,45100190,46100170,47100190,48100170,0,0
0,180450,용의 탑2 카오스 LV 114~123,10080,41100190,42100170,43100190,44100170,45100190,46100170,47100190,48100170,0,0
0,180460,용의 탑3 카오스 LV 118~127,10080,41100190,42100170,43100190,44100170,45100190,46100170,47100190,48100170,0,0
0,180470,히든 바람평원 LV 21~25,10080,0,0,0,0,0,0,0,0,0,0
0,180480,히든 배신자의 고개 LV 30~35,10080,0,0,0,0,0,0,0,0,0,0
0,180490,히든 용사의 해안가 LV 40~44,10080,0,0,0,0,0,0,0,0,0,0
0,180500,히든 용사의 계곡 LV 47~51,10080,0,0,0,0,0,0,0,0,0,0
0,180510,히든 위험한 광산 LV 50~54,10080,0,0,0,0,0,0,0,0,0,0
0,180520,히든 이글거리는 늪지대 LV 60~65,10080,0,0,0,0,0,0,0,0,0,0
0,180530,히든 고요의 숲 LV 74~79,10080,0,0,0,0,0,0,0,0,0,0
0,180540,히든 이슬의 숲 LV 82~87,10080,0,0,0,0,0,0,0,0,0,0
0,180550,히든 엘로라 주둔지 LV 90~95,10080,0,0,0,0,0,0,0,0,0,0
0,210001,몬스터 드랍 잡템에서 화염 속성석 분해 백,1,210001,0,0,0,0,0,0,0,0,0
0,210010,바람의평원1 LV 1~4,85003,50000010,100000,0,0,0,0,0,0,0,0
0,210020,바람의평원2 LV 5~9,85003,50000010,100000,0,0,0,0,0,0,0,0
0,210030,배신자의 고개1 LV 10~14,85003,50000020,100000,0,0,0,0,0,0,0,0
0,210040,배신자의 고개2 LV 15~19,85003,50000020,100000,0,0,0,0,0,0,0,0
0,210050,용사의 해안가1 LV 20~24,85003,50000030,100000,0,0,0,0,0,0,0,0
0,210060,용사의 해안가2 LV 25~29,85003,50000030,100000,0,0,0,0,0,0,0,0
0,210070,용사의 계곡 LV 30~34,85003,50000040,100000,0,0,0,0,0,0,0,0
0,210080,위험한 폐광 LV 35~39,85003,50000040,100000,0,0,0,0,0,0,0,0
0,210090,악마의 숨결 LV 40~44,85003,50000050,100000,0,0,0,0,0,0,0,0
0,210100,이글거리는 늪지대 LV 45~48,85003,50000050,100000,0,0,0,0,0,0,0,0
0,210110,큰나무 지대1 LV 49~52,85003,50000050,100000,0,0,0,0,0,0,0,0
0,210120,큰나무 지대2 LV 53~56,85003,50000060,100000,0,0,0,0,0,0,0,0
0,210130,신들의 안식처 LV 57~60,85003,50000060,100000,0,0,0,0,0,0,0,0
0,210140,고요의 숲1 LV 61~64,85003,50000070,100000,0,0,0,0,0,0,0,0
0,210150,고요의 숲2 LV 65~68,85003,50000070,100000,0,0,0,0,0,0,0,0
0,210160,이슬의 숲1 LV 69~72,85003,50000070,100000,0,0,0,0,0,0,0,0
0,210170,이슬의 숲2 LV 73~76,85003,50000080,100000,0,0,0,0,0,0,0,0
0,210180,용의 탑1 LV 77~80,85003,50000080,100000,0,0,0,0,0,0,0,0
0,210190,용의 탑2 LV 81~84,85003,50000090,100000,0,0,0,0,0,0,0,0
0,210200,용의 탑3 LV 85~88,85003,50000090,100000,0,0,0,0,0,0,0,0
0,210210,파렐경 던전 LV 21~25,0,0,0,0,0,0,0,0,0,0,0
0,210220,파렐경 던전 LV 27,85003,50000030,100000,0,0,0,0,0,0,0,0
0,210230,라발론 던전 LV 41~45,0,0,0,0,0,0,0,0,0,0,0
0,210240,라발론 LV 47,85003,50000050,100000,0,0,0,0,0,0,0,0
0,210250,사파이어던전 LV 55~56,0,0,0,0,0,0,0,0,0,0,0
0,210260,사파이어 LV 65,0,0,0,0,0,0,0,0,0,0,0
0,210270,말하는탑 던전 LV 80~81,0,0,0,0,0,0,0,0,0,0,0
0,210280,말하는 탑 LV 90,0,0,0,0,0,0,0,0,0,0,0
0,210290,배신자의 고개1 카오스 LV 25~29,85003,50000050,100000,0,0,0,0,0,0,0,0
0,210300,배신자의 고개2 카오스 LV 30~34,85003,50000050,100000,0,0,0,0,0,0,0,0
0,210310,용사의 해안가1 카오스 LV 35~39,85003,50000060,100000,0,0,0,0,0,0,0,0
0,210320,용사의 해안가2 카오스 LV 40~44,85003,50000060,100000,0,0,0,0,0,0,0,0
0,210330,용사의 계곡 카오스 LV 40~44,85003,50000070,100000,0,0,0,0,0,0,0,0
0,210340,위험한 동굴 카오스 LV 45~48,85003,50000070,100000,0,0,0,0,0,0,0,0
0,210350,악마의 숨결 카오스 LV 49~52,85003,50000070,100000,0,0,0,0,0,0,0,0
0,210360,이글거리는 늪지대 카오스 LV 53~56,85003,50000080,100000,0,0,0,0,0,0,0,0
0,210370,큰나무 지대 1 카오스 LV 57~60,85003,50000080,100000,0,0,0,0,0,0,0,0
0,210380,큰나무 지대 2 카오스 LV 61~64,85003,50000090,100000,0,0,0,0,0,0,0,0
0,210390,신들의 안식처 카오스 LV 65~68,85003,50000090,100000,0,0,0,0,0,0,0,0
0,210400,잊혀진 마을 카오스 LV 69~72,85003,50000090,100000,0,0,0,0,0,0,0,0
0,210410,잠자는 마을 카오스 LV 73~76,85003,50000100,100000,0,0,0,0,0,0,0,0
0,210420,이슬의 숲1 카오스 LV 77~80,85003,50000100,100000,0,0,0,0,0,0,0,0
0,210430,이슬의 숲2 카오스 LV 81~84,85003,50000100,100000,0,0,0,0,0,0,0,0
0,210440,용의 탑1 카오스 LV 85~88,85003,50000100,100000,0,0,0,0,0,0,0,0
0,210450,용의 탑2 카오스 LV 90~93,85003,50000100,100000,0,0,0,0,0,0,0,0
0,210460,용의 탑3 카오스 LV 95~98,85003,50000100,100000,0,0,0,0,0,0,0,0
0,210470,히든 망각의협곡 LV 20~24,85003,50000100,100000,0,0,0,0,0,0,0,0
0,210480,히든 수엽고래해안가 LV 30~34,85003,50000100,100000,0,0,0,0,0,0,0,0
0,210490,히든 용사의 계곡 LV 35~39,85003,50000030,100000,0,0,0,0,0,0,0,0
0,210500,히든 위험한 동굴 LV 40~44,85003,50000040,100000,0,0,0,0,0,0,0,0
0,210510,히든 이글거리는 늪지대 LV 49~52,85003,50000050,100000,0,0,0,0,0,0,0,0
0,210520,히든 큰나무지대 1 LV 53~56,85003,50000050,100000,0,0,0,0,0,0,0,0
0,210530,히든 큰나무지대 2 LV 57~60,85003,50000060,100000,0,0,0,0,0,0,0,0
0,210540,히든 신들의안식처 LV 61~64,85003,50000070,100000,0,0,0,0,0,0,0,0
0,210550,히든 잊혀진 마을 LV 65~68,85003,50000080,100000,0,0,0,0,0,0,0,0
0,210560,히든 잠자는 마을 LV 69~72,85003,50000090,100000,0,0,0,0,0,0,0,0
0,210570,히든 유혹의 설원 LV 73~76,85003,50000100,100000,0,0,0,0,0,0,0,0
0,210580,히든 얼음 협곡 LV 77~80,85003,50000100,100000,0,0,0,0,0,0,0,0
0,210590,히든 엘로라 주둔지 LV 81~84,85003,50000100,100000,0,0,0,0,0,0,0,0
0,219370,사망유희(GLOG) 맵 난이도 2 SSS,1,219370,0,0,0,0,0,0,0,0,0
0,219380,사망유희(GLOG) 맵 난이도 3 SSS,1,219380,0,0,0,0,0,0,0,0,0
0,219390,사망유희(GLOG) 맵 난이도 4 SSS,1,219390,0,0,0,0,0,0,0,0,0
0,219400,사망유희(GLOG) 맵 3 난이도 1 SSS,1,219400,0,0,0,0,0,0,0,0,0
0,219410,사망유희(GLOG) 맵 3 난이도 1 SS,1,219410,0,0,0,0,0,0,0,0,0
0,219420,사망유희(GLOG) 맵 3 난이도 1 S,1,219420,0,0,0,0,0,0,0,0,0
0,219430,사망유희(GLOG) 맵 3 난이도 1 A,1,219430,0,0,0,0,0,0,0,0,0
0,219440,사망유희(GLOG) 맵 3 난이도 1 B,1,219440,0,0,0,0,0,0,0,0,0
0,219450,사망유희(GLOG) 맵 3 난이도 1 C,1,219450,0,0,0,0,0,0,0,0,0
0,219460,사망유희(GLOG) 맵 3 난이도 1 D,1,219460,0,0,0,0,0,0,0,0,0
0,219470,사망유희(GLOG) 맵 3 난이도 1 E,1,219470,0,0,0,0,0,0,0,0,0
0,219480,사망유희(GLOG) 맵 3 난이도 1 F,1,219480,0,0,0,0,0,0,0,0,0
0,219490,사망유희(GLOG) 맵 3 난이도 2 SS,1,219490,0,0,0,0,0,0,0,0,0
0,219500,사망유희(GLOG) 맵 3 난이도 2 S,1,219500,0,0,0,0,0,0,0,0,0
0,219510,사망유희(GLOG) 맵 3 난이도 2 A,1,219510,0,0,0,0,0,0,0,0,0
0,219520,사망유희(GLOG) 맵 3 난이도 2 B,1,219520,0,0,0,0,0,0,0,0,0
0,219530,사망유희(GLOG) 맵 3 난이도 2 C,1,219530,0,0,0,0,0,0,0,0,0
0,219540,사망유희(GLOG) 맵 3 난이도 2 D,1,219540,0,0,0,0,0,0,0,0,0
0,219550,사망유희(GLOG) 맵 3 난이도 2 E,1,219550,0,0,0,0,0,0,0,0,0
0,219560,사망유희(GLOG) 맵 3 난이도 2 F,1,219560,0,0,0,0,0,0,0,0,0
0,219570,사망유희(GLOG) 맵 3 난이도 3 SS,1,219570,0,0,0,0,0,0,0,0,0
0,219580,사망유희(GLOG) 맵 3 난이도 3 S,1,219580,0,0,0,0,0,0,0,0,0
0,219590,사망유희(GLOG) 맵 3 난이도 3 A,1,219590,0,0,0,0,0,0,0,0,0
0,219600,사망유희(GLOG) 맵 3 난이도 3 B,1,219600,0,0,0,0,0,0,0,0,0
0,219610,사망유희(GLOG) 맵 3 난이도 3 C,1,219610,0,0,0,0,0,0,0,0,0
0,219620,사망유희(GLOG) 맵 3 난이도 3 D,1,219620,0,0,0,0,0,0,0,0,0
0,219630,사망유희(GLOG) 맵 3 난이도 3 E,1,219630,0,0,0,0,0,0,0,0,0
0,219640,사망유희(GLOG) 맵 3 난이도 3 F,1,219640,0,0,0,0,0,0,0,0,0
0,219650,사망유희(GLOG) 맵 3 난이도 4 SS,1,219650,0,0,0,0,0,0,0,0,0
0,219660,사망유희(GLOG) 맵 3 난이도 4 S,1,219660,0,0,0,0,0,0,0,0,0
0,219670,사망유희(GLOG) 맵 3 난이도 4 A,1,219670,0,0,0,0,0,0,0,0,0
0,219680,사망유희(GLOG) 맵 3 난이도 4 B,1,219680,0,0,0,0,0,0,0,0,0
0,219690,사망유희(GLOG) 맵 3 난이도 4 C,1,219690,0,0,0,0,0,0,0,0,0
0,219700,사망유희(GLOG) 맵 3 난이도 4 D,1,219700,0,0,0,0,0,0,0,0,0
0,219710,사망유희(GLOG) 맵 3 난이도 4 E,1,219710,0,0,0,0,0,0,0,0,0
0,219720,사망유희(GLOG) 맵 3 난이도 4 F,1,219720,0,0,0,0,0,0,0,0,0
0,219730,사망유희(GLOG) 맵 난이도 6 SSS,1,219730,0,0,0,0,0,0,0,0,0
0,220001,몬스터 드랍 잡템에서 냉기 속성석 분해 백,1,220001,0,0,0,0,0,0,0,0,0
0,220010,바람의평원1 LV 1~4,1001,35000010,0,0,0,0,0,0,0,0,0
0,220020,바람의평원2 LV 5~9,1008,31000010,31000020,32000010,32000020,33000010,33000020,34000010,34000020,0,0
0,220030,배신자의 고개1 LV 10~14,1008,31000030,31000040,32000030,32000040,33000030,33000040,34000030,34000040,0,0
0,220040,배신자의 고개2 LV 15~19,1008,31000050,31000060,32000050,32000060,33000050,33000060,34000050,34000060,0,0
0,220050,용사의 해안가1 LV 20~24,1008,31000070,31000080,32000070,32000080,33000070,33000080,34000070,34000080,0,0
0,220060,용사의 해안가2 LV 25~29,1008,31000090,31000100,32000090,32000100,33000090,33000100,34000090,34000100,0,0
0,220070,용사의 계곡 LV 30~34,1008,31000110,31000120,32000110,32000120,33000110,33000120,34000110,34000120,0,0
0,220080,위험한 폐광 LV 35~39,1008,31000130,31000140,32000130,32000140,33000130,33000140,34000130,34000140,0,0
0,220090,악마의 숨결 LV 40~44,1008,31000150,31000160,32000150,32000160,33000150,33000160,34000150,34000160,0,0
0,220100,이글거리는 늪지대 LV 45~48,1008,31000150,31000160,32000150,32000160,33000150,33000160,34000150,34000160,0,0
0,220110,큰나무 지대1 LV 49~52,1008,31000170,31000180,32000170,32000180,33000170,33000180,34000170,34000180,0,0
0,220120,큰나무 지대2 LV 53~56,1008,31000190,31000200,32000190,32000200,33000190,33000200,34000190,34000200,0,0
0,220130,신들의 안식처 LV 57~60,1008,31000190,31000200,32000190,32000200,33000190,33000200,34000190,34000200,0,0
0,220140,고요의 숲1 LV 61~64,1008,31000210,31000220,32000210,32000220,33000210,33000220,34000210,34000220,0,0
0,220150,고요의 숲2 LV 65~68,1008,31000210,31000220,32000210,32000220,33000210,33000220,34000210,34000220,0,0
0,220160,이슬의 숲1 LV 69~72,1008,31000230,31000240,32000230,32000240,33000230,33000240,34000230,34000240,0,0
0,220170,이슬의 숲2 LV 73~76,1008,31000230,31000240,32000230,32000240,33000230,33000240,34000230,34000240,0,0
0,220180,용의 탑1 LV 77~80,1008,31000250,31000260,32000250,32000260,33000250,33000260,34000250,34000260,0,0
0,220190,용의 탑2 LV 81~84,1008,31000250,31000260,32000250,32000260,33000250,33000260,34000250,34000260,0,0
0,220200,용의 탑3 LV 85~88,1008,31000250,31000260,32000250,32000260,33000250,33000260,34000250,34000260,0,0
0,220210,파렐경 던전 LV 21~25,0,0,0,0,0,0,0,0,0,0,0
0,220220,파렐경 던전 LV 27,1008,31000070,31000080,32000070,32000080,33000070,33000080,34000070,34000080,0,0
0,220230,라발론 던전 LV 41~45,0,0,0,0,0,0,0,0,0,0,0
0,220240,라발론 LV 47,1008,31000130,31000140,32000130,32000140,33000130,33000140,34000130,34000140,0,0
0,220250,사파이어던전 LV 55~56,0,0,0,0,0,0,0,0,0,0,0
0,220260,사파이어 LV 65,0,0,0,0,0,0,0,0,0,0,0
0,220270,말하는탑 던전 LV 80~81,0,0,0,0,0,0,0,0,0,0,0
0,220280,말하는 탑 LV 90,0,0,0,0,0,0,0,0,0,0,0
0,220290,배신자의 고개1 카오스 LV 25~29,1008,31000050,31000060,32000050,32000060,33000050,33000060,34000050,34000060,0,0
0,220300,배신자의 고개2 카오스 LV 30~34,1008,31000070,31000080,32000070,32000080,33000070,33000080,34000070,34000080,0,0
0,220310,용사의 해안가1 카오스 LV 35~39,1008,31000090,31000100,32000090,32000100,33000090,33000100,34000090,34000100,0,0
0,220320,용사의 해안가2 카오스 LV 40~44,1008,31000110,31000120,32000110,32000120,33000110,33000120,34000110,34000120,0,0
0,220330,용사의 계곡 카오스 LV 40~44,1008,31000110,31000120,32000110,32000120,33000110,33000120,34000110,34000120,0,0
0,220340,위험한 동굴 카오스 LV 45~48,1008,31000130,31000140,32000130,32000140,33000130,33000140,34000130,34000140,0,0
0,220350,악마의 숨결 카오스 LV 49~52,1008,31000150,31000160,32000150,32000160,33000150,33000160,34000150,34000160,0,0
0,220360,이글거리는 늪지대 카오스 LV 53~56,1008,31000150,31000160,32000150,32000160,33000150,33000160,34000150,34000160,0,0
0,220370,큰나무 지대 1 카오스 LV 57~60,1008,31000170,31000180,32000170,32000180,33000170,33000180,34000170,34000180,0,0
0,220380,큰나무 지대 2 카오스 LV 61~64,1008,31000190,31000200,32000190,32000200,33000190,33000200,34000190,34000200,0,0
0,220390,신들의 안식처 카오스 LV 65~68,1008,31000190,31000200,32000190,32000200,33000190,33000200,34000190,34000200,0,0
0,220400,잊혀진 마을 카오스 LV 69~72,1008,31000210,31000220,32000210,32000220,33000210,33000220,34000210,34000220,0,0
0,220410,잠자는 마을 카오스 LV 73~76,1008,31000210,31000220,32000210,32000220,33000210,33000220,34000210,34000220,0,0
0,220420,이슬의 숲1 카오스 LV 77~80,1008,31000230,31000240,32000230,32000240,33000230,33000240,34000230,34000240,0,0
0,220430,이슬의 숲2 카오스 LV 81~84,1008,31000230,31000240,32000230,32000240,33000230,33000240,34000230,34000240,0,0
0,220440,용의 탑1 카오스 LV 85~88,1008,31000250,31000260,32000250,32000260,33000250,33000260,34000250,34000260,0,0
0,220450,용의 탑2 카오스 LV 90~93,1008,31000270,31000280,32000270,32000280,33000270,33000280,34000270,34000280,0,0
0,220460,용의 탑3 카오스 LV 95~98,1008,31000270,31000280,32000270,32000280,33000270,33000280,34000270,34000280,0,0
0,220470,히든 망각의협곡 LV 20~24,1008,31000030,31000040,32000030,32000040,33000030,33000040,34000030,34000040,0,0
0,220480,히든 수엽고래해안가 LV 30~34,1008,31000070,31000080,32000070,32000080,33000070,33000080,34000070,34000080,0,0
0,220490,히든 용사의 계곡 LV 35~39,1008,31000090,31000100,32000090,32000100,33000090,33000100,34000090,34000100,0,0
0,220500,히든 위험한 동굴 LV 40~44,1008,31000110,31000120,32000110,32000120,33000110,33000120,34000110,34000120,0,0
0,220510,히든 이글거리는 늪지대 LV 49~52,1008,31000150,31000160,32000150,32000160,33000150,33000160,34000150,34000160,0,0
0,220520,히든 큰나무지대 1 LV 53~56,1008,31000150,31000160,32000150,32000160,33000150,33000160,34000150,34000160,0,0
0,220530,히든 큰나무지대 2 LV 57~60,1008,31000170,31000180,32000170,32000180,33000170,33000180,34000170,34000180,0,0
0,220540,히든 신들의안식처 LV 61~64,1008,31000190,31000200,32000190,32000200,33000190,33000200,34000190,34000200,0,0
0,220550,히든 잊혀진 마을 LV 65~68,1008,31000190,31000200,32000190,32000200,33000190,33000200,34000190,34000200,0,0
0,220560,히든 잠자는 마을 LV 69~72,1008,31000210,31000220,32000210,32000220,33000210,33000220,34000210,34000220,0,0
0,220570,히든 유혹의 설원 LV 73~76,1008,31000210,31000220,32000210,32000220,33000210,33000220,34000210,34000220,0,0
0,220580,히든 얼음 협곡 LV 77~80,1008,31000230,31000240,32000230,32000240,33000230,33000240,34000230,34000240,0,0
0,220590,히든 엘로라 주둔지 LV 81~84,1008,31000230,31000240,32000230,32000240,33000230,33000240,34000230,34000240,0,0
0,230001,몬스터 드랍 잡템에서 자연 속성석 분해 백,1,230001,0,0,0,0,0,0,0,0,0
0,230010,바람의평원1 LV 1~4,1001,19000000,0,0,0,0,0,0,0,0,0
0,230020,바람의평원2 LV 5~9,1001,19000005,0,0,0,0,0,0,0,0,0
0,230030,배신자의 고개1 LV 10~14,1001,19000010,0,0,0,0,0,0,0,0,0
0,230040,배신자의 고개2 LV 15~19,1001,19000040,0,0,0,0,0,0,0,0,0
0,230050,용사의 해안가1 LV 20~24,1001,19000070,0,0,0,0,0,0,0,0,0
0,230060,용사의 해안가2 LV 25~29,1001,19000080,0,0,0,0,0,0,0,0,0
0,230070,용사의 계곡 LV 30~34,1001,19000100,0,0,0,0,0,0,0,0,0
0,230080,위험한 폐광 LV 35~39,1001,19000130,0,0,0,0,0,0,0,0,0
0,230090,악마의 숨결 LV 40~44,1001,19000140,0,0,0,0,0,0,0,0,0
0,230100,이글거리는 늪지대 LV 45~48,1002,19000160,19000170,0,0,0,0,0,0,0,0
0,230110,큰나무 지대1 LV 49~52,1001,19000190,0,0,0,0,0,0,0,0,0
0,230120,큰나무 지대2 LV 53~56,1002,19000200,19000220,0,0,0,0,0,0,0,0
0,230130,신들의 안식처 LV 57~60,1001,19000220,0,0,0,0,0,0,0,0,0
0,230140,고요의 숲1 LV 61~64,1001,19000230,0,0,0,0,0,0,0,0,0
0,230150,고요의 숲2 LV 65~68,1001,19000250,0,0,0,0,0,0,0,0,0
0,230160,이슬의 숲1 LV 69~72,1001,19000280,0,0,0,0,0,0,0,0,0
0,230170,이슬의 숲2 LV 73~76,1001,19000290,0,0,0,0,0,0,0,0,0
0,230180,용의 탑1 LV 77~80,1001,19000310,0,0,0,0,0,0,0,0,0
0,230190,용의 탑2 LV 81~84,1001,19000320,0,0,0,0,0,0,0,0,0
0,230200,용의 탑3 LV 85~88,1001,19000340,0,0,0,0,0,0,0,0,0
0,230210,파렐경 던전 LV 21~25,0,0,0,0,0,0,0,0,0,0,0
0,230220,파렐경 던전 LV 27,1002,19000080,19000090,0,0,0,0,0,0,0,0
0,230230,라발론 던전 LV 41~45,0,0,0,0,0,0,0,0,0,0,0
0,230240,라발론 LV 47,1002,19000170,19000180,0,0,0,0,0,0,0,0
0,230250,사파이어던전 LV 55~56,0,0,0,0,0,0,0,0,0,0,0
0,230260,사파이어 LV 65,0,0,0,0,0,0,0,0,0,0,0
0,230270,말하는탑 던전 LV 80~81,0,0,0,0,0,0,0,0,0,0,0
0,230280,말하는 탑 LV 90,0,0,0,0,0,0,0,0,0,0,0
0,230290,배신자의 고개1 카오스 LV 25~29,1001,19000080,0,0,0,0,0,0,0,0,0
0,230300,배신자의 고개2 카오스 LV 30~34,1001,19000100,0,0,0,0,0,0,0,0,0
0,230310,용사의 해안가1 카오스 LV 35~39,1001,19000130,0,0,0,0,0,0,0,0,0
0,230320,용사의 해안가2 카오스 LV 40~44,1001,19000140,0,0,0,0,0,0,0,0,0
0,230330,용사의 계곡 카오스 LV 40~44,1001,19000140,0,0,0,0,0,0,0,0,0
0,230340,위험한 동굴 카오스 LV 45~48,1001,19000160,0,0,0,0,0,0,0,0,0
0,230350,악마의 숨결 카오스 LV 49~52,1001,19000190,0,0,0,0,0,0,0,0,0
0,230360,이글거리는 늪지대 카오스 LV 53~56,1001,19000200,0,0,0,0,0,0,0,0,0
0,230370,큰나무 지대 1 카오스 LV 57~60,1001,19000220,0,0,0,0,0,0,0,0,0
0,230380,큰나무 지대 2 카오스 LV 61~64,1001,19000230,0,0,0,0,0,0,0,0,0
0,230390,신들의 안식처 카오스 LV 65~68,1001,19000250,0,0,0,0,0,0,0,0,0
0,230400,잊혀진 마을 카오스 LV 69~72,1001,19000280,0,0,0,0,0,0,0,0,0
0,230410,잠자는 마을 카오스 LV 73~76,1001,19000290,0,0,0,0,0,0,0,0,0
0,230420,이슬의 숲1 카오스 LV 77~80,1001,19000310,0,0,0,0,0,0,0,0,0
0,230430,이슬의 숲2 카오스 LV 81~84,1001,19000320,0,0,0,0,0,0,0,0,0
0,230440,용의 탑1 카오스 LV 85~88,1001,19000340,0,0,0,0,0,0,0,0,0
0,230450,용의 탑2 카오스 LV 90~93,1001,19000340,0,0,0,0,0,0,0,0,0
