f_NationCodeStr,No,Memo,Count01,Count02,Count03,Count04,Count05,Count06,Count07,Count08,Count09,Count10,Total_Count
0,3590041,[별자리 던전]보너스 붐버 드랍 레벨41,4,4,1,0,0,0,0,0,0,0,0
0,3590042,[별자리 던전]보너스 붐버 드랍 레벨42,4,4,1,0,0,0,0,0,0,0,0
0,3590043,[별자리 던전]보너스 붐버 드랍 레벨43,4,4,1,0,0,0,0,0,0,0,0
0,3590044,[별자리 던전]보너스 붐버 드랍 레벨44,4,4,1,0,0,0,0,0,0,0,0
0,3590045,[별자리 던전]보너스 붐버 드랍 레벨45,4,4,1,0,0,0,0,0,0,0,0
0,3590046,[별자리 던전]보너스 붐버 드랍 레벨46,4,4,1,0,0,0,0,0,0,0,0
0,3590047,[별자리 던전]보너스 붐버 드랍 레벨47,4,4,1,0,0,0,0,0,0,0,0
0,3590048,[별자리 던전]보너스 붐버 드랍 레벨48,4,4,1,0,0,0,0,0,0,0,0
0,3590049,[별자리 던전]보너스 붐버 드랍 레벨49,4,4,1,0,0,0,0,0,0,0,0
0,3590050,[별자리 던전]보너스 붐버 드랍 레벨50,4,4,1,0,0,0,0,0,0,0,0
0,3590051,[별자리 던전]보너스 붐버 드랍 레벨51,4,4,1,0,0,0,0,0,0,0,0
0,3590052,[별자리 던전]보너스 붐버 드랍 레벨52,4,4,1,0,0,0,0,0,0,0,0
0,3590053,[별자리 던전]보너스 붐버 드랍 레벨53,4,4,1,0,0,0,0,0,0,0,0
0,3590054,[별자리 던전]보너스 붐버 드랍 레벨54,4,4,1,0,0,0,0,0,0,0,0
0,3590055,[별자리 던전]보너스 붐버 드랍 레벨55,4,4,1,0,0,0,0,0,0,0,0
0,3590056,[별자리 던전]보너스 붐버 드랍 레벨56,4,4,1,0,0,0,0,0,0,0,0
0,3590057,[별자리 던전]보너스 붐버 드랍 레벨57,4,4,1,0,0,0,0,0,0,0,0
0,3590058,[별자리 던전]보너스 붐버 드랍 레벨58,4,4,1,0,0,0,0,0,0,0,0
0,3590059,[별자리 던전]보너스 붐버 드랍 레벨59,4,4,1,0,0,0,0,0,0,0,0
0,3590060,[별자리 던전]보너스 붐버 드랍 레벨60,4,4,1,0,0,0,0,0,0,0,0
0,3590061,[별자리 던전]보너스 붐버 드랍 레벨61,4,4,1,0,0,0,0,0,0,0,0
0,3590062,[별자리 던전]보너스 붐버 드랍 레벨62,4,4,1,0,0,0,0,0,0,0,0
0,3590063,[별자리 던전]보너스 붐버 드랍 레벨63,4,4,1,0,0,0,0,0,0,0,0
0,3590064,[별자리 던전]보너스 붐버 드랍 레벨64,4,4,1,0,0,0,0,0,0,0,0
0,3590065,[별자리 던전]보너스 붐버 드랍 레벨65,4,4,1,0,0,0,0,0,0,0,0
0,3590066,[별자리 던전]보너스 붐버 드랍 레벨66,4,4,1,0,0,0,0,0,0,0,0
0,3590067,[별자리 던전]보너스 붐버 드랍 레벨67,4,4,1,0,0,0,0,0,0,0,0
0,3590068,[별자리 던전]보너스 붐버 드랍 레벨68,4,4,1,0,0,0,0,0,0,0,0
0,3590069,[별자리 던전]보너스 붐버 드랍 레벨69,4,4,1,0,0,0,0,0,0,0,0
0,3590070,[별자리 던전]보너스 붐버 드랍 레벨70,4,4,1,0,0,0,0,0,0,0,0
0,3590071,[별자리 던전]보너스 붐버 드랍 레벨71,4,4,1,0,0,0,0,0,0,0,0
0,3590072,[별자리 던전]보너스 붐버 드랍 레벨72,4,4,1,0,0,0,0,0,0,0,0
0,3590073,[별자리 던전]보너스 붐버 드랍 레벨73,4,4,1,0,0,0,0,0,0,0,0
0,3590074,[별자리 던전]보너스 붐버 드랍 레벨74,4,4,1,0,0,0,0,0,0,0,0
0,3590075,[별자리 던전]보너스 붐버 드랍 레벨75,4,4,1,0,0,0,0,0,0,0,0
0,3590076,[별자리 던전]보너스 붐버 드랍 레벨76,4,4,1,0,0,0,0,0,0,0,0
0,3590077,[별자리 던전]보너스 붐버 드랍 레벨77,4,4,1,0,0,0,0,0,0,0,0
0,3590078,[별자리 던전]보너스 붐버 드랍 레벨78,4,4,1,0,0,0,0,0,0,0,0
0,3590079,[별자리 던전]보너스 붐버 드랍 레벨79,4,4,1,0,0,0,0,0,0,0,0
0,3590080,[별자리 던전]보너스 붐버 드랍 레벨80,4,4,1,0,0,0,0,0,0,0,0
0,3590081,[별자리 던전]보너스 붐버 드랍 레벨81,4,4,1,0,0,0,0,0,0,0,0
0,3590082,[별자리 던전]보너스 붐버 드랍 레벨82,4,4,1,0,0,0,0,0,0,0,0
0,3590083,[별자리 던전]보너스 붐버 드랍 레벨83,4,4,1,0,0,0,0,0,0,0,0
0,3590084,[별자리 던전]보너스 붐버 드랍 레벨84,4,4,1,0,0,0,0,0,0,0,0
0,3590085,[별자리 던전]보너스 붐버 드랍 레벨85,4,4,1,0,0,0,0,0,0,0,0
0,3590086,[별자리 던전]보너스 붐버 드랍 레벨86,4,4,1,0,0,0,0,0,0,0,0
0,3590087,[별자리 던전]보너스 붐버 드랍 레벨87,4,4,1,0,0,0,0,0,0,0,0
0,3590088,[별자리 던전]보너스 붐버 드랍 레벨88,4,4,1,0,0,0,0,0,0,0,0
0,3590089,[별자리 던전]보너스 붐버 드랍 레벨89,4,4,1,0,0,0,0,0,0,0,0
0,3590090,[별자리 던전]보너스 붐버 드랍 레벨90,4,4,1,0,0,0,0,0,0,0,0
0,3590091,[별자리 던전]보너스 붐버 드랍 레벨91,4,4,1,0,0,0,0,0,0,0,0
0,3590092,[별자리 던전]보너스 붐버 드랍 레벨92,4,4,1,0,0,0,0,0,0,0,0
0,3590093,[별자리 던전]보너스 붐버 드랍 레벨93,4,4,1,0,0,0,0,0,0,0,0
0,3590094,[별자리 던전]보너스 붐버 드랍 레벨94,4,4,1,0,0,0,0,0,0,0,0
0,3590095,[별자리 던전]보너스 붐버 드랍 레벨95,4,4,1,0,0,0,0,0,0,0,0
0,3590096,[별자리 던전]보너스 붐버 드랍 레벨96,4,4,1,0,0,0,0,0,0,0,0
0,3590097,[별자리 던전]보너스 붐버 드랍 레벨97,4,4,1,0,0,0,0,0,0,0,0
0,3590098,[별자리 던전]보너스 붐버 드랍 레벨98,4,4,1,0,0,0,0,0,0,0,0
0,3590099,[별자리 던전]보너스 붐버 드랍 레벨99,4,4,1,0,0,0,0,0,0,0,0
0,3590100,[별자리 던전]보너스 붐버 드랍 레벨100,4,4,1,0,0,0,0,0,0,0,0
0,4011261,얼음 필드 미션/정예 등장 일반 몬스터,1,1,1,1,1,0,0,0,0,1,0
0,4018165,[얼음필드] 원령나무 사마귀(희귀),1,1,1,0,0,0,0,0,0,0,0
0,4019162,얼음필드 정예몬스터,1,1,1,1,1,1,1,0,0,0,0
0,4029163,영혼의안식처 정예몬스터 Lv63,1,1,1,1,1,1,1,0,0,0,0
0,4038167,[얼음필드] 눈구름 빅토르(희귀),1,1,1,0,0,0,0,0,0,0,0
0,4039165,알렉산더(정예) Lv65,1,1,1,1,1,1,1,0,0,0,0
0,4049166,곰발톱광산 정예 Lv66,1,1,1,1,1,1,1,0,0,0,0
0,4580001,보너스 붐버 드랍 레벨1,1,1,1,1,1,1,1,1,0,0,0
0,4580002,보너스 붐버 드랍 레벨2,1,1,1,1,1,1,1,1,0,0,0
0,4580003,보너스 붐버 드랍 레벨3,1,1,1,1,1,1,1,1,0,0,0
0,4580004,보너스 붐버 드랍 레벨4,1,1,1,1,1,1,1,1,0,0,0
0,4580005,보너스 붐버 드랍 레벨5,1,1,1,1,1,1,1,1,0,0,0
0,4580006,보너스 붐버 드랍 레벨6,1,1,1,1,1,1,1,1,0,0,0
0,4580007,보너스 붐버 드랍 레벨7,1,1,1,1,1,1,1,1,0,0,0
0,4580008,보너스 붐버 드랍 레벨8,1,1,1,1,1,1,1,1,0,0,0
0,4580009,보너스 붐버 드랍 레벨9,1,1,1,1,1,1,1,1,0,0,0
0,4580010,보너스 붐버 드랍 레벨10,1,1,1,1,1,1,1,1,0,0,0
0,4580011,보너스 붐버 드랍 레벨11,1,1,1,1,1,1,1,1,0,0,0
0,4580012,보너스 붐버 드랍 레벨12,1,1,1,1,1,1,1,1,0,0,0
0,4580013,보너스 붐버 드랍 레벨13,1,1,1,1,1,1,1,1,0,0,0
0,4580014,보너스 붐버 드랍 레벨14,1,1,1,1,1,1,1,1,0,0,0
0,4580015,보너스 붐버 드랍 레벨15,1,1,1,1,1,1,1,1,0,0,0
0,4580016,보너스 붐버 드랍 레벨16,1,1,1,1,1,1,1,1,0,0,0
0,4580017,보너스 붐버 드랍 레벨17,1,1,1,1,1,1,1,1,0,0,0
0,4580018,보너스 붐버 드랍 레벨18,1,1,1,1,1,1,1,1,0,0,0
0,4580019,보너스 붐버 드랍 레벨19,1,1,1,1,1,1,1,1,0,0,0
0,4580020,보너스 붐버 드랍 레벨20,1,1,1,1,1,1,1,1,0,0,0
0,4580021,보너스 붐버 드랍 레벨21,1,1,1,1,1,1,1,1,0,0,0
0,4580022,보너스 붐버 드랍 레벨22,1,1,1,1,1,1,1,1,0,0,0
0,4580023,보너스 붐버 드랍 레벨23,1,1,1,1,1,1,1,1,0,0,0
0,4580024,보너스 붐버 드랍 레벨24,1,1,1,1,1,1,1,1,0,0,0
0,4580025,보너스 붐버 드랍 레벨25,1,1,1,1,1,1,1,1,0,0,0
0,4580026,보너스 붐버 드랍 레벨26,1,1,1,1,1,1,1,1,0,0,0
0,4580027,보너스 붐버 드랍 레벨27,1,1,1,1,1,1,1,1,0,0,0
0,4580028,보너스 붐버 드랍 레벨28,1,1,1,1,1,1,1,1,0,0,0
0,4580029,보너스 붐버 드랍 레벨29,1,1,1,1,1,1,1,1,0,0,0
0,4580030,보너스 붐버 드랍 레벨30,1,1,1,1,1,1,1,1,0,0,0
0,4580031,보너스 붐버 드랍 레벨31,1,1,1,1,1,1,1,1,0,0,0
0,4580032,보너스 붐버 드랍 레벨32,1,1,1,1,1,1,1,1,0,0,0
0,4580033,보너스 붐버 드랍 레벨33,1,1,1,1,1,1,1,1,0,0,0
0,4580034,보너스 붐버 드랍 레벨34,1,1,1,1,1,1,1,1,0,0,0
0,4580035,보너스 붐버 드랍 레벨35,1,1,1,1,1,1,1,1,0,0,0
0,4580036,보너스 붐버 드랍 레벨36,1,1,1,1,1,1,1,1,0,0,0
0,4580037,보너스 붐버 드랍 레벨37,1,1,1,1,1,1,1,1,0,0,0
0,4580038,보너스 붐버 드랍 레벨38,1,1,1,1,1,1,1,1,0,0,0
0,4580039,보너스 붐버 드랍 레벨39,1,1,1,1,1,1,1,1,0,0,0
0,4580040,보너스 붐버 드랍 레벨40,1,1,1,1,1,1,1,1,0,0,0
0,4580041,보너스 붐버 드랍 레벨41,1,1,1,1,1,1,1,1,0,0,0
0,4580042,보너스 붐버 드랍 레벨42,1,1,1,1,1,1,1,1,0,0,0
0,4580043,보너스 붐버 드랍 레벨43,1,1,1,1,1,1,1,1,0,0,0
0,4580044,보너스 붐버 드랍 레벨44,1,1,1,1,1,1,1,1,0,0,0
0,4580045,보너스 붐버 드랍 레벨45,1,1,1,1,1,1,1,1,0,0,0
0,4580046,보너스 붐버 드랍 레벨46,1,1,1,1,1,1,1,1,0,0,0
0,4580047,보너스 붐버 드랍 레벨47,1,1,1,1,1,1,1,1,0,0,0
0,4580048,보너스 붐버 드랍 레벨48,1,1,1,1,1,1,1,1,0,0,0
0,4580049,보너스 붐버 드랍 레벨49,1,1,1,1,1,1,1,1,0,0,0
0,4580050,보너스 붐버 드랍 레벨50,1,1,1,1,1,1,1,1,0,0,0
0,4580051,보너스 붐버 드랍 레벨51,1,1,1,1,1,1,1,1,0,0,0
0,4580052,보너스 붐버 드랍 레벨52,1,1,1,1,1,1,1,1,0,0,0
0,4580053,보너스 붐버 드랍 레벨53,1,1,1,1,1,1,1,1,0,0,0
0,4580054,보너스 붐버 드랍 레벨54,1,1,1,1,1,1,1,1,0,0,0
0,4580055,보너스 붐버 드랍 레벨55,1,1,1,1,1,1,1,1,0,0,0
0,4580056,보너스 붐버 드랍 레벨56,1,1,1,1,1,1,1,1,0,0,0
0,4580057,보너스 붐버 드랍 레벨57,1,1,1,1,1,1,1,1,0,0,0
0,4580058,보너스 붐버 드랍 레벨58,1,1,1,1,1,1,1,1,0,0,0
0,4580059,보너스 붐버 드랍 레벨59,1,1,1,1,1,1,1,1,0,0,0
0,4580060,보너스 붐버 드랍 레벨60,1,1,1,1,1,1,1,1,0,0,0
0,4580061,보너스 붐버 드랍 레벨61,1,1,1,1,1,1,1,1,0,0,0
0,4580062,보너스 붐버 드랍 레벨62,1,1,1,1,1,1,1,1,0,0,0
0,4580063,보너스 붐버 드랍 레벨63,1,1,1,1,1,1,1,1,0,0,0
0,4580064,보너스 붐버 드랍 레벨64,1,1,1,1,1,1,1,1,0,0,0
0,4580065,보너스 붐버 드랍 레벨65,1,1,1,1,1,1,1,1,0,0,0
0,4580066,보너스 붐버 드랍 레벨66,1,1,1,1,1,1,1,1,0,0,0
0,4580067,보너스 붐버 드랍 레벨67,1,1,1,1,1,1,1,1,0,0,0
0,4580068,보너스 붐버 드랍 레벨68,1,1,1,1,1,1,1,1,0,0,0
0,4580069,보너스 붐버 드랍 레벨69,1,1,1,1,1,1,1,1,0,0,0
0,4580070,보너스 붐버 드랍 레벨70,1,1,1,1,1,1,1,1,0,0,0
0,4580071,보너스 붐버 드랍 레벨71,1,1,1,1,1,1,1,1,0,0,0
0,4580072,보너스 붐버 드랍 레벨72,1,1,1,1,1,1,1,1,0,0,0
0,4580073,보너스 붐버 드랍 레벨73,1,1,1,1,1,1,1,1,0,0,0
0,4580074,보너스 붐버 드랍 레벨74,1,1,1,1,1,1,1,1,0,0,0
0,4580075,보너스 붐버 드랍 레벨75,1,1,1,1,1,1,1,1,0,0,0
0,4580076,보너스 붐버 드랍 레벨76,1,1,1,1,1,1,1,1,0,0,0
0,4580077,보너스 붐버 드랍 레벨77,1,1,1,1,1,1,1,1,0,0,0
0,4580078,보너스 붐버 드랍 레벨78,1,1,1,1,1,1,1,1,0,0,0
0,4580079,보너스 붐버 드랍 레벨79,1,1,1,1,1,1,1,1,0,0,0
0,4580080,보너스 붐버 드랍 레벨80,1,1,1,1,1,1,1,1,0,0,0
0,4580081,보너스 붐버 드랍 레벨81,1,1,1,1,1,1,1,1,0,0,0
0,4580082,보너스 붐버 드랍 레벨82,1,1,1,1,1,1,1,1,0,0,0
0,4580083,보너스 붐버 드랍 레벨83,1,1,1,1,1,1,1,1,0,0,0
0,4580084,보너스 붐버 드랍 레벨84,1,1,1,1,1,1,1,1,0,0,0
0,4580085,보너스 붐버 드랍 레벨85,1,1,1,1,1,1,1,1,0,0,0
0,4580086,보너스 붐버 드랍 레벨86,1,1,1,1,1,1,1,1,0,0,0
0,4580087,보너스 붐버 드랍 레벨87,1,1,1,1,1,1,1,1,0,0,0
0,4580088,보너스 붐버 드랍 레벨88,1,1,1,1,1,1,1,1,0,0,0
0,4580089,보너스 붐버 드랍 레벨89,1,1,1,1,1,1,1,1,0,0,0
0,4580090,보너스 붐버 드랍 레벨90,1,1,1,1,1,1,1,1,0,0,0
0,4580091,보너스 붐버 드랍 레벨91,1,1,1,1,1,1,1,1,0,0,0
0,4580092,보너스 붐버 드랍 레벨92,1,1,1,1,1,1,1,1,0,0,0
0,4580093,보너스 붐버 드랍 레벨93,1,1,1,1,1,1,1,1,0,0,0
0,4580094,보너스 붐버 드랍 레벨94,1,1,1,1,1,1,1,1,0,0,0
0,4580095,보너스 붐버 드랍 레벨95,1,1,1,1,1,1,1,1,0,0,0
0,4580096,보너스 붐버 드랍 레벨96,1,1,1,1,1,1,1,1,0,0,0
0,4580097,보너스 붐버 드랍 레벨97,1,1,1,1,1,1,1,1,0,0,0
0,4580098,보너스 붐버 드랍 레벨98,1,1,1,1,1,1,1,1,0,0,0
0,4580099,보너스 붐버 드랍 레벨99,1,1,1,1,1,1,1,1,0,0,0
0,4580100,보너스 붐버 드랍 레벨100,1,1,1,1,1,1,1,1,0,0,0
0,5000010,by reOiL coin event,1,1,1,0,0,0,0,0,0,0,0
0,5000020,by reOiL coin event ItemContainer,0,0,0,0,0,0,0,0,0,0,0
0,5000030,Devilstone Drop,1,0,0,0,0,0,0,0,0,0,0
0,5000040,Haruka Fresh Cherry Blossom Drop,1,0,0,0,0,0,0,0,0,0,0
0,5000050,2022 April Event,1,1,1,0,0,0,0,0,0,0,0
0,5000060,2022 April Event ItemContainer,0,0,0,0,0,0,0,0,0,0,0
0,6112101,잘익은 쿠키,1,1,1,1,1,1,1,1,1,1,0
0,6112201,덜익은 쿠키,1,1,1,1,1,1,1,1,1,1,0
0,6112301,초코 쿠키,1,1,1,1,1,1,1,1,1,1,0
0,6113101,초코송이,1,1,1,1,1,1,1,1,1,1,0
0,6113201,화이트 초코송이,1,1,1,1,1,1,1,1,1,1,0
0,6113301,딸기 초코송이,1,1,1,1,1,1,1,1,1,1,0
0,6114101,딸기 푸딩,1,1,1,1,1,1,1,1,1,1,0
0,6114201,블루베리 푸딩,1,1,1,1,1,1,1,1,1,1,0
0,6114301,키위 푸딩,1,1,1,1,1,1,1,1,1,1,0
0,6115101,쿠키 초콜렛,1,1,1,1,1,1,1,1,1,1,0
0,6115201,파티용 초콜렛,1,1,1,1,1,1,1,1,1,1,0
0,6115301,아몬드 초콜렛,1,1,1,1,1,1,1,1,1,1,0
0,6116101,제과점 보초,1,1,1,1,1,1,1,1,1,1,0
0,6116201,사탕가게 보초,1,1,1,1,1,1,1,1,1,1,0
0,6116301,아이스크림 보초,1,1,1,1,1,1,1,1,1,1,0
0,6117101,치즈 샌드위치,1,1,1,1,1,1,1,1,1,1,0
0,6117201,아몬드 샌드위치,1,1,1,1,1,1,1,1,1,1,0
0,6117301,토마토 샌드위치,1,1,1,1,1,1,1,1,1,1,0
0,6118100,멜로우 초목이,1,1,1,1,1,1,1,1,1,0,0
0,6118200,마스터 머신,0,0,0,0,0,0,0,0,0,0,0
63,6118210,과자공장(Glog)미션보상,1,1,1,1,1,1,1,1,1,1,0
0,6119124,청년 복어,1,1,1,1,1,0,0,0,0,0,0
0,6119224,산란기 복어,1,1,1,1,1,0,0,0,0,0,0
0,6119324,싱글 복어,1,1,1,1,1,0,0,0,0,0,0
0,6121124,펑크 하마,1,1,1,1,1,0,0,0,0,0,0
0,6121224,폭주족 하마,1,1,1,1,1,0,0,0,0,0,0
0,6121324,제비족 하마,1,1,1,1,1,0,0,0,0,0,0
0,6122124,이끼 낀 골렘,1,1,1,1,1,0,0,0,0,0,0
0,6122224,버려진 자수정 골렘,1,1,1,1,1,0,0,0,0,0,0
0,6122324,깨진 보석 골렘,1,1,1,1,1,0,0,0,0,0,0
0,6123124,채식주의 다일,1,1,1,1,1,0,0,0,0,0,0
0,6123224,럭셔리 다일,1,1,1,1,1,0,0,0,0,0,0
0,6123324,해물팔이 다일,1,1,1,1,1,0,0,0,0,0,0
0,6200200,90103[아케이드]용자의 길 1 SSS,0,0,0,0,0,0,0,0,0,0,0
0,6200400,90103[아케이드]용자의 길 1 SS,0,0,0,0,0,0,0,0,0,0,0
0,6200600,90103[아케이드]용자의 길 1 S,0,0,0,0,0,0,0,0,0,0,0
0,6200800,90103[아케이드]용자의 길 1 A,0,0,0,0,0,0,0,0,0,0,0
0,6201000,90103[아케이드]용자의 길 1 B,0,0,0,0,0,0,0,0,0,0,0
0,6201200,90103[아케이드]용자의 길 1 C,0,0,0,0,0,0,0,0,0,0,0
0,6201400,90103[아케이드]용자의 길 1 D,0,0,0,0,0,0,0,0,0,0,0
0,6201600,90103[아케이드]용자의 길 1 E,0,0,0,0,0,0,0,0,0,0,0
0,6201800,90103[아케이드]용자의 길 1 F,0,0,0,0,0,0,0,0,0,0,0
0,6202000,90103[아케이드]용자의 길 2 SSS,0,0,0,0,0,0,0,0,0,0,0
0,6202200,90103[아케이드]용자의 길 2 SS,0,0,0,0,0,0,0,0,0,0,0
0,6202400,90103[아케이드]용자의 길 2 S,0,0,0,0,0,0,0,0,0,0,0
0,6202600,90103[아케이드]용자의 길 2 A,0,0,0,0,0,0,0,0,0,0,0
0,6202800,90103[아케이드]용자의 길 2 B,0,0,0,0,0,0,0,0,0,0,0
0,6203000,90103[아케이드]용자의 길 2 C,0,0,0,0,0,0,0,0,0,0,0
0,6203200,90103[아케이드]용자의 길 2 D,0,0,0,0,0,0,0,0,0,0,0
0,6203400,90103[아케이드]용자의 길 2 E,0,0,0,0,0,0,0,0,0,0,0
0,6203600,90103[아케이드]용자의 길 2 F,0,0,0,0,0,0,0,0,0,0,0
0,6603210,테스트용 절구토끼 드랍 백(인스턴트아이템),1,0,0,0,0,0,0,0,0,0,0
0,7000004,가다코인,1,0,0,0,0,0,0,0,0,0,0
0,7000005,부활코인,1,0,0,0,0,0,0,0,0,0,0
0,7000006,가다코인 Lv2,1,2,3,4,0,0,0,0,0,0,0
0,7000008,가다코인 Lv3,1,2,3,4,5,6,0,0,0,0,0
0,7000010,가다코인 Lv4,1,2,3,4,5,6,7,8,0,0,0
0,7000012,가다코인 Lv5,1,2,3,4,5,6,7,8,9,10,0
0,7000014,가다코인 2개,2,0,0,0,0,0,0,0,0,0,0
0,7000016,가다코인 3개,3,0,0,0,0,0,0,0,0,0,0
0,7000018,가다코인 4개,4,0,0,0,0,0,0,0,0,0,0
0,7000020,가다코인 5개,5,0,0,0,0,0,0,0,0,0,0
0,7000104,가다코인,1,1,0,0,0,0,0,0,0,0,0
0,7000114,가다코인 2개,2,1,0,0,0,0,0,0,0,0,0
0,7000116,가다코인 3개,3,1,0,0,0,0,0,0,0,0,0
0,7000118,가다코인 4개,4,1,0,0,0,0,0,0,0,0,0
0,7000120,가다코인 5개,5,1,0,0,0,0,0,0,0,0,0
0,7009600,데스 마스터 3단계,1,1,1,1,0,0,0,0,0,0,0
0,7009601,데스 마스터 4단꼐,1,1,1,1,0,0,0,0,0,0,0
0,7015901,삼바바 2단계,1,1,1,1,0,0,0,0,0,0,0
0,7015902,삼바바 3단계,1,1,1,1,0,0,0,0,0,0,0
0,7015903,삼바바 4단계,1,1,1,1,0,0,0,0,0,0,0
0,7271000,크리스마스 협동 퀘스트 용 아이템 백,1,1,0,0,0,0,0,0,0,0,0
0,7271090,크리스마스 희귀몹 백,1,1,0,0,0,0,0,0,0,0,0
0,7603104,[부활절이벤트] 백그룹 선택확률,0,0,0,0,0,0,0,0,0,0,0
0,7603200,절구토끼 1~30 수량,2,2,2,0,0,0,0,0,0,0,0
0,7603201,절구토끼 31~50 수량,3,2,2,0,0,0,0,0,0,0,0
0,7603202,절구토끼 51~70 수량,4,2,2,0,0,0,0,0,0,0,0
0,8104600,f6 보스쿠티-정예,1,1,1,1,1,1,1,1,0,0,0
0,8104700,f7 초콜릿 보관소 -정예,1,1,1,1,1,1,1,1,0,0,0
0,8104800,발렌타인 이벤트 일반 몬스터 ,1,1,1,1,1,1,1,1,1,0,0
0,8104900,발렌타인 이벤트 일반 몬스터 ,1,1,1,1,1,1,1,1,0,0,0
0,9013105,[한국] 히든맵 악마의영혼석 (20%하향),0,0,0,0,0,0,0,0,0,0,0
0,9013106,[한국] 히든맵 장비드랍 수정 (1~3%),0,0,0,0,0,0,0,0,0,0,0
0,9980100,별자리 난이도 관련 몬스터 출현 확률[레어],0,0,0,0,0,0,0,0,0,0,0
0,9980200,별자리 난이도 관련 몬스터 출현 확률[영웅],0,0,0,0,0,0,0,0,0,0,0
0,9980300,별자리 난이도 관련 이펙트 선택 확률[레어],0,0,0,0,0,0,0,0,0,0,0
0,9980400,별자리 난이도 관련 이펙트 선택 확률[영웅],0,0,0,0,0,0,0,0,0,0,0
0,9980500,별자리 난이도 관련 이펙트 선택 확률[방어형],0,0,0,0,0,0,0,0,0,0,0
0,9980600,별자리 난이도 관련 이펙트 선택 확률[공격형],0,0,0,0,0,0,0,0,0,0,0
0,9980700,별자리 난이도 관련 이펙트 선택 확률[공격형],0,0,0,0,0,0,0,0,0,0,0
0,11000010,전사 1차 무기 LV 1~13 ★★★,1,1,1,1,1,0,0,0,0,0,0
0,11000020,전사 2차 무기 LV 14~20 ★★★,1,1,1,1,1,0,0,0,0,0,0
0,11000030,전사 3차 무기 LV 21~27 ★★★,1,1,1,1,1,0,0,0,0,0,0
0,11000040,전사 4차 무기 LV 28~34 ★★★,1,1,1,1,1,0,0,0,0,0,0
0,11000050,전사 5차 무기 LV 35~41 ★★★,1,1,1,1,1,0,0,0,0,0,0
0,11000060,전사 6차 무기 LV 42~48 ★★★,1,1,1,1,1,0,0,0,0,0,0
0,11000070,전사 7차 무기 LV 49~55 ★★★,1,1,1,1,1,0,0,0,0,0,0
0,11000080,전사 8차 무기 LV 56~62 ★★★,1,1,1,1,1,0,0,0,0,0,0
0,11000090,전사 9차 무기 LV 63~69 ★★★,1,1,1,1,1,0,0,0,0,0,0
0,11000100,전사 10차 무기 LV 70~76 ★★★,1,1,1,1,1,0,0,0,0,0,0
0,11000110,전사 11차 무기 LV 77~83 ★★★,1,1,1,1,1,0,0,0,0,0,0
0,11000120,전사 12차 무기 LV 84~90 ★★★,1,1,1,1,1,0,0,0,0,0,0
0,11000130,전사 13차 무기 LV 91~97 ★★★,1,1,1,1,1,0,0,0,0,0,0
0,11100400,대미궁 65LV 무기 8종,1,1,1,1,1,1,1,1,0,0,0
0,12000010,투사 3차 무기 LV 21~27 ★★★,1,1,1,1,1,0,0,0,0,0,0
0,12000020,투사 4차 무기 LV 28~34 ★★★,1,1,1,1,1,0,0,0,0,0,0
0,12000030,투사 5차 무기 LV 35~41 ★★★,1,1,1,1,1,0,0,0,0,0,0
0,12000040,투사 6차 무기 LV 42~48 ★★★,1,1,1,1,1,0,0,0,0,0,0
0,12000050,투사 7차 무기 LV 49~55 ★★★,1,1,1,1,1,0,0,0,0,0,0
0,12000060,투사 8차 무기 LV 56~62 ★★★,1,1,1,1,1,0,0,0,0,0,0
0,12000070,투사 9차 무기 LV 63~69 ★★★,1,1,1,1,1,0,0,0,0,0,0
0,12000080,투사 10차 무기 LV 70~76 ★★★,1,1,1,1,1,0,0,0,0,0,0
0,12000090,투사 11차 무기 LV 77~83 ★★★,1,1,1,1,1,0,0,0,0,0,0
0,12000100,투사 12차 무기 LV 84~90 ★★★,1,1,1,1,1,0,0,0,0,0,0
0,12000110,투사 13차 무기 LV 91~97 ★★★,1,1,1,1,1,0,0,0,0,0,0
0,13000010,메지션 1차 무기 LV 1~13 ★★★,1,1,1,1,1,0,0,0,0,0,0
0,13000020,메지션 2차 무기 LV 14~20 ★★★,1,1,1,1,1,0,0,0,0,0,0
0,13000030,메지션 3차 무기 LV 21~27 ★★★,1,1,1,1,1,0,0,0,0,0,0
0,13000040,메지션 4차 무기 LV 28~34 ★★★,1,1,1,1,1,0,0,0,0,0,0
0,13000050,메지션 5차 무기 LV 35~41 ★★★,1,1,1,1,1,0,0,0,0,0,0
0,13000060,메지션 6차 무기 LV 42~48 ★★★,1,1,1,1,1,0,0,0,0,0,0
0,13000070,메지션 7차 무기 LV 49~55 ★★★,1,1,1,1,1,0,0,0,0,0,0
0,13000080,메지션 8차 무기 LV 56~62 ★★★,1,1,1,1,1,0,0,0,0,0,0
0,13000090,메지션 9차 무기 LV 63~69 ★★★,1,1,1,1,1,0,0,0,0,0,0
0,13000100,메지션 10차 무기 LV 70~76 ★★★,1,1,1,1,1,0,0,0,0,0,0
0,13000110,메지션 11차 무기 LV 77~83 ★★★,1,1,1,1,1,0,0,0,0,0,0
0,13000120,메지션 12차 무기 LV 84~90 ★★★,1,1,1,1,1,0,0,0,0,0,0
0,13000130,메지션 13차 무기 LV 91~97 ★★★,1,1,1,1,1,0,0,0,0,0,0
