IDX,f_NationCodeStr,MapNo,MapKey,Attribute,Memo,NameNo,XmlPath,ZoneCX,ZoneCY,ZoneCZ,Continent,HometownNo,Hidden_Index,Abil01,Abil02,Abil03,Abil04,Abil05,Recommend_Level,Recommend_Party,Group_TXT,LevelLimit_Min,LevelLimit_Max,DESCRIPTION_TEXT,PartyBreakIn,PartyBreakIn_Item,PartyBreakIn_CashItem
13040,0,9012215,0,517,[30]암흑의 스카이피 신전 5 [F2],9012212,World/01_Ingrid/100_Chaos/012215_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,30,0,515475,0,0,0,1,0,0
13041,0,9012216,0,517,[30]암흑의 스카이피 신전 6 [F2],9012212,World/01_Ingrid/100_Chaos/012216_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,30,0,515475,0,0,0,1,0,0
13044,0,9012219,0,517,[30]암흑의 스카이피 신전 로드 오브 나이트 정예 [F2],9012219,World/01_Ingrid/100_Chaos/012219_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,30,0,515475,0,0,0,0,0,0
13045,0,9012601,0,517,[35]암흑의 위험한동굴 1 [F2],9012600,World/01_Ingrid/100_Chaos/012601_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,35,0,505693,0,0,0,1,0,0
13046,0,9012602,0,517,[35]암흑의 위험한동굴 2 [F2],9012600,World/01_Ingrid/100_Chaos/012602_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,35,0,505693,0,0,0,1,0,0
13047,0,9012603,0,517,[35]암흑의 위험한동굴 3 [F2],9012600,World/01_Ingrid/100_Chaos/012603_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,35,0,505693,0,0,0,1,0,0
13048,0,9012604,0,517,[35]암흑의 위험한동굴 4 [F2],9012600,World/01_Ingrid/100_Chaos/012604_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,35,0,505693,0,0,0,1,0,0
13049,0,9012605,0,517,[35]암흑의 위험한동굴 5 [F2],9012600,World/01_Ingrid/100_Chaos/012605_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,35,0,505693,0,0,0,1,0,0
13050,0,9012606,0,517,[35]암흑의 위험한동굴 6 [F2],9012600,World/01_Ingrid/100_Chaos/012606_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,35,0,505693,0,0,0,1,0,0
13053,0,9012609,0,517,[35]암흑의 위험한동굴 맘모두더지 아투 정예 [F2],9012609,World/01_Ingrid/100_Chaos/012609_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,35,0,505693,0,0,0,0,0,0
31002,0,9013100,152,256,노틸러스의 분노[히든 필드],9013100,World/01_Ingrid/200_Hidden/013100_HF.xml,600,600,6000,1,0,0,0,0,0,0,0,30,0,510124,0,0,0,1,0,0
31003,0,9013200,153,256,위험한 성지 [히든 필드],9013200,World/01_Ingrid/200_Hidden/013200_HF.xml,600,600,6000,1,0,0,0,0,0,0,0,35,0,510125,0,0,0,1,0,0
31000,0,9013300,150,256,바람평원의 위기 [히든 필드],9013300,World/01_Ingrid/200_Hidden/013300_HF.xml,600,600,6000,1,0,0,0,0,0,0,0,12,0,510126,0,0,0,1,0,0
31004,0,9013600,154,256,발록의 둥지 [히든 필드],9013600,World/01_Ingrid/200_Hidden/013600_HF.xml,600,600,6000,1,0,0,0,0,0,0,0,40,0,510128,0,0,0,1,0,0
15000,0,9014101,0,5,[20]수염고래 해변의 침공(수염고래 해안가) [F5],9014101,World/01_Ingrid/300_scenario/014101_FD.xml,600,600,6000,0,0,0,0,0,0,0,0,20,0,505756,0,0,0,0,0,0
15001,0,9014131,0,5,[25]스티븐 해변의 침공(스티븐 무역항) [F5],9014131,World/01_Ingrid/300_scenario/014131_FD.xml,600,600,6000,0,0,0,0,0,0,0,0,25,0,506398,0,0,0,0,0,0
15002,0,9014132,0,5,[25]바다의 무덤(스티븐 무역항) [F5],9014132,World/01_Ingrid/300_scenario/014132_FD.xml,600,600,6000,0,0,0,0,0,0,0,0,25,0,506398,0,0,0,0,0,0
16000,0,9014139,0,5,[25]스티븐 무역항 방어전 [F6],9014139,World/01_Ingrid/300_scenario/014139_FD.xml,900,900,2000,1,0,0,0,0,0,0,0,25,0,506398,0,0,0,0,0,0
16001,0,9014150,0,5,[25]칼리곤 선단 방어전[F6],9014150,World/01_Ingrid/500_Defense_Mode/014150_DF.xml,900,900,2000,1,0,0,0,0,0,0,0,25,0,510105,0,0,0,0,0,0
15013,0,9014200,0,5,[30]파리스 섬멸전(스카이피 신전) [F5],9014200,World/01_Ingrid/300_scenario/014200_FD.xml,3000,500,3000,0,0,0,0,0,0,0,0,30,0,515475,0,0,0,0,0,0
16002,0,9014209,0,5,[30]미리내 신전 방어전 [F6],9014209,World/01_Ingrid/300_scenario/014209_FD.xml,900,900,2000,1,0,0,0,0,0,0,0,30,0,508229,0,0,0,0,0,0
16003,0,9014219,0,5,[30]스카이피 신전 방어전 [F6],9014219,World/01_Ingrid/300_scenario/014219_FD.xml,900,900,2000,1,0,0,0,0,0,0,0,30,0,515475,0,0,0,0,0,0
15006,0,9014301,0,5,[01]짐승의 거리(용자의 길) [F5],9014301,World/01_Ingrid/300_scenario/014301_FD.xml,600,600,6000,0,0,0,0,0,0,0,0,1,0,510107,0,0,0,0,0,0
15007,0,9014333,0,5,[03]바람의 언덕(숙련된 용자의 길) [F5],9014333,World/01_Ingrid/300_scenario/014333_FD.xml,600,600,6000,0,0,0,0,0,0,0,0,3,0,503560,0,0,0,0,0,0
46026,0,9014400,0,5,[이벤트]하루카 초밥집 방어전 [F6],9014400,World/93_EventMap/400_Defense_Mode/014400_DF.xml,900,900,2000,1,0,0,0,0,0,0,0,0,0,510134,0,0,0,0,0,0
15008,0,9014401,0,5,[07]소문의 숲([07]배신자 고개) [F5],9014401,World/01_Ingrid/300_scenario/014401_FD.xml,600,600,6000,0,0,0,0,0,0,0,0,7,0,501265,0,0,0,0,0,0
15009,0,9014433,0,5,[14]울음소리 고개(망각의 협곡) [F5],9014433,World/01_Ingrid/300_scenario/014433_FD.xml,600,600,6000,0,0,0,0,0,0,0,0,14,0,509202,0,0,0,0,0,0
15010,0,9014435,0,5,[14]잊혀진 길(망각의 협곡) [F5],9014435,World/01_Ingrid/300_scenario/014435_FD.xml,600,600,6000,0,0,0,0,0,0,0,0,14,0,509202,0,0,0,0,0,0
46030,0,9014500,0,5,[이벤트]붉은여왕 성 전략 방어전 [F7],9014500,World/93_EventMap/400_Defense_Mode/014500_DF.xml,20000,20000,20000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46033,0,9014600,0,5,[이벤트]과자공장 방어전 [F6],9014600,World/93_EventMap/400_Defense_Mode/014600_DF.xml,900,900,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42120,0,9014601,0,5,[35]채굴지대(위험한 동굴) [F5],9014601,World/01_Ingrid/300_scenario/014601_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,35,0,505693,0,0,0,0,0,0
15011,0,9014603,0,5,[35]산호지대(위험한 동굴) [F5],9014603,World/01_Ingrid/300_scenario/014603_FD.xml,600,600,6000,0,0,0,0,0,0,0,0,35,0,505693,0,0,0,0,0,0
16004,0,9014609,0,5,[35]위험한 동굴 방어전 [F6],9014609,World/01_Ingrid/300_scenario/014609_FD.xml,900,900,2000,1,0,0,0,0,0,0,0,35,0,505693,0,0,0,0,0,0
46035,0,9014700,0,5,[이벤트]과자공장 전략 방어전[F7],9014700,World/93_EventMap/400_Defense_Mode/014700_DF.xml,20000,20000,20000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46000,0,9015101,0,5,[이벤트]죽음의 게임 촬영장 미션 1 [F1],9015101,World/93_EventMap/01_Level/015101_EM.xml,1000,1000,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46001,0,9015102,0,5,[이벤트]죽음의 게임 촬영장 미션 2 [F1],9015101,World/93_EventMap/01_Level/015102_EM.xml,1000,1000,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46002,0,9015103,0,5,[이벤트]죽음의 게임 촬영장 미션 3 [F1],9015101,World/93_EventMap/01_Level/015103_EM.xml,1000,1000,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46003,0,9015104,0,5,[이벤트]죽음의 게임 촬영장 미션 4 [F1],9015101,World/93_EventMap/01_Level/015104_EM.xml,1000,1000,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46004,0,9015105,0,5,[이벤트]죽음의 게임 촬영장 미션 5 [F1],9015101,World/93_EventMap/01_Level/015105_EM.xml,1000,1000,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46005,0,9015106,0,5,[이벤트]죽음의 게임 촬영장 미션 6 [F1],9015101,World/93_EventMap/01_Level/015106_EM.xml,1000,1000,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46006,0,9015109,0,5,[이벤트]죽음의 게임 사장 직무실 보스 [F1],9015109,World/93_EventMap/01_Level/015109_EM.xml,3000,3000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46007,0,9015110,0,5,[이벤트]죽음의 게임 사장 직무실 보스 [F1] 부서진 배경,9015110,World/93_EventMap/01_Level/015110_EM.xml,3000,3000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46015,0,9015120,0,5,[이벤트]마스터 머신 보스 [F1],9015120,World/93_EventMap/01_Level/015120_EM.xml,500,600,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46008,0,9015121,0,5,[이벤트]과자공장 미션1 [F1],9015120,World/93_EventMap/01_Level/015121_EM.xml,500,600,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46009,0,9015122,0,5,[이벤트]과자공장 미션2 [F1],9015120,World/93_EventMap/01_Level/015122_EM.xml,500,600,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46010,0,9015123,0,5,[이벤트]과자공장 미션3 [F1],9015120,World/93_EventMap/01_Level/015123_EM.xml,500,600,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46011,0,9015124,0,5,[이벤트]과자공장 미션4 [F1],9015120,World/93_EventMap/01_Level/015124_EM.xml,500,600,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46012,0,9015125,0,5,[이벤트]과자공장 미션5 [F1],9015120,World/93_EventMap/01_Level/015125_EM.xml,500,600,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46013,0,9015126,0,5,[이벤트]과자공장 미션6 [F1],9015120,World/93_EventMap/01_Level/015126_EM.xml,500,600,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46014,0,9015129,0,5,[이벤트]멜로우 초목이정예 [F1],9015129,World/93_EventMap/01_Level/015129_EM.xml,500,600,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46031,0,9015130,0,0,[이벤트]과자공장 입구 [대필드],9015130,World/93_EventMap/01_Level/015130_EM.xml,1000,1000,250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,0,9015200,0,4096,[결혼]결혼식장 ,9015200,World/93_EventMap/100_Wedding/015200_WD.xml,600,3000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46016,0,9015400,0,16,[이벤트]벚꽃 언덕 [대필드],9015400,World/93_EventMap/01_Level/015400_EM.xml,1000,1000,250,1,0,0,0,0,0,0,0,0,0,510134,0,0,0,1,0,0
46017,0,9015401,0,5,[이벤트]하루카 초밥집 미션1 [F1],9015401,World/93_EventMap/01_Level/015401_EM.xml,1000,1000,250,1,0,0,0,0,0,0,0,0,0,510134,0,0,0,1,0,0
46018,0,9015402,0,5,[이벤트]하루카 초밥집 미션2 [F1],9015401,World/93_EventMap/01_Level/015402_EM.xml,1000,1000,250,1,0,0,0,0,0,0,0,0,0,510134,0,0,0,1,0,0
46019,0,9015403,0,5,[이벤트]하루카 초밥집 미션3 [F1],9015401,World/93_EventMap/01_Level/015403_EM.xml,1000,1000,250,1,0,0,0,0,0,0,0,0,0,510134,0,0,0,1,0,0
46020,0,9015404,0,5,[이벤트]하루카 초밥집 미션4 [F1],9015401,World/93_EventMap/01_Level/015404_EM.xml,1000,1000,250,1,0,0,0,0,0,0,0,0,0,510134,0,0,0,1,0,0
46021,0,9015405,0,5,[이벤트]하루카 초밥집 미션5 [F1],9015401,World/93_EventMap/01_Level/015405_EM.xml,1000,1000,250,1,0,0,0,0,0,0,0,0,0,510134,0,0,0,1,0,0
46022,0,9015406,0,5,[이벤트]하루카 초밥집 미션6 [F1],9015401,World/93_EventMap/01_Level/015406_EM.xml,1000,1000,250,1,0,0,0,0,0,0,0,0,0,510134,0,0,0,1,0,0
46023,0,9015407,0,5,[이벤트]하루카 초밥집 미션7 [F1],9015401,World/93_EventMap/01_Level/015407_EM.xml,1000,1000,250,1,0,0,0,0,0,0,0,0,0,510134,0,0,0,1,0,0
46024,0,9015408,0,5,[이벤트]하루카 초밥집 미션8 [F1],9015401,World/93_EventMap/01_Level/015408_EM.xml,1000,1000,250,1,0,0,0,0,0,0,0,0,0,510134,0,0,0,1,0,0
46025,0,9015409,0,5,[이벤트]하루카 초밥집 턱주가리 주방장 보스 [F1],9015409,World/93_EventMap/01_Level/015409_EM.xml,1000,1000,250,1,0,0,0,0,0,0,0,0,0,510134,0,0,0,0,0,0
46027,0,9015500,0,0,[이벤트]붉은여왕 성 입구 [대필드],9015500,World/93_EventMap/01_Level/015500_EM.xml,600,600,6000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46028,0,9015508,0,1,[이벤트]붉은여왕 성 [던전],9015508,World/93_EventMap/01_Level/015508_EM.xml,600,600,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46029,0,9015509,0,9,[이벤트]붉은여왕 [던전],9015509,World/93_EventMap/01_Level/015509_EM.xml,3000,3000,3000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46032,0,9015600,0,16,[이벤트]게펜마을 [대필드],9015600,World/93_EventMap/01_Level/015600_EM.xml,600,600,250,1,0,0,0,0,0,0,0,20,0,510129,0,0,0,1,0,0
46034,0,9015610,0,9,[이벤트]오크필드 [던전],9015610,World/93_EventMap/01_Level/015610_EM.xml,600,600,6000,0,0,0,0,0,0,0,0,20,4,510130,0,0,90156100,1,0,0
46036,0,9015620,0,9,[이벤트]글레스트헤임(일반) [던전],9015620,World/93_EventMap/01_Level/015620_EM.xml,600,600,6000,0,0,0,0,0,0,0,0,40,0,510131,0,0,0,1,0,0
46037,0,9015630,0,9,[이벤트]글레스트헤임(레어) [던전],9015630,World/93_EventMap/01_Level/015630_EM.xml,600,600,6000,0,0,0,0,0,0,0,0,50,0,510131,0,0,0,1,0,0
46038,0,9015640,0,9,[이벤트]글레스트헤임(영웅) [던전],9015640,World/93_EventMap/01_Level/015640_EM.xml,600,600,6000,0,0,0,0,0,0,0,0,60,0,510131,0,0,0,1,0,0
42116,0,9015700,0,5,[이벤트](크리스마스)얼음의 성 디펜스 모드,9015700,World/93_EventMap/400_Defense_Mode/015700_DF.xml,900,900,2000,0,0,0,0,0,0,0,0,70,0,505747,0,0,0,0,0,0
42101,0,9015701,0,5,[이벤트](크리스마스)얼음의 성 미션1,9015701,World/93_EventMap/01_Level/015701_FD.xml,600,600,6000,0,0,0,0,0,0,0,0,50,0,505745,0,0,0,1,0,0
42102,0,9015702,0,5,[이벤트](크리스마스)얼음의 성 미션2,9015701,World/93_EventMap/01_Level/015702_FD.xml,600,600,6000,0,0,0,0,0,0,0,0,50,0,505745,0,0,0,1,0,0
42103,0,9015703,0,5,[이벤트](크리스마스)얼음의 성 미션3,9015701,World/93_EventMap/01_Level/015703_FD.xml,600,600,6000,0,0,0,0,0,0,0,0,50,0,505745,0,0,0,1,0,0
42109,0,9015707,0,5,[이벤트](크리스마스)얼음의 성 보너스 맵1,9015701,World/93_EventMap/500_Bonus/015707_FD.xml,600,600,6000,0,0,0,0,0,0,0,0,50,0,505745,0,0,0,1,0,0
42110,0,9015708,0,5,[이벤트](크리스마스)얼음의 성 보너스 맵2 ,9015701,World/93_EventMap/500_Bonus/015708_FD.xml,600,600,6000,0,0,0,0,0,0,0,0,50,0,505745,0,0,0,1,0,0
42104,0,9015709,0,5,[이벤트](크리스마스)얼음의 성 정예,9015709,World/93_EventMap/01_Level/015709_FD.xml,600,600,6000,0,0,0,0,0,0,0,0,50,0,505745,0,0,0,0,0,0
42105,0,9015711,0,517,[이벤트](크리스마스)얼음의 성 카오스 미션1,9015711,World/93_EventMap/100_Chaos/015711_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,50,0,505745,0,0,0,1,0,0
42106,0,9015712,0,517,[이벤트](크리스마스)얼음의 성 카오스 미션2,9015711,World/93_EventMap/100_Chaos/015712_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,50,0,505745,0,0,0,1,0,0
42107,0,9015713,0,517,[이벤트](크리스마스)얼음의 성 카오스 미션3,9015711,World/93_EventMap/100_Chaos/015713_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,50,0,505745,0,0,0,1,0,0
42111,0,9015717,0,517,[이벤트](크리스마스)얼음의 성 보너스 맵(카오스)1 ,9015701,World/93_EventMap/500_Bonus/015717_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,50,0,505745,0,0,0,1,0,0
42112,0,9015718,0,517,[이벤트](크리스마스)얼음의 성 보너스 맵(카오스)2,9015701,World/93_EventMap/500_Bonus/015718_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,50,0,505745,0,0,0,1,0,0
42108,0,9015719,0,517,[이벤트](크리스마스)얼음의 성 카오스 정예,9015719,World/93_EventMap/100_Chaos/015719_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,50,0,505745,0,0,0,0,0,0
42113,0,9015721,0,5,[이벤트](크리스마스)얼음의 성 시나리오 1,9015721,World/93_EventMap/300_Scenario/015721_EM.xml,600,600,6000,0,0,0,0,0,0,0,0,50,0,505745,0,0,0,0,0,0
42114,0,9015722,0,5,[이벤트](크리스마스)얼음의 성 시나리오 2,9015722,World/93_EventMap/300_Scenario/015722_EM.xml,600,600,6000,0,0,0,0,0,0,0,0,50,0,505745,0,0,0,0,0,0
42115,0,9015723,0,5,[이벤트](크리스마스)얼음의 성 시나리오 보스,9015723,World/93_EventMap/300_Scenario/015723_EM.xml,600,600,6000,0,0,0,0,0,0,0,0,50,0,505745,0,0,0,0,0,0
42118,0,9015725,0,5,[이벤트](크리스마스)얼음의 성 시나리오 2 - 반복,9015725,World/93_EventMap/300_Scenario/015725_EM.xml,600,600,6000,0,0,0,0,0,0,0,0,50,0,505745,0,0,0,0,0,0
42117,0,9015729,0,5,[이벤트](2013 크리스마스)얼음의 성 시나리오 보스 - 반복,9015729,World/93_EventMap/300_Scenario/015729_EM.xml,600,600,6000,0,0,0,0,0,0,0,0,50,0,505745,0,0,0,0,0,0
46045,0,9015730,0,4194305,[Event] Cart Mission,9015730,World/04_Lavita/dungeon_cart.xml,600,3000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14004,0,9016101,0,5,[20]수염고래 해안가 보너스 1 [F1],9016101,World/01_Ingrid/400_Bonus/016101_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,20,0,505756,0,0,0,1,0,0
14104,0,9016102,0,5,[20]수염고래 해안가 보너스 2 [F1],9016101,World/01_Ingrid/400_Bonus/016102_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,20,0,505756,0,0,0,1,0,0
14005,0,9016131,0,5,[25]스티븐 무역항 보너스 1 [F1],9016131,World/01_Ingrid/400_Bonus/016131_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,25,0,506398,0,0,0,1,0,0
14105,0,9016132,0,5,[25]스티븐 무역항 보너스 2 [F1],9016131,World/01_Ingrid/400_Bonus/016132_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,25,0,506398,0,0,0,1,0,0
14006,0,9016151,0,5,[25]칼리곤 선단 보너스 1 [F1],9016151,World/01_Ingrid/400_Bonus/016151_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,25,0,510105,0,0,0,1,0,0
14106,0,9016152,0,5,[25]칼리곤 선단 보너스 2 [F1],9016151,World/01_Ingrid/400_Bonus/016152_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,25,0,510105,0,0,0,1,0,0
14007,0,9016201,0,5,[30]미리내 신전 보너스 1 [F1],9016201,World/01_Ingrid/400_Bonus/016201_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,30,0,508229,0,0,0,1,0,0
14107,0,9016202,0,5,[30]미리내 신전 보너스 2 [F1],9016201,World/01_Ingrid/400_Bonus/016202_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,30,0,508229,0,0,0,1,0,0
14008,0,9016211,0,5,[30]스카이피 신전 보너스 1 [F1],9016211,World/01_Ingrid/400_Bonus/016211_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,30,0,515475,0,0,0,1,0,0
14108,0,9016212,0,5,[30]스카이피 신전 보너스 2 [F1],9016211,World/01_Ingrid/400_Bonus/016212_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,30,0,515475,0,0,0,1,0,0
14000,0,9016301,0,5,[01]용자의길 보너스 1 [F1],9016301,World/01_Ingrid/400_Bonus/016301_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,1,0,510107,0,0,0,1,0,0
14100,0,9016302,0,5,[01]용자의길 보너스 2 [F1],9016301,World/01_Ingrid/400_Bonus/016302_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,1,0,510107,0,0,0,1,0,0
14001,0,9016331,0,5,[03]숙련된 용자의 길 보너스 1 [F1],9016331,World/01_Ingrid/400_Bonus/016331_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,3,0,503560,0,0,0,1,0,0
14101,0,9016332,0,5,[03]숙련된 용자의 길 보너스 2 [F1],9016331,World/01_Ingrid/400_Bonus/016332_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,3,0,503560,0,0,0,1,0,0
14002,0,9016401,0,5,[07]배신자고개 보너스 1 [F1],9016401,World/01_Ingrid/400_Bonus/016401_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,7,0,501265,0,0,0,1,0,0
14102,0,9016402,0,5,[07]배신자고개 보너스 2 [F1],9016401,World/01_Ingrid/400_Bonus/016402_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,7,0,501265,0,0,0,1,0,0
14003,0,9016431,0,5,[14]망자의 협곡 보너스 1 [F1],9016431,World/01_Ingrid/400_Bonus/016431_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,14,0,509202,0,0,0,1,0,0
14103,0,9016432,0,5,[14]망자의 협곡 보너스 2 [F1],9016431,World/01_Ingrid/400_Bonus/016432_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,14,0,509202,0,0,0,1,0,0
14009,0,9016601,0,5,[35]위험한 동굴 보너스 1 [F1],9016601,World/01_Ingrid/400_Bonus/016601_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,35,0,505693,0,0,0,1,0,0
14109,0,9016602,0,5,[35]위험한 동굴 보너스 2 [F1],9016601,World/01_Ingrid/400_Bonus/016602_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,35,0,505693,0,0,0,1,0,0
14200,0,9017101,0,517,[20]수염고래 해안가 보너스 1 [F2],9017101,World/01_Ingrid/400_Bonus/017101_CF.xml,600,600,6000,1,0,0,0,0,0,0,0,20,0,505756,0,0,0,1,0,0
14300,0,9017102,0,517,[20]수염고래 해안가 보너스 2 [F2],9017101,World/01_Ingrid/400_Bonus/017102_CF.xml,600,600,6000,1,0,0,0,0,0,0,0,20,0,505756,0,0,0,1,0,0
14201,0,9017131,0,517,[25]스티븐 무역항 보너스 1 [F2],9017131,World/01_Ingrid/400_Bonus/017131_CF.xml,600,600,6000,1,0,0,0,0,0,0,0,25,0,506398,0,0,0,1,0,0
14301,0,9017132,0,517,[25]스티븐 무역항 보너스 2 [F2],9017131,World/01_Ingrid/400_Bonus/017132_CF.xml,600,600,6000,1,0,0,0,0,0,0,0,25,0,506398,0,0,0,1,0,0
14202,0,9017151,0,517,[25]칼리곤 선단 보너스 1 [F2],9017151,World/01_Ingrid/400_Bonus/017151_CF.xml,600,600,6000,1,0,0,0,0,0,0,0,25,0,510105,0,0,0,1,0,0
14302,0,9017152,0,517,[25]칼리곤 선단 보너스 2 [F2],9017151,World/01_Ingrid/400_Bonus/017152_CF.xml,600,600,6000,1,0,0,0,0,0,0,0,25,0,510105,0,0,0,1,0,0
14203,0,9017201,0,517,[30]미리내 신전 보너스 1 [F2],9017201,World/01_Ingrid/400_Bonus/017201_CF.xml,600,600,6000,1,0,0,0,0,0,0,0,30,0,508229,0,0,0,1,0,0
14303,0,9017202,0,517,[30]미리내 신전 보너스 2 [F2],9017201,World/01_Ingrid/400_Bonus/017202_CF.xml,600,600,6000,1,0,0,0,0,0,0,0,30,0,508229,0,0,0,1,0,0
14204,0,9017211,0,517,[30]스카이피 신전 보너스 1 [F2],9017211,World/01_Ingrid/400_Bonus/017211_CF.xml,600,600,6000,1,0,0,0,0,0,0,0,30,0,515475,0,0,0,1,0,0
14304,0,9017212,0,517,[30]스카이피 신전 보너스 2 [F2],9017211,World/01_Ingrid/400_Bonus/017212_CF.xml,600,600,6000,1,0,0,0,0,0,0,0,30,0,515475,0,0,0,1,0,0
14205,0,9017601,0,517,[35]위험한 동굴 보너스 1 [F2],9017601,World/01_Ingrid/400_Bonus/017601_CF.xml,600,600,6000,1,0,0,0,0,0,0,0,35,0,505693,0,0,0,1,0,0
14305,0,9017602,0,517,[35]위험한 동굴 보너스 2 [F2],9017601,World/01_Ingrid/400_Bonus/017602_CF.xml,600,600,6000,1,0,0,0,0,0,0,0,35,0,505693,0,0,0,1,0,0
102,0,9018100,2,16,[20]바람항구 [마을],9018100,World/01_Ingrid/01_Level/018100_BC.xml,500,500,3000,1,0,0,9018100,0,0,0,0,20,0,500009,0,0,0,1,0,0
101,0,9018200,1,16,[10]종소리 마을 [마을],9018200,World/01_Ingrid/01_Level/018200_SC.xml,500,500,3000,1,0,0,0,0,0,0,0,10,0,500188,0,0,0,1,0,0
45001,0,9018251,0,65,1성 엠포리 [PVP],9018251,World/96_Agit/018251_AG.xml,500,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45002,0,9018252,0,65,2성 엠포리 [PVP],9018252,World/96_Agit/018252_AG.xml,500,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45003,0,9018253,0,65,3성 엠포리 [PVP],9018253,World/96_Agit/018253_AG.xml,500,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45004,0,9018254,0,65,4성 엠포리 [PVP],9018254,World/96_Agit/018254_AG.xml,500,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45005,0,9018255,0,65,5성 엠포리 [PVP],9018255,World/96_Agit/018255_AG.xml,500,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0,9018310,3,16,[30]달빛해안 마을 [마을],9018310,World/01_Ingrid/01_Level/018310_SC.xml,500,500,3000,1,0,0,0,0,0,0,0,30,0,516441,0,0,0,1,0,0
104,0,9018320,4,16,[40]상인의 마을 [마을],9018320,World/01_Ingrid/01_Level/018320_SC.xml,500,500,3000,1,0,0,0,0,0,0,0,40,0,500988,0,0,0,1,0,0
