IDX,BagNo,Memo,ElementNo,SuccessRateNo,TunningNo_Min,TunningNo_Max
3539,19030641,부패한 좀비 Lv64 스크롤,19030641,990001,0,0
3540,19030642,바르곤족 보초 Lv63 스크롤,19030642,990001,0,0
3541,19030643,바르곤족 길잡이 Lv63 스크롤,19030643,990001,0,0
3542,19030644,바르곤족 전사 Lv63 스크롤,19030644,990001,0,0
3543,19030645,반클리프 공포술사 Lv65 스크롤,19030645,990001,0,0
3544,19030646,반클리프 숙련사제 Lv64 스크롤,19030646,990001,0,0
3545,19030647,반클리프 흑마술사 Lv65 스크롤,19030647,990001,0,0
3546,19030648,절망의 검 Lv65 스크롤,19030648,990001,0,0
3547,19030649,파멸의 검 Lv65 스크롤,19030649,990001,0,0
3548,19030650,공포의 검 Lv65 스크롤,19030650,990001,0,0
3549,19030651,광기어린 가고일 Lv64 스크롤,19030651,990001,0,0
3550,19030652,광기어린 리프 가고일 Lv64 스크롤,19030652,990001,0,0
3551,19030653,광기어린 포이즌 가고일 Lv64 스크롤,19030653,990001,0,0
3552,19030654,반클리프 악령 공포술사 Lv66 스크롤,19030654,990001,0,0
3553,19030655,반클리프 악령 숙련사제 Lv65 스크롤,19030655,990001,0,0
3554,19030656,반클리프 악령 흑마술사 Lv65 스크롤,19030656,990001,0,0
3555,19030657,상처입은 구울 Lv65 스크롤,19030657,990001,0,0
3556,19030658,버림받은 구울 Lv65 스크롤,19030658,990001,0,0
3557,19030659,역병걸린 구울 Lv65 스크롤,19030659,990001,0,0
3558,19030660,샤피 Lv64 스크롤,19030660,990001,0,0
3559,19030661,블러드 샤피 Lv64 스크롤,19030661,990001,0,0
3560,19030662,본 샤피 Lv64 스크롤,19030662,990001,0,0
3568,19031001,투투꽃나무숲 드라이어드 Lv50,19031001,990001,0,0
3569,19031002,투투꽃나무숲 줄기 악마꽃 Lv50,19031002,990001,0,0
3570,19031003,투투꽃나무숲 씨 악마꽃 Lv50,19031003,990001,0,0
3571,19031004,투투꽃나무숲 데비 Lv50,19031004,990001,0,0
3572,19031005,투투꽃나무숲 애벌레 Lv50,19031005,990001,0,0
3573,19031006,투투꽃나무숲 갈퀴 애벌레 Lv50,19031006,990001,0,0
3574,19031007,투투꽃나무숲 펑프 Lv50,19031007,990001,0,0
3575,19031008,투투꽃나무숲 암살자 펑프 Lv50,19031008,990001,0,0
3576,19031009,투투꽃나무숲 미미르 Lv50,19031009,990001,0,0
3577,19031010,투투꽃나무숲 미미르 독침병 Lv50,19031010,990001,0,0
3578,19031011,투투꽃나무숲 사마귀 Lv51,19031011,990001,0,0
3579,19031012,투투꽃나무숲 갈퀴 사마귀 Lv51,19031012,990001,0,0
3580,19031013,투투꽃나무숲 포키 Lv51,19031013,990001,0,0
3581,19031014,투투꽃나무숲 발톱날개 정찰병 Lv51,19031014,990001,0,0
3582,19031015,투투꽃나무숲 발톱날개 일족 Lv51,19031015,990001,0,0
3583,19031016,투투꽃나무숲 드라이어드 Lv51,19031016,990001,0,0
3584,19031017,투투꽃나무숲 줄기 악마꽃 Lv51,19031017,990001,0,0
3585,19031018,투투꽃나무숲 씨 악마꽃 Lv51,19031018,990001,0,0
3586,19031019,투투꽃나무숲 데비 Lv51,19031019,990001,0,0
3587,19031020,투투꽃나무숲 애벌레 Lv51,19031020,990001,0,0
3588,19031021,투투꽃나무숲 뿔 애벌레 Lv51,19031021,990001,0,0
3589,19032001,포코코 공원 갈퀴 애벌레 Lv52,19032001,990001,0,0
3590,19032002,포코코 공원 펑프 Lv52,19032002,990001,0,0
3591,19032003,포코코 공원 암살자 펑프 Lv52,19032003,990001,0,0
3592,19032004,포코코 공원 미미르 Lv52,19032004,990001,0,0
3593,19032005,포코코 공원 미미르 독침병 Lv52,19032005,990001,0,0
3594,19032006,포코코 공원 미미르 주술사 Lv52,19032006,990001,0,0
3595,19032007,포코코 공원 엉글포키 Lv52,19032007,990001,0,0
3596,19032008,포코코 공원 발톱날개 정찰병 Lv52,19032008,990001,0,0
3597,19032009,포코코 공원 발톱날개 일족 Lv52,19032009,990001,0,0
3598,19032010,포코코 공원 드라이어드 Lv52,19032010,990001,0,0
3599,19032011,포코코 공원 줄기 악마꽃 Lv52,19032011,990001,0,0
3600,19032012,포코코 공원 씨 악마꽃 Lv53,19032012,990001,0,0
3601,19032013,포코코 공원 데비 Lv53,19032013,990001,0,0
3602,19032014,포코코 공원 뿔 애벌레 Lv53,19032014,990001,0,0
3603,19032015,포코코 공원 갈퀴 애벌레 Lv53,19032015,990001,0,0
3604,19032016,포코코 공원 암살자 펑프 Lv53,19032016,990001,0,0
3605,19032017,포코코 공원 도둑 펑프 Lv53,19032017,990001,0,0
3606,19032018,포코코 공원 미미르 Lv53,19032018,990001,0,0
3607,19032019,포코코 공원 미미르 주술사 Lv53,19032019,990001,0,0
3608,19032020,포코코 공원 사마귀 Lv53,19032020,990001,0,0
3609,19032021,포코코 공원 갈퀴 사마귀 Lv53,19032021,990001,0,0
3610,19032022,포코코 공원 발톱날개 정찰병 Lv53,19032022,990001,0,0
3956,19032101,눈보라 고개 아르테미스 Lv52,19032101,990001,0,0
3957,19032102,눈보라 고개 루나 Lv52,19032102,990001,0,0
3958,19032103,눈보라 고개 개굴맹이 Lv52,19032103,990001,0,0
3959,19032104,눈보라 고개 개굴꽁이 Lv52,19032104,990001,0,0
3960,19032105,눈보라 고개 숲 포자 요정 Lv52,19032105,990001,0,0
3961,19032106,눈보라 고개 숲 열매 요정 Lv52,19032106,990001,0,0
3962,19032107,눈보라 고개 숲 꽃 요정 Lv52,19032107,990001,0,0
3963,19032108,눈보라 고개 붐붐 Lv53,19032108,990001,0,0
3964,19032109,눈보라 고개 화난 붐붐 Lv53,19032109,990001,0,0
3965,19032110,눈보라 고개 일곱 난쟁이 첫째 Lv53,19032110,990001,0,0
3966,19032111,눈보라 고개 일곱 난쟁이 둘째 Lv53,19032111,990001,0,0
3967,19032112,눈보라 고개 일곱 난쟁이 셋째 Lv53,19032112,990001,0,0
3968,19032113,눈보라 고개 일곱 난쟁이 넷째 Lv53,19032113,990001,0,0
3969,19032114,눈보라 고개 자드 Lv53,19032114,990001,0,0
3970,19032115,눈보라 고개 리버 Lv54,19032115,990001,0,0
3971,19032116,눈보라 고개 푸카 프라미 Lv54,19032116,990001,0,0
3972,19032117,눈보라 고개 푸카 쵸피 Lv54,19032117,990001,0,0
3973,19032118,눈보라 고개 거대한 푸카 쵸피 Lv54,19032118,990001,0,0
3974,19032119,눈보라 고개 투아 란테아 Lv54,19032119,990001,0,0
3975,19032120,눈보라 고개 투아 메를로 Lv54,19032120,990001,0,0
3976,19032121,눈보라 고개 애퍼타이트 골렘 Lv54,19032121,990001,0,0
2936,19033100,히든 고요의숲 정예 1,19033100,990001,0,0
2937,19033101,히든 고요의숲 정예 2,19033101,990001,0,0
2938,19033102,히든 고요의숲 큰 엉클 포키,19033102,990001,0,0
2939,19033103,히든 고요의숲 엉클포키,19033103,990001,0,0
2940,19033104,히든 고요의숲 미미르 독침병,19033104,990001,0,0
2941,19033105,히든 고요의숲 미미르 주술사,19033105,990001,0,0
2942,19033106,히든 고요의숲 나방,19033106,990001,0,0
2943,19033107,히든 고요의숲 긴 주둥이 나방,19033107,990001,0,0
2944,19033200,히든 이슬의숲 정예 1,19033200,990001,0,0
2945,19033201,히든 이슬의숲 정예 2,19033201,990001,0,0
2946,19033202,히든 이슬의숲 발톱날개 일족,19033202,990001,0,0
2947,19033203,히든 이슬의숲 숲 꽃 요정,19033203,990001,0,0
2948,19033204,히든 이슬의숲 숲 열매 요정,19033204,990001,0,0
2949,19033205,히든 이슬의숲 코어,19033205,990001,0,0
2950,19033206,히든 이슬의숲 디멘토이드 골렘,19033206,990001,0,0
2951,19033207,히든 이슬의숲 애퍼타이트 골렘,19033207,990001,0,0
2952,19033300,히든 엘로라주둔지 정예 1,19033300,990001,0,0
2953,19033301,히든 엘로라주둔지 정예 2,19033301,990001,0,0
2954,19033302,히든 엘로라주둔지 누멘 알곤,19033302,990001,0,0
2955,19033303,히든 엘로라주둔지 투척병 알곤,19033303,990001,0,0
2956,19033304,히든 엘로라주둔지 마기 코어,19033304,990001,0,0
2957,19033305,히든 엘로라주둔지 레드 동동,19033305,990001,0,0
2958,19033306,히든 엘로라주둔지 레사스,19033306,990001,0,0
2959,19033307,히든 엘로라주둔지 샤울라 레사스,19033307,990001,0,0
3611,19034001,부서진 버섯공장 발톱날개 일족 Lv50,19034001,990001,0,0
3612,19034002,부서진 버섯공장 작은 발톱날개 일족 Lv50,19034002,990001,0,0
3613,19034003,부서진 버섯공장 드라이어드 Lv50,19034003,990001,0,0
3614,19034004,부서진 버섯공장 줄기 악마꽃 Lv50,19034004,990001,0,0
3615,19034005,부서진 버섯공장 씨 악마꽃 Lv50,19034005,990001,0,0
3616,19034006,부서진 버섯공장 작은 씨 악마꽃 Lv50,19034006,990001,0,0
3617,19034007,부서진 버섯공장 데비 Lv50,19034007,990001,0,0
3618,19034008,부서진 버섯공장 애벌레 Lv50,19034008,990001,0,0
3619,19034009,부서진 버섯공장 뿔 애벌레 Lv51,19034009,990001,0,0
3620,19034010,부서진 버섯공장 갈퀴 애벌레 Lv51,19034010,990001,0,0
3621,19034011,부서진 버섯공장 암살자 펑프 Lv51,19034011,990001,0,0
3622,19034012,부서진 버섯공장 그린들 펑프 Lv51,19034012,990001,0,0
3623,19034013,부서진 버섯공장 미미르 Lv51,19034013,990001,0,0
3624,19034014,부서진 버섯공장 미미르 독침병 Lv51,19034014,990001,0,0
3625,19034015,부서진 버섯공장 미미르 주술사 Lv52,19034015,990001,0,0
3626,19034016,부서진 버섯공장 화난 미미르 주술사 Lv52,19034016,990001,0,0
3627,19034017,부서진 버섯공장 갈퀴 사마귀 Lv52,19034017,990001,0,0
3628,19034018,부서진 버섯공장 발톱날개 정찰병 Lv52,19034018,990001,0,0
3629,19034019,부서진 버섯공장 화난 발톱날개 정찰병 Lv52,19034019,990001,0,0
3630,19034020,부서진 버섯공장 발톱날개 일족 Lv52,19034020,990001,0,0
9564,20030577,[저주정령] 게이트키퍼 정예방 가고일 1,20030577,990001,65,0
9565,20030578,[저주정령] 게이트키퍼 정예방 가고일 2,20030578,990001,63,0
9566,20030579,[저주정령] 게이트키퍼 정예방 가고일 3,20030579,990001,63,0
9567,20030580,[저주정령] 게이트키퍼 정예방 가고일 4,20030580,990001,63,0
9568,20030581,[저주정령] 게이트키퍼 정예방 가고일 깨우는 넘,20030581,990001,7,0
507,29010100,용사의 해안가 1 미션 알비다(정예),29010100,990001,0,0
482,29010101,용사의 해안가 1 미션 2 몽글,29010101,990002,0,0
483,29010102,용사의 해안가 1 미션 2 꼬깨,29010102,990002,0,0
484,29010103,용사의 해안가 1 미션 2 톱날꼬깨,29010103,990002,0,0
485,29010104,용사의 해안가 1 미션 2 별가사리 루루루,29010104,990002,0,0
486,29010105,용사의 해안가 1 미션 2 별가사리 라라라,29010105,990002,0,0
487,29010106,용사의 해안가 1 미션 2 상어,29010106,990002,0,0
488,29010107,용사의 해안가 1 미션 2 갑판상어,29010107,990002,0,0
550,29010201,용사의 계곡 미션 2 청기사,29010201,990002,0,0
551,29010202,용사의 계곡 미션 2 적기사,29010202,990002,0,0
552,29010203,용사의 계곡 미션 2 스켈레톤 엉클,29010203,990002,0,0
553,29010204,용사의 계곡 미션 2 스켈레톤 투척병,29010204,990002,0,0
554,29010205,용사의 계곡 미션 2 망각의 복서 미라,29010205,990002,0,0
555,29010206,용사의 계곡 미션 2 망각의 철퇴 미라,29010206,990002,0,0
556,29010207,용사의 계곡 미션 2 붉은 철퇴 미라,29010207,990002,0,0
557,29010208,용사의 계곡 미션 2 돌망치 미라,29010208,990002,0,0
558,29010209,용사의 계곡 미션 2 쇠망치 미라,29010209,990002,0,0
333,29010300,바람평원 2 미션베가스(정예),29010300,990001,0,0
286,29010301,바람평원 1 미션2 늑대,29010301,990002,0,0
287,29010302,바람평원 1 미션2 늑대(2),29010302,990001,0,0
288,29010303,바람평원 1 미션2 사나운 늑대,29010303,990002,0,0
289,29010304,바람평원 1 미션2 사나운 늑대(2),29010304,990001,0,0
290,29010305,바람평원 1 미션2 독거미,29010305,990002,0,0
291,29010306,바람평원 1 미션2 초목이,29010306,990002,0,0
292,29010307,바람평원 1 미션2 초목이(2),29010307,990004,0,0
293,29010308,바람평원 1 미션2 별잎 초목이,29010308,990003,0,0
294,29010309,바람평원 1 미션2 까칠한 초목이,29010309,990004,0,0
295,29010310,바람평원 1 미션2 노란 초목이,29010310,990004,0,0
296,29010311,바람평원 1 미션2 양,29010311,990002,0,0
297,29010312,바람평원 1 미션2 뿔양,29010312,990002,0,0
298,29010313,바람평원 1 미션2 뿔양(2),29010313,990002,0,0
426,29010400,배신자의 고개 2 미션 쿵카(투투)(정예),29010400,990001,0,0
392,29010401,배신자의 고개 1 미션 2 너구리,29010401,990001,0,0
393,29010402,배신자의 고개 1 미션 2 생머리 너구리,29010402,990002,0,0
394,29010403,배신자의 고개 1 미션 2 펑 너구리,29010403,990002,0,0
395,29010404,배신자의 고개 1 미션 2 버크셔,29010404,990002,0,0
396,29010405,배신자의 고개 1 미션 2 버크셔(2),29010405,990002,0,0
397,29010406,배신자의 고개 1 미션 2 오크셔,29010406,990002,0,0
398,29010407,배신자의 고개 1 미션 2 주술사 오크셔,29010407,990002,0,0
399,29010408,배신자의 고개 1 미션 2 전갈박쥐,29010408,990002,0,0
400,29010409,배신자의 고개 1 미션 2 파란 전갈박쥐,29010409,990002,0,0
1514,29010610,위험한 폐광 미션 2 불찌,29010610,990002,0,0
1515,29010611,위험한 폐광 미션 2 돌연변이 불찌,29010611,990002,0,0
1516,29010612,위험한 폐광 미션 2 돌연변이 불찌(큰),29010612,990002,0,0
1517,29010613,위험한 폐광 미션 2 난폭한 불찌,29010613,990002,0,0
1518,29010614,위험한 폐광 미션 2 호박머리 너구리,29010614,990002,0,0
1519,29010615,위험한 폐광 미션 2 스켈레턴,29010615,990002,0,0
1520,29010616,위험한 폐광 미션 2 스켈레턴(큰),29010616,990002,0,0
1521,29010617,위험한 폐광 미션 2 스켈레통,29010617,990002,0,0
1522,29010618,위험한 폐광 미션 2 스켈레틱(큰),29010618,990002,0,0
1523,29010619,위험한 폐광 미션 2 그레이 동동,29010619,990002,0,0
1524,29010620,위험한 폐광 미션 2 그린 동동,29010620,990002,0,0
1525,29010621,위험한 폐광 미션 2 레드 동동,29010621,990002,0,0
1526,29010622,위험한 폐광 미션 2 펑프(큰),29010622,990002,0,0
1527,29010623,위험한 폐광 미션 2 암살자 펑프,29010623,990002,0,0
1528,29010624,위험한 폐광 미션 2 도둑펑프,29010624,990002,0,0
5888,29015400,주방장 미션2,29015400,990001,3,0
5706,29015401,타코/Tako_Normal (미션난이도2),29015401,990001,3,0
5708,29015402,크림 타코/Tako_Cream (미션난이도2),29015402,990001,1,0
5710,29015403,먹물 타코/Tako_Octopus (미션난이도2),29015403,990001,2,0
5712,29015404,삼각김밥/Triangle_Laver (미션난이도2),29015404,990001,2,0
5714,29015405,단무지 삼각김밥/Triangle_Pickle (미션난이도2),29015405,990001,1,0
5716,29015406,매운 삼각김밥/Triangle_Hot  (미션난이도2),29015406,990001,2,0
5718,29015407,체리 푸딩/Pudding_Cherry  (미션난이도2),29015407,990001,1,0
5720,29015408,크림 푸딩/Pudding_Cream  (미션난이도2),29015408,990001,3,0
5722,29015409,쿠키 푸딩/Pudding_Cookie  (미션난이도2),29015409,990001,3,0
5724,29015410,새우튀김 우동/Noodles_Shrimp  (미션난이도2),29015410,990001,2,0
5726,29015411,야채튀김 우동/Noodles_Vegetales  (미션난이도2),29015411,990001,3,0
5728,29015412,유부 우동/Noodles_Friedbeancurd  (미션난이도2),29015412,990001,2,0
5730,29015413,새우 초밥/Sushi_Shrimp  (미션난이도2),29015413,990001,3,0
5732,29015414,문어 초밥/Sushi_Octopus  (미션난이도2),29015414,990001,3,0
5734,29015415,고등어 초밥/Sushi_Mackerel  (미션난이도2),29015415,990001,1,0
5736,29015416,계란 초밥/Sushi_Egg  (미션난이도2),29015416,990001,2,0
5738,29015417,연어알 초밥/Sushi_Salmon  (미션난이도2),29015417,990001,1,0
5740,29015418,오도로 초밥왕/Sushi_King  (미션난이도2),29015418,990001,2,0
597,29020101,악마의 숨결 미션 2 호박머리 너구리,29020101,990002,0,0
598,29020102,악마의 숨결 미션 2 스켈레마,29020102,990002,0,0
599,29020103,악마의 숨결 미션 2 스켈레바,29020103,990002,0,0
600,29020104,악마의 숨결 미션 2 스켈레턴,29020104,990002,0,0
601,29020105,악마의 숨결 미션 2 사악한 스켈레통,29020105,990002,0,0
602,29020106,악마의 숨결 미션 2 스켈레틱,29020106,990002,0,0
603,29020107,악마의 숨결 미션 2 스켈레톤 엉클,29020107,990002,0,0
604,29020108,악마의 숨결 미션 2 스켈레톤 정찰병,29020108,990002,0,0
605,29020109,악마의 숨결 미션 2 스켈레톤 투척병,29020109,990002,0,0
606,29020110,악마의 숨결 미션 2 용암붐붐,29020110,990002,0,0
607,29020111,악마의 숨결 미션 2 귀여운 용암붐붐,29020111,990002,0,0
4516,29020200,마그마 던전 보스 라발론,29020200,990001,0,0
4517,29020201,마그마 던전 스켈레틱,29020201,990002,0,0
4518,29020202,마그마 던전 스켈레마,29020202,990002,0,0
4519,29020203,마그마 던전 스켈레바,29020203,990002,0,0
4520,29020204,마그마 던전 용암붐붐,29020204,990002,0,0
4521,29020205,마그마 던전 보스방 꼬마용 레드 그레이,29020205,990002,0,0
4522,29020206,마그마 던전 보스방 스켈레톤 엉클 정찰병,29020206,990002,0,0
4523,29020207,마그마 던전 보스 라발론 심장,29020207,990001,0,0
4524,29020208,마그마 던전 몬스터 1,29020208,990002,0,0
4525,29020209,마그마 던전 몬스터 2,29020209,990002,0,0
4526,29020210,마그마 던전 몬스터 3,29020210,990002,0,0
4527,29020211,마그마 던전 몬스터 4,29020211,990002,0,0
4528,29020212,마그마 던전 문지기 삼바바 1,29020212,990001,0,0
4529,29020213,마그마 던전 문지기 삼바바 2,29020213,990001,0,0
4530,29020214,마그마 던전 문지기 삼바바 3,29020214,990001,0,0
4531,29020215,마그마 던전 마력포,29020215,990001,0,0
4532,29020216,마그마 던전 그레이 동동(마력탄),29020216,990001,0,0
693,29020310,이글거리는 늪지대 미션 2 엄마붐붐,29020310,990002,0,0
694,29020311,이글거리는 늪지대 미션 2 뼈다귀 다일,29020311,990002,0,0
695,29020312,이글거리는 늪지대 미션 2 다일,29020312,990002,0,0
696,29020313,이글거리는 늪지대 미션 2 늪지괴물,29020313,990002,0,0
697,29020314,이글거리는 늪지대 미션 2 약한 수포 늪지괴물,29020314,990002,0,0
698,29020315,이글거리는 늪지대 미션 2 화난 진흙 늪지괴물,29020315,990002,0,0
699,29020316,이글거리는 늪지대 미션 2 팽이,29020316,990002,0,0
700,29020317,이글거리는 늪지대 미션 2 전사팽이,29020317,990002,0,0
701,29020318,이글거리는 늪지대 미션 2 윙,29020318,990002,0,0
702,29020319,이글거리는 늪지대 미션 2 큰눈 윙,29020319,990002,0,0
703,29020320,이글거리는 늪지대 미션 2 큰뿔 윙,29020320,990002,0,0
704,29020321,이글거리는 늪지대 미션 2 개굴맹이,29020321,990002,0,0
705,29020322,이글거리는 늪지대 미션 2 개굴꽁이,29020322,990002,0,0
706,29020323,이글거리는 늪지대 미션 2 반디 정찰병,29020323,990002,0,0
707,29020324,이글거리는 늪지대 미션 2 반디,29020324,990002,0,0
708,29020325,이글거리는 늪지대 미션 2 작은 반디,29020325,990002,0,0
709,29020326,이글거리는 늪지대 미션 2 반디 장로,29020326,990002,0,0
6642,29020401,[미션] 이글거리는 늪지대 큰눈 윙,29020401,990001,0,0
771,29020410,큰나무지대 미션 2 풍뎅이,29020410,990002,0,0
772,29020411,큰나무지대 미션 2 큰뿔 풍뎅이,29020411,990002,0,0
773,29020412,큰나무지대 미션 2 점박이 풍뎅이,29020412,990002,0,0
774,29020413,큰나무지대 미션 2 호르,29020413,990002,0,0
775,29020414,큰나무지대 미션 2 칼부리 호르,29020414,990002,0,0
776,29020415,큰나무지대 미션 2 갈퀴 거미,29020415,990002,0,0
777,29020416,큰나무지대 미션 2 난폭한 나무꾼,29020416,990002,0,0
778,29020417,큰나무지대 미션 2 갈고리 나무꾼,29020417,990002,0,0
779,29020418,큰나무지대 미션 2 까칠한 초목이,29020418,990002,0,0
780,29020419,큰나무지대 미션 2 물갈퀴일족 투사,29020419,990002,0,0
781,29020420,큰나무지대 미션 2 물갈퀴일족 일꾼,29020420,990002,0,0
782,29020421,큰나무지대 미션 2 물갈퀴일족 주술사,29020421,990002,0,0
783,29020422,큰나무지대 미션 2 반디 장로,29020422,990002,0,0
784,29020423,큰나무지대 미션 2 반디 정찰병,29020423,990002,0,0
785,29020424,큰나무지대 미션 2 큰뿔 윙,29020424,990002,0,0
786,29020425,큰나무지대 미션 2 야쿠트,29020425,990002,0,0
787,29020426,큰나무지대 미션 2 투척병 야쿠트,29020426,990002,0,0
788,29020427,큰나무지대 미션 2 맹렬한 투척병 야쿠트,29020427,990002,0,0
1486,29020428,큰나무지대 미션 2 큰눈 윙,29020428,990002,0,0
848,29020510,신들의안식처 미션 2 푸카 토리,29020510,990002,0,0
849,29020511,신들의안식처 미션 2 푸카 쵸피,29020511,990002,0,0
850,29020512,신들의안식처 미션 2 푸카 페포,29020512,990002,0,0
851,29020513,신들의안식처 미션 2 푸카 프라미,29020513,990002,0,0
852,29020514,신들의안식처 미션 2 개굴맹이,29020514,990002,0,0
853,29020515,신들의안식처 미션 2 큰 개굴맹이,29020515,990002,0,0
854,29020516,신들의안식처 미션 2 개굴꽁이,29020516,990002,0,0
855,29020517,신들의안식처 미션 2 병든 페리몽글,29020517,990002,0,0
856,29020518,신들의안식처 미션 2 필라몽글,29020518,990002,0,0
857,29020519,신들의안식처 미션 2 복어,29020519,990002,0,0
858,29020520,신들의안식처 미션 2 물갈퀴일족 주술사,29020520,990002,0,0
859,29020521,신들의안식처 미션 2 호르,29020521,990002,0,0
860,29020522,신들의안식처 미션 2 켄타,29020522,990102,0,0
861,29020523,신들의안식처 미션 2 투사 켄타,29020523,990102,0,0
862,29020524,신들의안식처 미션 2 정찰병 켄타,29020524,990002,0,0
863,29020525,신들의안식처 미션 2 화난 정찰병 켄타,29020525,990002,0,0
6678,29020530,[미션] 신들의 안식처푸카토리,29020510,990001,0,0
921,29030110,고요의숲1 미션 2 드라이어드,29030110,990002,0,0
922,29030111,고요의숲1 미션 2 줄기 악마꽃,29030111,990002,0,0
923,29030112,고요의숲1 미션 2 씨 악마꽃,29030112,990002,0,0
924,29030113,고요의숲1 미션 2 데비,29030113,990002,0,0
925,29030114,고요의숲1 미션 2 애벌레,29030114,990002,0,0
926,29030115,고요의숲1 미션 2 뿔 애벌레,29030115,990002,0,0
927,29030116,고요의숲1 미션 2 갈퀴 애벌레,29030116,990002,0,0
928,29030117,고요의숲1 미션 2 펑프,29030117,990002,0,0
929,29030118,고요의숲1 미션 2 암살자 펑프,29030118,990002,0,0
930,29030119,고요의숲1 미션 2 미미르,29030119,990002,0,0
931,29030120,고요의숲1 미션 2 미미르 독침병,29030120,990002,0,0
932,29030121,고요의숲1 미션 2 미미르 주술사,29030121,990002,0,0
933,29030122,고요의숲1 미션 2 엉글포키,29030122,990002,0,0
934,29030123,고요의숲1 미션 2 발톱날개 정찰병,29030123,990002,0,0
935,29030124,고요의숲1 미션 2 발톱날개 일족,29030124,990002,0,0
1081,29030210,이슬의숲1 미션 2 푸카 토리,29030210,990002,0,0
1082,29030211,이슬의숲1 미션 2 전사 자드,29030211,990002,0,0
1083,29030212,이슬의숲1 미션 2 화난 붉은 자드,29030212,990002,0,0
1084,29030213,이슬의숲1 미션 2 나방,29030213,990002,0,0
1085,29030214,이슬의숲1 미션 2 거대한 나방,29030214,990002,0,0
1086,29030215,이슬의숲1 미션 2 긴 주둥이 나방,29030215,990002,0,0
1087,29030216,이슬의숲1 미션 2 몽글,29030216,990002,0,0
1088,29030217,이슬의숲1 미션 2 루나,29030217,990002,0,0
1089,29030218,이슬의숲1 미션 2 아르미테미스,29030218,990002,0,0
1090,29030219,이슬의숲1 미션 2 파란 초목이,29030219,990002,0,0
1091,29030220,이슬의숲1 미션 2 투아 매를로,29030220,990002,0,0
1092,29030221,이슬의숲1 미션 2 화난 투아 매를로,29030221,990002,0,0
1093,29030222,이슬의숲1 미션 2 투아 란테아,29030222,990002,0,0
1094,29030223,이슬의숲1 미션 2 병든 투아 란테아,29030223,990002,0,0
1095,29030224,이슬의숲1 미션 2 스파쥬민 골렘,29030224,990002,0,0
1096,29030225,이슬의숲1 미션 2 센 애퍼타이트 골렘,29030225,990002,0,0
1097,29030226,이슬의숲1 미션 2 디멘토이드 골렘,29030226,990002,0,0
1098,29030227,이슬의숲1 미션 2 쎈 디멘토이드 골렘,29030227,990002,0,0
3720,29030301,대미궁 11층 키마트 Lv62,29030301,990001,0,0
1268,29030310,용의탑1 미션 2 그레이 동동,29030310,990002,0,0
1269,29030311,용의탑1 미션 2 그린 동동,29030311,990002,0,0
1270,29030312,용의탑1 미션 2 스켈레통,29030312,990002,0,0
1271,29030313,용의탑1 미션 2 스켈레턴,29030313,990002,0,0
1272,29030314,용의탑1 미션 2 빅스,29030314,990002,0,0
1273,29030315,용의탑1 미션 2 불찌,29030315,990002,0,0
1274,29030316,용의탑1 미션 2 돌연변이 불찌,29030316,990002,0,0
1275,29030317,용의탑1 미션 2 돌망치 미라,29030317,990002,0,0
1276,29030318,용의탑1 미션 2 쇠망치 미라,29030318,990002,0,0
1277,29030319,용의탑1 미션 2 펑프,29030319,990002,0,0
1278,29030320,용의탑1 미션 2 암살자 펑프,29030320,990002,0,0
1279,29030321,용의탑1 미션 2 도둑 펑프,29030321,990002,0,0
1280,29030322,용의탑1 미션 2 사신 하데스,29030322,990002,0,0
1281,29030323,용의탑1 미션 2 성난 사신 하데스,29030323,990002,0,0
1282,29030324,용의탑1 미션 2 사신 헤르메스,29030324,990002,0,0
1283,29030325,용의탑1 미션 2 사신 애를리크,29030325,990002,0,0
1284,29030326,용의탑1 미션 2 코어,29030326,990002,0,0
1285,29030327,용의탑1 미션 2 헬릭스 코어,29030327,990002,0,0
1286,29030328,용의탑1 미션 2 멘타 스피카타,29030328,990002,0,0
1287,29030329,용의탑1 미션 2 성난 멘타 스피카타,29030329,990002,0,0
1288,29030330,용의탑1 미션 2 멘타 피페리타,29030330,990002,0,0
1289,29030331,용의탑1 미션 2 성난 멘타 피페리타,29030331,990002,0,0
3721,29030340,대미궁 7층 사악한 스켈레통 Lv60,29030340,990001,0,0
3722,29030341,대미궁 7층 스켈레턴  Lv60,29030341,990001,0,0
3723,29030342,대미궁 7층 그린 동동 Lv60,29030342,990001,0,0
3724,29030343,대미궁 7층 블루 동동 Lv60,29030343,990001,0,0
3725,29030344,대미궁 7층 레드 동동 Lv60,29030344,990001,0,0
3726,29030345,대미궁 7층 코어 Lv60,29030345,990001,0,0
3727,29030346,대미궁 7층 마기 코어 Lv60,29030346,990001,0,0
3728,29030347,대미궁 7층 펑프 Lv60,29030347,990001,0,0
3729,29030348,대미궁 7층 암살자 펑프 Lv60,29030348,990001,0,0
3730,29030349,대미궁 7층 도둑 펑프 Lv60,29030349,990001,0,0
3731,29030350,대미궁 7층 불찌 Lv60,29030350,990001,0,0
3732,29030351,대미궁 7층 성난 난폭한 불찌  Lv60,29030351,990001,0,0
3733,29030352,대미궁 7층 알곤 Lv60,29030352,990001,0,0
3734,29030353,대미궁 7층 투척병 알곤 Lv60,29030353,990001,0,0
3735,29030354,대미궁 7층 정찰병 알곤 Lv60,29030354,990001,0,0
