f_NationCodeStr,BagNo,Level,Memo,ElementsNo,SuccessRateControlNo,CountControlNo,DropMoneyControlNo
0,520170,1,44LV 4종 투구,520170,10040,1004,0
0,520180,1,45LV 4종 투구,520180,10040,1004,0
0,520190,1,46LV 4종 투구,520190,10040,1004,0
0,520200,1,47LV 4종 투구,520200,10040,1004,0
0,520210,1,48LV 4종 투구,520210,10040,1004,0
0,520220,1,49LV 4종 투구,520220,10040,1004,0
0,520230,1,50LV 4종 투구,520230,10040,1004,0
0,520240,1,51LV 4종 투구,520240,10040,1004,0
0,520250,1,52LV 4종 투구,520250,10040,1004,0
0,520260,1,53LV 4종 투구,520260,10040,1004,0
0,520270,1,54LV 4종 투구,520270,10040,1004,0
0,520280,1,55LV 4종 투구 ,520280,10040,1004,0
0,520290,1,56LV 4종 투구 ,520290,10040,1004,0
0,520300,1,57LV 4종 투구 ,520300,10040,1004,0
0,520310,1,58LV 4종 투구 ,520310,10040,1004,0
0,520320,1,59LV 4종 투구 ,520320,10040,1004,10018
0,520330,1,60LV 4종 투구 ,520330,10040,1004,10018
0,520340,1,61LV 4종 투구 ,520340,10040,1004,10018
0,520350,1,62LV 4종 투구 ,520350,10040,1004,10018
0,520360,1,63LV 4종 투구 ,520360,10040,1004,10018
0,520370,1,64LV 4종 투구1 ,520370,10040,1004,10018
0,520390,1,65LV 4종 투구1 ,520390,10040,1004,10018
0,520410,1,66LV 4종 투구1 ,520410,10040,1004,10019
0,520430,1,67LV 4종 투구1 ,520430,10040,1004,10019
0,520450,1,68LV 4종 투구1 ,520450,10040,1004,10019
0,520470,1,69LV 4종 투구1 ,520470,10040,1004,10019
0,530010,1,6LV 4종 상의,530010,10040,1004,0
0,530020,1,10LV 4종 상의,530020,10040,1004,0
0,530030,1,14LV 4종 상의,530030,10040,1004,0
0,530040,1,18LV 4종 상의1,530040,10040,1004,0
0,530050,1,18LV 4종 상의2,530050,10040,1004,0
0,530060,1,22LV 4종 상의1,530060,10040,1004,0
0,530070,1,22LV 4종 상의2,530070,10040,1004,0
0,530080,1,26LV 4종 상의1,530080,10040,1004,0
0,530090,1,26LV 4종 상의2,530090,10040,1004,0
0,530100,1,30LV 4종 상의,530100,10040,1004,0
0,530110,1,34LV 4종 상의,530110,10040,1004,0
0,530120,1,38LV 4종 상의,530120,10040,1004,0
0,530130,1,41LV 4종 상의,530130,10040,1004,0
0,530140,1,42LV 4종 상의,530140,10040,1004,0
0,530150,1,43LV 4종 상의,530150,10040,1004,0
0,530160,1,44LV 4종 상의,530160,10040,1004,0
0,530170,1,45LV 4종 상의,530170,10040,1004,0
0,530180,1,46LV 4종 상의,530180,10040,1004,0
0,530190,1,47LV 4종 상의,530190,10040,1004,0
0,530200,1,48LV 4종 상의,530200,10040,1004,0
0,530210,1,49LV 4종 상의,530210,10040,1004,0
0,530220,1,50LV 4종 상의,530220,10040,1004,0
0,530230,1,51LV 4종 상의,530230,10040,1004,0
0,530240,1,52LV 4종 상의,530240,10040,1004,0
0,530250,1,53LV 4종 상의,530250,10040,1004,0
0,530260,1,54LV 4종 상의,530260,10040,1004,0
0,530270,1,55LV 4종 상의 ,530270,10040,1004,0
0,530280,1,56LV 4종 상의 ,530280,10040,1004,0
0,530290,1,57LV 4종 상의 ,530290,10040,1004,0
0,530300,1,58LV 4종 상의 ,530300,10040,1004,0
0,530310,1,59LV 4종 상의 ,530310,10040,1004,10018
0,530320,1,60LV 4종 상의 ,530320,10040,1004,10018
0,530330,1,61LV 4종 상의 ,530330,10040,1004,10018
0,530340,1,62LV 4종 상의 ,530340,10040,1004,10018
0,530350,1,63LV 4종 상의 ,530350,10040,1004,10018
0,530360,1,64LV 4종 상의 ,530360,10040,1004,10018
0,530370,1,65LV 4종 상의1 ,530370,10040,1004,10018
0,530390,1,66LV 4종 상의1 ,530390,10040,1004,10019
0,530410,1,67LV 4종 상의1 ,530410,10040,1004,10019
0,530430,1,68LV 4종 상의1 ,530430,10040,1004,10019
0,530450,1,69LV 4종 상의1 ,530450,10040,1004,10019
0,530470,1,70LV 4종 상의1 ,530470,10040,1004,10019
0,540010,1,5LV 4종 하의,540010,10040,1004,0
0,540020,1,9LV 4종 하의,540020,10040,1004,0
0,540030,1,13LV 4종 하의,540030,10040,1004,0
0,540040,1,17LV 4종 하의1,540040,10040,1004,0
0,540050,1,17LV 4종 하의2,540050,10040,1004,0
0,540060,1,21LV 4종 하의1,540060,10040,1004,0
0,540070,1,21LV 4종 하의2,540070,10040,1004,0
0,540080,1,25LV 4종 하의1,540080,10040,1004,0
0,540090,1,25LV 4종 하의2,540090,10040,1004,0
0,540100,1,29LV 4종 하의,540100,10040,1004,0
0,540110,1,33LV 4종 하의,540110,10040,1004,0
0,540120,1,37LV 4종 하의,540120,10040,1004,0
0,540130,1,40LV 4종 하의,540130,10040,1004,0
0,540140,1,41LV 4종 하의,540140,10040,1004,0
0,540150,1,42LV 4종 하의,540150,10040,1004,0
0,540160,1,43LV 4종 하의,540160,10040,1004,0
0,540170,1,44LV 4종 하의,540170,10040,1004,0
0,540180,1,45LV 4종 하의,540180,10040,1004,0
0,540190,1,46LV 4종 하의,540190,10040,1004,0
0,540200,1,47LV 4종 하의,540200,10040,1004,0
0,540210,1,48LV 4종 하의,540210,10040,1004,0
0,540220,1,49LV 4종 하의,540220,10040,1004,0
0,540230,1,50LV 4종 하의,540230,10040,1004,0
0,540240,1,51LV 4종 하의,540240,10040,1004,0
0,540250,1,52LV 4종 하의,540250,10040,1004,0
0,540260,1,53LV 4종 하의,540260,10040,1004,0
0,540270,1,54LV 4종 하의,540270,10040,1004,0
0,540280,1,55LV 4종 하의 ,540280,10040,1004,0
0,540290,1,56LV 4종 하의 ,540290,10040,1004,0
0,540300,1,57LV 4종 하의 ,540300,10040,1004,0
0,540310,1,58LV 4종 하의 ,540310,10040,1004,0
0,540320,1,59LV 4종 하의 ,540320,10040,1004,10018
0,540330,1,60LV 4종 하의 ,540330,10040,1004,10018
0,540340,1,61LV 4종 하의 ,540340,10040,1004,10018
0,540350,1,62LV 4종 하의 ,540350,10040,1004,10018
0,540360,1,63LV 4종 하의 ,540360,10040,1004,10018
0,540370,1,64LV 4종 하의1 ,540370,10040,1004,10018
0,540390,1,65LV 4종 하의1 ,540390,10040,1004,10018
0,540410,1,66LV 4종 하의1 ,540410,10040,1004,10019
0,540430,1,67LV 4종 하의1 ,540430,10040,1004,10019
0,540450,1,68LV 4종 하의1 ,540450,10040,1004,10019
0,540470,1,69LV 4종 하의1 ,540470,10040,1004,10019
0,550010,1,6LV 4종 어깨,550010,10040,1004,0
0,550020,1,10LV 4종 어깨,550020,10040,1004,0
0,550030,1,14LV 4종 어깨,550030,10040,1004,0
0,550040,1,18LV 4종 어깨,550040,10040,1004,0
0,550050,1,22LV 4종 어깨,550050,10040,1004,0
0,550060,1,26LV 4종 어깨,550060,10040,1004,0
0,550070,1,30LV 4종 어깨,550070,10040,1004,0
0,550080,1,31LV 4종 어깨,550080,10040,1004,0
0,550090,1,32LV 4종 어깨,550090,10040,1004,0
0,550100,1,36LV 4종 어깨,550100,10040,1004,0
0,550110,1,37LV 4종 어깨,550110,10040,1004,0
0,550120,1,38LV 4종 어깨,550120,10040,1004,0
0,550130,1,42LV 4종 어깨,550130,10040,1004,0
0,550140,1,43LV 4종 어깨,550140,10040,1004,0
0,550150,1,44LV 4종 어깨,550150,10040,1004,0
0,550160,1,47LV 4종 어깨,550160,10040,1004,0
0,550170,1,48LV 4종 어깨,550170,10040,1004,0
0,550180,1,49LV 4종 어깨,550180,10040,1004,0
0,550190,1,53LV 4종 어깨,550190,10040,1004,0
0,550200,1,54LV 4종 어깨,550200,10040,1004,0
0,550210,1,55LV 4종 어깨 ,550210,10040,1004,0
0,550220,1,58LV 4종 어깨 ,550220,10040,1004,0
0,550230,1,59LV 4종 어깨 ,550230,10040,1004,10018
0,550240,1,60LV 4종 어깨 ,550240,10040,1004,10018
0,550250,1,63LV 4종 어깨 ,550250,10040,1004,10018
0,550260,1,64LV 4종 어깨 ,550260,10040,1004,10018
0,550270,1,65LV 4종 어깨 ,550270,10040,1004,10018
0,550280,1,68LV 4종 어깨1 ,550280,10040,1004,10019
0,550300,1,69LV 4종 어깨1 ,550300,10040,1004,10019
0,550320,1,70LV 4종 어깨1 ,550320,10040,1004,10019
0,560010,1,5LV 4종 장갑,560010,10040,1004,0
0,560020,1,9LV 4종 장갑,560020,10040,1004,0
0,560030,1,13LV 4종 장갑,560030,10040,1004,0
0,560040,1,17LV 4종 장갑,560040,10040,1004,0
0,560050,1,21LV 4종 장갑,560050,10040,1004,0
0,560060,1,25LV 4종 장갑,560060,10040,1004,0
0,560070,1,29LV 4종 장갑,560070,10040,1004,0
0,560080,1,30LV 4종 장갑,560080,10040,1004,0
0,560090,1,31LV 4종 장갑,560090,10040,1004,0
0,560100,1,35LV 4종 장갑,560100,10040,1004,0
0,560110,1,36LV 4종 장갑,560110,10040,1004,0
0,560120,1,37LV 4종 장갑,560120,10040,1004,0
0,560130,1,41LV 4종 장갑,560130,10040,1004,0
0,560140,1,42LV 4종 장갑,560140,10040,1004,0
0,560150,1,43LV 4종 장갑,560150,10040,1004,0
0,560160,1,46LV 4종 장갑,560160,10040,1004,0
0,560170,1,47LV 4종 장갑,560170,10040,1004,0
0,560180,1,48LV 4종 장갑,560180,10040,1004,0
0,560190,1,52LV 4종 장갑,560190,10040,1004,0
0,560200,1,53LV 4종 장갑,560200,10040,1004,0
0,560210,1,54LV 4종 장갑,560210,10040,1004,0
0,560220,1,57LV 4종 장갑 ,560220,10040,1004,0
0,560230,1,58LV 4종 장갑 ,560230,10040,1004,0
0,560240,1,59LV 4종 장갑 ,560240,10040,1004,10018
0,560250,1,62LV 4종 장갑,560250,10040,1004,10018
0,560260,1,63LV 4종 장갑,560260,10040,1004,10018
0,560270,1,64LV 4종 장갑,560270,10040,1004,10018
0,560280,1,67LV 4종 장갑1,560280,10040,1004,10019
0,560300,1,68LV 4종 장갑1,560300,10040,1004,10019
0,560320,1,69LV 4종 장갑1,560320,10040,1004,10019
0,570010,1,6LV 4종 신발,570010,10040,1004,0
0,570020,1,10LV 4종 신발,570020,10040,1004,0
0,570030,1,14LV 4종 신발,570030,10040,1004,0
0,570040,1,18LV 4종 신발,570040,10040,1004,0
0,570050,1,22LV 4종 신발,570050,10040,1004,0
0,570060,1,26LV 4종 신발,570060,10040,1004,0
0,570070,1,30LV 4종 신발,570070,10040,1004,0
0,570080,1,31LV 4종 신발,570080,10040,1004,0
0,570090,1,32LV 4종 신발,570090,10040,1004,0
0,570100,1,36LV 4종 신발,570100,10040,1004,0
0,570110,1,37LV 4종 신발,570110,10040,1004,0
0,570120,1,38LV 4종 신발,570120,10040,1004,0
0,570130,1,42LV 4종 신발,570130,10040,1004,0
0,570140,1,43LV 4종 신발,570140,10040,1004,0
0,570150,1,44LV 4종 신발,570150,10040,1004,0
0,570160,1,47LV 4종 신발,570160,10040,1004,0
0,570170,1,48LV 4종 신발,570170,10040,1004,0
0,570180,1,49LV 4종 신발,570180,10040,1004,0
0,570190,1,53LV 4종 신발,570190,10040,1004,0
0,570200,1,54LV 4종 신발,570200,10040,1004,0
0,570210,1,55LV 4종 신발 ,570210,10040,1004,0
0,570220,1,58LV 4종 신발 ,570220,10040,1004,0
0,570230,1,59LV 4종 신발 ,570230,10040,1004,10018
0,570240,1,60LV 4종 신발 ,570240,10040,1004,10018
0,570250,1,63LV 4종 신발 ,570250,10040,1004,10018
0,570260,1,64LV 4종 신발 ,570260,10040,1004,10018
0,570270,1,65LV 4종 신발 ,570270,10040,1004,10018
0,570280,1,68LV 4종 신발1,570280,10040,1004,10019
0,570300,1,69LV 4종 신발1,570300,10040,1004,10019
0,570320,1,70LV 4종 신발1,570320,10040,1004,10019
0,580010,1,4LV 1종 액세서리 벨트,580010,1,1,0
0,580020,1,6LV 1종 액세서리 반지,580020,1,1,0
0,580030,1,7LV 1종 액세서리 귀걸이,580030,1,1,0
0,580040,1,8LV 1종 액세서리 목걸이,580040,1,1,0
0,580050,1,10LV 1종 액세서리 방패,580050,1,1,0
0,580060,1,15LV 1종 액세서리 벨트,580060,1,1,0
0,580070,1,17LV 1종 액세서리 반지,580070,1,1,0
0,580080,1,18LV 2종 액세서리 귀걸이손목,580080,10020,1002,0
0,580090,1,19LV 1종 액세서리 목걸이,580090,1,1,0
0,580100,1,20LV 8종 액세서리 백팩,580100,0,0,0
0,580110,1,20LV 1종 액세서리 방패,580110,1,1,0
0,580120,1,25LV 1종 액세서리 벨트,580120,1,1,0
0,580130,1,27LV 8종 액세서리 백팩,580130,0,0,0
0,580140,1,27LV 1종 액세서리 반지,580140,1,1,0
0,580150,1,28LV 1종 액세서리 방패,580150,1,1,0
0,580160,1,28LV 1종 액세서리 귀걸이,580160,1,1,0
0,580170,1,28LV 1종 액세서리 목걸이,580170,1,1,0
0,580180,1,30LV 1종 액세서리 벨트,580180,1,1,0
0,580190,1,32LV 1종 액세서리 반지,580190,1,1,0
0,580200,1,33LV 1종 액세서리 귀걸이,580200,1,1,0
0,580210,1,34LV 1종 액세서리 백팩,580210,0,0,0
0,580220,1,34LV 1종 액세서리 목걸이,580220,1,1,0
0,580230,1,35LV 1종 액세서리 벨트,580230,1,1,0
0,580240,1,36LV 1종 액세서리 방패,580240,1,1,0
0,580250,1,36LV 1종 액세서리 손목,580250,1,1,0
0,580260,1,37LV 1종 액세서리 반지,580260,1,1,0
0,580270,1,38LV 1종 액세서리 귀걸이,580270,1,1,0
0,580280,1,39LV 1종 액세서리 목걸이,580280,1,1,0
0,580290,1,40LV 1종 액세서리 백팩,580290,0,0,0
0,580300,1,40LV 1종 액세서리 벨트,580300,1,1,0
0,580320,1,42LV 1종 액세서리 반지,580320,1,1,0
0,580330,1,43LV 1종 액세서리 귀걸이,580330,1,1,0
0,580340,1,44LV 1종 액세서리 방패,580340,1,1,0
0,580350,1,44LV 1종 액세서리 목걸이,580350,1,1,0
0,580360,1,45LV 1종 액세서리 벨트,580360,1,1,0
0,580370,1,47LV 1종 액세서리 백팩,580370,0,0,0
0,580380,1,47LV 1종 액세서리 반지,580380,1,1,0
0,580390,1,48LV 1종 액세서리 귀걸이,580390,1,1,0
0,580400,1,49LV 1종 액세서리 목걸이,580400,1,1,0
0,580410,1,50LV 1종 액세서리 벨트,580410,1,1,0
0,580420,1,51LV 1종 액세서리 방패,580420,1,1,0
0,580430,1,52LV 1종 액세서리 반지,580430,1,1,0
0,580440,1,53LV 1종 액세서리 귀걸이,580440,1,1,0
0,580450,1,54LV 1종 액세서리 백팩,580450,0,0,0
0,580460,1,54LV 1종 액세서리 목걸이,580460,1,1,0
0,580470,1,54LV 1종 액세서리 손목,580470,1,1,0
0,580480,1,55LV 1종 액세서리 벨트,580480,1,1,0
0,580490,1,57LV 1종 액세서리 반지,580490,1,1,0
0,580500,1,58LV 1종 액세서리 방패,580500,1,1,0
0,580510,1,58LV 1종 액세서리 귀걸이,580510,1,1,0
0,580520,1,59LV 1종 액세서리 목걸이,580520,1,1,10018
0,580530,1,60LV 1종 액세서리 백팩,580530,0,0,10018
0,580540,1,60LV 1종 액세서리 벨트,580540,1,1,10018
0,580550,1,62LV 1종 액세서리 반지,580550,1,1,10018
0,580560,1,63LV 1종 액세서리 귀걸이,580560,1,1,10018
0,580570,1,64LV 1종 액세서리 목걸이,580570,1,1,10018
0,580580,1,65LV 1종 액세서리 방패,580580,1,1,10018
0,580590,1,65LV 1종 액세서리 벨트,580590,1,1,10018
0,580600,1,67LV 1종 액세서리 백팩,580600,0,0,10019
0,580610,1,67LV 1종 액세서리 반지,580610,1,1,10019
0,580620,1,68LV 1종 액세서리 귀걸이,580620,1,1,10019
0,580630,1,69LV 1종 액세서리 목걸이,580630,1,1,10019
0,580640,1,71LV 1종 액세서리 방패,580640,1,1,10019
0,590010,1,10LV 4종 투구 세트,590010,10040,1004,0
0,590020,1,10LV 4종 상의 세트,590020,10040,1004,0
0,590030,1,10LV 4종 하의 세트,590030,10040,1004,0
0,590040,1,10LV 4종 어깨 세트,590040,10040,1004,0
0,590050,1,10LV 4종 장갑 세트,590050,10040,1004,0
0,590060,1,10LV 4종 신발 세트,590060,10040,1004,0
0,590070,1,20LV 8종 투구 세트,590070,10080,1008,0
0,590080,1,20LV 8종 상의 세트,590080,10080,1008,0
0,590090,1,20LV 8종 하의 세트,590090,10080,1008,0
0,590100,1,20LV 8종 어깨 세트,590100,10080,1008,0
0,590110,1,20LV 8종 장갑 세트,590110,10080,1008,0
0,590120,1,20LV 8종 신발 세트,590120,10080,1008,0
0,590130,1,20LV 8종 투구 혼돈 세트,590130,10080,1008,0
0,590140,1,20LV 8종 상의 혼돈 세트,590140,10080,1008,0
0,590150,1,20LV 8종 하의 혼돈 세트,590150,10080,1008,0
0,590160,1,20LV 8종 어깨 혼돈 세트,590160,10080,1008,0
0,590170,1,20LV 8종 장갑 혼돈 세트,590170,10080,1008,0
0,590180,1,20LV 8종 신발 혼돈 세트,590180,10080,1008,0
0,590190,1,27LV 8종 투구 세트,590190,10080,1008,0
0,590200,1,27LV 8종 상의 세트,590200,10080,1008,0
0,590210,1,27LV 8종 하의 세트,590210,10080,1008,0
0,590220,1,27LV 8종 어깨 세트,590220,10080,1008,0
0,590230,1,27LV 8종 장갑 세트,590230,10080,1008,0
0,590240,1,27LV 8종 신발 세트,590240,10080,1008,0
0,590250,1,27LV 8종 투구 혼돈 세트,590250,10080,1008,0
0,590260,1,27LV 8종 상의 혼돈 세트,590260,10080,1008,0
0,590270,1,27LV 8종 하의 혼돈 세트,590270,10080,1008,0
0,590280,1,27LV 8종 어깨 혼돈 세트,590280,10080,1008,0
0,590290,1,27LV 8종 장갑 혼돈 세트,590290,10080,1008,0
0,590300,1,27LV 8종 신발 혼돈 세트,590300,10080,1008,0
0,590310,1,34LV 8종 투구 세트,590310,10080,1008,0
0,590320,1,34LV 8종 상의 세트,590320,10080,1008,0
0,590330,1,34LV 8종 하의 세트,590330,10080,1008,0
0,590340,1,34LV 8종 어깨 세트,590340,10080,1008,0
0,590350,1,34LV 8종 장갑 세트,590350,10080,1008,0
0,590360,1,34LV 8종 신발 세트,590360,10080,1008,0
0,590370,1,34LV 8종 투구 혼돈 세트,590370,10080,1008,0
0,590380,1,34LV 8종 상의 혼돈 세트,590380,10080,1008,0
0,590390,1,34LV 8종 하의 혼돈 세트,590390,10080,1008,0
0,590400,1,34LV 8종 어깨 혼돈 세트,590400,10080,1008,0
0,590410,1,34LV 8종 장갑 혼돈 세트,590410,10080,1008,0
0,590420,1,34LV 8종 신발 혼돈 세트,590420,10080,1008,0
0,590430,1,40LV 8종 투구 세트,590430,10080,1008,0
0,590440,1,40LV 8종 상의 세트,590440,10080,1008,0
0,590450,1,40LV 8종 하의 세트,590450,10080,1008,0
0,590460,1,40LV 8종 어깨 세트,590460,10080,1008,0
0,590470,1,40LV 8종 장갑 세트,590470,10080,1008,0
0,590480,1,40LV 8종 신발 세트,590480,10080,1008,0
0,590490,1,40LV 8종 투구 혼돈 세트,590490,10080,1008,0
0,590500,1,40LV 8종 상의 혼돈 세트,590500,10080,1008,0
0,590510,1,40LV 8종 하의 혼돈 세트,590510,10080,1008,0
0,590520,1,40LV 8종 어깨 혼돈 세트,590520,10080,1008,0
0,590530,1,40LV 8종 장갑 혼돈 세트,590530,10080,1008,0
0,590540,1,40LV 8종 신발 혼돈 세트,590540,10080,1008,0
0,590550,1,47LV 8종 투구 세트,590550,10080,1008,0
0,590560,1,47LV 8종 상의 세트,590560,10080,1008,0
0,590570,1,47LV 8종 하의 세트,590570,10080,1008,0
0,590580,1,47LV 8종 어깨 세트,590580,10080,1008,0
0,590590,1,47LV 8종 장갑 세트,590590,10080,1008,0
0,590600,1,47LV 8종 신발 세트,590600,10080,1008,0
0,590610,1,47LV 8종 투구 혼돈 세트,590610,10080,1008,0
0,590620,1,47LV 8종 상의 혼돈 세트,590620,10080,1008,0
0,590630,1,47LV 8종 하의 혼돈 세트,590630,10080,1008,0
0,590640,1,47LV 8종 어깨 혼돈 세트,590640,10080,1008,0
0,590650,1,47LV 8종 장갑 혼돈 세트,590650,10080,1008,0
0,590660,1,47LV 8종 신발 혼돈 세트,590660,10080,1008,0
0,590670,1,54LV 8종 투구 세트,590670,10080,1008,0
0,590680,1,54LV 8종 상의 세트,590680,10080,1008,0
0,590690,1,54LV 8종 하의 세트,590690,10080,1008,0
0,590700,1,54LV 8종 어깨 세트,590700,10080,1008,0
0,590710,1,54LV 8종 장갑 세트,590710,10080,1008,0
0,590720,1,54LV 8종 신발 세트,590720,10080,1008,0
0,590730,1,54LV 8종 투구 혼돈 세트,590730,10080,1008,0
0,590740,1,54LV 8종 상의 혼돈 세트,590740,10080,1008,0
0,590750,1,54LV 8종 하의 혼돈 세트,590750,10080,1008,0
0,590760,1,54LV 8종 어깨 혼돈 세트,590760,10080,1008,0
0,590770,1,54LV 8종 장갑 혼돈 세트,590770,10080,1008,0
0,590780,1,54LV 8종 신발 혼돈 세트,590780,10080,1008,0
0,590790,1,61LV 8종 투구 세트,590790,10080,1008,10018
0,590800,1,61LV 8종 상의 세트,590800,10080,1008,10018
0,590810,1,61LV 8종 하의 세트,590810,10080,1008,10018
0,590820,1,61LV 8종 어깨 세트,590820,10080,1008,10018
0,590830,1,61LV 8종 장갑 세트,590830,10080,1008,10018
0,590840,1,61LV 8종 신발 세트,590840,10080,1008,10018
0,590850,1,61LV 8종 투구 혼돈 세트,590850,10080,1008,10018
0,590860,1,61LV 8종 상의 혼돈 세트,590860,10080,1008,10018
0,590870,1,61LV 8종 하의 혼돈 세트,590870,10080,1008,10018
0,590880,1,61LV 8종 어깨 혼돈 세트,590880,10080,1008,10018
0,590890,1,61LV 8종 장갑 혼돈 세트,590890,10080,1008,10018
0,590900,1,61LV 8종 신발 혼돈 세트,590900,10080,1008,10018
0,590910,1,67LV 8종 투구 세트,590910,10080,1008,10019
0,590920,1,67LV 8종 상의 세트,590920,10080,1008,10019
0,590930,1,67LV 8종 하의 세트,590930,10080,1008,10019
0,590940,1,67LV 8종 어깨 세트,590940,10080,1008,10019
0,590950,1,67LV 8종 장갑 세트,590950,10080,1008,10019
0,590960,1,67LV 8종 신발 세트,590960,10080,1008,10019
0,590970,1,67LV 8종 투구 혼돈 세트,590970,10080,1008,10019
0,590980,1,67LV 8종 상의 혼돈 세트,590980,10080,1008,10019
0,590990,1,67LV 8종 하의 혼돈 세트,590990,10080,1008,10019
0,591000,1,67LV 8종 어깨 혼돈 세트,591000,10080,1008,10019
0,591010,1,67LV 8종 장갑 혼돈 세트,591010,10080,1008,10019
0,591020,1,67LV 8종 신발 혼돈 세트,591020,10080,1008,10019
0,660101,1, 수염고래 해안가 디펜스 정예 드랍,660101,660101,660101,790101
0,660102,1, 미리내 신전 디펜스 정예 드랍,660102,660102,660102,790102
0,660106,1, 위험한 동굴 디펜스 정예 드랍,660106,660106,660106,790106
0,660121,1, 스카이피 신전 디펜스 정예 드랍,660121,660121,660121,790121
0,661013,1, 스티븐 무역항 디펜스 정예 드랍,661013,661013,661013,791013
0,661015,1, 칼리곤 선단 디펜스 정예 드랍,661015,661015,661015,791015
0,690101,1, 수염고래 해안가 정예 드랍,690101,690101,690101,790101
0,690102,1, 미리내 신전 정예 드랍,690102,690102,690102,790102
0,690103,1, 용자의 길 정예 드랍(액세서리 포함),690103,690103,690103,790103
0,690104,1, 배신자의 고개 정예 드랍,690104,690104,690104,790104
0,690105,1, 용자의 길 정예 드랍,690105,690105,690105,790103
0,690106,1, 위험한 동굴 정예 드랍,690106,690106,690106,790106
0,690120,1,베가본드 액세서리 시리즈,690120,690120,690120,0
0,690121,1, 스카이피 신전 정예 드랍,690121,690121,690121,790121
0,690130,1, 숙련된 용자의 길 정예 드랍,690130,690130,690130,790130
0,690135,1, 숙련된 용자의 길 정예 드랍(액세서리 포함),690135,690135,690135,790130
0,690140,1,베가스 액세서리 시리즈,690140,690140,690140,0
0,690143,1, 망각의 협곡 정예 드랍,690143,690143,690143,790143
0,690144,1, 망각의 협곡 정예 드랍(액세서리 포함),690144,690144,690144,790143
0,690150,1,헤스(15) 액세서리 시리즈,690150,690150,690150,0
0,690160,1,쿵카 액세서리 시리즈,690160,690160,690160,0
0,690170,1,헤스(20) 액세서리 시리즈,690170,690170,690170,0
0,690180,1,후커 액세서리 시리즈,690180,690180,690180,0
0,690190,1,후커(레어) 액세서리 시리즈,690190,690190,690190,0
0,690200,1,알비다 액세서리 시리즈,690200,690200,690200,0
0,690201,1, 악마의 숨결 정예 드랍,690201,690201,690201,790201
0,690203,1, 이글거리는늪지대 정예 드랍,690203,690203,690203,790203
0,690205,1, 신들의안식처 정예 드랍,690205,690205,690205,790205
0,690210,1,칼리곤 액세서리 시리즈,690210,690210,690210,0
0,690243,1, 솔방울언덕 정예 드랍,690243,690243,690243,790243
0,690300,1,포링 가방,690300,690300,690300,0
0,690310,1,고블린 도끼 가방,690310,690310,690310,0
0,690320,1,고블린 해머 가방,690320,690320,690320,0
0,690330,1,엔젤링 가방,690330,690330,690330,0
0,690340,1,오크 워리어 가방,690340,690340,690340,0
0,690370,1,미믹 가방(일반),690370,690370,690370,0
0,690380,1,헌터 플라이 가방(일반),690380,690380,690380,0
0,690390,1,좀비 가방(일반),690390,690390,690390,0
0,690400,1,구울 가방(일반),690400,690400,690400,0
0,690410,1,이블 드루이드 가방(일반),690410,690410,690410,0
0,690420,1,레이쓰 가방(일반),690420,690420,690420,0
0,690450,1,미믹 가방(영웅),690450,690450,690450,0
0,690460,1,헌터 플라이 가방(영웅),690460,690460,690460,0
0,690470,1,좀비 가방(영웅),690470,690470,690470,0
0,690480,1,구울 가방(영웅),690480,690480,690480,0
0,690490,1,이블 드루이드 가방(영웅),690490,690490,690490,0
0,690500,1,레이쓰 가방(영웅),690500,690500,690500,0
0,690530,1,미믹 가방(레어),690530,690530,690530,0
0,690540,1,헌터 플라이 가방(레어),690540,690540,690540,0
0,690550,1,좀비 가방(레어),690550,690550,690550,0
0,690560,1,구울 가방(레어),690560,690560,690560,0
0,690570,1,이블 드루이드 가방(레어),690570,690570,690570,0
0,690580,1,레이쓰 가방(레어),690580,690580,690580,0
0,690590,1,하이 오크 아이템 백(상자),690590,690590,690590,0
1,690590,1,하이 오크 아이템 백(상자),690590,690590,690590,0
0,690600,1,하이 오크 아이템 백(소비),690600,690600,690600,0
1,690600,1,하이 오크 아이템 백(소비),690600,690600,690600,0
0,690610,1,하이 오크 아이템 백(잡템),690610,690610,690610,0
1,690610,1,하이 오크 아이템 백(잡템),690610,690610,690610,0
0,690620,1,하이 오크 아이템 백(BAG 확률),690620,690620,690620,0
1,690620,1,하이 오크 아이템 백(BAG 확률),690620,690620,690620,0
0,690630,1,오크 히어로 아이템 백(상자),690630,690630,690630,0
1,690630,1,오크 히어로 아이템 백(상자),690630,690630,690630,0
0,690640,1,오크 히어로 아이템 백(소비),690640,690640,690640,0
1,690640,1,오크 히어로 아이템 백(소비),690640,690640,690640,0
0,690650,1,오크 히어로 아이템 백(잡템),690650,690650,690650,0
1,690650,1,오크 히어로 아이템 백(잡템),690650,690650,690650,0
0,690660,1,오크 히어로 아이템 백(액세서리),690660,690660,690660,0
1,690660,1,오크 히어로 아이템 백(액세서리),690660,690660,690660,0
0,690665,1,오크 히어로 아이템 백(BAG 확률),690665,690665,690665,0
1,690665,1,오크 히어로 아이템 백(BAG 확률),690665,690665,690665,0
0,690670,1,[일반]다크 일루젼 아이템 백(상자),690670,690670,690670,0
1,690670,1,[일반]다크 일루젼 아이템 백(상자),690670,690670,690670,0
0,690680,1,[일반]다크 일루젼 아이템 백(소비),690680,690680,690680,0
