IDX,f_NationCodeStr,ContainerNo,Memo,SuccessRateControlNo,BagGrpNo01,BagGrpNo02,BagGrpNo03,BagGrpNo04,BagGrpNo05,BagGrpNo06,BagGrpNo07,BagGrpNo08,BagGrpNo09,BagGrpNo10,RewardItem
1362,0,216300,카오스 얼음 협곡 난이도 4 S,41002,60001840,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903150
1363,0,216310,카오스 얼음 협곡 난이도 4 A,41003,60001840,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903160
1364,0,216320,카오스 얼음 협곡 난이도 4 B,41004,60001840,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903170
1365,0,216330,카오스 얼음 협곡 난이도 4 C,41005,60001840,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903180
1366,0,216340,카오스 얼음 협곡 난이도 4 D,41006,60001840,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903190
1367,0,216350,카오스 얼음 협곡 난이도 4 E,41007,60001840,610740,711480,711520,711530,711580,711590,711600,711610,711620,0
1368,0,216360,카오스 얼음 협곡 난이도 4 F,41008,60001840,610740,711480,711520,711530,711580,711590,711600,711610,711620,0
1369,0,217010,카오스 용의 탑 난이도 1 SSS,41009,60001910,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903200
1370,0,217020,카오스 용의 탑 난이도 1 SS,41009,60001910,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903210
1371,0,217030,카오스 용의 탑 난이도 1 S,41009,60001910,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903220
1372,0,217040,카오스 용의 탑 난이도 1 A,41010,60001910,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903230
1373,0,217050,카오스 용의 탑 난이도 1 B,41011,60001910,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903240
1374,0,217060,카오스 용의 탑 난이도 1 C,41012,60001910,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903250
1375,0,217070,카오스 용의 탑 난이도 1 D,41013,60001910,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903260
1376,0,217080,카오스 용의 탑 난이도 1 E,41014,60001910,610740,711480,711520,711530,711580,711590,711600,711610,711620,0
1377,0,217090,카오스 용의 탑 난이도 1 F,41015,60001910,610740,711480,711520,711530,711580,711590,711600,711610,711620,0
1378,0,217100,카오스 용의 탑 난이도 2 SSS,41016,60001920,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903200
1379,0,217110,카오스 용의 탑 난이도 2 SS,41016,60001920,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903210
1380,0,217120,카오스 용의 탑 난이도 2 S,41016,60001920,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903220
1381,0,217130,카오스 용의 탑 난이도 2 A,41017,60001920,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903230
1382,0,217140,카오스 용의 탑 난이도 2 B,41018,60001920,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903240
1383,0,217150,카오스 용의 탑 난이도 2 C,41019,60001920,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903250
1384,0,217160,카오스 용의 탑 난이도 2 D,41020,60001920,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903260
1385,0,217170,카오스 용의 탑 난이도 2 E,41021,60001920,610740,711480,711520,711530,711580,711590,711600,711610,711620,0
1386,0,217180,카오스 용의 탑 난이도 2 F,41022,60001920,610740,711480,711520,711530,711580,711590,711600,711610,711620,0
1387,0,217190,카오스 용의 탑 난이도 3 SSS,41023,60001930,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903200
1388,0,217200,카오스 용의 탑 난이도 3 SS,41023,60001930,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903210
1389,0,217210,카오스 용의 탑 난이도 3 S,41023,60001930,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903220
1390,0,217220,카오스 용의 탑 난이도 3 A,41024,60001930,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903230
1391,0,217230,카오스 용의 탑 난이도 3 B,41025,60001930,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903240
1392,0,217240,카오스 용의 탑 난이도 3 C,41026,60001930,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903250
1393,0,217250,카오스 용의 탑 난이도 3 D,41027,60001930,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903260
1394,0,217260,카오스 용의 탑 난이도 3 E,41028,60001930,610740,711480,711520,711530,711580,711590,711600,711610,711620,0
1395,0,217270,카오스 용의 탑 난이도 3 F,41029,60001930,610740,711480,711520,711530,711580,711590,711600,711610,711620,0
1396,0,217280,카오스 용의 탑 난이도 4 SSS,41030,60001940,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903200
1397,0,217290,카오스 용의 탑 난이도 4 SS,41030,60001940,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903210
1398,0,217300,카오스 용의 탑 난이도 4 S,41030,60001940,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903220
1399,0,217310,카오스 용의 탑 난이도 4 A,41031,60001940,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903230
1400,0,217320,카오스 용의 탑 난이도 4 B,41032,60001940,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903240
1401,0,217330,카오스 용의 탑 난이도 4 C,41033,60001940,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903250
1402,0,217340,카오스 용의 탑 난이도 4 D,41034,60001940,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903260
1403,0,217350,카오스 용의 탑 난이도 4 E,41035,60001940,610740,711480,711520,711530,711580,711590,711600,711610,711620,0
1404,0,217360,카오스 용의 탑 난이도 4 F,41036,60001940,610740,711480,711520,711530,711580,711590,711600,711610,711620,0
1405,0,218010,카오스 용의 탑 2 난이도 1 SSS,41037,60001910,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903270
1406,0,218020,카오스 용의 탑 2 난이도 1 SS,41037,60001910,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903280
1407,0,218030,카오스 용의 탑 2 난이도 1 S,41037,60001910,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903290
1408,0,218040,카오스 용의 탑 2 난이도 1 A,41038,60001910,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903300
1409,0,218050,카오스 용의 탑 2 난이도 1 B,41039,60001910,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903310
1410,0,218060,카오스 용의 탑 2 난이도 1 C,41040,60001910,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903320
1411,0,218070,카오스 용의 탑 2 난이도 1 D,41041,60001910,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903330
1412,0,218080,카오스 용의 탑 2 난이도 1 E,41042,60001910,610740,711480,711520,711530,711580,711590,711600,711610,711620,0
1413,0,218090,카오스 용의 탑 2 난이도 1 F,41043,60001910,610740,711480,711520,711530,711580,711590,711600,711610,711620,0
1414,0,218100,카오스 용의 탑 2 난이도 2 SSS,41044,60001920,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903270
1415,0,218110,카오스 용의 탑 2 난이도 2 SS,41044,60001920,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903280
1416,0,218120,카오스 용의 탑 2 난이도 2 S,41044,60001920,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903290
1417,0,218130,카오스 용의 탑 2 난이도 2 A,41045,60001920,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903300
1418,0,218140,카오스 용의 탑 2 난이도 2 B,41046,60001920,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903310
1419,0,218150,카오스 용의 탑 2 난이도 2 C,41047,60001920,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903320
1420,0,218160,카오스 용의 탑 2 난이도 2 D,41048,60001920,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903330
1421,0,218170,카오스 용의 탑 2 난이도 2 E,41049,60001920,610740,711480,711520,711530,711580,711590,711600,711610,711620,0
1422,0,218180,카오스 용의 탑 2 난이도 2 F,41050,60001920,610740,711480,711520,711530,711580,711590,711600,711610,711620,0
1423,0,218190,카오스 용의 탑 2 난이도 3 SSS,41051,60001930,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903270
1424,0,218200,카오스 용의 탑 2 난이도 3 SS,41051,60001930,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903280
1425,0,218210,카오스 용의 탑 2 난이도 3 S,41051,60001930,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903290
1426,0,218220,카오스 용의 탑 2 난이도 3 A,41052,60001930,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903300
1427,0,218230,카오스 용의 탑 2 난이도 3 B,41053,60001930,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903310
1428,0,218240,카오스 용의 탑 2 난이도 3 C,41054,60001930,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903320
1429,0,218250,카오스 용의 탑 2 난이도 3 D,41055,60001930,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903330
1430,0,218260,카오스 용의 탑 2 난이도 3 E,41056,60001930,610740,711480,711520,711530,711580,711590,711600,711610,711620,0
1431,0,218270,카오스 용의 탑 2 난이도 3 F,41057,60001930,610740,711480,711520,711530,711580,711590,711600,711610,711620,0
1432,0,218280,카오스 용의 탑 2 난이도 4 SSS,41058,60001940,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903270
1433,0,218290,카오스 용의 탑 2 난이도 4 SS,41058,60001940,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903280
1434,0,218300,카오스 용의 탑 2 난이도 4 S,41058,60001940,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903290
1435,0,218310,카오스 용의 탑 2 난이도 4 A,41059,60001940,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903300
1436,0,218320,카오스 용의 탑 2 난이도 4 B,41060,60001940,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903310
1437,0,218330,카오스 용의 탑 2 난이도 4 C,41061,60001940,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903320
1438,0,218340,카오스 용의 탑 2 난이도 4 D,41062,60001940,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903330
1439,0,218350,카오스 용의 탑 2 난이도 4 E,41063,60001940,610740,711480,711520,711530,711580,711590,711600,711610,711620,0
1440,0,218360,카오스 용의 탑 2 난이도 4 F,41064,60001940,610740,711480,711520,711530,711580,711590,711600,711610,711620,0
1441,0,219010,카오스 용의 탑 3 난이도 1 SSS,41065,60001910,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903340
1442,0,219020,카오스 용의 탑 3 난이도 1 SS,41065,60001910,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903350
1443,0,219030,카오스 용의 탑 3 난이도 1 S,41065,60001910,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903360
1444,0,219040,카오스 용의 탑 3 난이도 1 A,41066,60001910,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903370
1445,0,219050,카오스 용의 탑 3 난이도 1 B,41067,60001910,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903380
1446,0,219060,카오스 용의 탑 3 난이도 1 C,41068,60001910,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903390
1447,0,219070,카오스 용의 탑 3 난이도 1 D,41069,60001910,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903400
1448,0,219080,카오스 용의 탑 3 난이도 1 E,41070,60001910,610740,711480,711520,711530,711580,711590,711600,711610,711620,0
1449,0,219090,카오스 용의 탑 3 난이도 1 F,41071,60001910,610740,711480,711520,711530,711580,711590,711600,711610,711620,0
1450,0,219100,카오스 용의 탑 3 난이도 2 SSS,41072,60001920,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903340
1451,0,219110,카오스 용의 탑 3 난이도 2 SS,41072,60001920,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903350
1452,0,219120,카오스 용의 탑 3 난이도 2 S,41072,60001920,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903360
1453,0,219130,카오스 용의 탑 3 난이도 2 A,41073,60001920,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903370
1454,0,219140,카오스 용의 탑 3 난이도 2 B,41074,60001920,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903380
1455,0,219150,카오스 용의 탑 3 난이도 2 C,41075,60001920,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903390
1456,0,219160,카오스 용의 탑 3 난이도 2 D,41076,60001920,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903400
1457,0,219170,카오스 용의 탑 3 난이도 2 E,41077,60001920,610740,711480,711520,711530,711580,711590,711600,711610,711620,0
1458,0,219180,카오스 용의 탑 3 난이도 2 F,41078,60001920,610740,711480,711520,711530,711580,711590,711600,711610,711620,0
1459,0,219190,카오스 용의 탑 3 난이도 3 SSS,41079,60001930,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903340
1460,0,219200,카오스 용의 탑 3 난이도 3 SS,41079,60001930,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903350
1461,0,219210,카오스 용의 탑 3 난이도 3 S,41079,60001930,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903360
1462,0,219220,카오스 용의 탑 3 난이도 3 A,41080,60001930,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903370
1463,0,219230,카오스 용의 탑 3 난이도 3 B,41081,60001930,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903380
1464,0,219240,카오스 용의 탑 3 난이도 3 C,41082,60001930,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903390
1465,0,219250,카오스 용의 탑 3 난이도 3 D,41083,60001930,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903400
1466,0,219260,카오스 용의 탑 3 난이도 3 E,41084,60001930,610740,711480,711520,711530,711580,711590,711600,711610,711620,0
1467,0,219270,카오스 용의 탑 3 난이도 3 F,41085,60001930,610740,711480,711520,711530,711580,711590,711600,711610,711620,0
1468,0,219280,카오스 용의 탑 3 난이도 4 SSS,41086,60001940,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903340
1469,0,219290,카오스 용의 탑 3 난이도 4 SS,41086,60001940,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903350
1470,0,219300,카오스 용의 탑 3 난이도 4 S,41086,60001940,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903360
1471,0,219310,카오스 용의 탑 3 난이도 4 A,41087,60001940,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903370
1472,0,219320,카오스 용의 탑 3 난이도 4 B,41088,60001940,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903380
1473,0,219330,카오스 용의 탑 3 난이도 4 C,41089,60001940,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903390
1474,0,219340,카오스 용의 탑 3 난이도 4 D,41090,60001940,610740,711480,711520,711530,711580,711590,711600,711610,711620,50903400
1475,0,219350,카오스 용의 탑 3 난이도 4 E,41091,60001940,610740,711480,711520,711530,711580,711590,711600,711610,711620,0
1476,0,219360,카오스 용의 탑 3 난이도 4 F,41092,60001940,610740,711480,711520,711530,711580,711590,711600,711610,711620,0
1477,0,219370,사망유희(GLOG) 맵 난이도 2 SSS,41093,219370,610150,710570,710580,710590,710600,710610,0,0,0,50902030
1478,0,219380,사망유희(GLOG) 맵 난이도 3 SSS,41094,219380,610220,710710,710720,710730,710740,710750,710760,710770,0,50902020
1479,0,219390,사망유희(GLOG) 맵 난이도 4 SSS,41095,219390,610190,710780,710790,710800,710810,710820,710830,0,0,50902010
1480,0,219400,사망유희(GLOG) 맵 3 난이도 1 SSS,41096,219400,610160,710530,710540,710550,710560,710570,710580,0,0,50902040
1481,0,219410,사망유희(GLOG) 맵 3 난이도 1 SS,1,219410,0,0,0,0,0,0,0,0,0,0
1482,0,219420,사망유희(GLOG) 맵 3 난이도 1 S,1,219420,0,0,0,0,0,0,0,0,0,0
1483,0,219430,사망유희(GLOG) 맵 3 난이도 1 A,1,219430,0,0,0,0,0,0,0,0,0,0
1484,0,219440,사망유희(GLOG) 맵 3 난이도 1 B,1,219440,0,0,0,0,0,0,0,0,0,0
1485,0,219450,사망유희(GLOG) 맵 3 난이도 1 C,1,219450,0,0,0,0,0,0,0,0,0,0
1486,0,219460,사망유희(GLOG) 맵 3 난이도 1 D,1,219460,0,0,0,0,0,0,0,0,0,0
1487,0,219470,사망유희(GLOG) 맵 3 난이도 1 E,1,219470,0,0,0,0,0,0,0,0,0,0
1488,0,219480,사망유희(GLOG) 맵 3 난이도 1 F,1,219480,0,0,0,0,0,0,0,0,0,0
1489,0,219490,사망유희(GLOG) 맵 3 난이도 2 SS,1,219490,0,0,0,0,0,0,0,0,0,0
1490,0,219500,사망유희(GLOG) 맵 3 난이도 2 S,1,219500,0,0,0,0,0,0,0,0,0,0
1491,0,219510,사망유희(GLOG) 맵 3 난이도 2 A,1,219510,0,0,0,0,0,0,0,0,0,0
1492,0,219520,사망유희(GLOG) 맵 3 난이도 2 B,1,219520,0,0,0,0,0,0,0,0,0,0
1493,0,219530,사망유희(GLOG) 맵 3 난이도 2 C,1,219530,0,0,0,0,0,0,0,0,0,0
1494,0,219540,사망유희(GLOG) 맵 3 난이도 2 D,1,219540,0,0,0,0,0,0,0,0,0,0
1495,0,219550,사망유희(GLOG) 맵 3 난이도 2 E,1,219550,0,0,0,0,0,0,0,0,0,0
1496,0,219560,사망유희(GLOG) 맵 3 난이도 2 F,1,219560,0,0,0,0,0,0,0,0,0,0
1497,0,219570,사망유희(GLOG) 맵 3 난이도 3 SS,1,219570,0,0,0,0,0,0,0,0,0,0
1498,0,219580,사망유희(GLOG) 맵 3 난이도 3 S,1,219580,0,0,0,0,0,0,0,0,0,0
1499,0,219590,사망유희(GLOG) 맵 3 난이도 3 A,1,219590,0,0,0,0,0,0,0,0,0,0
1500,0,219600,사망유희(GLOG) 맵 3 난이도 3 B,1,219600,0,0,0,0,0,0,0,0,0,0
1501,0,219610,사망유희(GLOG) 맵 3 난이도 3 C,1,219610,0,0,0,0,0,0,0,0,0,0
1502,0,219620,사망유희(GLOG) 맵 3 난이도 3 D,1,219620,0,0,0,0,0,0,0,0,0,0
1503,0,219630,사망유희(GLOG) 맵 3 난이도 3 E,1,219630,0,0,0,0,0,0,0,0,0,0
1504,0,219640,사망유희(GLOG) 맵 3 난이도 3 F,1,219640,0,0,0,0,0,0,0,0,0,0
1505,0,219650,사망유희(GLOG) 맵 3 난이도 4 SS,1,219650,0,0,0,0,0,0,0,0,0,0
1506,0,219660,사망유희(GLOG) 맵 3 난이도 4 S,1,219660,0,0,0,0,0,0,0,0,0,0
1507,0,219670,사망유희(GLOG) 맵 3 난이도 4 A,1,219670,0,0,0,0,0,0,0,0,0,0
1508,0,219680,사망유희(GLOG) 맵 3 난이도 4 B,1,219680,0,0,0,0,0,0,0,0,0,0
1509,0,219690,사망유희(GLOG) 맵 3 난이도 4 C,1,219690,0,0,0,0,0,0,0,0,0,0
1510,0,219700,사망유희(GLOG) 맵 3 난이도 4 D,1,219700,0,0,0,0,0,0,0,0,0,0
1511,0,219710,사망유희(GLOG) 맵 3 난이도 4 E,1,219710,0,0,0,0,0,0,0,0,0,0
1512,0,219720,사망유희(GLOG) 맵 3 난이도 4 F,1,219720,0,0,0,0,0,0,0,0,0,0
1513,0,219730,사망유희(GLOG) 맵 난이도 6 SSS,1,219730,0,0,0,0,0,0,0,0,0,50902010
1514,0,310010,90103[아케이드]용자의 길 1 SSS,6200200,350100001,451100011,455100011,0,535110010,0,0,0,0,0,50902010
1515,0,310020,90103[아케이드]용자의 길 1 SS,6200400,350100001,451100011,455100011,0,535110010,0,0,0,0,0,50902020
1516,0,310030,90103[아케이드]용자의 길 1 S,6200600,350100001,451100011,455100011,0,535110010,0,0,0,0,0,50902030
1517,0,310040,90103[아케이드]용자의 길 1 A,6200800,350100001,451100011,455100011,0,535110010,0,0,0,0,0,50902040
1518,0,310050,90103[아케이드]용자의 길 1 B,6201000,350100001,451100011,455100011,0,535110010,0,0,0,0,0,50902050
1519,0,310060,90103[아케이드]용자의 길 1 C,6201200,350100001,451100011,455100011,0,535110010,0,0,0,0,0,50902060
1520,0,310070,90103[아케이드]용자의 길 1 D,6201400,350100001,451100011,455100011,0,535110010,0,0,0,0,0,50902070
1521,0,310080,90103[아케이드]용자의 길 1 E,6201600,350100001,451100011,455100011,0,535110010,0,0,0,0,0,0
1522,0,310090,90103[아케이드]용자의 길 1 F,6201800,350100001,451100011,455100011,0,535110010,0,0,0,0,0,0
1523,0,310100,90103[아케이드]용자의 길 2 SSS,6202000,350100001,451100011,455100011,0,535110010,0,0,0,0,0,50902010
1524,0,310110,90103[아케이드]용자의 길 2 SS,6202200,350100001,451100011,455100011,0,535110010,0,0,0,0,0,50902020
1525,0,310120,90103[아케이드]용자의 길 2 S,6202400,350100001,451100011,455100011,0,535110010,0,0,0,0,0,50902030
1526,0,310130,90103[아케이드]용자의 길 2 A,6202600,350100001,451100011,455100011,0,535110010,0,0,0,0,0,50902040
1527,0,310140,90103[아케이드]용자의 길 2 B,6202800,350100001,451100011,455100011,0,535110010,0,0,0,0,0,50902050
1528,0,310150,90103[아케이드]용자의 길 2 C,6203000,350100001,451100011,455100011,0,535110010,0,0,0,0,0,50902060
1529,0,310160,90103[아케이드]용자의 길 2 D,6203200,350100001,451100011,455100011,0,535110010,0,0,0,0,0,50902070
1530,0,310170,90103[아케이드]용자의 길 2 E,6203400,350100001,451100011,455100011,0,535110010,0,0,0,0,0,0
1531,0,310180,90103[아케이드]용자의 길 2 F,6203600,350100001,451100011,455100011,0,535110010,0,0,0,0,0,0
1532,0,310190,90130[아케이드] 숙련된 용자의 길 1 SSS,6200200,350100002,451100021,455100021,0,535110010,0,0,0,0,0,50902010
1533,0,310200,90130[아케이드] 숙련된 용자의 길 1 SS,6200400,350100002,451100021,455100021,0,535110010,0,0,0,0,0,50902020
1534,0,310210,90130[아케이드] 숙련된 용자의 길 1 S,6200600,350100002,451100021,455100021,0,535110010,0,0,0,0,0,50902030
1535,0,310220,90130[아케이드] 숙련된 용자의 길 1 A,6200800,350100002,451100021,455100021,0,535110010,0,0,0,0,0,50902040
1536,0,310230,90130[아케이드] 숙련된 용자의 길 1 B,6201000,350100002,451100021,455100021,0,535110010,0,0,0,0,0,50902050
1537,0,310240,90130[아케이드] 숙련된 용자의 길 1 C,6201200,350100002,451100021,455100021,0,535110010,0,0,0,0,0,50902060
1538,0,310250,90130[아케이드] 숙련된 용자의 길 1 D,6201400,350100002,451100021,455100021,0,535110010,0,0,0,0,0,50902070
1539,0,310260,90130[아케이드] 숙련된 용자의 길 1 E,6201600,350100002,451100021,455100021,0,535110010,0,0,0,0,0,0
1540,0,310270,90130[아케이드] 숙련된 용자의 길 1 F,6201800,350100002,451100021,455100021,0,535110010,0,0,0,0,0,0
1541,0,310280,90130[아케이드] 숙련된 용자의 길 2 SSS,6202000,350100002,451100021,455100021,0,535110010,0,0,0,0,0,50902010
1542,0,310290,90130[아케이드] 숙련된 용자의 길 2 SS,6202200,350100002,451100021,455100021,0,535110010,0,0,0,0,0,50902020
1543,0,310300,90130[아케이드] 숙련된 용자의 길 2 S,6202400,350100002,451100021,455100021,0,535110010,0,0,0,0,0,50902030
1544,0,310310,90130[아케이드] 숙련된 용자의 길 2 A,6202600,350100002,451100021,455100021,0,535110010,0,0,0,0,0,50902040
1545,0,310320,90130[아케이드] 숙련된 용자의 길 2 B,6202800,350100002,451100021,455100021,0,535110010,0,0,0,0,0,50902050
1546,0,310330,90130[아케이드] 숙련된 용자의 길 2 C,6203000,350100002,451100021,455100021,0,535110010,0,0,0,0,0,50902060
1547,0,310340,90130[아케이드] 숙련된 용자의 길 2 D,6203200,350100002,451100021,455100021,0,535110010,0,0,0,0,0,50902070
1548,0,310350,90130[아케이드] 숙련된 용자의 길 2 E,6203400,350100002,451100021,455100021,0,535110010,0,0,0,0,0,0
1549,0,310360,90130[아케이드] 숙련된 용자의 길 2 F,6203600,350100002,451100021,455100021,0,535110010,0,0,0,0,0,0
1550,0,310370,90104[아케이드] 배신자의 고개 1 SSS,6200200,350100003,451100031,455100031,0,535110010,0,0,0,0,0,50902080
1551,0,310380,90104[아케이드] 배신자의 고개 1 SS,6200400,350100003,451100031,455100031,0,535110010,0,0,0,0,0,50902090
1552,0,310390,90104[아케이드] 배신자의 고개 1 S,6200600,350100003,451100031,455100031,0,535110010,0,0,0,0,0,50902100
1553,0,310400,90104[아케이드] 배신자의 고개 1 A,6200800,350100003,451100031,455100031,0,535110010,0,0,0,0,0,50902110
1554,0,310410,90104[아케이드] 배신자의 고개 1 B,6201000,350100003,451100031,455100031,0,535110010,0,0,0,0,0,50902120
1555,0,310420,90104[아케이드] 배신자의 고개 1 C,6201200,350100003,451100031,455100031,0,535110010,0,0,0,0,0,50902130
1556,0,310430,90104[아케이드] 배신자의 고개 1 D,6201400,350100003,451100031,455100031,0,535110010,0,0,0,0,0,50902140
1557,0,310440,90104[아케이드] 배신자의 고개 1 E,6201600,350100003,451100031,455100031,0,535110010,0,0,0,0,0,0
1558,0,310450,90104[아케이드] 배신자의 고개 1 F,6201800,350100003,451100031,455100031,0,535110010,0,0,0,0,0,0
1559,0,310460,90104[아케이드] 배신자의 고개 2 SSS,6202000,350100003,451100031,455100031,0,535110010,0,0,0,0,0,50902080
1560,0,310470,90104[아케이드] 배신자의 고개 2 SS,6202200,350100003,451100031,455100031,0,535110010,0,0,0,0,0,50902090
1561,0,310480,90104[아케이드] 배신자의 고개 2 S,6202400,350100003,451100031,455100031,0,535110010,0,0,0,0,0,50902100
1562,0,310490,90104[아케이드] 배신자의 고개 2 A,6202600,350100003,451100031,455100031,0,535110010,0,0,0,0,0,50902110
1563,0,310500,90104[아케이드] 배신자의 고개 2 B,6202800,350100003,451100031,455100031,0,535110010,0,0,0,0,0,50902120
1564,0,310510,90104[아케이드] 배신자의 고개 2 C,6203000,350100003,451100031,455100031,0,535110010,0,0,0,0,0,50902130
1565,0,310520,90104[아케이드] 배신자의 고개 2 D,6203200,350100003,451100031,455100031,0,535110010,0,0,0,0,0,50902140
1566,0,310530,90104[아케이드] 배신자의 고개 2 E,6203400,350100003,451100031,455100031,0,535110010,0,0,0,0,0,0
1567,0,310540,90104[아케이드] 배신자의 고개 2 F,6203600,350100003,451100031,455100031,0,535110010,0,0,0,0,0,0
1568,0,310550,90143[아케이드] 망각의 협곡 1 SSS,6200200,350100004,451100051,455100051,0,535110010,0,0,0,0,0,50902150
1569,0,310560,90104[아케이드] 망각의 협곡 1 SS,6200400,350100004,451100051,455100051,0,535110010,0,0,0,0,0,50902160
1570,0,310570,90104[아케이드] 망각의 협곡 1 S,6200600,350100004,451100051,455100051,0,535110010,0,0,0,0,0,50902170
1571,0,310580,90104[아케이드] 망각의 협곡 1 A,6200800,350100004,451100051,455100051,0,535110010,0,0,0,0,0,50902180
1572,0,310590,90104[아케이드] 망각의 협곡 1 B,6201000,350100004,451100051,455100051,0,535110010,0,0,0,0,0,50902190
1573,0,310600,90104[아케이드] 망각의 협곡 1 C,6201200,350100004,451100051,455100051,0,535110010,0,0,0,0,0,50902200
1574,0,310610,90104[아케이드] 망각의 협곡 1 D,6201400,350100004,451100051,455100051,0,535110010,0,0,0,0,0,50902210
1575,0,310620,90104[아케이드] 망각의 협곡 1 E,6201600,350100004,451100051,455100051,0,535110010,0,0,0,0,0,0
1576,0,310630,90104[아케이드] 망각의 협곡 1 F,6201800,350100004,451100051,455100051,0,535110010,0,0,0,0,0,0
1577,0,310640,90104[아케이드] 망각의 협곡 2 SSS,6202000,350100004,451100051,455100051,0,535110010,0,0,0,0,0,50902150
