ResNo,Memo,IconPath,XmlPath,U,V,UVIndex,AddResNo1,AddResNo2,AddResNo3
500201,궁수 파티버프 ,../Data/6_UI/icon/skillbuff02.tga,.,8,8,5,0,0,0
500301,도둑 파티버프 ,../Data/6_UI/icon/skillbuff02.tga,.,8,8,6,0,0,0
500401,기사 파티버프 ,../Data/6_UI/icon/skillbuff02.tga,.,8,8,3,0,0,0
500501,투사 파티버프 ,../Data/6_UI/icon/skillbuff02.tga,.,8,8,3,0,0,0
500601,메이지 파티버프 ,../Data/6_UI/icon/skillbuff02.tga,.,8,8,4,0,0,0
500701,전투마법사 파티버프 ,../Data/6_UI/icon/skillbuff02.tga,.,8,8,4,0,0,0
500801,사냥꾼 파티버프 ,../Data/6_UI/icon/skillbuff02.tga,.,8,8,5,0,0,0
500901,레인저 파티버프 ,../Data/6_UI/icon/skillbuff02.tga,.,8,8,5,0,0,0
501001,광대 파티버프 ,../Data/6_UI/icon/skillbuff02.tga,.,8,8,6,0,0,0
501101,암살자 파티버프 ,../Data/6_UI/icon/skillbuff02.tga,.,8,8,6,0,0,0
501201,성기사 파티버프 ,../Data/6_UI/icon/skillbuff02.tga,.,8,8,3,0,0,0
501301,검투사 파티버프 ,../Data/6_UI/icon/skillbuff02.tga,.,8,8,3,0,0,0
501401,위자드 파티버프 ,../Data/6_UI/icon/skillbuff02.tga,.,8,8,4,0,0,0
501501,워메이지 파티버프 ,../Data/6_UI/icon/skillbuff02.tga,.,8,8,4,0,0,0
501601,트랩퍼 파티버프 ,../Data/6_UI/icon/skillbuff02.tga,.,8,8,5,0,0,0
501701,저격수 파티버프 ,../Data/6_UI/icon/skillbuff02.tga,.,8,8,5,0,0,0
501801,댄서 파티버프 ,../Data/6_UI/icon/skillbuff02.tga,.,8,8,6,0,0,0
501901,닌자 파티버프,../Data/6_UI/icon/skillbuff02.tga,.,8,8,6,0,0,0
502001,샤먼 파티버프,../Data/6_UI/icon/skillbuff06.tga,.,8,8,27,0,0,0
502101,더블 파이터 파티버프,../Data/6_UI/icon/skillbuff06.tga,.,8,8,28,0,0,0
502201,소환술사 파티버프,../Data/6_UI/icon/skillbuff06.tga,.,8,8,27,0,0,0
502301,쌍둥이 파티버프,../Data/6_UI/icon/skillbuff06.tga,.,8,8,28,0,0,0
502401,비스트 마스터 파티버프,../Data/6_UI/icon/skillbuff06.tga,.,8,8,27,0,0,0
502501,미라지 파티버프,../Data/6_UI/icon/skillbuff06.tga,.,8,8,28,0,0,0
504101,PC방 버프 아이콘,../Data/6_UI/icon/skillbuff05.tga,.,8,8,58,0,0,0
530901,쇠약 스킬 아이콘,../Data/6_UI/icon/IconSkill4.tga,.,12,12,78,0,0,0
530902,쇠약 버프 아이콘,../Data/6_UI/icon/skillbuff06.tga,.,8,8,61,0,0,0
531001,관통 스킬 아이콘,../Data/6_UI/icon/IconSkill4.tga,.,12,12,79,0,0,0
531002,관통 버프 아이콘,../Data/6_UI/icon/skillbuff06.tga,.,8,8,24,0,0,0
531101,보호 스킬 아이콘,../Data/6_UI/icon/IconSkill4.tga,.,12,12,80,0,0,0
531102,보호 버프 아이콘,../Data/6_UI/icon/skillbuff06.tga,.,8,8,63,0,0,0
531201,축복 스킬 아이콘,../Data/6_UI/icon/IconSkill4.tga,.,12,12,81,0,0,0
531202,축복 버프 아이콘,../Data/6_UI/icon/skillbuff06.tga,.,8,8,64,0,0,0
531301,필생 스킬 아이콘,../Data/6_UI/icon/IconSkill4.tga,.,12,12,82,0,0,0
531302,필생 버프 아이콘,../Data/6_UI/icon/skillbuff07.tga,.,8,8,1,0,0,0
531401,중첩 스킬 아이콘,../Data/6_UI/icon/IconSkill4.tga,.,12,12,83,0,0,0
531402,중첩 버프 아이콘,../Data/6_UI/icon/skillbuff07.tga,.,8,8,2,0,0,0
531501,명중 스킬 아이콘,../Data/6_UI/icon/IconSkill4.tga,.,12,12,84,0,0,0
531502,명중 버프 아이콘,../Data/6_UI/icon/skillbuff07.tga,.,8,8,3,0,0,0
531601,마력 스킬 아이콘,../Data/6_UI/icon/IconSkill4.tga,.,12,12,85,0,0,0
531602,마력 버프 아이콘,../Data/6_UI/icon/skillbuff07.tga,.,8,8,4,0,0,0
531701,폭군 스킬 아이콘,../Data/6_UI/icon/IconSkill4.tga,.,12,12,86,0,0,0
531702,폭군 버프 아이콘,../Data/6_UI/icon/skillbuff07.tga,.,8,8,5,0,0,0
531801,회피 스킬 아이콘,../Data/6_UI/icon/IconSkill4.tga,.,12,12,87,0,0,0
531802,회피 버프 아이콘,../Data/6_UI/icon/skillbuff07.tga,.,8,8,6,0,0,0
532301,제우스의 협동의 힘[스킬 아이콘],../Data/6_UI/icon/IconSkill4.tga,.,12,12,95,0,0,0
532302,제우스의 협동의 힘[버프 아이콘],../Data\6_UI\icon\skillbuff07.tga,.,8,8,15,0,0,0
532401,아폴론의 심장[스킬 아이콘],../Data/6_UI/icon/IconSkill4.tga,.,12,12,96,0,0,0
532402,아폴론의 심장[버프 아이콘],../Data\6_UI\icon\skillbuff07.tga,.,8,8,16,0,0,0
532501,포세이돈의 방어벽[스킬 아이콘],../Data/6_UI/icon/IconSkill4.tga,.,12,12,97,0,0,0
532502,포세이돈의 방어벽[버프 아이콘],../Data\6_UI\icon\skillbuff07.tga,.,8,8,17,0,0,0
532601,하데스의 발걸음[스킬 아이콘],../Data/6_UI/icon/IconSkill4.tga,.,12,12,98,0,0,0
532602,하데스의 발걸음[버프 아이콘],../Data\6_UI\icon\skillbuff07.tga,.,8,8,18,0,0,0
532701,아르테미스 신속한 움직임[스킬 아이콘],../Data/6_UI/icon/IconSkill4.tga,.,12,12,99,0,0,0
532702,아르테미스 신속한 움직임[버프 아이콘],../Data\6_UI\icon\skillbuff07.tga,.,8,8,19,0,0,0
532801,헤파이토스 열정의 망치[스킬 아이콘],../Data/6_UI/icon/IconSkill4.tga,.,12,12,100,0,0,0
532802,헤파이토스 열정의 망치[버프 아이콘],../Data\6_UI\icon\skillbuff07.tga,.,8,8,20,0,0,0
532901,후오 황제의 힘[스킬 아이콘],../Data/6_UI/icon/IconSkill4.tga,.,12,12,95,0,0,0
533001,후안 황제의 단단함[스킬 아이콘],../Data/6_UI/icon/IconSkill4.tga,.,12,12,97,0,0,0
533101,참치 아이템 스킬[스킬 아이콘],../Data/6_UI/icon/IconSkill4.tga,.,12,12,101,0,0,0
533102,참치 아이템 스킬[버프 아이콘],../Data\6_UI\icon\skillbuff07.tga,.,8,8,19,0,0,0
533201,참치 아이템 스킬[스킬 아이콘],../Data/6_UI/icon/IconSkill4.tga,.,12,12,101,0,0,0
533301,참치 아이템 스킬[스킬 아이콘],../Data/6_UI/icon/IconSkill4.tga,.,12,12,101,0,0,0
533401,참치 아이템 스킬[스킬 아이콘],../Data/6_UI/icon/IconSkill4.tga,.,12,12,101,0,0,0
533501,참치 아이템 스킬[스킬 아이콘],../Data/6_UI/icon/IconSkill4.tga,.,12,12,101,0,0,0
533601,참치 아이템 스킬[스킬 아이콘],../Data/6_UI/icon/IconSkill4.tga,.,12,12,101,0,0,0
533701,참치 아이템 스킬[스킬 아이콘],../Data/6_UI/icon/IconSkill4.tga,.,12,12,101,0,0,0
533801,참치 아이템 스킬[스킬 아이콘],../Data/6_UI/icon/IconSkill4.tga,.,12,12,101,0,0,0
533901,참치 아이템 스킬[스킬 아이콘],../Data/6_UI/icon/IconSkill4.tga,.,12,12,101,0,0,0
534001,참치 아이템 스킬[스킬 아이콘],../Data/6_UI/icon/IconSkill4.tga,.,12,12,101,0,0,0
534101,발바닥 아이템 스킬[스킬 아이콘],../Data/6_UI/icon/IconSkill4.tga,.,12,12,102,0,0,0
534102,발바닥 아이템 스킬[버프 아이콘],../Data\6_UI\icon\skillbuff07.tga,.,8,8,22,0,0,0
534201,발바닥 아이템 스킬[스킬 아이콘],../Data/6_UI/icon/IconSkill4.tga,.,12,12,102,0,0,0
534301,발바닥 아이템 스킬[스킬 아이콘],../Data/6_UI/icon/IconSkill4.tga,.,12,12,102,0,0,0
534401,발바닥 아이템 스킬[스킬 아이콘],../Data/6_UI/icon/IconSkill4.tga,.,12,12,102,0,0,0
534501,발바닥 아이템 스킬[스킬 아이콘],../Data/6_UI/icon/IconSkill4.tga,.,12,12,102,0,0,0
534601,발바닥 아이템 스킬[스킬 아이콘],../Data/6_UI/icon/IconSkill4.tga,.,12,12,102,0,0,0
534701,발바닥 아이템 스킬[스킬 아이콘],../Data/6_UI/icon/IconSkill4.tga,.,12,12,102,0,0,0
534801,발바닥 아이템 스킬[스킬 아이콘],../Data/6_UI/icon/IconSkill4.tga,.,12,12,102,0,0,0
534901,발바닥 아이템 스킬[스킬 아이콘],../Data/6_UI/icon/IconSkill4.tga,.,12,12,102,0,0,0
535001,발바닥 아이템 스킬[스킬 아이콘],../Data/6_UI/icon/IconSkill4.tga,.,12,12,102,0,0,0
700001,대만 퀘스트 보상,../Data/6_UI/icon/skillbuff02.tga,.,8,8,6,0,0,0
2001001,소환 UI 아이콘_미스트 ,../Data/6_UI/icon/Iconskill3.tga,.,12,12,106,0,0,0
2002001,소환 UI 아이콘_다이어 미스트 ,../Data/6_UI/icon/Iconskill3.tga,.,12,12,106,0,0,0
2003001,소환 UI 아이콘_다이크 ,../Data/6_UI/icon/Iconskill3.tga,.,12,12,112,0,0,0
2004001,소환 UI 아이콘_두나믹,../Data/6_UI/icon/Iconskill3.tga,.,12,12,122,0,0,0
2005001,소환 UI 아이콘_칼키,../Data/6_UI/icon/Iconskill3.tga,.,12,12,124,0,0,0
2006001,소환 UI 아이콘_블레서,../Data/6_UI/icon/Iconskill3.tga,.,12,12,138,0,0,0
2007001,소환 UI 아이콘_골곤,../Data/6_UI/icon/Iconskill3.tga,.,12,12,142,0,0,0
2008001,소환 UI 아이콘_바위 골곤,../Data/6_UI/icon/Iconskill3.tga,.,12,12,142,0,0,0
2009001,소환 UI 아이콘_드라군,../Data/6_UI/icon/Iconskill4.tga,.,12,12,71,0,0,0
2405701,경험치 1.1배 증가,../Data/6_UI/icon/skillbuff02.tga,.,8,8,41,0,0,0
2405801,경험치 1.2배 증가,../Data/6_UI/icon/skillbuff02.tga,.,8,8,42,0,0,0
2405901,경험치 1.3배 증가,../Data/6_UI/icon/skillbuff02.tga,.,8,8,43,0,0,0
2406001,경험치 1.4배 증가,../Data/6_UI/icon/skillbuff02.tga,.,8,8,44,0,0,0
2406101,경험치 1.5배 증가,../Data/6_UI/icon/skillbuff02.tga,.,8,8,45,0,0,0
2406201,경험치 1.6배 증가,../Data/6_UI/icon/skillbuff02.tga,.,8,8,46,0,0,0
2406301,경험치 1.7배 증가,../Data/6_UI/icon/skillbuff02.tga,.,8,8,47,0,0,0
2406401,경험치 1.8배 증가,../Data/6_UI/icon/skillbuff02.tga,.,8,8,48,0,0,0
2406501,경험치 1.9배 증가,../Data/6_UI/icon/skillbuff02.tga,.,8,8,49,0,0,0
3000011,파렐경 독 버프,../Data/6_UI/icon/skillbuff02.tga,.,8,8,16,0,0,0
3000601,드래곤 피어,../Data/6_UI/icon/skillbuff02.tga,.,8,8,52,0,0,0
3001300,아이템 드롭률 상승-스킬,../Data/6_UI/icon/IconSkill4.tga,.,12,12,88,0,0,0
3001301,아이템 드롭률 상승-이펙트,../Data/6_UI/icon/skillbuff07.tga,.,8,8,7,0,0,0
9002010,한손검 combo_k_d / X (대쉬),../Data/6_UI/icon/cbSkicon_Ohs01.tga,.,12,12,19,0,0,0
9002110,한손검 combo_a / X (1단계),../Data/6_UI/icon/cbSkicon_Ohs01.tga,.,12,12,1,0,0,0
9002120,한손검 combo_a-2 / Z (2단계),../Data/6_UI/icon/cbSkicon_Ohs01.tga,.,12,12,15,0,0,0
9002130,한손검 combo_a-3 / X (2단계),../Data/6_UI/icon/cbSkicon_Ohs01.tga,.,12,12,16,0,0,0
9002140,한손검 combo_a-4 / Z (2단계),../Data/6_UI/icon/cbSkicon_Ohs01.tga,.,12,12,17,0,0,0
9002150,한손검 combo_a-5 / Z (2단계),../Data/6_UI/icon/cbSkicon_Ohs01.tga,.,12,12,18,0,0,0
9002160,한손검 combo_a-6 / X (2단계),../Data/6_UI/icon/cbSkicon_Ohs01.tga,.,12,12,19,0,0,0
9002210,한손검 combo_b / X (1단계),../Data/6_UI/icon/cbSkicon_Ohs01.tga,.,12,12,2,0,0,0
9002230,한손검 combo_b-3 / Z (2단계),../Data/6_UI/icon/cbSkicon_Ohs01.tga,.,12,12,12,0,0,0
9002240,한손검 combo_b-4 / Z (2단계),../Data/6_UI/icon/cbSkicon_Ohs01.tga,.,12,12,13,0,0,0
9002250,한손검 combo_b-5 / Z (2단계),../Data/6_UI/icon/cbSkicon_Ohs01.tga,.,12,12,14,0,0,0
9002310,한손검 combo_c / X (1단계),../Data/6_UI/icon/cbSkicon_Ohs01.tga,.,12,12,3,0,0,0
9002340,한손검 combo_c-4 / Z (1단계),../Data/6_UI/icon/cbSkicon_Ohs01.tga,.,12,12,7,0,0,0
9002350,한손검 combo_c-5 / X (1단계),../Data/6_UI/icon/cbSkicon_Ohs01.tga,.,12,12,8,0,0,0
9002360,한손검 combo_c-6 / X (1단계),../Data/6_UI/icon/cbSkicon_Ohs01.tga,.,12,12,9,0,0,0
9002410,한손검 combo_d / X (1단계),../Data/6_UI/icon/cbSkicon_Ohs01.tga,.,12,12,4,0,0,0
9002450,한손검 combo_d-5 / Z (1단계),../Data/6_UI/icon/cbSkicon_Ohs01.tga,.,12,12,6,0,0,0
9002510,한손검 combo_e / X (1단계),../Data/6_UI/icon/cbSkicon_Ohs01.tga,.,12,12,5,0,0,0
9002540,한손검 combo_c-4-5 / Z (1단계),../Data/6_UI/icon/cbSkicon_Ohs01.tga,.,12,12,10,0,0,0
9002640,한손검 combo_c-4-6 / X (1단계),../Data/6_UI/icon/cbSkicon_Ohs01.tga,.,12,12,11,0,0,0
9002710,한손검 combo_k_a / X (대쉬),../Data/6_UI/icon/cbSkicon_Ohs01.tga,.,12,12,19,0,0,0
9002720,한손검 combo_k_a_2 / Z (대쉬),../Data/6_UI/icon/cbSkicon_Ohs01.tga,.,12,12,19,0,0,0
9002730,한손검 combo_k_a_3 / X (대쉬),../Data/6_UI/icon/cbSkicon_Ohs01.tga,.,12,12,19,0,0,0
9002740,한손검 combo_k_a_4 / Z (대쉬),../Data/6_UI/icon/cbSkicon_Ohs01.tga,.,12,12,19,0,0,0
9002810,한손검 combo_k_b / X (대쉬),../Data/6_UI/icon/cbSkicon_Ohs01.tga,.,12,12,19,0,0,0
9002830,한손검 combo_k_b_3 / Z (대쉬),../Data/6_UI/icon/cbSkicon_Ohs01.tga,.,12,12,19,0,0,0
9002840,한손검 combo_k_b_4 / Z (대쉬),../Data/6_UI/icon/cbSkicon_Ohs01.tga,.,12,12,19,0,0,0
9002910,한손검 combo_k_c / X (대쉬),../Data/6_UI/icon/cbSkicon_Ohs01.tga,.,12,12,19,0,0,0
9002940,한손검 combo_k_c_4 / Z (대쉬),../Data/6_UI/icon/cbSkicon_Ohs01.tga,.,12,12,19,0,0,0
9003010,양손검 combo_k_d / X (대쉬),../Data/6_UI/icon/cbSkicon_Ths01.tga,.,12,12,20,0,0,0
9003110,양손검 combo_a / X (1단계),../Data/6_UI/icon/cbSkicon_Ths01.tga,.,12,12,1,0,0,0
9003120,양손검 combo_a-2 / Z (1단계),../Data/6_UI/icon/cbSkicon_Ths01.tga,.,12,12,11,0,0,0
9003130,양손검 combo_a-3 / Z (1단계),../Data/6_UI/icon/cbSkicon_Ths01.tga,.,12,12,12,0,0,0
9003140,양손검 combo_a-4 / Z (1단계),../Data/6_UI/icon/cbSkicon_Ths01.tga,.,12,12,13,0,0,0
9003150,양손검 combo_a-5 / Z (1단계),../Data/6_UI/icon/cbSkicon_Ths01.tga,.,12,12,14,0,0,0
9003210,양손검 combo_b / X (1단계),../Data/6_UI/icon/cbSkicon_Ths01.tga,.,12,12,2,0,0,0
9003230,양손검 combo_b-3 / Z (1단계),../Data/6_UI/icon/cbSkicon_Ths01.tga,.,12,12,8,0,0,0
9003240,양손검 combo_b-4 / Z (1단계),../Data/6_UI/icon/cbSkicon_Ths01.tga,.,12,12,9,0,0,0
9003250,양손검 combo_b-5 / X (1단계),../Data/6_UI/icon/cbSkicon_Ths01.tga,.,12,12,10,0,0,0
9003310,양손검 combo_c / X (1단계),../Data/6_UI/icon/cbSkicon_Ths01.tga,.,12,12,3,0,0,0
9003340,양손검 combo_c-4 / Z (2단계),../Data/6_UI/icon/cbSkicon_Ths01.tga,.,12,12,6,0,0,0
9003350,양손검 combo_c-5 / X (2단계) 차징준비,../Data/6_UI/icon/cbSkicon_Ths01.tga,.,12,12,7,0,0,0
9003351,양손검 combo_c-5 / X (2단계) 차징공격,../Data/6_UI/icon/cbSkicon_Ths01.tga,.,12,12,7,0,0,0
9003352,양손검 combo_c-5 / X (2단계) 차징공격,../Data/6_UI/icon/cbSkicon_Ths01.tga,.,12,12,7,0,0,0
9003353,양손검 combo_c-5 / X (2단계) 차징공격,../Data/6_UI/icon/cbSkicon_Ths01.tga,.,12,12,7,0,0,0
9003354,양손검 combo_c-5 / X (2단계) 차징공격,../Data/6_UI/icon/cbSkicon_Ths01.tga,.,12,12,7,0,0,0
9003355,양손검 combo_c-5 / X (2단계) 차징공격,../Data/6_UI/icon/cbSkicon_Ths01.tga,.,12,12,7,0,0,0
9003410,양손검 combo_d / X (1단계),../Data/6_UI/icon/cbSkicon_Ths01.tga,.,12,12,4,0,0,0
9003430,양손검 combo_a-3-4 / X (1단계),../Data/6_UI/icon/cbSkicon_Ths01.tga,.,12,12,15,0,0,0
9003450,양손검 combo_d-5 / Z (2단계),../Data/6_UI/icon/cbSkicon_Ths01.tga,.,12,12,5,0,0,0
9003530,양손검 combo_a-3-5 / Z (1단계),../Data/6_UI/icon/cbSkicon_Ths01.tga,.,12,12,16,0,0,0
9003710,양손검 combo_k_a / X (대쉬),../Data/6_UI/icon/cbSkicon_Ths01.tga,.,12,12,17,0,0,0
9003720,양손검 combo_k_a_2 / Z (대쉬),../Data/6_UI/icon/cbSkicon_Ths01.tga,.,12,12,23,0,0,0
9003730,양손검 combo_k_a_3 / Z (대쉬),../Data/6_UI/icon/cbSkicon_Ths01.tga,.,12,12,24,0,0,0
9003740,양손검 combo_k_a_4 / X (대쉬),../Data/6_UI/icon/cbSkicon_Ths01.tga,.,12,12,25,0,0,0
9003810,양손검 combo_k_b / X (대쉬),../Data/6_UI/icon/cbSkicon_Ths01.tga,.,12,12,18,0,0,0
9003830,양손검 combo_k_b_3 / Z (대쉬),../Data/6_UI/icon/cbSkicon_Ths01.tga,.,12,12,21,0,0,0
9003840,양손검 combo_k_b_4 / X (대쉬),../Data/6_UI/icon/cbSkicon_Ths01.tga,.,12,12,22,0,0,0
9003910,양손검 combo_k_c / X (대쉬),../Data/6_UI/icon/cbSkicon_Ths01.tga,.,12,12,19,0,0,0
9012110,스태프 combo_a / X (1단계),../Data/6_UI/icon/cbSkIcon_mag01.tga,.,12,12,1,0,0,0
9012120,스태프 combo_z_1 / Z (2단계),../Data/6_UI/icon/cbSkIcon_mag01.tga,.,12,12,2,0,0,0
9012210,스태프 combo_b / X (1단계),../Data/6_UI/icon/cbSkIcon_mag01.tga,.,12,12,1,0,0,0
9012220,스태프 combo_z_2 / Z (2단계),../Data/6_UI/icon/cbSkIcon_mag01.tga,.,12,12,3,0,0,0
9012260,스태프 combo_z_1_2 / X (2단계),../Data/6_UI/icon/cbSkIcon_mag01.tga,.,12,12,10,0,0,0
9012310,스태프 combo_c / X (1단계),../Data/6_UI/icon/cbSkIcon_mag01.tga,.,12,12,1,0,0,0
9012320,스태프 combo_z_3 / Z (2단계),../Data/6_UI/icon/cbSkIcon_mag01.tga,.,12,12,4,0,0,0
9012340,스태프 combo_z_2_3 / X (2단계),../Data/6_UI/icon/cbSkIcon_mag01.tga,.,12,12,7,0,0,0
9012360,스태프 combo_z_1_3 / Z (2단계),../Data/6_UI/icon/cbSkIcon_mag01.tga,.,12,12,11,0,0,0
9012370,스태프 combo_z_1_2_3 / X (2단계),../Data/6_UI/icon/cbSkIcon_mag01.tga,.,12,12,12,0,0,0
9012410,스태프 combo_d / X (1단계),../Data/6_UI/icon/cbSkIcon_mag01.tga,.,12,12,1,0,0,0
9012420,스태프 combo_z_4 / Z (2단계),../Data/6_UI/icon/cbSkIcon_mag01.tga,.,12,12,5,0,0,0
9012430,스태프 combo_z_3_4 / X (2단계),../Data/6_UI/icon/cbSkIcon_mag01.tga,.,12,12,6,0,0,0
9012440,스태프 combo_z_2_4 / Z (2단계),../Data/6_UI/icon/cbSkIcon_mag01.tga,.,12,12,8,0,0,0
9012450,스태프 combo_z_2_3_4 / X (2단계),../Data/6_UI/icon/cbSkIcon_mag01.tga,.,12,12,9,0,0,0
9013110,스피어 combo_a / X (1단계),../Data/6_UI/icon/cbSkIcon_mag01.tga,.,12,12,1,0,0,0
9013120,스피어 combo_z_1 / Z (2단계),../Data/6_UI/icon/cbSkIcon_mag01.tga,.,12,12,2,0,0,0
9013210,스피어 combo_b / X (1단계),../Data/6_UI/icon/cbSkIcon_mag01.tga,.,12,12,1,0,0,0
9013220,스피어 combo_z_2 / Z (2단계),../Data/6_UI/icon/cbSkIcon_mag01.tga,.,12,12,3,0,0,0
9013260,스피어 combo_z_1_2 / X (2단계),../Data/6_UI/icon/cbSkIcon_mag01.tga,.,12,12,10,0,0,0
9013310,스피어 combo_c / X (1단계),../Data/6_UI/icon/cbSkIcon_mag01.tga,.,12,12,1,0,0,0
9013320,스피어 combo_z_3 / Z (2단계),../Data/6_UI/icon/cbSkIcon_mag01.tga,.,12,12,4,0,0,0
9013340,스피어 combo_z_2_3 / X (2단계),../Data/6_UI/icon/cbSkIcon_mag01.tga,.,12,12,7,0,0,0
9013360,스피어 combo_z_1_3 / Z (2단계),../Data/6_UI/icon/cbSkIcon_mag01.tga,.,12,12,11,0,0,0
9013370,스피어 combo_z_1_2_3 / X (2단계),../Data/6_UI/icon/cbSkIcon_mag01.tga,.,12,12,12,0,0,0
9013410,스피어 combo_d / X (1단계),../Data/6_UI/icon/cbSkIcon_mag01.tga,.,12,12,1,0,0,0
9013420,스피어 combo_z_4 / Z (2단계),../Data/6_UI/icon/cbSkIcon_mag01.tga,.,12,12,5,0,0,0
9013430,스피어 combo_z_3_4 / X (2단계),../Data/6_UI/icon/cbSkIcon_mag01.tga,.,12,12,6,0,0,0
9013440,스피어 combo_z_2_4 / Z (2단계),../Data/6_UI/icon/cbSkIcon_mag01.tga,.,12,12,8,0,0,0
9013450,스피어 combo_z_2_3_4 / X (2단계),../Data/6_UI/icon/cbSkIcon_mag01.tga,.,12,12,9,0,0,0
9022110,활 combo_a / X (1단계),../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,1,0,0,0
9022120,활 combo_Z_2_2 / Z (1단계),../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,11,0,0,0
9022130,활 combo_Z_3_1 / ↑ Z (1단계),../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,12,0,0,0
9022140,활 combo_Z_3_2 / Z (1단계),../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,13,0,0,0
9022150,활 combo_Z_4_1 ← Z (1단계),../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,15,0,0,0
9022160,활 combo_Z_3_1_2 / x (1단계),../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,14,0,0,0
9022210,활 combo_b / X (1단계),../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,2,0,0,0
9022230,활 combo_Z_1_1 / → Z (1단계),../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,7,0,0,0
9022240,활 combo_Z_1_2 / Z (1단계),../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,8,0,0,0
9022250,활 combo_Z_1_3 / Z (1단계),../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,9,0,0,0
9022310,활 combo_c / X (1단계),../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,3,0,0,0
9022340,활 combo_c-4 / X (2단계) 차징준비,../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,6,0,0,0
9022341,활 combo_c-4 / X (2단계) 차징공격,../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,6,0,0,0
9022342,활 combo_c-4 / X (2단계) 차징공격,../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,6,0,0,0
9022343,활 combo_c-4 / X (2단계) 차징공격,../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,6,0,0,0
9022344,활 combo_c-4 / X (2단계) 차징공격,../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,6,0,0,0
9022345,활 combo_c-4 / X (2단계) 차징공격,../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,6,0,0,0
9022410,활 combo_d / X (1단계),../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,4,0,0,0
9022440,활 combo_e / X (1단계),../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,5,0,0,0
9022540,활 combo_Z_2_1 / ↓ Z (1단계),../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,10,0,0,0
9023110,석궁 combo_a / X (1단계),../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,1,0,0,0
9023120,석궁 combo_Z_2_2 / Z (1단계),../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,11,0,0,0
9023130,석궁 combo_Z_3_1 / ↑ Z (1단계),../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,12,0,0,0
9023140,석궁 combo_Z_3_2 / Z (1단계),../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,13,0,0,0
9023150,석궁 combo_Z_4_1 ← Z (1단계),../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,16,0,0,0
9023160,석궁 combo_Z_3_1_2 / x (1단계),../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,14,0,0,0
9023210,석궁 combo_b / X (1단계),../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,2,0,0,0
9023230,석궁 combo_Z_1_1 / → Z (1단계),../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,7,0,0,0
9023240,석궁 combo_Z_1_2 / Z (1단계),../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,8,0,0,0
9023250,석궁 combo_Z_1_3 / Z (1단계),../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,9,0,0,0
9023310,석궁 combo_c / X (1단계),../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,3,0,0,0
9023340,석궁 combo_c-4 / X (2단계) 차징준비,../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,6,0,0,0
9023341,석궁 combo_c-4 / X (2단계) 차징공격,../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,6,0,0,0
9023342,석궁 combo_c-4 / X (2단계) 차징공격,../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,6,0,0,0
9023343,석궁 combo_c-4 / X (2단계) 차징공격,../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,6,0,0,0
9023344,석궁 combo_c-4 / X (2단계) 차징공격,../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,6,0,0,0
9023345,석궁 combo_c-4 / X (2단계) 차징공격,../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,6,0,0,0
9023410,석궁 combo_d / X (1단계),../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,4,0,0,0
9023440,석궁 combo_e / X (1단계),../Data\6_UI\icon\cbSkIcon_bow01.tga,.,12,12,5,0,0,0
