f_NationCodeStr,No,Memo,Rate01,Rate02,Rate03,Rate04,Rate05,Rate06,Rate07,Rate08,Rate09,Rate10,Total_Rate
0,1212100,카오스 신들의 안식처 난이도 2 SSS,10,70,15,5,0,0,0,0,0,0,100
0,1212110,카오스 신들의 안식처 난이도 2 SS,15,70,10,5,0,0,0,0,0,0,100
0,1212120,카오스 신들의 안식처 난이도 2 S,20,70,5,5,0,0,0,0,0,0,100
0,1212130,카오스 신들의 안식처 난이도 2 A,25,70,0,5,0,0,0,0,0,0,100
0,1212140,카오스 신들의 안식처 난이도 2 B,30,65,0,5,0,0,0,0,0,0,100
0,1212150,카오스 신들의 안식처 난이도 2 C,40,55,0,5,0,0,0,0,0,0,100
0,1212160,카오스 신들의 안식처 난이도 2 D,50,50,0,0,0,0,0,0,0,0,100
0,1212170,카오스 신들의 안식처 난이도 2 E,100,0,0,0,0,0,0,0,0,0,100
0,1212180,카오스 신들의 안식처 난이도 2 F,0,0,0,0,0,0,0,0,0,0,0
0,1212190,카오스 신들의 안식처 난이도 3 SSS,10,70,15,5,0,0,0,0,0,0,100
0,1212200,카오스 신들의 안식처 난이도 3 SS,15,70,10,5,0,0,0,0,0,0,100
0,1212210,카오스 신들의 안식처 난이도 3 S,20,70,5,5,0,0,0,0,0,0,100
0,1212220,카오스 신들의 안식처 난이도 3 A,25,70,0,5,0,0,0,0,0,0,100
0,1212230,카오스 신들의 안식처 난이도 3 B,30,65,0,5,0,0,0,0,0,0,100
0,1212240,카오스 신들의 안식처 난이도 3 C,40,55,0,5,0,0,0,0,0,0,100
0,1212250,카오스 신들의 안식처 난이도 3 D,50,50,0,0,0,0,0,0,0,0,100
0,1212260,카오스 신들의 안식처 난이도 3 E,100,0,0,0,0,0,0,0,0,0,100
0,1212270,카오스 신들의 안식처 난이도 3 F,0,0,0,0,0,0,0,0,0,0,0
0,1212280,카오스 신들의 안식처 난이도 4 SSS,10,70,15,5,0,0,0,0,0,0,100
0,1212290,카오스 신들의 안식처 난이도 4 SS,15,70,10,5,0,0,0,0,0,0,100
0,1212300,카오스 신들의 안식처 난이도 4 S,20,70,5,5,0,0,0,0,0,0,100
0,1212310,카오스 신들의 안식처 난이도 4 A,25,70,0,5,0,0,0,0,0,0,100
0,1212320,카오스 신들의 안식처 난이도 4 B,30,65,0,5,0,0,0,0,0,0,100
0,1212330,카오스 신들의 안식처 난이도 4 C,40,55,0,5,0,0,0,0,0,0,100
0,1212340,카오스 신들의 안식처 난이도 4 D,50,50,0,0,0,0,0,0,0,0,100
0,1212350,카오스 신들의 안식처 난이도 4 E,100,0,0,0,0,0,0,0,0,0,100
0,1212360,카오스 신들의 안식처 난이도 4 F,0,0,0,0,0,0,0,0,0,0,0
0,1213010,카오스 잊혀진 마을 난이도 1 SSS,10,70,15,5,0,0,0,0,0,0,100
0,1213020,카오스 잊혀진 마을 난이도 1 SS,15,70,10,5,0,0,0,0,0,0,100
0,1213030,카오스 잊혀진 마을 난이도 1 S,20,70,5,5,0,0,0,0,0,0,100
0,1213040,카오스 잊혀진 마을 난이도 1 A,25,70,0,5,0,0,0,0,0,0,100
0,1213050,카오스 잊혀진 마을 난이도 1 B,30,65,0,5,0,0,0,0,0,0,100
0,1213060,카오스 잊혀진 마을 난이도 1 C,40,55,0,5,0,0,0,0,0,0,100
0,1213070,카오스 잊혀진 마을 난이도 1 D,50,50,0,0,0,0,0,0,0,0,100
0,1213080,카오스 잊혀진 마을 난이도 1 E,100,0,0,0,0,0,0,0,0,0,100
0,1213090,카오스 잊혀진 마을 난이도 1 F,0,0,0,0,0,0,0,0,0,0,0
0,1213100,카오스 잊혀진 마을 난이도 2 SSS,10,70,15,5,0,0,0,0,0,0,100
0,1213110,카오스 잊혀진 마을 난이도 2 SS,15,70,10,5,0,0,0,0,0,0,100
0,1213120,카오스 잊혀진 마을 난이도 2 S,20,70,5,5,0,0,0,0,0,0,100
0,1213130,카오스 잊혀진 마을 난이도 2 A,25,70,0,5,0,0,0,0,0,0,100
0,1213140,카오스 잊혀진 마을 난이도 2 B,30,65,0,5,0,0,0,0,0,0,100
0,1213150,카오스 잊혀진 마을 난이도 2 C,40,55,0,5,0,0,0,0,0,0,100
0,1213160,카오스 잊혀진 마을 난이도 2 D,50,50,0,0,0,0,0,0,0,0,100
0,1213170,카오스 잊혀진 마을 난이도 2 E,100,0,0,0,0,0,0,0,0,0,100
0,1213180,카오스 잊혀진 마을 난이도 2 F,0,0,0,0,0,0,0,0,0,0,0
0,1213190,카오스 잊혀진 마을 난이도 3 SSS,10,70,15,5,0,0,0,0,0,0,100
0,1213200,카오스 잊혀진 마을 난이도 3 SS,15,70,10,5,0,0,0,0,0,0,100
0,1213210,카오스 잊혀진 마을 난이도 3 S,20,70,5,5,0,0,0,0,0,0,100
0,1213220,카오스 잊혀진 마을 난이도 3 A,25,70,0,5,0,0,0,0,0,0,100
0,1213230,카오스 잊혀진 마을 난이도 3 B,30,65,0,5,0,0,0,0,0,0,100
0,1213240,카오스 잊혀진 마을 난이도 3 C,40,55,0,5,0,0,0,0,0,0,100
0,1213250,카오스 잊혀진 마을 난이도 3 D,50,50,0,0,0,0,0,0,0,0,100
0,1213260,카오스 잊혀진 마을 난이도 3 E,100,0,0,0,0,0,0,0,0,0,100
0,1213270,카오스 잊혀진 마을 난이도 3 F,0,0,0,0,0,0,0,0,0,0,0
0,1213280,카오스 잊혀진 마을 난이도 4 SSS,10,70,15,5,0,0,0,0,0,0,100
0,1213290,카오스 잊혀진 마을 난이도 4 SS,15,70,10,5,0,0,0,0,0,0,100
0,1213300,카오스 잊혀진 마을 난이도 4 S,20,70,5,5,0,0,0,0,0,0,100
0,1213310,카오스 잊혀진 마을 난이도 4 A,25,70,0,5,0,0,0,0,0,0,100
0,1213320,카오스 잊혀진 마을 난이도 4 B,30,65,0,5,0,0,0,0,0,0,100
0,1213330,카오스 잊혀진 마을 난이도 4 C,40,55,0,5,0,0,0,0,0,0,100
0,1213340,카오스 잊혀진 마을 난이도 4 D,50,50,0,0,0,0,0,0,0,0,100
0,1213350,카오스 잊혀진 마을 난이도 4 E,100,0,0,0,0,0,0,0,0,0,100
0,1213360,카오스 잊혀진 마을 난이도 4 F,0,0,0,0,0,0,0,0,0,0,0
0,1214010,카오스 잠자는 마을 난이도 1 SSS,10,70,15,5,0,0,0,0,0,0,100
0,1214020,카오스 잠자는 마을 난이도 1 SS,15,70,10,5,0,0,0,0,0,0,100
0,1214030,카오스 잠자는 마을 난이도 1 S,20,70,5,5,0,0,0,0,0,0,100
0,1214040,카오스 잠자는 마을 난이도 1 A,25,70,0,5,0,0,0,0,0,0,100
0,1214050,카오스 잠자는 마을 난이도 1 B,30,65,0,5,0,0,0,0,0,0,100
0,1214060,카오스 잠자는 마을 난이도 1 C,40,55,0,5,0,0,0,0,0,0,100
0,1214070,카오스 잠자는 마을 난이도 1 D,50,50,0,0,0,0,0,0,0,0,100
0,1214080,카오스 잠자는 마을 난이도 1 E,100,0,0,0,0,0,0,0,0,0,100
0,1214090,카오스 잠자는 마을 난이도 1 F,0,0,0,0,0,0,0,0,0,0,0
0,1214100,카오스 잠자는 마을 난이도 2 SSS,10,70,15,5,0,0,0,0,0,0,100
0,1214110,카오스 잠자는 마을 난이도 2 SS,15,70,10,5,0,0,0,0,0,0,100
0,1214120,카오스 잠자는 마을 난이도 2 S,20,70,5,5,0,0,0,0,0,0,100
0,1214130,카오스 잠자는 마을 난이도 2 A,25,70,0,5,0,0,0,0,0,0,100
0,1214140,카오스 잠자는 마을 난이도 2 B,30,65,0,5,0,0,0,0,0,0,100
0,1214150,카오스 잠자는 마을 난이도 2 C,40,55,0,5,0,0,0,0,0,0,100
0,1214160,카오스 잠자는 마을 난이도 2 D,50,50,0,0,0,0,0,0,0,0,100
0,1214170,카오스 잠자는 마을 난이도 2 E,100,0,0,0,0,0,0,0,0,0,100
0,1214180,카오스 잠자는 마을 난이도 2 F,0,0,0,0,0,0,0,0,0,0,0
0,1214190,카오스 잠자는 마을 난이도 3 SSS,10,70,15,5,0,0,0,0,0,0,100
0,1214200,카오스 잠자는 마을 난이도 3 SS,15,70,10,5,0,0,0,0,0,0,100
0,1214210,카오스 잠자는 마을 난이도 3 S,20,70,5,5,0,0,0,0,0,0,100
0,1214220,카오스 잠자는 마을 난이도 3 A,25,70,0,5,0,0,0,0,0,0,100
0,1214230,카오스 잠자는 마을 난이도 3 B,30,65,0,5,0,0,0,0,0,0,100
0,1214240,카오스 잠자는 마을 난이도 3 C,40,55,0,5,0,0,0,0,0,0,100
0,1214250,카오스 잠자는 마을 난이도 3 D,50,50,0,0,0,0,0,0,0,0,100
0,1214260,카오스 잠자는 마을 난이도 3 E,100,0,0,0,0,0,0,0,0,0,100
0,1214270,카오스 잠자는 마을 난이도 3 F,0,0,0,0,0,0,0,0,0,0,0
0,1214280,카오스 잠자는 마을 난이도 4 SSS,10,70,15,5,0,0,0,0,0,0,100
0,1214290,카오스 잠자는 마을 난이도 4 SS,15,70,10,5,0,0,0,0,0,0,100
0,1214300,카오스 잠자는 마을 난이도 4 S,20,70,5,5,0,0,0,0,0,0,100
0,1214310,카오스 잠자는 마을 난이도 4 A,25,70,0,5,0,0,0,0,0,0,100
0,1214320,카오스 잠자는 마을 난이도 4 B,30,65,0,5,0,0,0,0,0,0,100
0,1214330,카오스 잠자는 마을 난이도 4 C,40,55,0,5,0,0,0,0,0,0,100
0,1214340,카오스 잠자는 마을 난이도 4 D,50,50,0,0,0,0,0,0,0,0,100
0,1214350,카오스 잠자는 마을 난이도 4 E,100,0,0,0,0,0,0,0,0,0,100
0,1214360,카오스 잠자는 마을 난이도 4 F,0,0,0,0,0,0,0,0,0,0,0
0,1215010,카오스 유혹의 설원 난이도 1 SSS,10,70,15,5,0,0,0,0,0,0,100
0,1215020,카오스 유혹의 설원 난이도 1 SS,15,70,10,5,0,0,0,0,0,0,100
0,1215030,카오스 유혹의 설원 난이도 1 S,20,70,5,5,0,0,0,0,0,0,100
0,1215040,카오스 유혹의 설원 난이도 1 A,25,70,0,5,0,0,0,0,0,0,100
0,1215050,카오스 유혹의 설원 난이도 1 B,30,65,0,5,0,0,0,0,0,0,100
0,1215060,카오스 유혹의 설원 난이도 1 C,40,55,0,5,0,0,0,0,0,0,100
0,1215070,카오스 유혹의 설원 난이도 1 D,50,50,0,0,0,0,0,0,0,0,100
0,1215080,카오스 유혹의 설원 난이도 1 E,100,0,0,0,0,0,0,0,0,0,100
0,1215090,카오스 유혹의 설원 난이도 1 F,0,0,0,0,0,0,0,0,0,0,0
0,1215100,카오스 유혹의 설원 난이도 2 SSS,10,70,15,5,0,0,0,0,0,0,100
0,1215110,카오스 유혹의 설원 난이도 2 SS,15,70,10,5,0,0,0,0,0,0,100
0,1215120,카오스 유혹의 설원 난이도 2 S,20,70,5,5,0,0,0,0,0,0,100
0,1215130,카오스 유혹의 설원 난이도 2 A,25,70,0,5,0,0,0,0,0,0,100
0,1215140,카오스 유혹의 설원 난이도 2 B,30,65,0,5,0,0,0,0,0,0,100
0,1215150,카오스 유혹의 설원 난이도 2 C,40,55,0,5,0,0,0,0,0,0,100
0,1215160,카오스 유혹의 설원 난이도 2 D,50,50,0,0,0,0,0,0,0,0,100
0,1215170,카오스 유혹의 설원 난이도 2 E,100,0,0,0,0,0,0,0,0,0,100
0,1215180,카오스 유혹의 설원 난이도 2 F,0,0,0,0,0,0,0,0,0,0,0
0,1215190,카오스 유혹의 설원 난이도 3 SSS,10,70,15,5,0,0,0,0,0,0,100
0,1215200,카오스 유혹의 설원 난이도 3 SS,15,70,10,5,0,0,0,0,0,0,100
0,1215210,카오스 유혹의 설원 난이도 3 S,20,70,5,5,0,0,0,0,0,0,100
0,1215220,카오스 유혹의 설원 난이도 3 A,25,70,0,5,0,0,0,0,0,0,100
0,1215230,카오스 유혹의 설원 난이도 3 B,30,65,0,5,0,0,0,0,0,0,100
0,1215240,카오스 유혹의 설원 난이도 3 C,40,55,0,5,0,0,0,0,0,0,100
0,1215250,카오스 유혹의 설원 난이도 3 D,50,50,0,0,0,0,0,0,0,0,100
0,1215260,카오스 유혹의 설원 난이도 3 E,100,0,0,0,0,0,0,0,0,0,100
0,1215270,카오스 유혹의 설원 난이도 3 F,0,0,0,0,0,0,0,0,0,0,0
0,1215280,카오스 유혹의 설원 난이도 4 SSS,10,70,15,5,0,0,0,0,0,0,100
0,1215290,카오스 유혹의 설원 난이도 4 SS,15,70,10,5,0,0,0,0,0,0,100
0,1215300,카오스 유혹의 설원 난이도 4 S,20,70,5,5,0,0,0,0,0,0,100
0,1215310,카오스 유혹의 설원 난이도 4 A,25,70,0,5,0,0,0,0,0,0,100
0,1215320,카오스 유혹의 설원 난이도 4 B,30,65,0,5,0,0,0,0,0,0,100
0,1215330,카오스 유혹의 설원 난이도 4 C,40,55,0,5,0,0,0,0,0,0,100
0,1215340,카오스 유혹의 설원 난이도 4 D,50,50,0,0,0,0,0,0,0,0,100
0,1215350,카오스 유혹의 설원 난이도 4 E,100,0,0,0,0,0,0,0,0,0,100
0,1215360,카오스 유혹의 설원 난이도 4 F,0,0,0,0,0,0,0,0,0,0,0
0,1216010,카오스 얼음 협곡 난이도 1 SSS,10,70,15,5,0,0,0,0,0,0,100
0,1216020,카오스 얼음 협곡 난이도 1 SS,15,70,10,5,0,0,0,0,0,0,100
0,1216030,카오스 얼음 협곡 난이도 1 S,20,70,5,5,0,0,0,0,0,0,100
0,1216040,카오스 얼음 협곡 난이도 1 A,25,70,0,5,0,0,0,0,0,0,100
0,1216050,카오스 얼음 협곡 난이도 1 B,30,65,0,5,0,0,0,0,0,0,100
0,1216060,카오스 얼음 협곡 난이도 1 C,40,55,0,5,0,0,0,0,0,0,100
0,1216070,카오스 얼음 협곡 난이도 1 D,50,50,0,0,0,0,0,0,0,0,100
0,1216080,카오스 얼음 협곡 난이도 1 E,100,0,0,0,0,0,0,0,0,0,100
0,1216090,카오스 얼음 협곡 난이도 1 F,0,0,0,0,0,0,0,0,0,0,0
0,1216100,카오스 얼음 협곡 난이도 2 SSS,10,70,15,5,0,0,0,0,0,0,100
0,1216110,카오스 얼음 협곡 난이도 2 SS,15,70,10,5,0,0,0,0,0,0,100
0,1216120,카오스 얼음 협곡 난이도 2 S,20,70,5,5,0,0,0,0,0,0,100
0,1216130,카오스 얼음 협곡 난이도 2 A,25,70,0,5,0,0,0,0,0,0,100
0,1216140,카오스 얼음 협곡 난이도 2 B,30,65,0,5,0,0,0,0,0,0,100
0,1216150,카오스 얼음 협곡 난이도 2 C,40,55,0,5,0,0,0,0,0,0,100
0,1216160,카오스 얼음 협곡 난이도 2 D,50,50,0,0,0,0,0,0,0,0,100
0,1216170,카오스 얼음 협곡 난이도 2 E,100,0,0,0,0,0,0,0,0,0,100
0,1216180,카오스 얼음 협곡 난이도 2 F,0,0,0,0,0,0,0,0,0,0,0
0,1216190,카오스 얼음 협곡 난이도 3 SSS,10,70,15,5,0,0,0,0,0,0,100
0,1216200,카오스 얼음 협곡 난이도 3 SS,15,70,10,5,0,0,0,0,0,0,100
0,1216210,카오스 얼음 협곡 난이도 3 S,20,70,5,5,0,0,0,0,0,0,100
0,1216220,카오스 얼음 협곡 난이도 3 A,25,70,0,5,0,0,0,0,0,0,100
0,1216230,카오스 얼음 협곡 난이도 3 B,30,65,0,5,0,0,0,0,0,0,100
0,1216240,카오스 얼음 협곡 난이도 3 C,40,55,0,5,0,0,0,0,0,0,100
0,1216250,카오스 얼음 협곡 난이도 3 D,50,50,0,0,0,0,0,0,0,0,100
0,1216260,카오스 얼음 협곡 난이도 3 E,100,0,0,0,0,0,0,0,0,0,100
0,1216270,카오스 얼음 협곡 난이도 3 F,0,0,0,0,0,0,0,0,0,0,0
0,1216280,카오스 얼음 협곡 난이도 4 SSS,10,70,15,5,0,0,0,0,0,0,100
0,1216290,카오스 얼음 협곡 난이도 4 SS,15,70,10,5,0,0,0,0,0,0,100
0,1216300,카오스 얼음 협곡 난이도 4 S,20,70,5,5,0,0,0,0,0,0,100
0,1216310,카오스 얼음 협곡 난이도 4 A,25,70,0,5,0,0,0,0,0,0,100
0,1216320,카오스 얼음 협곡 난이도 4 B,30,65,0,5,0,0,0,0,0,0,100
0,1216330,카오스 얼음 협곡 난이도 4 C,40,55,0,5,0,0,0,0,0,0,100
0,1216340,카오스 얼음 협곡 난이도 4 D,50,50,0,0,0,0,0,0,0,0,100
0,1216350,카오스 얼음 협곡 난이도 4 E,100,0,0,0,0,0,0,0,0,0,100
0,1216360,카오스 얼음 협곡 난이도 4 F,0,0,0,0,0,0,0,0,0,0,0
0,1300010,1-10 회복아이템(비약포션),10,10,0,0,0,0,0,0,0,0,20
0,1300020,11-20 회복아이템(비약포션),10,10,0,0,0,0,0,0,0,0,20
0,1300030,21-30 회복아이템(비약포션),10,10,0,0,0,0,0,0,0,0,20
0,1300040,31-40 회복아이템(비약포션),10,10,0,0,0,0,0,0,0,0,20
0,1300050,41-50 회복아이템(비약포션),10,10,0,0,0,0,0,0,0,0,20
0,1300060,51-60 회복아이템(비약포션),10,10,0,0,0,0,0,0,0,0,20
0,1300070,61-70 회복아이템(비약포션),10,10,0,0,0,0,0,0,0,0,20
0,1300080,71-80 회복아이템(비약포션),10,10,0,0,0,0,0,0,0,0,20
0,1300090,81-90 회복아이템(비약포션),10,10,0,0,0,0,0,0,0,0,20
0,1300100,91-100 회복아이템(비약포션),10,10,0,0,0,0,0,0,0,0,20
63,1400000,[필드드랍] 프로스트 링 Lv6~8 선택확률,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400001,[필드드랍] 블레이즈 링 Lv14~16,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400002,[필드드랍] 쓸만한 플로라 링 Lv21~23,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400003,[필드드랍] 쓸만한 엔젤릭 링 Lv28~31,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400004,[필드드랍] 쓸만한 이글윙 링 Lv34~36,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400005,[필드드랍] 쓸만한 데모닉 링 Lv41~43,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400006,[필드드랍] 쓸만한 라이언 링 Lv48~50,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400007,[필드드랍] 쓸만한 문스타 링 Lv55~57,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400008,[필드드랍] 쓸만한 드레곤 링 Lv62~64,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400009,[필드드랍] 쓸만한 썬라이트 링 Lv69~71,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400100,[필드드랍] 프로스트 네크리스 Lv6~8,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400101,[필드드랍] 블레이즈 네크리스 Lv14~16,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400102,[필드드랍] 쓸만한 플로라 네크리스 Lv21~23,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400103,[필드드랍] 쓸만한 엔젤릭 네크리스 Lv28~31,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400104,[필드드랍] 쓸만한 이글윙 네크리스 Lv34~36,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400105,[필드드랍] 쓸만한 데모닉 네크리스 Lv41~43,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400106,[필드드랍] 쓸만한 라이언 네크리스 Lv48~50,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400107,[필드드랍] 쓸만한 문스타 네크리스 Lv55~57,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400108,[필드드랍] 쓸만한 드레곤 네크리스 Lv62~64,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400109,[필드드랍] 쓸만한 썬라이트 네크리스 Lv69~71,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400200,[필드드랍] 프로스트 이어링 Lv6~8,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400201,[필드드랍] 블레이즈 이어링 Lv14~16,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400202,[필드드랍] 쓸만한 플로라 이어링 Lv21~23,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400203,[필드드랍] 쓸만한 엔젤릭 이어링 Lv28~31,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400204,[필드드랍] 쓸만한 이글윙 이어링 Lv34~36,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400205,[필드드랍] 쓸만한 데모닉 이어링 Lv41~43,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400206,[필드드랍] 쓸만한 라이언 이어링 Lv48~50,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400207,[필드드랍] 쓸만한 문스타 이어링 Lv55~57,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400208,[필드드랍] 쓸만한 드레곤 이어링 Lv62~64,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400209,[필드드랍] 쓸만한 썬라이트 이어링 Lv69~71,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400300,[필드드랍] 프로스트 벨트 Lv6~8,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400301,[필드드랍] 블레이즈 벨트 Lv14~16,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400302,[필드드랍] 쓸만한 플로라 벨트 Lv21~23,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400303,[필드드랍] 쓸만한 엔젤릭 벨트 Lv28~31,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400304,[필드드랍] 쓸만한 이글윙 벨트 Lv34~36,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400305,[필드드랍] 쓸만한 데모닉 벨트 Lv41~43,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400306,[필드드랍] 쓸만한 라이언 벨트 Lv48~50,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400307,[필드드랍] 쓸만한 문스타 벨트 Lv55~57,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400308,[필드드랍] 쓸만한 드레곤 벨트 Lv62~64,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400309,[필드드랍] 쓸만한 썬라이트 벨트 Lv69~71,9000,1000,100,0,0,0,0,0,0,0,10100
63,1400400,[필드드랍] 프로스트 악세사리 그룹 Lv6~8,1,1,1,0,0,0,0,0,0,0,3
63,1400401,[필드드랍] 블레이즈 악세사리 그룹 Lv14~16,1,1,1,0,0,0,0,0,0,0,3
63,1400402,[필드드랍] 쓸만한 플로라 악세사리 그룹 Lv21~23,1,1,1,0,0,0,0,0,0,0,3
63,1400403,[필드드랍] 쓸만한 엔젤릭 악세사리 그룹 Lv28~31,1,1,1,0,0,0,0,0,0,0,3
63,1400404,[필드드랍] 쓸만한 이글윙 악세사리 그룹 Lv34~36,1,1,1,0,0,0,0,0,0,0,3
63,1400405,[필드드랍] 쓸만한 데모닉 악세사리 그룹 Lv41~43,1,1,1,0,0,0,0,0,0,0,3
63,1400406,[필드드랍] 쓸만한 라이언 악세사리 그룹 Lv48~50,1,1,1,0,0,0,0,0,0,0,3
63,1400407,[필드드랍] 쓸만한 문스타 악세사리 그룹 Lv55~57,1,1,1,0,0,0,0,0,0,0,3
63,1400408,[필드드랍] 쓸만한 드레곤 악세사리 그룹 Lv62~64,1,1,1,0,0,0,0,0,0,0,3
63,1400409,[필드드랍] 쓸만한 썬라이트 악세사리 그룹 Lv69~71,1,1,1,0,0,0,0,0,0,0,3
0,2000010,[슈퍼던전] 일반 몬스터(회복2%) 1단계,5,5,3,3,2,2,980,0,0,0,1000
0,2000020,[슈퍼던전] 일반 몬스터(회복2%) 2단계,3,3,5,5,2,2,980,0,0,0,1000
0,2000030,[슈퍼던전] 일반 몬스터(회복2%) 3단계,3,3,4,4,3,3,980,0,0,0,1000
0,2000040,[슈퍼던전] 일반 몬스터(회복2%) 4단계,2,2,5,5,3,3,980,0,0,0,1000
0,3500000,[망자의탑] 일반몬스터 백,40,40,10,10,0,0,0,0,0,900,1000
0,3500010,[망자의탑] 아르카 (컨테이너확률),8500,1,0,500,0,200,200,200,200,200,10001
0,3500020,[망자의탑] 파타누스 (컨테이너확률),8500,1,0,500,0,200,200,200,200,200,10001
0,3500030,[망자의탑] 카르카로스 (컨테이너확률),8000,1,500,500,0,200,200,200,200,200,10001
0,3500035,[망자의탑] 카르카로스(레어아이템백)(반지),100,100,100,100,100,100,100,100,100,100,1000
0,3500040,[망자의탑] 나무꾼 폴 버나언 (컨테이너확률),7700,1,0,500,200,300,300,300,300,300,9901
0,3500050,[망자의탑] 엘루만 (컨테이너확률),7300,1,0,1000,200,300,300,300,300,300,10001
0,3500060,[망자의탑] 여왕 벨라 (컨테이너확률),7000,1,500,1000,200,300,300,300,300,300,10201
0,3500065,[망자의탑] 여왕 벨라(레어아이템백)(목걸이),100,100,100,100,100,100,100,100,100,100,1000
0,3500070,[망자의탑] 아티스 (컨테이너확률),6800,1,0,1000,200,400,400,400,400,400,10001
0,3500080,[망자의탑] 부족장 로크 (컨테이너확률),6800,1,0,1000,200,400,400,400,400,400,10001
0,3500090,[망자의탑] 로드 오브 나이트메어 (컨테이너확률),6600,1,500,1000,200,400,400,400,400,400,10301
0,3500095,[망자의탑] 로드 오브 나이트메어(레어아이템백)(벨트),100,100,100,100,100,100,100,100,100,100,1000
0,3500100,[망자의탑] 파리스 (컨테이너확률),0,6300,200,1000,200,500,500,500,500,500,10200
0,3500105,[망자의탑] 파리스(레어아이템백)(무기),100,100,100,100,100,100,100,100,100,100,1000
0,3500106,[망자의탑] 파리스 (컨테이너확률),0,2600,1000,1000,200,1220,1000,1000,1000,1000,10020
0,3500107,[망자의탑] 파리스(레어아이템백)(알),100,0,0,0,0,0,0,0,0,0,100
0,3500110,[얼음필드] 미션정예 아그니스 돈백,0,0,0,0,0,0,0,0,0,0,0
0,3500120,[얼음필드] 미션정예 아비스 돈백,0,0,0,0,0,0,0,0,0,0,0
0,3500130,[얼음필드] 미션정예 알렉산더 돈백,0,0,0,0,0,0,0,0,0,0,0
0,3500140,[얼음필드] 미션정예 레그노 돈백,0,0,0,0,0,0,0,0,0,0,0
0,3500150,[얼음필드] 디펜스정예 아그니스 돈백,0,0,0,0,0,0,0,0,0,0,0
0,3500160,[얼음필드] 디펜스정예 아비스 돈백,0,0,0,0,0,0,0,0,0,0,0
0,3500170,[얼음필드] 디펜스정예 알렉산더 돈백,0,0,0,0,0,0,0,0,0,0,0
0,3500180,[얼음필드] 디펜스정예 레그노 돈백,0,0,0,0,0,0,0,0,0,0,0
0,3500190,[얼음필드] 전략디펜스 희귀 사마귀 돈백,0,0,0,0,0,0,0,0,0,0,0
0,3500200,[얼음필드] 전략디펜스 희귀 요정 돈백,0,0,0,0,0,0,0,0,0,0,0
0,3500210,[얼음필드] 전략디펜스 희귀 북극곰 돈백,0,0,0,0,0,0,0,0,0,0,0
0,3500220,[얼음필드] 전략디펜스 희귀 수호용 돈백,0,0,0,0,0,0,0,0,0,0,0
0,3500230,[얼음필드] 디펜스 희귀 얼음사마귀,100,0,0,0,0,0,0,0,0,0,100
0,3500320,[얼음필드] 디펜스 희귀 얼음요정,100,0,0,0,0,0,0,0,0,0,100
0,3500410,[얼음필드] 디펜스 희귀 빅토르,100,0,0,0,0,0,0,0,0,0,100
0,3500500,[얼음필드] 디펜스 희귀 지배자,100,0,0,0,0,0,0,0,0,0,100
0,3500590,[지하던전] 정예 컨테이너 선택확률,15,15,10,5,11,10,10,10,4,10,100
0,3500620,[지하던전] 보스 컨테이너 선택확률,85,85,100,100,150,150,150,0,100,80,1000
1/2/9/23,3500620,[지하던전] 보스 컨테이너 선택확률,80,80,100,100,166,166,166,0,86,55,999
