EffectID,Name,ActionName,Memo,Type,Interval,DurationTime,Toggle,Abil01,Abil02,Abil03,Abil04,Abil05,Abil06,Abil07,Abil08,Abil09,Abil10
6074206,6074206,se_DefenseUp_4,반헬싱 방어력 올리기,1,1,0,0,6074206,0,0,0,0,0,0,0,0,0
6074300,6074300,0,드라큘라 블랙홀,2,300,3200,0,6074300,0,0,2802,0,0,0,0,0,0
6074301,6074301,se_Bat_Shield,드라큘라 박쥐방어,1,1,18000,0,6074301,0,0,2802,0,0,0,0,0,0
6074302,6074302,se_dark_sight,드라큘라 암흑만들기,2,0,18000,0,0,0,0,0,0,0,0,0,0,0
6074310,6074310,se_Vanhelsing_WarCry,반헬싱 워크라이-자신,1,1,180000,1,6074310,0,0,0,0,0,0,0,0,0
6075301,6075301,se_poison,포이즌 가고일 (Gargoyle_poison) 기본 토해서 독 버프 걸기,1,2000,300000,0,6075301,0,0,20004,0,0,0,0,0,0
6077102,6077102,se_blocking_bella,파수꾼 (keeper_01) 기본 보호막 생성 버프,2,0,7000,0,6077102,0,0,0,0,0,0,0,0,0
6077104,6077104,sa_net_binder02,파수꾼 (keeper_01) 기본 던져서 묶기(넷바인더),2,0,5000,0,6077104,0,0,0,0,0,0,0,0,0
6081105,6081105,0,초대받은 귀족 부인 (nobility_guest_fan) 기본 자신에게 저주 걸기,1,2000,300000,0,6081105,0,0,0,0,0,0,0,0,0
6081301,6081301,0,초대받은 귀족 (nobility_guest_stick) 기준 PC 주변에 검은 원 생기고 손이 올라온다,1,0,4000,0,6081301,0,0,0,0,0,0,0,0,0
6081303,6081303,0,초대받은 귀족 (nobility_guest_stick) 기준 유령 자신에게 버프걸기,1,2000,300000,0,6081303,0,0,0,0,0,0,0,0,0
6082201,6082201,se_poison,반클리프 지배인 (maid_menial_1) 기준 토해서 PC의 HP를 1/3 상태로 만든다,2,2000,15000,0,6082201,0,0,0,0,0,0,0,0,0
6082203,6082203,0,반클리프 지배인 (maid_menial_1) 기준 유령 자기 자신에게 버프 걸기,1,2000,300000,0,6082203,0,0,0,0,0,0,0,0,0
6082301,6082301,se_poison,반클리프 하인 (maid_menial_2) 기준 토해서 PC의 HP를 1/3 상태로 만든다,2,2000,15000,0,6082301,0,0,0,0,0,0,0,0,0
6082304,6082304,0,반클리프 하인 (maid_menial_2) 기준 유령 자기 자신에게 버프 걸기,1,2000,300000,0,6082304,0,0,0,0,0,0,0,0,0
6084300,6084300,sa_Black_hole,본 샤피 (Szaffi_bone) 기본 바닥에 손 올라오게 하기,1,1000,4000,0,6084300,0,0,0,0,0,0,0,0,0
6086203,6086203,se_blocking_mentha,반클리프 숙련사제 (cleef_C_practiced_celebrant) 기준 보호막(리벤지),1,0,5000,0,6086203,0,0,0,0,0,0,0,0,0
6087204,6087204,se_blocking_bella,반클리프 집행자 (cleef_executor) 강화 기본 리벤지,1,0,7000,0,6087204,0,0,0,0,0,0,0,0,0
6087303,6087303,0,반클리프 척살자 (cleef_Hederine_Slayer) 기준 인두 지팡이 휘둘러 화상 데미지,2,2000,15000,0,100011104,0,0,0,0,0,0,0,0,0
6089103,6089103,0,가이던방 폭탄 시간 보여주기,1,1,60000,0,6089103,0,0,0,0,0,0,0,0,0
6089402,0,0,수호석 피 깎기,2,1,1,0,6089402,0,0,0,0,0,0,0,0,0
6089403,0,0,수호석 피 깎기,2,1,1,0,6089403,0,0,0,0,0,0,0,0,0
6089404,0,0,수호석 피 깎기,2,1,1,0,6089404,0,0,0,0,0,0,0,0,0
6089405,0,0,수호석 피 깎기,2,1,1,0,6089405,0,0,0,0,0,0,0,0,0
6091199,6091199,0,얼음 괴물 빅혼 빅혼->마커 변신 시간체크 버프 어빌,1,1,60000,0,6091199,0,0,0,0,0,0,0,0,0
6091200,6091200,se_transform_to_tamer,얼음 괴물 빅혼 빅혼->마커 변신,1,1,0,0,6091200,6091201,0,0,0,0,0,0,0,0
6091205,6091205,0,조련사 마커 마커 ->빅혼 변신 HP 증가시키기,1,1,0,0,6091205,0,0,0,0,0,0,0,0,0
6091350,6091350,0,이동 구름 나올때 이걸 건다…버프 없어지면 죽게 한다,1,0,10000,0,6091350,0,0,0,0,0,0,0,0,0
6091351,6091351,0,이동 구름 나올때 이걸 건다…버프 없어지면 죽게 한다,1,0,10000,0,6091351,0,0,0,0,0,0,0,0,0
6091450,6091450,0,지역줄이기 맨처음에 걸고 나올 이펙트,1,10,1000,0,6091450,0,0,0,0,0,0,0,0,0
6091451,6091451,0,지역줄이기 1 스킬,1,1,3000,0,6091451,0,0,0,0,0,0,0,0,0
6091452,6091452,0,지역줄이기 2 스킬,1,1,3000,0,6091452,0,0,0,0,0,0,0,0,0
6091453,6091453,0,지역줄이기 3 스킬,1,1,3000,0,6091453,0,0,0,0,0,0,0,0,0
6091454,6091454,0,지역줄이기 4 스킬,1,1,3000,0,6091454,0,0,0,0,0,0,0,0,0
6104403,6104403,se_blocking_centa,켄타우르스 블럭킹 스킬,1,0,5000,0,6104403,0,0,0,0,0,0,0,0,0
6107101,6107101,se_Dumpling_Shild,만두 보호막,2,0,3000,0,6107101,0,0,0,0,0,0,0,0,0
6115100,6115100,se_Choco_Shild,초콜렛 보호막 스킬,2,0,3000,0,6115100,0,0,0,0,0,0,0,0,0
6118108,6118108,se_transform_to_choco,초콜렛 변신,2,0,6000,0,6118108,0,0,0,0,0,0,0,0,0
6118305,6118305,0,멜로우 초목이 쓰러지기 스턴상태,1,1000,12000,0,6118305,0,0,0,0,0,0,0,0,0
6125101,6125101,0,진실의 탑 HP 회복,1,1000,0,0,6125101,0,0,0,0,0,0,0,0,0
6125201,6125201,0,진실의 탑 시야 늘리기,1,1000,0,0,6125201,0,0,0,0,0,0,0,0,0
6126101,6126101,se_Paris_Shield,파리스 리벤지(80%이상),1,0,10000,0,6126101,0,0,0,0,0,0,0,0,0
6126102,6126102,se_Paris_Shield,파리스 리벤지(60%이상),1,0,10000,0,6126102,0,0,0,0,0,0,0,0,0
6126103,6126103,se_Paris_Shield,파리스 리벤지(40%이상),1,0,10000,0,6126103,0,0,0,0,0,0,0,0,0
6126104,6126104,se_Paris_Shield,파리스 리벤지(20%이상),1,0,10000,0,6126104,0,0,0,0,0,0,0,0,0
6126106,6126106,0,파리스-각성전 레이져 발사,2,1,1,0,6126106,0,0,0,0,0,0,0,0,0
6126107,6126106,0,파리스-각성전 레이져 발사,2,1,1,0,6126107,0,0,0,0,0,0,0,0,0
6126108,6126108,se_transform_to_frog,마녀의 저주 (Transformation),2,300,8000,0,102000201,0,0,0,0,0,0,0,0,0
6126109,6126106,0,가짜파리스-각성전 레이져 발사,2,1,1,0,6126109,0,0,0,0,0,0,0,0,0
6126111,6126111,0,커뮤니티 이벤트 대포 발사,2,1,1,0,6126111,0,0,0,0,0,0,0,0,0
6126205,6126205,0,파리스 일반공격,2,0,1,0,6126205,0,0,0,0,0,0,0,0,0
6126207,6126207,se_Paris_Ora,파리스-각성전 레이져 발사버프,1,1,8000,0,6126207,0,0,0,0,0,0,0,0,0
7000000,7000000,se_big_head_size,광폭화,1,1,1800000,0,6015302,0,0,0,0,0,0,0,0,0
7254300,6000904,se_fake_stun,라발론 쓰러지기 스턴상태(정령던전),1,0,12000,0,7254300,0,0,0,0,0,0,0,0,0
7281330,0,0,유로페 무적,1,500,0,0,6000914,0,0,0,0,0,0,0,0,0
7281335,0,0,키랩 독구름 쉴드,1,500,0,0,6000915,0,0,0,0,0,0,0,0,0
7281625,0,se_fog,연막탄,1,1,5000,0,0,0,0,0,0,0,0,0,0,0
7281660,0,se_lightning_caster,캐스터 레이져 상태 이펙트,1,100,10000,0,7281660,0,0,0,0,0,0,0,0,0
7281840,0,se_dark_sight,드라큘라 암흑만들기,2,0,15000,0,0,0,0,0,0,0,0,0,0,0
7281920,0,se_lockon,캐스터 락온 이펙트,1,100,6000,0,7281920,0,0,0,0,0,0,0,0,0
7281929,0,sa_net_binder03,캐스터 락온 이펙트,1,100,6000,0,7281920,0,0,0,0,0,0,0,0,0
7282050,0,se_cron_Shield,케이론 실드,1,1,5000,0,4029104,0,0,0,0,0,0,0,0,0
7282100,0,0,히드라 누운동안 무적,1,0,0,0,7282100,0,0,0,0,0,0,0,0,0
7282200,0,0,히드라 소생,1,0,0,0,7282200,0,0,0,0,0,0,0,0,0
7282300,0,0,히드라 회복,1,0,0,0,7282300,0,0,0,0,0,0,0,0,0
7903300,0,0,별자리 우주도둑 이펙트,1,0,30000,0,7903300,0,0,0,0,0,0,0,0,0
9020200,9020200,0,하드던전 이펙트(몬스터),1,0,0,0,9020200,0,0,0,0,0,0,0,0,0
9020300,9020300,0,하드던전 이펙트(플레이어),1,0,0,0,9020300,0,0,0,0,0,0,0,0,0
9030500,9030500,0,반클리프보스방 점프 불가,2,0,0,0,9030500,0,0,0,0,0,0,0,0,17101
9980100,0,0,일반 난이도 이펙트,1,0,0,0,9980100,0,0,0,0,0,0,0,0,0
9980200,0,0,레어 난이도 이펙트,1,0,0,0,9980100,0,0,0,0,0,0,0,0,0
9980250,0,0,우주 도둑용 이펙트,1,0,0,0,9980250,0,0,0,0,0,0,0,0,0
9980300,0,0,영웅 난이도 이펙트,1,0,0,0,9980200,0,0,0,0,0,0,0,0,0
9980400,0,se_st_def,[별자리]방어력증가,1,0,0,0,9980400,0,0,0,0,0,0,0,0,0
9980500,0,se_st_att,[별자리]공격력증가,1,0,0,0,9980410,0,0,0,0,0,0,0,0,0
9980600,0,se_st_speed,[별자리]속도증가,1,0,0,0,9980420,0,0,0,0,0,0,0,0,0
9980700,0,se_st_rehp,[별자리]HP회복,1,1000,0,0,9980430,0,0,0,0,0,0,0,0,0
9980800,0,se_st_addhp,[별자리]생명력증가,1,0,0,0,9980440,0,0,0,0,0,0,0,0,0
9980900,0,se_st_fireball,[별자리]파이어볼 발사,1,0,0,0,9980450,0,0,0,0,0,0,0,0,0
9981000,0,se_st_iceball,[별자리]아이스볼 발사,1,0,0,0,9980460,0,0,0,0,0,0,0,0,0
9981100,0,se_st_homing,[별자리]유도탄발사,1,0,0,0,9980470,0,0,0,0,0,0,0,0,0
9981200,0,0,방어형 이펙트 그룹,1,0,0,0,9981200,0,0,0,0,0,0,0,0,0
9981300,0,0,공격형 이펙트 그룹,1,0,0,0,9981300,0,0,0,0,0,0,0,0,0
9981400,0,0,NTT공격 이펙트그룹,1,0,0,0,9981400,0,0,0,0,0,0,0,0,0
9982000,0,se_halloween_S,할로윈 상태 이펙트(소),1,0,0,0,0,0,0,0,0,0,0,0,0,0
9982100,0,se_halloween_M,할로윈 상태 이펙트(중),1,0,0,0,0,0,0,0,0,0,0,0,0,0
9982200,0,se_halloween_L,할로윈 상태 이펙트(대),1,0,0,0,0,0,0,0,0,0,0,0,0,0
9982300,0,se_christmas_S,크리스마스 상태 이펙트(소),1,0,0,0,0,0,0,0,0,0,0,0,0,0
9982400,0,se_christmas_M,크리스마스 상태 이펙트(중),1,0,0,0,0,0,0,0,0,0,0,0,0,0
9982500,0,se_christmas_L,크리스마스 상태 이펙트(대),1,0,0,0,0,0,0,0,0,0,0,0,0,0
47015067,0,0,리바이어스일반상태,1,0,0,0,47015067,47015070,0,0,0,0,0,0,0,0
47015068,0,se_fury_loop,리바이어스분노상태,1,0,0,0,47015068,47015071,0,0,0,0,0,0,0,0
47015069,0,se_stun_mon,리바이어스그로기상태,1,0,0,0,47015069,47015072,0,0,0,0,0,0,0,0
60004581,100011101,sa_burn,거대수호용-2성 특수스킬,2,1000,10000,0,60004581,0,0,0,0,0,0,0,0,17101
60189041,60189041,sa_net_binder,우마이 바닥 내려치기 공격 스킬,1,1000,4000,0,60189041,0,0,2802,0,0,0,0,0,0
60446031,60446031,se_poison,반디 여왕 벨라 자신에게 독 버프 시전 스킬 2(효과),2,3000,15000,0,60446031,0,0,0,0,0,0,0,0,0
60753011,60753011,se_poison,포이즌 가고일 (Gargoyle_poison) 기본 토해서 독 버프 걸기(효과),1,3000,15000,0,60753011,0,0,20004,0,0,0,0,0,0
60811051,60811051,0,초대받은 귀족 부인 (nobility_guest_fan) 기본 자신에게 저주 걸기 (효과),1,3000,17000,0,60811051,0,0,0,0,0,0,0,0,0
60813031,60813031,0,초대받은 귀족 (nobility_guest_stick) 기준 유령 자신에게 버프걸기 (효과),1,3000,15000,0,60813031,0,0,0,0,0,0,0,0,0
60822031,60822031,0,반클리프 지배인 (maid_menial_1) 기준 유령 자기 자신에게 버프 걸기 (효과),1,3000,15000,0,60822031,0,0,0,0,0,0,0,0,0
60823041,60823041,0,반클리프 하인 (maid_menial_2) 기준 유령 자기 자신에게 버프 걸기 (효과),1,3000,15000,0,60823041,0,0,0,0,0,0,0,0,0
60911031,60911031,0,조련사 마커 덫설치_sa,2,0,0,0,60911031,0,0,0,0,0,0,0,0,0
60912001,0,se_moninc,인첸트효과,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60913041,60913041,0,얼음수문장 어스퀘이크 전체공격 sa,1,1000,4000,0,60913041,0,0,0,0,0,0,0,0,0
60914511,60914511,0,지역줄이기 1 스킬(효과),1,1,0,0,60914511,0,0,0,0,0,0,0,0,0
60914521,60914521,0,지역줄이기 2 스킬(효과),1,1,0,0,60914521,0,0,0,0,0,0,0,0,0
60914531,60914531,0,지역줄이기 3 스킬(효과),1,1,0,0,60914531,0,0,0,0,0,0,0,0,0
60914541,60914541,0,지역줄이기 4 스킬(효과),1,1,0,0,60914541,0,0,0,0,0,0,0,0,0
61261093,0,0,파리스빛기둥,2,0,1,0,61261093,0,0,0,0,0,0,0,0,0
61261100,0,se_ShuffleInput,key change april event,2,100,10000,0,3542110,0,0,0,0,0,0,0,0,0
