f_NationCodeStr,BagNo,Memo,ItemNo01,ItemNo02,ItemNo03,ItemNo04,ItemNo05,ItemNo06,ItemNo07,ItemNo08,ItemNo09,ItemNo10,ItemNoTypeFlag
0,20302980,[45신록던전][라곤] 라곤의 가시낫,20302980,0,0,0,0,0,0,0,0,0,0
0,20302990,[45신록던전][뿌리정령] 오염된 가시관,20302990,0,0,0,0,0,0,0,0,0,0
0,20303000,[45신록던전][라곤주니어] 라곤주니어의 알,20303000,0,0,0,0,0,0,0,0,0,0
0,20303010,[45신록던전][미스터올름] 올름의 꽈리,20303010,0,0,0,0,0,0,0,0,0,0
0,20303020,[45신록던전][정예가시나무정령] 가시나무 가면,20303020,0,0,0,0,0,0,0,0,0,0
0,20303030,[45신록던전][정예가시나무정령] 가시나무 마른가지,20303030,0,0,0,0,0,0,0,0,0,0
0,20303040,[45신록던전][정예독나무정령] 독을품은 나무가면,20303040,0,0,0,0,0,0,0,0,0,0
0,20303050,[45신록던전][정예독나무정령] 독이 고인 바위조각,20303050,0,0,0,0,0,0,0,0,0,0
0,20303060,[45신록던전][정예썩은나무정령] 썩은나무 가면,20303060,0,0,0,0,0,0,0,0,0,0
0,20303070,[45신록던전][정예썩은나무정령] 나무에 핀 돗버섯,20303070,0,0,0,0,0,0,0,0,0,0
0,20303080,[45신록던전][보스바실리스크] 바실리스크의 머리,20303080,20303090,20303100,20303100,0,0,0,0,0,0,0
0,20303090,[45신록던전] 거미등딱지,60004555,0,0,0,0,0,0,0,0,0,0
0,20303100,[45신록던전] 다람쥐 똥,60004565,0,0,0,0,0,0,0,0,0,0
0,20303200,파리스 인챈트 재료 아이템 (3),20200188,0,0,0,0,0,0,0,0,0,0
0,20303300,파리스 인챈트 재료 아이템 (3),20200188,76001940,0,0,0,0,0,0,0,0,0
0,20303400,파리스 인챈트 재료 아이템 (3),20200188,76001940,0,0,0,0,0,0,0,0,0
0,20303500,파리스 인챈트 재료 아이템 (3),20200188,76001950,0,0,0,0,0,0,0,0,0
0,20303600,파리스 인챈트 재료 아이템 (3),20200188,76001950,0,0,0,0,0,0,0,0,0
0,20303700,일본 1주년 아이템 킬박스300,20200188,99700100,0,0,0,0,0,0,0,0,0
0,20303800,일본 1주년 아이템 킬박스700,20200188,99700100,0,0,0,0,0,0,0,0,0
0,20303900,일본 1주년 아이템 킬박스1000,20200188,99700100,0,0,0,0,0,0,0,0,0
0,20304000,일본 1주년 아이템 킬박스 100,20200188,99700100,0,0,0,0,0,0,0,0,0
0,20304100,일본 1주년 아이템 킬박스 500,20200188,99700100,0,0,0,0,0,0,0,0,0
0,21000010,파리스 인챈트 재료 아이템 (3),21301003,0,0,0,0,0,0,0,0,0,0
0,21000020,파리스 인챈트 재료 아이템 (3),21301003,20301125,0,0,0,0,0,0,0,0,0
0,21000030,파리스 인챈트 재료 아이템 (3),20301123,0,0,0,0,0,0,0,0,0,0
0,21000040,파리스 인챈트 재료 아이템 (3),21301003,21301098,79100010,0,0,0,0,0,0,0,0
0,21000050,파리스 인챈트 재료 아이템 (3),21301003,0,0,0,0,0,0,0,0,0,0
0,21000060,파리스 인챈트 재료 아이템 (3),20301006,20301102,0,0,0,0,0,0,0,0,0
0,21000070,파리스 인챈트 재료 아이템 (3),20301102,0,79100020,0,0,0,0,0,0,0,0
0,21000080,파리스 인챈트 재료 아이템 (3),20301102,79100030,0,0,0,0,0,0,0,0,0
0,21000090,파리스 인챈트 재료 아이템 (3),21301010,0,79300050,0,0,0,0,0,0,0,0
0,21000100,파리스 인챈트 재료 아이템 (3),0,20301012,50600130,0,0,0,0,0,0,0,0
0,21000110,파리스 인챈트 재료 아이템 (3),20301107,20301106,0,79100050,0,0,0,0,0,0,0
0,21000120,파리스 인챈트 재료 아이템 (3),20301107,0,0,0,0,0,0,0,0,0,0
0,21000130,파리스 인챈트 재료 아이템 (3),20301139,0,79100060,0,0,0,0,0,0,0,0
0,21000140,파리스 인챈트 재료 아이템 (3),20301443,20301444,0,0,0,0,0,0,0,0,0
0,21000150,파리스 인챈트 재료 아이템 (3),20301107,20301005,0,0,0,0,0,0,0,0,0
0,21000160,파리스 인챈트 재료 아이템 (3),21301069,20301068,0,79100110,0,0,0,0,0,0,0
0,21000170,파리스 인챈트 재료 아이템 (3),21301069,0,0,0,0,0,0,0,0,0,0
0,21000180,파리스 인챈트 재료 아이템 (3),21301063,0,79300060,0,0,0,0,0,0,0,0
0,21000190,파리스 인챈트 재료 아이템 (3),20301064,0,79100090,0,0,0,0,0,0,0,0
0,21000200,파리스 인챈트 재료 아이템 (3),21301063,20301127,0,0,0,0,0,0,0,0,0
0,21000210,파리스 인챈트 재료 아이템 (3),20301129,20301169,0,0,0,0,0,0,0,0,0
0,21000220,파리스 인챈트 재료 아이템 (3),21301059,0,79100070,0,0,0,0,0,0,0,0
0,21000230,파리스 인챈트 재료 아이템 (3),21301059,20301058,0,0,0,0,0,0,0,0,0
0,21000240,파리스 인챈트 재료 아이템 (3),21301059,0,0,0,0,0,0,0,0,0,0
0,21000250,파리스 인챈트 재료 아이템 (3),0,0,0,0,0,0,0,0,0,0,0
0,21000260,파리스 인챈트 재료 아이템 (3),21301320,0,0,0,0,0,0,0,0,0,0
0,21000270,파리스 인챈트 재료 아이템 (3),21301320,0,0,0,0,0,0,0,0,0,0
0,21000280,파리스 인챈트 재료 아이템 (3),21301320,79100160,0,0,0,0,0,0,0,0,0
0,21000290,파리스 인챈트 재료 아이템 (3),21301320,0,0,0,0,0,0,0,0,0,0
0,21000300,파리스 인챈트 재료 아이템 (3),21301320,0,0,0,0,0,0,0,0,0,0
0,21000310,파리스 인챈트 재료 아이템 (3),21301320,0,0,0,0,0,0,0,0,0,0
0,21000320,파리스 인챈트 재료 아이템 (3),21301075,79100180,0,0,0,0,0,0,0,0,0
0,21000330,파리스 인챈트 재료 아이템 (3),21301075,0,0,0,0,0,0,0,0,0,0
0,21000340,파리스 인챈트 재료 아이템 (3),21301075,0,0,0,0,0,0,0,0,0,0
0,21000350,파리스 인챈트 재료 아이템 (3),21301075,0,0,0,0,0,0,0,0,0,0
0,21000360,파리스 인챈트 재료 아이템 (3),0,0,0,0,0,0,0,0,0,0,0
0,21000370,파리스 인챈트 재료 아이템 (3),21301448,0,0,0,0,0,0,0,0,0,0
0,21000380,파리스 인챈트 재료 아이템 (3),20301070,20301171,0,0,0,0,0,0,0,0,0
0,21000390,파리스 인챈트 재료 아이템 (3),20301090,20301092,0,79100120,0,0,0,0,0,0,0
0,21000400,파리스 인챈트 재료 아이템 (3),21301089,0,0,0,0,0,0,0,0,0,0
0,21000410,파리스 인챈트 재료 아이템 (3),20301093,79100130,0,0,0,0,0,0,0,0,0
0,21000420,파리스 인챈트 재료 아이템 (3),21301208,20301093,0,0,0,0,0,0,0,0,0
0,21000430,파리스 인챈트 재료 아이템 (3),21301209,0,0,0,0,0,0,0,0,0,0
0,21000440,파리스 인챈트 재료 아이템 (3),21301140,0,79100150,0,0,0,0,0,0,0,0
0,21000450,파리스 인챈트 재료 아이템 (3),21301140,0,0,0,0,0,0,0,0,0,0
0,21000460,파리스 인챈트 재료 아이템 (3),21301140,20301262,0,0,0,0,0,0,0,0,0
0,21000470,파리스 인챈트 재료 아이템 (3),21301140,20301141,0,0,0,0,0,0,0,0,0
0,21000480,파리스 인챈트 재료 아이템 (3),21301281,0,79100140,0,0,0,0,0,0,0,0
0,21000490,파리스 인챈트 재료 아이템 (3),20301283,21301281,0,0,0,0,0,0,0,0,0
0,21000500,파리스 인챈트 재료 아이템 (3),20301446,20301447,0,0,0,0,0,0,0,0,0
0,21000510,파리스 인챈트 재료 아이템 (3),20301290,20301291,0,0,0,0,0,0,0,0,0
0,21000520,파리스 인챈트 재료 아이템 (3),21301048,0,79300070,0,0,0,0,0,0,0,0
0,21000530,파리스 인챈트 재료 아이템 (3),21301048,0,0,0,0,0,0,0,0,0,0
0,21000540,파리스 인챈트 재료 아이템 (3),21301048,21301313,79100190,0,0,0,0,0,0,0,0
0,21000550,파리스 인챈트 재료 아이템 (3),21301048,21301313,0,0,0,0,0,0,0,0,0
0,21000560,파리스 인챈트 재료 아이템 (3),21301310,0,0,0,0,0,0,0,0,0,0
0,21000570,파리스 인챈트 재료 아이템 (3),21301310,0,0,0,0,0,0,0,0,0,0
0,21000580,파리스 인챈트 재료 아이템 (3),21301310,0,0,0,0,0,0,0,0,0,0
0,21000590,파리스 인챈트 재료 아이템 (3),21301310,21301313,0,0,0,0,0,0,0,0,0
0,21000600,파리스 인챈트 재료 아이템 (3),20301044,20301043,0,0,0,0,0,0,0,0,0
0,21000610,파리스 인챈트 재료 아이템 (3),21301037,20301152,79100200,0,0,0,0,0,0,0,0
0,21000620,파리스 인챈트 재료 아이템 (3),20301041,21301040,0,0,0,0,0,0,0,0,0
0,21000630,파리스 인챈트 재료 아이템 (3),20301604,20301605,0,0,0,0,0,0,0,0,0
0,21000640,파리스 인챈트 재료 아이템 (3),21301061,21301172,0,0,0,0,0,0,0,0,0
0,21000650,파리스 인챈트 재료 아이템 (3),21301119,20301156,0,0,0,0,0,0,0,0,0
0,21000660,파리스 인챈트 재료 아이템 (3),20301032,21301031,0,0,0,0,0,0,0,0,0
0,21000670,파리스 인챈트 재료 아이템 (3),20301033,0,0,0,0,0,0,0,0,0,0
0,21000680,파리스 인챈트 재료 아이템 (3),21301097,20301096,0,0,0,0,0,0,0,0,0
0,21000690,파리스 인챈트 재료 아이템 (3),21301097,20301457,0,0,0,0,0,0,0,0,0
0,21000700,파리스 인챈트 재료 아이템 (3),0,20301461,0,0,0,0,0,0,0,0,0
0,21000710,파리스 인챈트 재료 아이템 (3),20301029,20301028,0,0,0,0,0,0,0,0,0
0,21000720,파리스 인챈트 재료 아이템 (3),0,20301028,0,0,0,0,0,0,0,0,0
0,21000730,파리스 인챈트 재료 아이템 (3),0,20301029,0,0,0,0,0,0,0,0,0
0,21000740,파리스 인챈트 재료 아이템 (3),20301025,21301177,20301130,0,0,0,0,0,0,0,0
0,21000750,파리스 인챈트 재료 아이템 (3),20301121,21301024,0,0,0,0,0,0,0,0,0
0,21000760,파리스 인챈트 재료 아이템 (3),20301331,20301336,20301337,0,0,0,0,0,0,0,0
0,21000770,파리스 인챈트 재료 아이템 (3),21301024,20301026,20301025,0,0,0,0,0,0,0,0
0,21000780,파리스 인챈트 재료 아이템 (3),20301332,21301334,20301338,0,0,0,0,0,0,0,0
0,21000790,파리스 인챈트 재료 아이템 (3),20301333,21301335,0,0,0,0,0,0,0,0,0
0,21000800,파리스 인챈트 재료 아이템 (3),20301020,21301175,0,0,0,0,0,0,0,0,0
0,21000810,파리스 인챈트 재료 아이템 (3),20301273,20301270,20301271,0,0,0,0,0,0,0,0
0,21000820,파리스 인챈트 재료 아이템 (3),20301274,21301264,20301268,0,0,0,0,0,0,0,0
0,21000830,파리스 인챈트 재료 아이템 (3),20301267,20301263,20301266,0,0,0,0,0,0,0,0
0,21000840,파리스 인챈트 재료 아이템 (3),20301274,20301269,20301272,0,0,0,0,0,0,0,0
0,21000850,파리스 인챈트 재료 아이템 (3),21301371,0,0,0,0,0,0,0,0,0,0
0,21000860,파리스 인챈트 재료 아이템 (3),20301369,0,0,0,0,0,0,0,0,0,0
0,21000870,파리스 인챈트 재료 아이템 (3),20301369,0,0,0,0,0,0,0,0,0,0
0,21000880,파리스 인챈트 재료 아이템 (3),21301371,0,0,0,0,0,0,0,0,0,0
0,21000890,파리스 인챈트 재료 아이템 (3),20301218,0,0,0,0,0,0,0,0,0,0
0,21000900,파리스 인챈트 재료 아이템 (3),20301217,0,0,0,0,0,0,0,0,0,0
0,21000910,파리스 인챈트 재료 아이템 (3),20301215,0,0,0,0,0,0,0,0,0,0
0,21000920,파리스 인챈트 재료 아이템 (3),20301216,21301211,0,0,0,0,0,0,0,0,0
0,21000930,파리스 인챈트 재료 아이템 (3),21301017,20301160,0,0,0,0,0,0,0,0,0
0,21000940,파리스 인챈트 재료 아이템 (3),20301162,20301163,0,0,0,0,0,0,0,0,0
0,21000950,파리스 인챈트 재료 아이템 (3),20301164,20301165,0,0,0,0,0,0,0,0,0
0,21000960,파리스 인챈트 재료 아이템 (3),20301016,20301015,20301013,21301176,0,0,0,0,0,0,0
0,21000970,파리스 인챈트 재료 아이템 (3),21301356,0,0,0,0,0,0,0,0,0,0
0,21000980,파리스 인챈트 재료 아이템 (3),21301356,0,0,0,0,0,0,0,0,0,0
0,21000990,파리스 인챈트 재료 아이템 (3),21301356,0,0,0,0,0,0,0,0,0,0
0,21001000,파리스 인챈트 재료 아이템 (3),21301356,0,0,0,0,0,0,0,0,0,0
0,21001010,파리스 인챈트 재료 아이템 (3),20301235,20301236,0,0,0,0,0,0,0,0,0
0,21001020,파리스 인챈트 재료 아이템 (3),20301238,20301239,0,0,0,0,0,0,0,0,0
0,21001030,파리스 인챈트 재료 아이템 (3),21301229,20301230,0,0,0,0,0,0,0,0,0
0,21001040,파리스 인챈트 재료 아이템 (3),20301241,20301243,20301245,0,0,0,0,0,0,0,0
0,21001050,파리스 인챈트 재료 아이템 (3),21301050,0,0,0,0,0,0,0,0,0,0
0,21001060,파리스 인챈트 재료 아이템 (3),21301051,20301132,0,0,0,0,0,0,0,0,0
0,21001070,파리스 인챈트 재료 아이템 (3),0,20301134,0,0,0,0,0,0,0,0,0
0,21001080,파리스 인챈트 재료 아이템 (3),0,20301133,0,0,0,0,0,0,0,0,0
0,21001090,파리스 인챈트 재료 아이템 (3),21301220,0,0,0,0,0,0,0,0,0,0
0,21001100,파리스 인챈트 재료 아이템 (3),21301219,0,0,0,0,0,0,0,0,0,0
0,21001110,파리스 인챈트 재료 아이템 (3),20301301,21301407,0,0,0,0,0,0,0,0,0
0,21001120,파리스 인챈트 재료 아이템 (3),20301301,20301408,0,0,0,0,0,0,0,0,0
0,21001130,파리스 인챈트 재료 아이템 (3),21301348,20301351,79100100,0,0,0,0,0,0,0,0
0,21001140,파리스 인챈트 재료 아이템 (3),20301350,20301351,0,0,0,0,0,0,0,0,0
0,21001150,파리스 인챈트 재료 아이템 (3),21301348,20301350,0,0,0,0,0,0,0,0,0
0,21001160,파리스 인챈트 재료 아이템 (3),21301348,20301346,20301347,0,0,0,0,0,0,0,0
0,21001170,파리스 인챈트 재료 아이템 (3),21301019,21301018,0,0,0,0,0,0,0,0,0
0,21001180,파리스 인챈트 재료 아이템 (3),21301387,21301393,0,0,0,0,0,0,0,0,0
0,21001190,파리스 인챈트 재료 아이템 (3),21301387,20301394,0,0,0,0,0,0,0,0,0
0,21001200,파리스 인챈트 재료 아이템 (3),21301387,20301395,0,0,0,0,0,0,0,0,0
0,21001210,파리스 인챈트 재료 아이템 (3),21301387,20301396,0,0,0,0,0,0,0,0,0
0,21001220,파리스 인챈트 재료 아이템 (3),20301248,0,0,0,0,0,0,0,0,0,0
0,21001230,파리스 인챈트 재료 아이템 (3),20301491,20301492,0,0,0,0,0,0,0,0,0
0,21001240,파리스 인챈트 재료 아이템 (3),20301493,20301494,0,0,0,0,0,0,0,0,0
0,21001250,파리스 인챈트 재료 아이템 (3),20301495,20301496,20301497,0,0,0,0,0,0,0,0
0,21001260,파리스 인챈트 재료 아이템 (3),20301423,20301422,0,0,0,0,0,0,0,0,0
0,21001270,파리스 인챈트 재료 아이템 (3),20301423,20301422,0,0,0,0,0,0,0,0,0
0,21001280,파리스 인챈트 재료 아이템 (3),20301416,20301421,20301417,20301422,0,0,0,0,0,0,0
0,21001290,파리스 인챈트 재료 아이템 (3),20301293,20301296,0,0,0,0,0,0,0,0,0
0,21001300,파리스 인챈트 재료 아이템 (3),20301398,20301399,20301400,20301401,0,0,0,0,0,0,0
0,21001310,파리스 인챈트 재료 아이템 (3),20301399,20301398,20301405,0,0,0,0,0,0,0,0
0,21001320,파리스 인챈트 재료 아이템 (3),20301252,20301381,0,0,0,0,0,0,0,0,0
0,21001330,파리스 인챈트 재료 아이템 (3),20301474,0,0,0,0,0,0,0,0,0,0
0,21001340,파리스 인챈트 재료 아이템 (3),0,20301473,0,0,0,0,0,0,0,0,0
0,21001350,파리스 인챈트 재료 아이템 (3),20301470,20301471,0,0,0,0,0,0,0,0,0
0,21001360,파리스 인챈트 재료 아이템 (3),21301037,0,0,0,0,0,0,0,0,0,0
0,21001370,파리스 인챈트 재료 아이템 (3),21301037,0,0,0,0,0,0,0,0,0,0
0,21001380,파리스 인챈트 재료 아이템 (3),21301037,0,0,0,0,0,0,0,0,0,0
0,21001390,파리스 인챈트 재료 아이템 (3),20301475,20301476,0,0,0,0,0,0,0,0,0
0,21001400,파리스 인챈트 재료 아이템 (3),20301477,20301478,0,0,0,0,0,0,0,0,0
0,21001410,파리스 인챈트 재료 아이템 (3),20301479,21301480,0,0,0,0,0,0,0,0,0
0,21001420,파리스 인챈트 재료 아이템 (3),20301481,20301482,0,0,0,0,0,0,0,0,0
0,21001430,파리스 인챈트 재료 아이템 (3),20301484,21301485,0,0,0,0,0,0,0,0,0
0,21001440,파리스 인챈트 재료 아이템 (3),20301482,20301486,0,0,0,0,0,0,0,0,0
0,21001450,파리스 인챈트 재료 아이템 (3),20301488,20301489,20301490,0,0,0,0,0,0,0,0
0,21001460,파리스 인챈트 재료 아이템 (3),20301532,0,0,0,0,0,0,0,0,0,0
0,21001470,파리스 인챈트 재료 아이템 (3),20301532,20301534,20301535,0,0,0,0,0,0,0,0
0,21001480,파리스 인챈트 재료 아이템 (3),20301532,20301536,20301537,0,0,0,0,0,0,0,0
0,21001490,파리스 인챈트 재료 아이템 (3),20301500,20301501,0,0,0,0,0,0,0,0,0
0,21001500,파리스 인챈트 재료 아이템 (3),20301498,20301499,0,0,0,0,0,0,0,0,0
0,21001510,파리스 인챈트 재료 아이템 (3),20301502,20301503,0,0,0,0,0,0,0,0,0
0,21001520,파리스 인챈트 재료 아이템 (3),20301504,20301505,0,0,0,0,0,0,0,0,0
0,21001530,파리스 인챈트 재료 아이템 (3),20301506,20301507,20301508,0,0,0,0,0,0,0,0
0,21001540,파리스 인챈트 재료 아이템 (3),20301509,0,0,0,0,0,0,0,0,0,0
0,21001550,파리스 인챈트 재료 아이템 (3),20301511,20301512,0,0,0,0,0,0,0,0,0
0,21001560,파리스 인챈트 재료 아이템 (3),20301513,20301514,0,0,0,0,0,0,0,0,0
0,21001570,파리스 인챈트 재료 아이템 (3),20301565,21301566,20301567,0,0,0,0,0,0,0,0
0,21001580,파리스 인챈트 재료 아이템 (3),21301515,21301516,0,0,0,0,0,0,0,0,0
0,21001590,파리스 인챈트 재료 아이템 (3),21301517,20301518,0,0,0,0,0,0,0,0,0
0,21001600,파리스 인챈트 재료 아이템 (3),21301519,20301520,0,0,0,0,0,0,0,0,0
0,21001610,파리스 인챈트 재료 아이템 (3),20301522,20301521,0,0,0,0,0,0,0,0,0
0,21001620,파리스 인챈트 재료 아이템 (3),20301522,20301523,0,0,0,0,0,0,0,0,0
0,21001630,파리스 인챈트 재료 아이템 (3),20301522,20301524,0,0,0,0,0,0,0,0,0
0,21001640,파리스 인챈트 재료 아이템 (3),20301522,20301525,0,0,0,0,0,0,0,0,0
0,21001650,파리스 인챈트 재료 아이템 (3),0,20301527,0,0,0,0,0,0,0,0,0
0,21001660,파리스 인챈트 재료 아이템 (3),20301528,20301529,0,0,0,0,0,0,0,0,0
0,21001670,파리스 인챈트 재료 아이템 (3),20301530,20301531,0,0,0,0,0,0,0,0,0
0,21001680,파리스 인챈트 재료 아이템 (3),0,20301539,0,0,0,0,0,0,0,0,0
0,21001690,파리스 인챈트 재료 아이템 (3),21301540,20301541,0,0,0,0,0,0,0,0,0
0,21001700,파리스 인챈트 재료 아이템 (3),21301542,20301543,0,0,0,0,0,0,0,0,0
0,21001710,파리스 인챈트 재료 아이템 (3),0,20301545,0,0,0,0,0,0,0,0,0
0,21001720,파리스 인챈트 재료 아이템 (3),20301546,20301547,20301548,0,0,0,0,0,0,0,0
0,21001730,파리스 인챈트 재료 아이템 (3),20301549,20301550,20301551,0,0,0,0,0,0,0,0
0,21001740,파리스 인챈트 재료 아이템 (3),20301552,20301553,0,0,0,0,0,0,0,0,0
0,21001750,파리스 인챈트 재료 아이템 (3),20301554,20301555,0,0,0,0,0,0,0,0,0
0,21001760,파리스 인챈트 재료 아이템 (3),20301556,20301557,0,0,0,0,0,0,0,0,0
0,21001770,파리스 인챈트 재료 아이템 (3),21301558,20301559,20301580,0,0,0,0,0,0,0,0
0,21001780,파리스 인챈트 재료 아이템 (3),21301561,21301562,21301560,0,0,0,0,0,0,0,0
0,21001790,파리스 인챈트 재료 아이템 (3),20301563,20301564,20301595,0,0,0,0,0,0,0,0
0,21001800,파리스 인챈트 재료 아이템 (3),20301568,20301569,20301570,0,0,0,0,0,0,0,0
0,21001810,파리스 인챈트 재료 아이템 (3),21301571,20301572,0,0,0,0,0,0,0,0,0
0,21001820,파리스 인챈트 재료 아이템 (3),20301573,20301574,20301575,0,0,0,0,0,0,0,0
0,21001830,파리스 인챈트 재료 아이템 (3),20301601,20301602,20301603,0,0,0,0,0,0,0,0
0,21001840,파리스 인챈트 재료 아이템 (3),20301580,20301581,0,0,0,0,0,0,0,0,0
0,21001850,파리스 인챈트 재료 아이템 (3),20301578,20301579,0,0,0,0,0,0,0,0,0
0,21001860,파리스 인챈트 재료 아이템 (3),20301576,20301577,0,0,0,0,0,0,0,0,0
0,21001870,파리스 인챈트 재료 아이템 (3),20301582,20301583,20301584,0,0,0,0,0,0,0,0
0,21001880,파리스 인챈트 재료 아이템 (3),20301585,20301586,20301587,0,0,0,0,0,0,0,0
0,21001890,파리스 인챈트 재료 아이템 (3),21301590,20301589,20301588,0,0,0,0,0,0,0,0
0,21001900,파리스 인챈트 재료 아이템 (3),20301466,20301467,0,0,0,0,0,0,0,0,0
0,21001910,파리스 인챈트 재료 아이템 (3),21301462,21301463,0,0,0,0,0,0,0,0,0
0,21001920,파리스 인챈트 재료 아이템 (3),20301464,20301465,0,0,0,0,0,0,0,0,0
0,21001930,파리스 인챈트 재료 아이템 (3),20301468,20301469,0,0,0,0,0,0,0,0,0
0,21001940,파리스 인챈트 재료 아이템 (3),79000020,79000010,0,0,0,80300020,80200020,80400020,80500030,80600010,0
0,21001950,파리스 인챈트 재료 아이템 (3),79000020,79000010,0,0,0,80300020,80200020,80400020,80500030,80600010,0
0,21001960,파리스 인챈트 재료 아이템 (3),79000020,79000010,0,0,0,80300020,80200020,80400020,80500030,80600010,0
0,21001970,파리스 인챈트 재료 아이템 (3),79000020,79000010,0,0,0,80300020,80200020,80400020,80500030,80600010,0
0,21001980,파리스 인챈트 재료 아이템 (3),79000020,79000010,0,0,0,80300020,80200020,80400020,80500030,80600010,0
0,21001990,파리스 인챈트 재료 아이템 (3),51100010,0,0,0,0,0,0,0,0,0,0
0,21002000,파리스 인챈트 재료 아이템 (3),51100020,0,0,0,0,0,0,0,0,0,0
0,21002010,파리스 인챈트 재료 아이템 (3),51100030,0,0,0,0,0,0,0,0,0,0
0,21002020,파리스 인챈트 재료 아이템 (3),51100040,0,0,0,0,0,0,0,0,0,0
0,21002030,파리스 인챈트 재료 아이템 (3),51100050,0,0,0,0,0,0,0,0,0,0
0,21002040,파리스 인챈트 재료 아이템 (3),0,0,0,0,0,0,0,0,0,0,0
0,21002050,파리스 인챈트 재료 아이템 (3),0,0,0,0,0,0,0,0,0,0,0
0,21002060,파리스 인챈트 재료 아이템 (3),0,0,0,0,0,0,0,0,0,0,0
0,21002070,파리스 인챈트 재료 아이템 (3),20301613,0,0,0,0,0,0,0,0,0,0
0,21002080,파리스 인챈트 재료 아이템 (3),20301613,0,0,0,0,0,0,0,0,0,0
0,21002090,파리스 인챈트 재료 아이템 (3),20301616,80600020,0,0,0,0,0,0,0,0,0
0,21002100,파리스 인챈트 재료 아이템 (3),20301613,20301619,0,0,0,0,0,0,0,0,0
0,21002110,파리스 인챈트 재료 아이템 (3),21301630,0,0,0,0,0,0,0,0,0,0
0,21002120,파리스 인챈트 재료 아이템 (3),20301640,20301650,0,0,0,0,0,0,0,0,0
0,21002130,파리스 인챈트 재료 아이템 (3),20301660,0,0,0,0,0,0,0,0,0,0
0,21002140,파리스 인챈트 재료 아이템 (3),20301670,20301680,0,0,0,0,0,0,0,0,0
0,21002150,파리스 인챈트 재료 아이템 (3),20301670,20301690,0,0,0,0,0,0,0,0,0
0,21002160,파리스 인챈트 재료 아이템 (3),20301700,0,0,0,0,0,0,0,0,0,0
0,21002170,파리스 인챈트 재료 아이템 (3),20301710,20301720,0,0,0,0,0,0,0,0,0
0,21002180,파리스 인챈트 재료 아이템 (3),0,20301740,0,0,0,0,0,0,0,0,0
0,21002190,파리스 인챈트 재료 아이템 (3),20301730,20301740,0,0,0,0,0,0,0,0,0
0,21002200,파리스 인챈트 재료 아이템 (3),20301750,20301760,0,0,0,0,0,0,0,0,0
0,21002210,파리스 인챈트 재료 아이템 (3),20301750,20301760,0,0,0,0,0,0,0,0,0
0,21002220,파리스 인챈트 재료 아이템 (3),20301750,20301760,0,0,0,0,0,0,0,0,0
0,21002230,파리스 인챈트 재료 아이템 (3),20301770,0,0,0,0,0,0,0,0,0,0
0,21002240,파리스 인챈트 재료 아이템 (3),20301770,0,0,0,0,0,0,0,0,0,0
0,21002250,파리스 인챈트 재료 아이템 (3),20301780,20301790,0,0,0,0,0,0,0,0,0
0,21002260,파리스 인챈트 재료 아이템 (3),20301800,0,0,0,0,0,0,0,0,0,0
0,21002270,파리스 인챈트 재료 아이템 (3),20301800,0,0,0,0,0,0,0,0,0,0
0,21002280,파리스 인챈트 재료 아이템 (3),20301800,0,0,0,0,0,0,0,0,0,0
0,21002290,파리스 인챈트 재료 아이템 (3),20301086,20302250,0,0,0,0,0,0,0,0,0
0,21002300,파리스 인챈트 재료 아이템 (3),20301086,20302260,0,0,0,0,0,0,0,0,0
0,21002310,파리스 인챈트 재료 아이템 (3),20301086,20302270,0,0,0,0,0,0,0,0,0
0,21002320,파리스 인챈트 재료 아이템 (3),20301086,20302280,0,0,0,0,0,0,0,0,0
0,21002330,파리스 인챈트 재료 아이템 (3),20301086,20302270,0,0,0,0,0,0,0,0,0
0,21002340,파리스 인챈트 재료 아이템 (3),20301086,20302290,0,0,0,0,0,0,0,0,0
0,21002350,파리스 인챈트 재료 아이템 (3),20302300,0,0,0,0,0,0,0,0,0,0
0,21002360,파리스 인챈트 재료 아이템 (3),20302300,0,0,0,0,0,0,0,0,0,0
0,21002370,파리스 인챈트 재료 아이템 (3),20302300,0,0,0,0,0,0,0,0,0,0
0,21002380,파리스 인챈트 재료 아이템 (3),20302300,0,0,0,0,0,0,0,0,0,0
0,21002390,파리스 인챈트 재료 아이템 (3),20302310,20302560,0,0,0,0,0,0,0,0,0
0,21002400,파리스 인챈트 재료 아이템 (3),20302320,20302560,0,0,0,0,0,0,0,0,0
0,21002410,파리스 인챈트 재료 아이템 (3),20302330,20302560,0,0,0,0,0,0,0,0,0
0,21002420,파리스 인챈트 재료 아이템 (3),20302340,20302570,0,0,0,0,0,0,0,0,0
0,21002430,파리스 인챈트 재료 아이템 (3),20302340,20302570,0,0,0,0,0,0,0,0,0
0,21002440,파리스 인챈트 재료 아이템 (3),20302340,20302580,0,0,0,0,0,0,0,0,0
0,21002450,파리스 인챈트 재료 아이템 (3),20302350,20302590,0,0,0,0,0,0,0,0,0
0,21002460,파리스 인챈트 재료 아이템 (3),20302350,20302590,20302760,0,0,0,0,0,0,0,0
0,21002470,파리스 인챈트 재료 아이템 (3),20302350,20302590,20302770,0,0,0,0,0,0,0,0
0,21002480,파리스 인챈트 재료 아이템 (3),20302360,20302600,0,0,0,0,0,0,0,0,0
0,21002490,파리스 인챈트 재료 아이템 (3),20302360,20302600,20302780,0,0,0,0,0,0,0,0
