SkillNo,Level,NameNo,RscNameNo,ActionName,Memo,Type,ClassLimit,LevelLimit,WeaponLimit,StateLimit,ParentSkill,Target,Range,CastTime,CoolTime,AnimationTime,MP,HP,EffectID,Abil01,Abil02,Abil03,Abil04,Abil05,Abil06,Abil07,Abil08,Abil09,Abil10,CmdStringNo,DraClassLimit,f_ActionCategory
4029103,0,0,0,a_mon_earthquake,정령 아비스 칼내려꼽아 이펙트발산,2,0,0,0,0,6009604,2,300,2333,5000,2667,0,0,0,4029103,4029117,20820,0,0,200,0,0,0,0,0,0,0
4029104,0,0,0,a_mon_melee_06,정령 아비스 바리어스킬,1,0,0,0,0,5,1,40,2000,10000,2300,0,0,4029104,4029104,0,20820,0,0,0,0,0,0,0,0,0,0
4029105,0,0,0,a_mon_breath,정령 아비스 냉기발산,2,0,0,0,0,6006902,2,150,2000,5000,4100,0,0,602508,4029105,4029113,20820,0,6043515,200,0,6015301,0,0,0,0,0
4029106,0,0,0,a_mon_crossattack_01,정령 아비스 크로스어택,2,0,0,0,0,6091302,2,600,1000,0,1900,0,0,0,4029106,4029114,20820,0,0,200,0,0,0,0,0,0,0
4029107,0,0,0,a_mon_shot_around_01,정령 아비스 유도탄 4방,2,0,0,0,0,6000944,2,900,1300,0,2900,0,0,0,4029107,0,20820,0,0,200,0,201,0,0,0,0,0
4029108,0,0,0,a_mon_melee_07,터치데미지,1,0,0,0,0,5,1,200,1,3000,1,0,0,4029108,4029108,0,0,6000000,0,0,0,0,0,0,0,0,0
4029109,0,0,0,0,정령 아비스 근거리3방(그룹),6,0,0,0,0,0,2,200,0,0,0,0,0,0,4029109,0,0,0,0,0,0,0,0,0,0,0,0
4029110,0,0,0,0,정령 아비스 근거리 뒤쪽 3방(그룹),6,0,0,0,0,0,2,200,0,0,0,0,0,0,4029110,0,0,0,0,0,0,0,0,0,0,0,0
4031100,0,0,0,a_mon_melee_02,스노링 왼손,2,0,0,0,0,1,2,100,400,0,833,0,0,0,4031100,0,20820,0,0,200,0,0,0,0,0,0,0
4031101,0,0,0,a_mon_melee_03,스노링 오른손,2,0,0,0,0,1,2,100,400,0,833,0,0,0,4031101,0,20820,0,0,200,0,0,0,0,0,0,0
4031102,0,0,0,a_mon_melee_04,스노링 배치기,2,0,0,0,0,1,2,100,600,0,900,0,0,0,4031102,0,20820,0,0,200,0,0,0,0,0,0,0
4031103,0,0,0,a_mon_shot_03,스노링 기본던지기,2,0,0,0,0,1,2,200,1000,0,2600,0,0,0,4031103,0,20820,0,6000000,200,0,201,0,0,0,0,0
4031104,0,0,0,a_mon_antares_laser,스노링 점프 던지기,2,0,0,0,0,1,2,200,900,0,2500,0,0,0,4031104,0,20820,0,0,200,0,0,0,0,0,0,0
4031105,0,0,0,a_mon_dashattk,스노링 대쉬 피어싱,2,0,0,0,0,6004904,2,300,500,0,2166,0,0,0,4031105,4031109,20820,0,0,200,0,0,0,0,0,0,0
4031106,0,0,0,a_mon_earthquake,스노링 대지의분노,2,0,0,0,0,6009604,2,250,1500,0,1200,0,0,0,4031106,20820,4031110,0,200,0,201,0,0,0,0,0,0
4031107,0,0,0,a_mon_jumpdowncrash_02,스노링 점프어택,2,0,0,0,0,6015903,2,200,1000,5000,2000,0,0,0,4031107,4031108,20820,6000000,0,200,0,0,0,0,0,0,0
4031115,0,0,0,a_mon_shot_02,스노링 점프 던지기(유도),2,0,0,0,0,6031105,2,300,900,0,2500,0,0,0,4031115,0,20820,0,0,200,0,201,0,0,0,0,0
4032100,0,0,0,a_mon_breath,놀 보초병 두끼두번휘두르기,2,0,0,0,0,6006902,2,150,733,0,1733,0,0,0,4032100,4032104,20820,0,6043515,200,0,0,0,0,0,0,0
4032101,0,0,0,a_mon_earthquake,놀 보초병 도끼 크게내려찍기(어스퀘이크),2,0,0,0,0,6009604,2,200,1000,0,1167,0,0,0,4032101,4032105,20820,0,0,200,0,0,0,0,0,0,0
4032102,0,0,0,a_mon_shot_skill_01,놀 보초병 도끼던지고 받기,2,0,0,0,0,1,2,250,833,0,1900,0,0,0,4032102,4032106,20820,0,0,200,0,0,0,0,0,0,0
4032103,0,0,0,a_mon_dashattk,놀 보초병 대쉬,2,0,0,0,0,6004904,2,300,1300,1000,1500,0,0,0,4032103,4032107,20820,0,6043514,200,0,0,0,0,0,0,0
4032200,0,0,0,a_mon_shot_01,놀 투척병 기본발사,2,0,0,0,0,1,2,200,500,0,1330,0,0,602503,4032200,0,20820,0,0,200,0,201,0,0,0,0,0
4032201,0,0,0,a_mon_paris_laser_multi,놀 투척병 4방향 발사,2,0,0,0,0,6089101,2,500,667,500,2167,0,0,6126109,4032201,0,20820,0,0,200,0,0,0,0,0,0,0
4032300,0,0,0,a_mon_melee_03,놀 주술사 힐 스킬,2,0,0,0,0,6013905,65,300,500,0,967,0,0,0,4032300,4032304,20820,0,0,200,0,0,0,0,0,0,0
4032301,0,0,0,a_mon_shot_skill_01,놀 주술사 아이스볼(유도1방),2,0,0,0,0,6031105,2,300,500,0,500,0,0,0,4032301,0,20820,0,0,200,0,201,0,0,0,0,0
4032302,0,0,0,a_mon_melee_skill_03,놀주술사 아이스도넛,2,0,0,0,0,1,2,150,500,0,2367,0,0,0,4032302,0,20820,0,0,200,0,0,0,0,0,0,0
4032303,0,0,0,a_mon_shot_around_01,놀 주술사 유도 3방,2,0,0,0,0,6000944,2,300,667,0,2367,0,0,602503,4032303,0,20820,0,0,200,0,201,0,0,0,0,0
4033100,0,0,0,a_mon_melee_02,라미아 낫휘두르기,2,0,0,0,0,1,2,130,700,0,1400,0,0,0,4033100,0,20820,0,0,200,0,0,0,0,0,0,0
4033101,0,0,0,a_mon_melee_03,라미아 낫 내려치기,2,0,0,0,0,1,2,110,700,0,1400,0,0,0,4033101,0,20820,0,0,200,0,0,0,0,0,0,0
4033102,0,0,0,a_mon_melee_04,라미아 낫돌려치기,2,0,0,0,0,1,2,123,867,0,1467,0,0,0,4033102,2903,20820,0,0,200,0,0,0,0,0,0,0
4033103,0,0,0,a_mon_breath,라미아 씨클스핀어택,2,0,0,0,0,6006902,2,160,400,0,2400,0,0,0,4033103,4033112,20820,0,6043515,200,0,0,0,0,0,0,0
4033104,0,0,0,a_mon_dash_after_attk,라미아 대쉬,2,0,0,0,0,6004201,2,330,1133,2000,2000,0,0,0,4033104,4033107,20820,6000000,6025914,200,0,0,0,0,0,0,0
4033105,0,0,0,a_mon_jumpdowncrash_diag,라미아 아이스크래셔,2,0,0,0,0,6015903,2,150,900,2000,1300,0,0,0,4033105,4033108,20820,6000000,0,200,0,0,0,0,0,0,0
4033106,0,0,0,a_mon_whirlwind_move,라미아 휠윈드,2,0,0,0,0,6006903,2,200,700,5000,2600,0,0,0,4033106,4033109,20820,4033110,6000000,200,0,0,0,0,0,0,0
4034100,0,0,0,a_mon_melee_02,백호 왼손톱 할퀴기,2,0,0,0,0,1,2,100,400,0,833,0,0,0,4034100,0,20820,0,0,200,0,0,0,0,0,0,0
4034101,0,0,0,a_mon_melee_03,백호 오른손톱 할퀴기,2,0,0,0,0,1,2,100,400,0,833,0,0,0,4034101,0,20820,0,0,200,0,0,0,0,0,0,0
4034102,0,0,0,a_mon_melee_04,백호 물기,2,0,0,0,0,1,2,100,600,0,900,0,0,0,4034102,0,20820,0,0,200,0,0,0,0,0,0,0
4034103,0,0,0,a_mon_melee_skill_01,백호 포효,2,0,0,0,0,1,2,150,700,0,2000,0,0,0,4034103,0,20820,0,0,200,0,0,0,0,0,0,0
4034104,0,0,0,a_mon_breath,백호 브레스,2,0,0,0,0,6006902,2,200,2000,5000,4000,0,0,0,4034104,4034107,20820,0,6043515,200,0,0,0,0,0,0,0
4034105,0,0,0,a_mon_earthquake,백호 퀘이크,2,0,0,0,0,1,2,110,500,0,1500,0,0,0,4034105,4034108,20820,0,0,200,0,0,0,0,0,0,0
4034106,0,0,0,a_mon_melee_05,백호 블럭킹,2,0,0,0,0,5,1,100,833,200,1150,0,0,4034107,4034106,4034109,20820,4034110,0,200,0,0,0,0,0,0,0
4035100,0,0,0,a_mon_melee_02,북극곰 오른손,2,0,0,0,0,1,2,90,667,200,1200,0,0,0,4035100,0,20820,6000000,0,200,0,0,0,0,0,0,0
4035101,0,0,0,a_mon_melee_03,북극곰 왼손,2,0,0,0,0,1,2,90,667,200,1200,0,0,0,4035101,0,20820,0,0,200,0,0,0,0,0,0,0
4035102,0,0,0,a_mon_melee_04,북극곰 물기,2,0,0,0,0,1,2,90,1500,200,1800,0,0,0,4035102,0,20820,0,0,200,0,0,0,0,0,0,0
4035103,0,0,0,a_mon_earthquake,북극곰 어스퀘이크(전방200인치갈라짐),2,0,0,0,0,6009604,2,150,1000,500,1600,0,0,0,4035103,4035109,20820,0,0,200,0,0,0,0,0,0,0
4035104,0,0,0,a_mon_dashattk,북극곰 대쉬,2,0,0,0,0,6004904,2,300,1600,5000,2700,0,0,0,4035104,4035108,20820,6000000,6043514,200,0,0,0,0,0,0,0
4035105,0,0,0,a_mon_summon_thorns,북극곰 아이스댄스,2,0,0,0,0,6000932,2,900,1300,0,4500,0,0,602508,4035105,4035107,20820,0,0,200,0,0,0,0,0,0,0
4035106,0,0,0,a_mon_melee_skill_01,북극곰 냉기발산(넉백3),2,0,0,0,0,1,2,100,1100,0,1500,0,0,0,4035106,0,20820,0,0,200,0,0,0,0,0,0,0
4038100,0,0,0,a_mon_melee_02,빅토르 오른손,2,0,0,0,0,1,2,90,667,200,1200,0,0,0,4044100,0,20820,6000000,0,200,0,0,0,0,0,0,0
4038101,0,0,0,a_mon_melee_03,빅토르 왼손,2,0,0,0,0,1,2,90,667,200,1200,0,0,0,4044100,0,20820,0,0,200,0,0,0,0,0,0,0
4038102,0,0,0,a_mon_melee_04,빅토르 물기,2,0,0,0,0,1,2,90,1500,200,1800,0,0,0,4044100,0,20820,0,0,200,0,0,0,0,0,0,0
4038103,0,0,0,a_mon_earthquake,빅토르 어스퀘이크,2,0,0,0,0,6009604,2,150,1000,500,1600,0,0,0,4039102,4039107,20820,0,0,200,0,2907,0,0,0,0,0
4038104,0,0,0,a_mon_dashattk,빅토르 대쉬,2,0,0,0,0,6004904,2,400,1600,5000,2700,0,0,0,4038104,4038108,20820,6000000,6043514,200,0,0,0,0,0,0,0
4038105,0,0,0,a_mon_summon_thorns,빅토르 아이스댄스,2,0,0,0,0,6000932,2,900,1300,0,4500,0,0,0,4038105,4038107,20820,0,0,200,0,0,0,0,0,0,0
4038106,0,0,0,a_mon_melee_skill_01,빅토르 얼음도넛,2,0,0,0,0,1,2,180,1100,0,1500,0,0,602506,4038106,0,20820,0,0,200,0,0,0,0,0,0,0
4039100,0,0,0,a_mon_melee_skill_01,알렉산더 오른손 치기,2,0,0,0,0,1,2,150,667,200,1200,0,0,602503,4039100,0,20820,0,0,200,0,2904,0,0,0,0,0
4039101,0,0,0,a_mon_melee_skill_02,알렉산더 왼손 치기,2,0,0,0,0,1,2,150,667,200,1200,0,0,0,4039101,0,20820,0,0,200,0,2907,0,0,0,0,0
4039102,0,0,0,a_mon_earthquake,알렉산더 강하게 치기,2,0,0,0,0,6009604,2,150,1000,500,1600,0,0,0,4039102,4039107,20820,0,0,200,0,2907,0,0,0,0,0
4039103,0,0,0,a_mon_dashattk,알렉산더 베어슬래쉬,2,0,0,0,0,6004904,2,400,1600,5000,2700,0,0,0,4039103,4039108,20820,0,6043514,200,0,2907,0,0,0,0,0
4039104,0,0,0,a_mon_summonbone,알렉산더 아이스 퀘이크,2,0,0,0,0,6000988,2,2000,1600,300,2600,0,0,0,4039104,4039109,20820,6000000,0,200,0,2907,0,0,0,0,0
4039105,0,0,0,a_mon_dash_after_attk,알렉산더 대쉬후 물어버리기,2,0,0,0,0,6004201,2,400,1500,2000,1800,0,0,0,4039105,4039110,20820,6000000,6025914,200,0,2907,0,0,0,0,0
4039106,0,0,0,a_mon_melee_02,알렉산더 근거리공격(기본물기),2,0,0,0,0,1,2,120,800,200,1533,0,0,0,4039106,0,20820,0,0,200,0,2907,0,0,0,0,0
4041100,0,0,0,a_mon_melee_02,퀘이커 오른팔,2,0,0,0,0,1,2,100,400,0,1833,0,0,0,4034100,0,20820,0,0,200,0,0,0,0,0,0,0
4041101,0,0,0,a_mon_melee_03,퀘이커 뒷다리,2,0,0,0,0,1,2,100,1200,0,2400,0,0,0,4034101,2906,20820,0,0,200,0,0,0,0,0,0,0
4041102,0,0,0,a_mon_melee_04,퀘이커 어퍼컷,2,0,0,0,0,1,2,90,1000,0,2000,0,0,0,4034102,2903,20820,0,0,200,0,0,0,0,0,0,0
4041103,0,0,0,a_mon_shot_01,퀘이커 눈덩이 던지기,2,0,0,0,0,1,2,200,1000,0,1500,0,0,0,4042102,0,20820,0,6000000,200,0,201,0,0,0,0,0
4041104,0,0,0,a_mon_earthquake,퀘이커 양팔로 땅 치기,2,0,0,0,0,6009604,2,100,900,0,1600,0,0,0,4035103,4035109,20820,0,0,200,0,0,0,0,0,0,0
4041105,0,0,0,a_mon_melee_skill_02,퀘이커 연속 땅치기,2,0,0,0,0,1,2,150,2000,0,5300,0,0,0,4041105,4041108,20820,0,0,200,0,0,0,0,0,0,0
4041106,0,0,0,a_mon_melee_skill_03,퀘이커 점프내려치기,2,0,0,0,0,1,2,120,1000,0,3100,0,0,0,4041106,0,20820,0,0,200,0,0,0,0,0,0,0
4041107,0,0,0,a_mon_shot_skill_02,퀘이커 연속발사,2,0,0,0,0,1,2,200,1200,0,3500,0,0,2902,4049106,4049115,20820,0,6000000,200,0,201,0,0,0,0,0
4042100,0,0,0,a_mon_melee_02,서리벌레송곳늬,2,0,0,0,0,1,2,100,400,0,1000,0,0,0,4042100,0,20820,0,0,200,0,0,0,0,0,0,0
4042101,0,0,0,a_mon_breath_02,서리벌레 꼬리치기,2,0,0,0,0,6006902,2,150,600,0,2000,0,0,0,4042101,4042109,20820,0,0,200,0,0,0,0,0,0,0
4042102,0,0,0,a_mon_shot_01,서리벌레얼음구슬,2,0,0,0,0,1,2,200,1000,0,1000,0,0,0,4042102,0,20820,0,6000000,200,0,201,0,0,0,0,0
4042103,0,0,0,a_mon_dashattk,서리벌레 대쉬,2,0,0,0,0,6004904,2,300,967,4000,2200,0,0,0,4042103,4042106,20820,6000000,0,200,0,0,0,0,0,0,0
4042104,0,0,0,a_mon_breath,서리벌레 브레스,2,0,0,0,0,6006902,2,200,1000,5000,3900,0,0,0,4042104,4042107,20820,6000000,6043515,200,0,0,0,0,0,0,0
4042105,1,0,0,a_mon_summon_thorns,서리벌레마법진,2,0,0,0,0,6018904,2,900,1000,0,1233,0,0,0,4042105,4042108,20820,0,0,200,0,0,0,0,0,0,0
4043100,0,0,0,a_mon_melee_02,서리호랑이 왼손,2,0,0,0,0,1,2,110,400,0,833,0,0,0,4034100,0,20820,0,0,200,0,0,0,0,0,0,0
4043101,0,0,0,a_mon_melee_03,서리호랑이 오른손,2,0,0,0,0,1,2,110,400,0,833,0,0,0,4034101,0,20820,0,0,200,0,0,0,0,0,0,0
4043102,0,0,0,a_mon_melee_04,서리호랑이 물기,2,0,0,0,0,1,2,110,400,0,900,0,0,0,4034102,0,20820,0,0,200,0,0,0,0,0,0,0
4043103,0,0,0,a_mon_melee_skill_01,서리호랑이 포효,2,0,0,0,0,1,2,130,300,0,2000,0,0,0,4034103,0,20820,0,0,200,0,0,0,0,0,0,0
4043104,0,0,0,a_mon_melee_skill_02,서리호랑이 얼음가시,2,0,0,0,0,1,2,180,700,0,2500,0,0,0,4011000,4011002,20820,0,0,200,0,0,0,0,0,0,0
4043105,0,0,0,a_mon_shot_skill_01,서리호랑이 분신,2,0,0,0,0,1,2,250,1000,0,1800,0,0,0,4042102,0,20820,0,6000000,200,0,201,0,0,0,0,0
4043106,0,0,0,a_mon_breath,서리호랑이 브레스,2,0,0,0,0,6006902,2,200,1000,0,6000,0,0,602503,4034104,4034107,20820,0,6043515,200,0,0,0,0,0,0,0
4044100,0,0,0,a_mon_melee_01,서리동동 근거리(박치기),2,0,0,0,0,1,2,90,100,200,867,0,0,0,4044100,0,20820,0,0,200,0,2910,0,0,0,0,0
4044101,0,0,0,a_mon_breath_02,서리동동꼬리두번연속때리기,2,0,0,0,0,6006902,2,90,730,0,2300,0,0,0,4044101,4044106,20820,0,0,200,0,0,0,0,0,0,0
4044102,0,0,0,a_mon_shot_skill_01,서리동동 포물선발사,2,0,0,0,0,1,2,250,800,0,1000,0,0,0,4044102,0,20820,0,0,200,0,201,0,0,0,0,0
4044103,0,0,0,a_mon_shot_skill_02,서리동동 날개회오리,2,0,0,0,0,1,2,300,1600,0,3300,0,0,0,4044103,0,20820,0,0,200,0,201,0,0,0,0,0
4044104,0,0,0,a_mon_breath,서리동동 브레스,2,0,0,0,0,6006902,2,100,1600,0,3200,0,0,0,4044104,4044107,20820,0,6043515,200,0,0,0,0,0,0,0
4044105,0,0,0,a_mon_jumpdowncrash_diag,서리동동 사선점프,2,0,0,0,0,6015903,2,250,1333,2000,1300,0,0,0,4044105,4044108,20820,6000000,0,200,0,0,0,0,0,0,0
4044109,0,0,0,a_mon_melee_04,파리스-각성전 레이져 발사버프,1,0,0,0,0,5,1,100,1,3000,1,0,0,6126207,0,0,0,6000000,0,0,0,0,0,0,0,0,0
4045100,0,0,0,a_mon_melee_02,아이스고블린 창찌르기,2,0,0,0,0,1,2,100,567,200,967,0,0,0,4045100,0,20820,0,0,200,0,0,0,0,0,0,0
4045101,0,0,0,a_mon_melee_03,아이스 고블링 창찔러올리기(띄우기),2,0,0,0,0,1,2,90,900,200,1300,0,0,0,4045101,2903,20820,0,0,200,0,0,0,0,0,0,0
4045102,0,0,0,a_mon_breath,아이스고블린 창 연속찌르기,2,0,0,0,0,6006902,2,120,733,5000,1167,0,0,602503,4045102,4019115,20820,0,6043515,200,0,0,0,0,0,0,0
4045103,0,0,0,a_mon_dashattk,아이스고블린 스피어대쉬,2,0,0,0,0,6004904,2,200,833,5000,1400,0,0,0,4045103,4045105,20820,6000000,6043514,200,0,0,0,0,0,0,0
4045200,0,0,0,a_mon_melee_02,고블린 붐버 기본공격,2,0,0,0,0,1,2,90,900,200,1267,0,0,0,4035100,0,20820,6000000,0,200,0,0,0,0,0,0,0
4045201,0,0,0,a_mon_shot_skill_01,고블린 붐버 주머니 던지기(아래쪽으로던짐),2,0,0,0,0,6000932,2,140,1667,1000,2600,0,0,0,4045201,4045204,20820,0,0,200,0,0,0,0,0,0,0
4045202,0,0,0,a_mon_shot_skill_02,고블린 점프해서 쏘기,2,0,0,0,0,6031105,2,500,1000,10000,1700,0,0,0,4045203,0,20820,0,0,200,0,201,0,0,0,0,0
4045203,0,0,0,a_mon_shot_skill_03,고불린 붐버 포인트버스트(연속덤짐),2,0,0,0,0,1,2,200,546,5000,2500,0,0,0,4045207,4045206,20820,0,0,200,0,0,0,0,0,0,0
4045300,0,0,0,a_mon_breath,고블린 주술사 지팡이던지기,2,0,0,0,0,6006902,2,100,600,0,1600,0,0,0,4045300,4045303,20820,0,6043515,200,0,0,0,0,0,0,0
4045301,0,0,0,a_mon_shot_skill_01,고블린 주술사 아이스샷,2,0,0,0,0,1,2,200,700,0,2600,0,0,0,4045301,0,20820,2903,0,200,0,201,0,0,0,0,0
4045302,0,0,0,a_mon_breath_02,고블린 주술사 아이스롹,2,0,0,0,0,6006902,2,100,500,0,2600,0,0,2510,4045302,4045304,20820,2902,6043515,200,0,0,0,0,0,0,0
4045305,0,0,0,a_mon_summon_thorns,고블린 아이스롹,2,0,0,0,0,6018904,2,150,500,0,3000,0,0,0,4045305,4045306,20820,6000000,0,200,0,0,0,0,0,0,0
4045306,0,0,0,a_mon_summon_thorn,고블린 아이스붐,2,0,0,0,0,60189041,2,150,500,0,3000,0,0,0,4024310,0,20820,6000000,0,200,0,0,0,0,0,0,0
4049100,0,0,0,a_mon_melee_02,레그노 꼬리 좌에서 우로치기,2,0,0,0,0,1,1,350,2000,0,4633,0,0,0,4049100,0,20820,0,0,200,0,0,0,0,0,0,0
4049101,0,0,0,a_mon_melee_03,레그노 꼬리 우에서 좌로치기,2,0,0,0,0,1,2,350,1,0,3033,0,0,0,4049101,0,20820,0,0,200,0,0,0,0,0,0,0
4049102,0,0,0,a_mon_melee_04,레그노 물기,2,0,0,0,0,1,2,250,1800,0,3333,0,0,0,4049102,0,20820,0,0,200,0,0,0,0,0,0,0
4049103,0,0,0,a_mon_earthquake,레그노 대지의분노,2,0,0,0,0,6009604,2,300,2333,5000,2667,0,0,0,4049103,4049112,20820,0,0,200,0,0,0,0,0,0,0
4049104,0,0,0,a_mon_melee_05,레그노 아이스스피어(광파+도넛),2,0,0,0,0,1,2,300,1667,0,8533,0,0,602509,4049104,4049113,20820,0,0,200,0,0,0,0,0,0,0
4049105,0,0,0,a_mon_melee_06,레그노 희귀몬스터 소환,2,0,0,0,0,6025904,1,1000,1667,0,4667,0,0,0,4049105,4049114,20820,0,0,200,0,0,0,0,0,0,0
4049106,0,0,0,a_mon_shot_skill_02,레그노 연속쏘기,2,0,0,0,0,1,2,500,2500,0,10000,0,0,2913,4049106,4049115,20820,0,0,200,0,0,0,0,0,0,0
4049107,0,0,0,a_mon_antares_laser,레그노브레스,2,0,0,0,0,1,2,200,900,5000,4667,0,0,0,4049107,4049116,20820,0,0,200,0,0,0,0,0,0,0
4049108,0,0,0,a_mon_shot_skill_03,레그노 구슬뱃어마법진,2,0,0,0,0,6000932,2,800,1833,1000,4400,0,0,0,4049108,4049117,20820,0,0,200,0,0,0,0,0,0,0
4049109,0,0,0,a_mon_summonbone,레그노 아이스본,2,0,0,0,0,6000988,2,2000,1267,300,3833,0,0,0,4049109,4049118,20820,6000000,0,200,0,2904,0,0,0,0,0
4049110,0,0,0,0,레그노 꼬리 휘두르기(연계),6,0,0,0,0,0,2,350,0,0,0,0,0,0,4049110,0,0,0,0,0,0,0,0,0,0,0,0
4049111,0,0,0,0,레그노 꼬리 휘두르기(그룹),6,0,0,0,0,0,2,350,0,0,0,0,0,0,4049111,0,0,0,0,0,0,0,0,0,0,0,0
4049112,0,0,0,a_mon_melee_07,터치데미지,1,0,0,0,0,5,1,200,1,3000,1,0,0,4029109,4029108,0,0,6000000,0,0,0,0,0,0,0,0,0
4500201,0,0,0,a_mon_melee_05,멍크 오른손,2,0,0,0,0,1,2,70,800,0,1650,0,0,0,4013100,2910,20820,0,0,200,0,0,0,0,0,0,0
4500202,0,0,0,a_mon_melee_02,멍크왼손,2,0,0,0,0,1,2,70,500,0,1250,0,0,0,4013101,2910,20820,0,0,200,0,0,0,0,0,0,0
4500203,0,0,0,a_mon_melee_04,멍크 박치기,2,0,0,0,0,1,2,90,267,0,1000,0,0,0,4013103,2906,20820,0,0,200,0,0,0,0,0,0,0
4500303,0,0,0,a_mon_melee_01,두두 시리즈 기본 공격,2,0,0,0,0,1,2,120,700,0,1833,0,0,0,6059100,0,20820,0,6059107,200,6000001,0,0,0,0,0,0
4500803,0,0,0,a_mon_melee_02,시크 지면강타,2,0,0,0,0,1,2,150,600,0,1133,0,0,0,4500803,0,20820,0,6015907,200,6000001,0,0,0,0,0,0
4500909,0,0,0,a_mon_melee_02,디어울프 정권(넉백3)찌르기,2,0,0,0,0,1,2,150,1000,0,967,0,0,0,4023104,0,20820,0,0,200,0,2906,0,0,0,0,0
4540700,0,0,0,a_mon_melee_02,리치_근거리(왼팔),2,0,0,0,0,1,2,200,400,0,1267,0,0,0,4540700,0,20820,0,0,200,6000001,0,0,0,0,0,0
4540701,0,0,0,a_mon_melee_03,리치_근거리(오른팔),2,0,0,0,0,1,2,200,500,0,967,0,0,0,4540701,0,20820,0,0,200,6000001,0,0,0,0,0,0
4540702,0,0,0,a_mon_melee_04,리치_근거리(오른팔_깊게),2,0,0,0,0,1,2,200,500,0,1367,0,0,0,4540702,0,20820,0,0,200,6000001,0,0,0,0,0,0
4540703,0,0,0,a_mon_shot_01,리치_원거리(오른팔검은구슬),2,0,0,0,0,1,2,500,500,0,900,0,0,0,4540703,0,20820,0,0,200,6000001,201,0,0,0,0,0
4540707,0,0,0,a_mon_massive_projectile,리치_마법진생성발사체발사,2,0,0,0,0,6013909,2,300,1867,0,1600,0,0,0,4540707,4540709,20820,6000000,0,200,6000001,0,0,0,0,0,0
4600100,0,0,0,a_mon_melee_01,외눈 미라 기본치기,2,0,0,0,0,1,2,100,600,1300,1467,0,0,0,4600100,0,20820,0,0,200,0,0,0,0,0,0,0
4600600,0,0,0,a_mon_melee_01,지하묘지 좀비 기본치기,2,0,0,0,0,1,2,80,600,0,733,0,0,0,6079100,0,20820,0,0,200,6000001,0,0,0,0,0,0
4600601,0,0,0,a_mon_breath,지하묘지 좀비 브레스,2,0,0,0,0,6006902,2,130,633,5000,3100,0,0,0,4600601,4600602,20820,0,6043515,200,0,0,0,0,0,0,0
4602100,0,0,0,a_mon_melee_01,카지모도 기본치기,2,0,0,0,0,1,2,150,200,0,1500,0,0,0,4602100,0,20820,6000000,0,200,6000001,0,0,0,0,0,0
4602101,0,0,0,a_mon_shot_01,카지모도 레이저,2,0,0,0,0,1,2,250,200,0,1000,0,0,0,4602101,0,20820,0,0,200,6000001,201,0,0,0,0,0
4602102,0,0,0,a_mon_drop_projectile,카지모도 관떨구기,2,0,0,0,0,6013909,2,300,500,0,2000,0,0,0,4602102,0,20820,6000000,0,200,6000001,0,0,0,0,0,0
4602103,0,0,0,a_mon_melee_03,카지모도 어스퀘이크(관내려치기),2,0,0,0,0,1,2,200,600,2000,2333,0,0,0,4602103,0,20820,6000000,0,200,6000001,0,0,0,0,0,0
4602104,0,0,0,a_mon_breath,카지모도 브레스,2,0,0,0,0,6006902,2,250,1400,5000,4300,0,0,0,4602104,4602107,20820,6000000,4602108,200,0,0,0,0,0,0,0
4602105,0,0,0,a_mon_dashattk,카지모드 대쉬스킬,2,0,0,0,0,6004904,2,350,1200,0,2500,0,0,0,4602105,4602109,20820,6000000,4602110,200,0,0,0,0,0,0,0
4602200,0,0,0,a_mon_melee_01,일반공격(아누쿠스),2,0,0,0,0,1,2,80,500,0,1000,0,0,0,6000400,6000401,20820,0,0,200,6000001,0,0,0,0,0,0
4602201,0,0,0,a_mon_breath,브레스(아누쿠스),2,0,0,0,0,6006902,2,250,1600,5000,1800,0,0,0,4602201,4602205,20820,6000000,0,200,6000001,0,0,0,0,0,0
4602202,0,0,0,a_mon_dashattk,돌진(아누쿠스),2,0,0,0,0,6004904,2,300,200,1000,3000,0,0,0,4602202,4602206,20820,6000000,0,200,6000001,0,0,0,0,0,0
4602203,0,0,0,a_mon_melee_02,광역공격(아누쿠스),2,0,0,0,0,6006902,2,200,1500,1000,2300,0,0,0,4602203,4602207,20820,6000000,2907,200,6000001,0,0,0,0,0,0
4602204,0,0,0,a_mon_melee_04,순간이동(아누쿠스-공격형),1,0,0,0,0,6025904,1,700,1000,5000,300,0,0,0,4602204,0,20820,0,0,0,0,0,0,0,0,0,0
4700400,0,0,0,a_mon_melee_01,위습 기본공격,2,0,0,0,0,1,2,60,700,0,700,0,0,0,6039100,0,20820,0,0,200,6000001,0,0,0,0,0,0
4700500,0,0,0,a_mon_melee_02,오염정령 기본치기(투힛),2,0,0,0,0,1,2,100,500,0,1500,0,0,0,4700500,0,20820,0,0,200,0,0,0,0,0,0,0
4700501,1,4024309,0,a_mon_breath,오염정령 냉기폭풍,2,0,0,0,0,6006902,2,150,1000,5000,4133,0,0,6044600,4024301,4024304,20820,0,6043515,200,0,6015301,0,0,0,0,0
4700502,0,0,0,a_mon_breath_02,오염정령 연속치기(4힛),2,0,0,0,0,6006902,2,120,1033,300,1733,0,0,0,4024101,4024104,20820,0,6043515,200,0,0,0,0,0,0,0
